anunciante;titulo;municipio;precio_eur;precio_anterior_eur;descuento_pct;superficie_m2;tipo_suelo;referencia_catastral;notas;vendido_con_descuento;es_urbano_o_urbanizable;precio_m2
;El Astillero;El Astillero;560800;;;2559.0;No urbanizable;;;False;False;219.14810472840952
Inmoreco Torrelavega S.L.;Udías;Udías;98000;;;2577.0;Urbano (solar);;;False;True;38.02871556072953
Gestion Inmobiliaria Crisser;Bareyo;Bareyo;23000;;;7694.0;No urbanizable;;;False;False;2.9893423446841694
;Guarnizo;Astillero;90000;;;1016.0;Urbano (solar);;;False;True;88.58267716535433
;Guarnizo;Astillero;335000;;;1872.0;Urbanizable;;;False;True;178.95299145299145
;Ribamontán al Monte;Ribamontán al Monte;70000;;;10000.0;Urbanizable;;;False;True;7.0
;Villaescusa;Villaescusa;145000;;;4500.0;Urbanizable;;;False;True;32.22222222222222
;Ribamontán al Monte;Ribamontán al Monte;35000;;;1500.0;Urbanizable;;;False;True;23.333333333333332
;Ribamontán al Monte;Ribamontán al Monte;149000;;;16000.0;Urbanizable;;;False;True;9.3125
;uhj49, Entrambasaguas;Entrambasaguas;49000;;;1100.0;Urbano (solar);;;False;True;44.54545454545455
;Barrio Pontejos-La Cavada, Marina de Cudeyo;Marina de Cudeyo;120000;150000.0;20.0;3600.0;Urbanizable;;;True;True;33.333333333333336
;opl79, Ribamontán al Monte;Ribamontán al Monte;79000;;;8000.0;Urbanizable;;;False;True;9.875
;eeb28, Entrambasaguas;Entrambasaguas;28000;;;9139.0;No urbanizable;;;False;False;3.063792537476748
;Urbanización La Cabaña, Ribamontán al Monte;Ribamontán al Monte;159000;;;1000.0;Urbano (solar);;Proyecto+licencia;False;True;159.0
;Calle la Robleda, Cartes;Cartes;540000;;;2929.0;Urbano (solar);;;False;True;184.36326391259814
;ola59, Ribamontán al Monte;Ribamontán al Monte;59000;;;5600.0;Urbanizable;;;False;True;10.535714285714286
;ope81, Ribamontán al Monte;Ribamontán al Monte;81000;;;7500.0;Urbanizable;;;False;True;10.8
;oem48, Entrambasaguas;Entrambasaguas;48000;;;4300.0;Urbanizable;;;False;True;11.162790697674419
Activa Norte Gestión Inmobiliaria;Ca-408, Penagos;Penagos;55000;;;3543.0;;;;False;False;15.523567598080723
THE SIBARIST Property & Homes Cantabria;Comillas;Comillas;1200000;;;3863.0;Urbano (solar);;;False;True;310.63939943049445
Gestión Inmobiliaria Val de Cella;Puente Agüero, Entrambasaguas;Entrambasaguas;65000;;;3417.0;Urbano (solar);;;False;True;19.022534386889085
Gestión Inmobiliaria Val de Cella;Rubayo, Marina de Cudeyo;Marina de Cudeyo;95000;;;2120.0;;;;False;False;44.81132075471698
Gestion inmobiliaria gumar;Comillas;Comillas;650000;;;1276.0;Urbano (solar);;;False;True;509.40438871473356
cadacasa;La Cavada, Marina de Cudeyo;Marina de Cudeyo;190000;200000.0;5.0;2700.0;Urbano (solar);;;True;True;70.37037037037037
;Gajano, Marina de Cudeyo;Marina de Cudeyo;85000;;;2097.0;Urbanizable;;;False;True;40.53409632808774
Gestión Inmobiliaria Crisser;Bareyo;Bareyo;150000;;;2975.0;Urbano (solar);;;False;True;50.42016806722689
El Viso Inmobiliaria;Cóbreces, Alfoz de Lloredo;Alfoz de Lloredo;450000;;;2700.0;Urbano (solar);;;False;True;166.66666666666666
;Socabarga, Medio Cudeyo;Medio Cudeyo;85000;;;3162.0;No urbanizable;;Parte urbana;False;False;26.881720430107528
Gestión Inmobiliaria Crisser;Camino Real, Bareyo;Bareyo;55000;;;600.0;Urbano (solar);;;False;True;91.66666666666667
Jose Antonio Rodriguez Asesores;Hoznayo;Entrambasaguas;75000;89000.0;16.0;1000.0;Urbano (solar);;;True;True;75.0
Gestión Inmobiliaria Crisser;Bareyo;Bareyo;375000;;;4882.0;Urbano (solar);;;False;True;76.81278164686604
Gestion inmobiliaria gumar;Fresnedo, Alfoz de Lloredo;Alfoz de Lloredo;180000;;;1427.0;Urbano (solar);;Licencia+proyecto;False;True;126.13875262789068
MARVALLAR;Guarnizo;Astillero;550000;;;2125.0;Urbano (solar);;;False;True;258.8235294117647
Inmobiliaria Cantabria;Los Corrales de Buelna;Los Corrales de Buelna;100000;;;1000.0;Urbano (solar);;;False;True;100.0
;Barrio Periedo, Cabezón de la Sal;Cabezón de la Sal;190000;200000.0;5.0;2216.0;Urbano (solar);;;True;True;85.74007220216606
Oyambre Servicios Inmobiliarios;Golbardo, Reocín;Reocín;140000;;;5040.0;Urbano (solar);6396002V;;False;True;27.77777777777778
Gestión Inmobiliaria Val de Cella;Heras, Medio Cudeyo;Medio Cudeyo;165000;;;3382.0;;;;False;False;48.787699586043765
Gestión Inmobiliaria Val de Cella;Omoño, Ribamontán al Monte;Ribamontán al Monte;75000;;;5604.0;Urbano (solar);;;False;True;13.383297644539615
Inmobiliaria Vacaciones;Somo;Ribamontán al Mar;721000;;;4239.0;Urbano (solar);;;False;True;170.08728473696627
Inmobiliaria SOMOPLAYA / INMOLOREDO;Loredo;Ribamontán al Mar;1850000;;;10380.0;Urbano (solar);;;False;True;178.22736030828517
Oyambre Servicios Inmobiliarios;Torrelavega;Torrelavega;187600;;;39723.0;Urbanizable;;;False;True;4.72270473025703
Gestion inmobiliaria gumar;Luaña, Alfoz de Lloredo;Alfoz de Lloredo;250000;;;2298.0;Urbanizable;;Licencia CROTU;False;True;108.79025239338556
Inmobiliaria SOMOPLAYA / INMOLOREDO;Somo;Ribamontán al Mar;245000;;;507.0;Urbano (solar);;;False;True;483.23471400394476
Oyambre Servicios Inmobiliarios;Centro, Torrelavega;Torrelavega;19000;;;113.0;Urbano (solar);;;False;True;168.141592920354
;Los Corrales de Buelna;Los Corrales de Buelna;84000;;;8709.0;Urbano (solar);;;False;True;9.645194626248708
cadacasa;Santa María de Cayón;Santa María de Cayón;190000;;;1969.0;Urbano (solar);;;False;True;96.49568308786186
33 Elefantes;Hoz de Anero;Ribamontán al Monte;189000;;;28105.0;No urbanizable;;;False;False;6.724782067247821
EC Inmobiliaria;Galizano;Ribamontán al Mar;225000;;;4160.0;No urbanizable;;;False;False;54.08653846153846
;Santa María de Cayón;Santa María de Cayón;70000;;;650.0;;;;False;False;107.6923076923077
Inmobiliaria SOMOPLAYA / INMOLOREDO;Somo;Ribamontán al Mar;150000;;;500.0;Urbano (solar);;;False;True;300.0
Activa Norte Gestión Inmobiliaria;San Felices de Buelna;San Felices de Buelna;58000;;;840.0;Urbano (solar);;;False;True;69.04761904761905
Inmobiliarias San Fernando;Alfoz de Lloredo;Alfoz de Lloredo;210000;;;3615.0;Urbano (solar);;;False;True;58.09128630705394
Inmobiliarias San Fernando;Los Corrales de Buelna;Los Corrales de Buelna;55000;;;1811.0;No urbanizable;;;False;False;30.369961347321922
33 Elefantes;Hoz de Anero;Ribamontán al Monte;189000;;;28165.0;No urbanizable;;;False;False;6.710456240014202
EC Inmobiliaria;San Salvador, Medio Cudeyo;Medio Cudeyo;300000;;;2113.0;Urbano (solar);;;False;True;141.9782300047326
33 Elefantes;Loredo;Ribamontán al Mar;1190000;;;7337.0;Urbano (solar);;;False;True;162.19163145699878
GRUPO INMOBILIARIO ALESÓN;Argomilla, Santa María de Cayón;Santa María de Cayón;180000;;;4174.0;Urbano (solar);;;False;True;43.124101581217055
Reines Grupo Inmobiliario Santander;Penagos;Penagos;285000;;;4182.0;Urbano (solar);;;False;True;68.14921090387375
GIFINCAS;Santa María de Cayón;Santa María de Cayón;790000;;;150000.0;;;;False;False;5.266666666666667
Inmobiliaria Cantabria;San Felices de Buelna;San Felices de Buelna;65000;;;4172.0;Urbanizable;;;False;True;15.580057526366252
Normafín Inmobiliaria;Reocín;Reocín;950000;;;70110.0;No urbanizable;;;False;False;13.550135501355014
Inmobiliaria Cantabria;Los Corrales de Buelna;Los Corrales de Buelna;75000;;;11087.0;Urbanizable;;;False;True;6.764679354198611
;Cartes;Cartes;750000;;;2676.0;Urbano (solar);;;False;True;280.2690582959641
Gestion inmobiliaria gumar;Ruiloba;Ruiloba;450000;;;1512.0;Urbano (solar);;;False;True;297.6190476190476
compracasa-online;Novales;Alfoz de Lloredo;270000;;;1507.0;Urbano (solar);;;False;True;179.163901791639
Inmobiliaria Vacaciones;Ribamontán al Monte;Ribamontán al Monte;155000;;;3856.0;Urbanizable;;;False;True;40.197095435684645
Inmobiliaria Cantabria;San Felices de Buelna;San Felices de Buelna;45000;;;690.0;Urbanizable;;;False;True;65.21739130434783
Inmobiliaria PAS-NuevoPiso;Villaescusa;Villaescusa;795000;;;20551.0;Urbano (solar);;;False;True;38.68424894165734
Inmobiliaria Vacaciones;Loredo;Ribamontán al Mar;312000;;;678.0;Urbano (solar);;;False;True;460.17699115044246
;Entrambasaguas;Entrambasaguas;64800;75600.0;14.0;1622.0;No urbanizable;;;True;False;39.95067817509248
Gestion inmobiliaria gumar;Reocín;Reocín;2500000;;;6647.0;Urbano (solar);;;False;True;376.1095230931247
Colsol;Ribamontán al Monte;Ribamontán al Monte;82000;;;428.0;Urbano (solar);;;False;True;191.58878504672896
ALFAPLAYAS;Mazcuerras;Mazcuerras;54000;;;500.0;Urbano (solar);;;False;True;108.0
;Puente Viesgo;Puente Viesgo;49000;;;5001.0;Urbanizable;;;False;True;9.798040391921615
;Castañeda;Castañeda;26500;;;8486.0;No urbanizable;;;False;False;3.1227904784350695
;Santa María de Cayón;Santa María de Cayón;29800;;;5821.0;No urbanizable;;;False;False;5.119395292904999
;Puente Viesgo;Puente Viesgo;110000;;;10749.0;Urbanizable;;;False;True;10.233510093962229
;Ribamontán al Monte;Ribamontán al Monte;60000;;;3006.0;Urbanizable;;;False;True;19.960079840319363
;Heras, Medio Cudeyo;Medio Cudeyo;430000;;;3518.0;Urbano (solar);6253001VP3065S0001OY;;False;True;122.22853894258101
;Sobremazas;Medio Cudeyo;90000;;;2270.0;Urbano (solar);;;False;True;39.647577092511014
ASJ Inmobiliaria;Coo;Los Corrales de Buelna;700000;;;13073.0;Urbano (solar);;;False;True;53.545475407328084
EC Inmobiliaria;Loredo;Ribamontán al Mar;250000;;;6070.0;Urbanizable;;;False;True;41.18616144975288
VIVRA Real Estate;Marina de Cudeyo;Marina de Cudeyo;140000;;;3000.0;Urbanizable;;;False;True;46.666666666666664
;Reocín;Reocín;159000;;;6336.0;Urbano (solar);5591054VN0959S0001UA;;False;True;25.09469696969697
;Tanos, Torrelavega;Torrelavega;187600;;;39723.0;Urbanizable;;;False;True;4.72270473025703
;Penagos;Penagos;110000;;;7522.0;Urbanizable;39048A301001890000JY;;False;True;14.623770273863334
Inmobiliaria PAS-NuevoPiso;Herrera de Ibio, Mazcuerras;Mazcuerras;67000;;;2330.0;No urbanizable;;;False;False;28.755364806866954
Tecnocasa Santander;Guarnizo;Astillero;179900;;;1185.0;Urbano (solar);;;False;True;151.81434599156117
cadacasa;Medio Cudeyo;Medio Cudeyo;60000;;;673.0;Urbano (solar);;;False;True;89.15304606240713
EC Inmobiliaria;Medio Cudeyo;Medio Cudeyo;90000;;;2806.0;Urbano (solar);;;False;True;32.07412687099073
cadacasa;Medio Cudeyo;Medio Cudeyo;64000;;;689.0;Urbano (solar);;;False;True;92.88824383164005
;Ribamontán al Monte;Ribamontán al Monte;100000;;;7753.0;Urbanizable;;;False;True;12.898232942086935
cadacasa;Medio Cudeyo;Medio Cudeyo;87000;;;970.0;Urbano (solar);;;False;True;89.69072164948453
cadacasa;Medio Cudeyo;Medio Cudeyo;60000;;;711.0;Urbano (solar);;;False;True;84.38818565400844
VIVRA Real Estate;Marina de Cudeyo;Marina de Cudeyo;190000;;;4468.0;Urbanizable;;;False;True;42.52461951656222
;Cabezón de la Sal;Cabezón de la Sal;115000;;;1350.0;Urbano (solar);;;False;True;85.18518518518519
cadacasa;Santa María de Cayón;Santa María de Cayón;190000;;;1969.0;Urbano (solar);;;False;True;96.49568308786186
;Entrambasaguas;Entrambasaguas;999999;;;87000.0;Urbano (solar);;;False;True;11.494241379310346
;Penagos;Penagos;60000;;;1831.0;Urbanizable;;;False;True;32.76897870016384
;Argomilla, Santa María de Cayón;Santa María de Cayón;68700;;;547.0;Urbano (solar);;;False;True;125.59414990859233
;Quijas, Reocín;Reocín;140000;;;91733.0;No urbanizable;39060A011000040000FK;;False;False;1.5261683363675014
COSTA NORTE Inmobiliaria;Puente San Miguel;Reocín;250000;;;1009.0;Urbano (solar);;;False;True;247.7700693756194
Inmobiliaria SOMOPLAYA / INMOLOREDO;Somo;Ribamontán al Mar;170000;;;500.0;Urbano (solar);;;False;True;340.0
InmoPrime21;Reocín;Reocín;127000;;;3259.0;Urbano (solar);;;False;True;38.9690088984351
Inmobiliaria SOMOPLAYA / INMOLOREDO;Galizano;Ribamontán al Mar;145000;;;9830.0;Urbano (solar);;;False;True;14.750762970498474
;Galizano;Ribamontán al Mar;371000;;;3009.0;Urbano (solar);6031012VP4163S0001JS|6031013VP4163S0001ES;;False;True;123.29677633765371
;Reocín;Reocín;130000;;;5359.0;Urbano (solar);;;False;True;24.258257137525657
Inmobiliaria SOMOPLAYA / INMOLOREDO;Rubayo, Marina de Cudeyo;Marina de Cudeyo;130000;;;3500.0;Urbano (solar);;;False;True;37.142857142857146
;Ribamontán al Monte;Ribamontán al Monte;99000;;;1100.0;Urbanizable;;;False;True;90.0
Oyambre Servicios Inmobiliarios;El Astillero;El Astillero;560800;623800.0;10.0;3000.0;Urbano (solar);3457409VP3035N0001HO;;True;True;186.93333333333334
;Entrambasaguas;Entrambasaguas;89000;99000.0;10.0;1293.0;Urbano (solar);;;True;True;68.8321732405259
Trece Home;Ribamontán al Monte;Ribamontán al Monte;73000;;;2500.0;Urbanizable;;;False;True;29.2
;Santa María de Cayón;Santa María de Cayón;131500;;;4810.0;Urbano (solar);;;False;True;27.33887733887734
;Langre, Ribamontán al Mar;Ribamontán al Mar;390000;;;1500.0;Urbano (solar);;;False;True;260.0
Exclusivas inmobiliarias mikeli;Barrio la Fuente, Solares;Medio Cudeyo (Valdecilla);390000;;;3600.0;Urbano (solar);;Texto indica Valdecilla (Medio Cudeyo) y 'parcela urbana';False;True;108.33333333333333
Inmobiliaria Eurocasa;CA-409, Penagos;Penagos;120000;;;4877.0;No urbanizable;;Texto indica: terreno rústico con proyecto de vivienda y autorización;False;False;24.605290137379537
Exclusivas inmobiliarias mikeli;Barrio el Cagigal, Ribamontán al Monte;Ribamontán al Monte;195000;;;4211.0;Urbano (solar);;Texto indica posibilidad de construir 2 viviendas;False;True;46.307290429826644
Exclusivas inmobiliarias mikeli;Barrio V. Peña, Mazcuerras;Mazcuerras;179000;;;5834.0;;;Servicios a pie (saneamiento/agua/luz) según texto;False;False;30.68220774768598
LOCALIA INMOBILIARIA;Barrio la Iglesia, s/n, Alfoz de Lloredo (Novales);Alfoz de Lloredo;636000;;;3313.0;Urbano (solar);;Texto menciona finca total 21.708 m² + proyecto/licencia para 12 chalets (ojo: superficie del anuncio 3.313 m²);False;True;191.97102324177482
altamira21.com;Barrio Ibio, 64, Mazcuerras;Mazcuerras;163500;;;2680.0;Urbano (solar);;Texto: edificabilidad 1 m3/m2;False;True;61.007462686567166
Inmosantander;Barrio Pontejos, Marina de Cudeyo;Marina de Cudeyo;120000;;;1589.0;Urbanizable;;Ligera inclinación;False;True;75.51919446192574
Inmosantander;Barrio Pontejos, Marina de Cudeyo;Marina de Cudeyo;220000;;;4087.0;Urbanizable;;No especificado;False;True;53.82921458282359
RE/MAX Vértice;Barrio Helguera, Reocín;Reocín;880000;;;20209.0;Urbanizable;;Incluye construcción existente 414 m2 (según texto);False;True;43.54495521797219
Inmosantander;Barrio Pontejos, Marina de Cudeyo;Marina de Cudeyo;145000;;;2934.0;Urbanizable;;No especificado;False;True;49.42058623040218
FRESNO GESTION Y VENTA;Barrio Cóbreces, Alfoz de Lloredo;Alfoz de Lloredo;430000;;;2609.0;Urbano (solar);;Texto: posibilidad de desarrollar hasta 4 chalets;False;True;164.81410502108088
Inmobiliaria Mai Home;Barrio Valles, Reocín;Reocín;280000;;;2949.0;Urbanizable;;Texto: dos parcelas (una junto villas;False;True;94.94743981010512
Inmobiliaria las Dunas;Valles, Reocín;Reocín;55000;;;400.0;Urbano (solar);;Texto: servicios;False;True;137.5
Bahía Home;Barrio Obregón, 144, Villaescusa;Villaescusa;189000;;;1874.0;Urbano (solar);;Texto: hasta 4 chalets;False;True;100.8537886872999
altamira21.com;Carretera Nacional 634, Castañeda;Castañeda;85000;;;4779.0;Urbanizable;;Texto: volumetría 10% por planta;False;True;17.786147729650555
Bahía Home;San Salvador, 26, Medio Cudeyo;Medio Cudeyo;218000;;;2180.0;Urbano (solar);;'Proyecto Altamira' (según anuncio);False;True;100.0
Inmobiliaria Barrio;Barrio la Penilla, Santa María de Cayón;Santa María de Cayón;546000;;;7000.0;Urbano (solar);;Texto: edificabilidad 0,5 m2/m2;False;True;78.0
altamira21.com;Barrio Valles, Reocín;Reocín;115000;;;2603.0;Urbano (solar);;No especificado;False;True;44.17979254706108
Inmobiliaria Zubia & Marisol Ceballos;Calle la Industria, 32, El Astillero;El Astillero;560800;;;4363.0;Urbano (solar);;Texto: edificabilidad total 5.453,75 m2t (ojo: el anuncio mezcla 4.363 m2 y 5.453 m2t);False;True;128.53541141416457
Opportunity & Deal;Barrio la Virgen, Udías;Udías;75000;;;218.0;Urbano (solar);;No especificado;False;True;344.0366972477064
Engel & Völkers Santander;Barrio Abadilla, Santa María de Cayón;Santa María de Cayón;175000;;;41141.0;Urbano (solar);;Texto lo describe como parcela agraria;False;True;4.253664227899176
Engel & Völkers Santander;Barrio la Riva, Villaescusa (Villanueva);Villaescusa;565000;;;8720.0;Urbanizable;;Texto: 'finca urbana' pero ficha pone urbanizable;False;True;64.79357798165138
Engel & Völkers Santander;CA-142, Santa María de Cayón;Santa María de Cayón;498000;;;86420.0;Urbano (solar);;Texto: finca rústica con vivienda para reformar + cuadra;False;True;5.7625549641286735
inmobiliaria diego;Calle Helguera, Penagos;Penagos;125000;;;1646.0;Urbano (solar);;Precio anterior 139.000€ (-10%);False;True;75.94167679222357
eXp Realty España;Barrio la Iglesia, 1A, Ribamontán al Monte (Anero - Alto Marín);Ribamontán al Monte;150000;;;14764.0;Urbanizable;;No especificado;False;True;10.159848279599025
Prada&Asociados;Cabezón de la Sal (Casar de Periedo);Cabezón de la Sal;59000;;;304.0;Urbano (solar);;Edificabilidad 35%;False;True;194.07894736842104
gestiona inmobiliaria;Ribamontán al Monte;Ribamontán al Monte;120000;;;8126.0;No urbanizable;;Texto dice 'parcela urbanizable' pero ficha pone no urbanizable;False;False;14.767413241447207
Habitar Servicios Inmobiliarios;Barrio San Juan, 188, Villaescusa (Liaño);Villaescusa;1600000;;;5328.0;Urbanizable;;Proyecto con licencia para 16 unifamiliares (12 ind.+4 pareadas);False;True;300.3003003003003
Inmobiliaria Sebrango;Urbanización la Cabaña, 55, Ribamontán al Monte (Villaverde de Pontones);Ribamontán al Monte;120000;;;1184.0;Urbano (solar);;No especificado;False;True;101.35135135135135
Gestión Inmobiliaria Val de Cella;CA-161, Medio Cudeyo (Hermosa);Medio Cudeyo;250000;;;36000.0;;;Finca 36.000 m2;False;False;6.944444444444445
eXp Realty España;Barrio Cuatro Caminos, 170B, Marina de Cudeyo (Elechas);Marina de Cudeyo;110000;;;714.0;Urbano (solar);;RE-2;False;True;154.06162464985994
RE/MAX Vértice;Calle Santander (Ramón y Cajal), Los Corrales de Buelna;Los Corrales de Buelna;140000;;;1144.0;Urbano (solar);;No especificado;False;True;122.37762237762237
Gestión Inmobiliaria Val de Cella;CA-142, Santa María de Cayón (La Encina);Santa María de Cayón;130000;;;1635.0;;;Servicios a pie (según texto);False;False;79.51070336391437
altamira21.com;Barrio Las Tejas, s/n, Santa María de Cayón (Argomilla de Cayón);Santa María de Cayón;50000;;;2250.0;Urbanizable;;No especificado;False;True;22.22222222222222
altamira21.com;Camino Real, 1048, Bareyo;Bareyo;450000;;;4613.0;Urbano (solar);;Texto: apta para hasta 5 chalets;False;True;97.55040104053761
Inmobiliarias San Fernando;Barrio Puente San Miguel, 7, Villapresente;Reocín;99000;;;2224.0;Urbanizable;;Texto lo llama 'no urbanizable' pero dice informe favorable CROTU para edificar (según anuncio);False;True;44.514388489208635
MN Tu punto inmobiliario;Castañeda (Pomaluengo);Castañeda;250000;;;1531.0;Urbano (solar);;Proyecto unifamiliares;False;True;163.29196603527106
Inmobiliaria las Dunas;Estradas, Ribamontán al Monte (Hoz de Anero);Ribamontán al Monte;80000;;;1888.0;Urbanizable;;No especificado;False;True;42.3728813559322
altamira21.com;Poblado Riaño, Mazcuerras (Riaño de Ibio);Mazcuerras;212900;;;3804.0;Urbano (solar);;Texto: edificabilidad 1 m3/m2;False;True;55.96740273396425
Opportunity & Deal;Avenida Solvay, Barreda, Torrelavega;Torrelavega;114000;;;1148.0;Urbano (solar);;No especificado;False;True;99.30313588850174
Inmobiliaria PAS-NuevoPiso;Barrio Santa Rosa, Villaescusa (Liaño);Villaescusa;590000;;;6348.0;Urbano (solar);;No especificado;False;True;92.94265910522999
Look & Find Santander;Lloreda (diseminado), Santa María de Cayón;Santa María de Cayón;390000;;;5655.0;Urbano (solar);;Texto: edificabilidad 0,5 m2/m2;False;True;68.96551724137932
Espazio Inmobiliario;Barrio Casuso, Alfoz de Lloredo (Novales);Alfoz de Lloredo;45000;;;8846.0;No urbanizable;;No especificado;False;False;5.087044992086819
Asesoría Inmobiliaria Santos S.L.;Riva Redonda (Quijas), Reocín;Reocín;75000;;;3314.0;Urbano (solar);;No especificado;False;True;22.631261315630656
Particular/No indicado;Calle La Richuela, 132, Penagos (El Arenal);Penagos;51400;;;668.0;Urbano (solar);;Coef. edificabilidad 0,3 (según texto);False;True;76.94610778443113
Espazio Inmobiliario;Barrio San Damil, Alfoz de Lloredo (Cóbreces);Alfoz de Lloredo;315000;;;1836.0;Urbano (solar);;RA2;False;True;171.5686274509804
Asesoría Inmobiliaria Santos S.L.;Variés, Udías (Rodezas);Udías;160000;;;5932.0;Urbanizable;;No especificado;False;True;26.972353337828725
Asesoría Inmobiliaria Santos S.L.;Castañaron, Pol.1 Parc.58, Udías;Udías;400000;;;19443.0;Urbanizable;;Vistas al mar (según texto);False;True;20.57295684822301
altamira21.com;Vía, Tanos (Viernoles), Torrelavega;Torrelavega;149000;;;3062.0;Urbanizable;;Proyecto vivienda 202,79 m2 (según texto);False;True;48.66100587851078
viBe;CA-141, Marina de Cudeyo (Gajano);Marina de Cudeyo;137000;;;6352.0;Urbano (solar);;Lote de cuatro fincas;False;True;21.56801007556675
Activa Norte Gestión Inmobiliaria;Barrio Puente San Miguel, 231, Puente San Miguel;Reocín;149000;;;1683.0;Urbano (solar);;Texto lo describe como parcela urbana;False;True;88.5323826500297
viBe;CA-142, Santa María de Cayón (Esles);Santa María de Cayón;30000;;;9524.0;;;No especificado;False;False;3.149937001259975
Inmobiliaria Barrio;Barrio Puente San Miguel (La Robleda), Puente San Miguel;Reocín;865000;;;4686.0;Urbano (solar);;No especificado;False;True;184.59240290226205
Inmobiliaria Barrio;Barrio la Penilla, Santa María de Cayón;Santa María de Cayón;180000;;;2300.0;Urbano (solar);;Texto: edificabilidad 0,5 m2/m2;False;True;78.26086956521739
Engel & Völkers Santander;Calle Eulalio Ferrer, Torrelavega;Torrelavega;2000000;;;9298.0;Urbanizable;;Anteproyecto residencia de mayores (según texto);False;True;215.10002151000216
Bankcasas.com;El Astillero;El Astillero;560800;;;2999.0;Urbanizable;;Precio anterior 623.800€ (-10%);False;True;186.99566522174058
Beyar Inmobiliaria;Camino San Pedruco, s/n, Bareyo;Bareyo;24000;;;3766.0;No urbanizable;;No permite construcción tradicional (según texto);False;False;6.372809346787042
Mónica Soto Servicios Inmobiliarios;Barrio Ontoria, 103, Cabezón de la Sal;Cabezón de la Sal;350000;;;3344.0;Urbano (solar);;No especificado;False;True;104.66507177033493
Mónica Soto Servicios Inmobiliarios;Barrio Luzmela-Frankin, 10, Mazcuerras;Mazcuerras;425000;;;4160.0;Urbanizable;;No especificado;False;True;102.16346153846153
Mónica Soto Servicios Inmobiliarios;Barrio Gandarilla, 10, Comillas;Comillas;1410000;;;63600.0;Rústico;;Finca rústica (según texto);False;False;22.169811320754718
Activa Norte Gestión Inmobiliaria;Barrio el Llano, Udías;Udías;95000;;;15620.0;Urbano (solar);;Texto: dos parcelas (3.400 m2 y 12.000 m2 aprox.);False;True;6.081946222791293
ACERO Inmobiliaria;Hoz de Anero, Ribamontán al Monte;Ribamontán al Monte;90000;;;4700.0;Urbanizable;;No especificado;False;True;19.148936170212767
ACERO Inmobiliaria;Barrio Estradas, Ribamontán al Monte (Hoz de Anero);Ribamontán al Monte;85000;;;3700.0;Urbanizable;;No especificado;False;True;22.972972972972972
Espazio Inmobiliario;Puente San Miguel;Reocín;170000;;;1683.0;Urbano (solar);;Posibilidad de segregar (según texto);False;True;101.01010101010101
Espazio Inmobiliario;Cerezo - Aspla - Torres, Torrelavega;Torrelavega;380000;;;7180.0;Urbano (solar);;3.955 m2 urbanos + 3.225 m2 rústicos;False;True;52.92479108635097
Espazio Inmobiliario;Sierrapando, Torrelavega;Torrelavega;180000;;;6120.0;No urbanizable;;Incluye nave ganadera >200 m2 (según texto);False;False;29.41176470588235
Particular/No indicado;La Moya, Mazcuerras;Mazcuerras;120000;;;8614.0;Urbanizable;;No especificado;False;True;13.930810308799629
Asesoría Inmobiliaria Santos S.L.;Las Huertas de los Viejos, Mazcuerras;Mazcuerras;240000;;;2953.0;Urbano (solar);;No especificado;False;True;81.27328140873688
gestiona inmobiliaria;Entrambasaguas (Navajeda);Entrambasaguas;130000;;;2100.0;Urbano (solar);;Posibilidad de segregar (según texto);False;True;61.904761904761905
Inmobiliarias San Fernando;Alfoz de Lloredo;Alfoz de Lloredo;35000;;;3456.0;No urbanizable;;Incluye pequeña construcción aperos (según texto);False;False;10.127314814814815
Asesoría Inmobiliaria Santos S.L.;Mazcuerras;Mazcuerras;120000;;;8614.0;Urbanizable;;CROTU en trámite (según texto);False;True;13.930810308799629
Bankcasas.com;Centro, Torrelavega;Torrelavega;19000;;;113.0;Urbano (solar);;Proindiviso 40,12% (según texto);False;True;168.141592920354
Asesoría Inmobiliaria Santos S.L.;Udías;Udías;350000;;;5950.0;Urbanizable;;Texto: posibilidad de construir 595 m2 (1 planta) / 1190 m2 (2 plantas);False;True;58.8235294117647
Mónica Soto Servicios Inmobiliarios;Vía, Alfoz de Lloredo (La Busta);Alfoz de Lloredo;23600;;;13332.0;No urbanizable;;Rústico especial protección Prados de Mies (según texto);False;False;1.7701770177017702
Mónica Soto Servicios Inmobiliarios;Barrio Caranceja, 1033, Reocín;Reocín;53900;;;400.0;Urbanizable;;Precio anterior 58.900€ (-8%);False;True;134.75
MENA INMOBILIARIA;Ribamontán al Monte (Villaverde de Pontones);Ribamontán al Monte;91000;;;427.0;Urbano (solar);;No especificado;False;True;213.11475409836066
Inmobiliarias San Fernando;Cartes (Riocorvo);Cartes;39900;;;225.0;Urbano (solar);;Anteproyecto casa 120 m2 (según texto);False;True;177.33333333333334
Asesoría Inmobiliaria Santos S.L.;Treslama, Mazcuerras;Mazcuerras;280600;;;4317.0;Urbano (solar);;Edificabilidad 0,30;False;True;64.9988417882789
altamira21.com;CA-146, Entrambasaguas;Entrambasaguas;15000;;;2593.0;;;Terreno agrario (según texto);False;False;5.784805244890089
Inmobiliaria Barrio;Santa María de Cayón (La Penilla);Santa María de Cayón;650000;;;8300.0;Urbano (solar);;Texto: edificabilidad 0,5 m2/m2;False;True;78.3132530120482
Mónica Soto Servicios Inmobiliarios;Barrio el Llano, 1033, Udías;Udías;45000;;;378.0;Urbano (solar);;Texto lo llama urbano;False;True;119.04761904761905
