titulo;municipio;precio_eur;superficie_m2;tipo_suelo;vendido_con_descuento;es_urbano_o_urbanizable;precio_m2
Calle Pumarijo, Penagos;Penagos;190000;3143.0;Urbano (solar);False;True;60.45179764556156
Pumalverde, Udías;Udías;127500;3980.0;Urbanizable;False;True;32.03517587939699
Lloredo, Alfoz de Lloredo;Alfoz de Lloredo;50000;1000.0;Urbano (solar);False;True;50.0
Barrio Viallan, Alfoz de Lloredo;Alfoz de Lloredo;12500;966.0;No urbanizable;False;False;12.939958592132506
Calle la Cuesta, Los Corrales de Buelna;Los Corrales de Buelna;26000;4475.0;No urbanizable;False;False;5.810055865921788
Calle Alfonso Álvarez Miranda, Los Corrales de Buelna;Los Corrales de Buelna;180000;8731.0;Urbano (solar);False;True;20.61619516664758
Villaescusa;Villaescusa;105000;3000.0;Urbano (solar);False;True;35.0
La Fuente, Cartes;Cartes;130000;2090.0;Urbano (solar);False;True;62.20095693779904
Barrio Pontejos, Marina de Cudeyo;Marina de Cudeyo;186000;2000.0;Urbano (solar);False;True;93.0
Ribamontán al Monte;Ribamontán al Monte;260000;9079.0;Urbanizable;False;True;28.63751514483974
Reocín;Reocín;88400;2057.0;Urbano (solar);False;True;42.97520661157025
Cartes;Cartes;45000;1800.0;Urbano (solar);False;True;25.0
Puente Viesgo;Puente Viesgo;10500;5850.0;No urbanizable;False;False;1.794871794871795
Barrio Casar, Cabezón de la Sal;Cabezón de la Sal;58000;831.0;Urbano (solar);False;True;69.79542719614922
Marina de Cudeyo;Marina de Cudeyo;140000;5069.0;Urbanizable;False;True;27.61885973564806
Bareyo;Bareyo;150000;4087.0;Urbano (solar);False;True;36.701737215561536
Alfoz de Lloredo;Alfoz de Lloredo;230000;1732.0;Urbano (solar);False;True;132.79445727482678
Penagos;Penagos;53000;4400.0;Urbanizable;False;True;12.045454545454543
Barrio Caranceja, Reocín;Reocín;205000;6486.0;Urbano (solar);False;True;31.60653715695344
Calle la Fuente, Cartes;Cartes;110000;1083.0;Urbano (solar);False;True;101.5697137580794
Puente San Miguel, Reocín;Reocín;142500;833.0;Urbano (solar);False;True;171.06842737094837
Santa María de Cayón;Santa María de Cayón;54000;1982.0;No urbanizable;False;False;27.2452068617558
Reocín;Reocín;49000;7215.0;No urbanizable;False;False;6.791406791406791
Penagos;Penagos;100000;5081.0;Urbanizable;False;True;19.6811651249754
Calle José María Cabañas, Torrelavega;Torrelavega;269000;1305.0;Urbano (solar);False;True;206.1302681992337
Barrio La Cotera, Mazcuerras;Mazcuerras;75000;2045.0;Urbano (solar);False;True;36.67481662591687
Hoznayo;Entrambasaguas;70000;11682.0;No urbanizable;False;False;5.9921246361924325
Castañeda;Castañeda;60000;5400.0;Urbanizable;False;True;11.11111111111111
Alfoz de Lloredo;Alfoz de Lloredo;140000;4681.0;Urbanizable;False;True;29.908139286477248
Marina de Cudeyo;Marina de Cudeyo;150000;3360.0;Urbanizable;False;True;44.642857142857146
Penagos;Penagos;69000;1505.0;Urbano (solar);False;True;45.84717607973422
Marina de Cudeyo;Marina de Cudeyo;70000;1700.0;Urbanizable;False;True;41.1764705882353
Carriazo, Ribamontán al Mar;Ribamontán al Mar;20000;6750.0;No urbanizable;False;False;2.962962962962963
Marina de Cudeyo;Marina de Cudeyo;200000;4468.0;Urbanizable;False;True;44.76275738585497
Barrio la Quintana, Los Corrales de Buelna;Los Corrales de Buelna;44392;958.0;Urbano (solar);False;True;46.33820459290188
Puente Viesgo;Puente Viesgo;40000;4048.0;No urbanizable;False;False;9.881422924901186
Villaescusa;Villaescusa;85000;5000.0;Urbanizable;False;True;17.0
Medio Cudeyo;Medio Cudeyo;80000;626.0;Urbanizable;False;True;127.79552715654953
Los Corrales de Buelna;Los Corrales de Buelna;20000;10214.0;No urbanizable;False;False;1.9580967299784608
Calle Concha Espina, Cabezón de la Sal;Cabezón de la Sal;75000;1140.0;Urbano (solar);False;True;65.78947368421052
Entrambasaguas;Entrambasaguas;120000;2500.0;Urbanizable;False;True;48.0
Reocín;Reocín;81500;4493.0;Urbano (solar);False;True;18.13932784331182
Entrambasaguas;Entrambasaguas;100000;2073.0;Urbano (solar);False;True;48.2392667631452
Santa María de Cayón;Santa María de Cayón;124000;624.0;Urbano (solar);False;True;198.71794871794876
Santa María de Cayón;Santa María de Cayón;29900;1895.0;Urbanizable;False;True;15.778364116094988
Marina de Cudeyo;Marina de Cudeyo;55000;2367.0;Urbanizable;False;True;23.236163920574565
Marina de Cudeyo;Marina de Cudeyo;88000;1742.0;Urbanizable;False;True;50.51664753157291
Mazcuerras;Mazcuerras;150000;1229.0;Urbano (solar);False;True;122.05044751830756
Udías;Udías;120000;2340.0;Urbanizable;False;True;51.282051282051285
Avenida Santiago Galas, Cabezón de la Sal;Cabezón de la Sal;254100;2613.0;Urbano (solar);False;True;97.24454649827784
Alfoz de Lloredo;Alfoz de Lloredo;155000;3100.0;Urbanizable;False;True;50.0
Hoznayo;Entrambasaguas;75000;1139.0;Urbano (solar);False;True;65.84723441615452
Lloredo de Rudagüera, Alfoz de Lloredo;Alfoz de Lloredo;50000;1000.0;Urbano (solar);False;True;50.0
Campuzano, Torrelavega;Torrelavega;50000;451.0;Urbano (solar);False;True;110.86474501108648
Santa María de Cayón;Santa María de Cayón;18000;2237.0;No urbanizable;False;False;8.046490835940993
Castañeda;Castañeda;29000;3344.0;No urbanizable;False;False;8.67224880382775
Marina de Cudeyo;Marina de Cudeyo;110000;2265.0;Urbanizable;False;True;48.565121412803535
Marina de Cudeyo;Marina de Cudeyo;120000;544.0;Urbano (solar);False;True;220.58823529411765
Entrambasaguas;Entrambasaguas;36500;11361.0;No urbanizable;False;False;3.212745356922806
Marina de Cudeyo;Marina de Cudeyo;130000;3114.0;Urbanizable;False;True;41.746949261400125
Reocín;Reocín;148000;1496.0;Urbano (solar);False;True;98.93048128342248
Torrelavega;Torrelavega;115000;4930.0;Urbano (solar);False;True;23.32657200811359
Los Corrales de Buelna;Los Corrales de Buelna;35000;1106.0;Urbano (solar);False;True;31.64556962025317
Puente Viesgo;Puente Viesgo;25000;4242.0;No urbanizable;False;False;5.893446487505893
Udías;Udías;6500;1035.0;No urbanizable;False;False;6.280193236714976
Villaescusa;Villaescusa;240000;2000.0;Urbano (solar);False;True;120.0
Los Corrales de Buelna;Los Corrales de Buelna;75000;1020.0;Urbanizable;False;True;73.52941176470588
Alfoz de Lloredo;Alfoz de Lloredo;80000;4000.0;No urbanizable;False;False;20.0
Bareyo;Bareyo;126500;4614.0;Urbanizable;False;True;27.41655830082358
Ribamontán al Monte;Ribamontán al Monte;80000;1888.0;Urbanizable;False;True;42.3728813559322
Ribamontán al Mar;Ribamontán al Mar;150000;4804.0;No urbanizable;False;False;31.22398001665279
Santa María de Cayón;Santa María de Cayón;33000;834.0;No urbanizable;False;False;39.568345323741006
Reocín;Reocín;12750;4350.0;No urbanizable;False;False;2.931034482758621
Entrambasaguas;Entrambasaguas;50000;3000.0;No urbanizable;False;False;16.666666666666668
Los Corrales de Buelna;Los Corrales de Buelna;60000;447.0;Urbano (solar);False;True;134.2281879194631
San Felices de Buelna;San Felices de Buelna;100000;1500.0;Urbano (solar);False;True;66.66666666666667
Carriazo, Ribamontán al Mar;Ribamontán al Mar;160000;2363.0;Urbanizable;False;True;67.71053745239102
Alfoz de Lloredo;Alfoz de Lloredo;115000;2360.0;No urbanizable;False;False;48.72881355932204
Ribamontán al Monte;Ribamontán al Monte;170000;4991.0;Urbanizable;False;True;34.061310358645564
Marina de Cudeyo;Marina de Cudeyo;40000;8140.0;No urbanizable;False;False;4.914004914004914
Reocín;Reocín;35000;850.0;No urbanizable;False;False;41.1764705882353
Santa María de Cayón;Santa María de Cayón;60000;1400.0;Urbano (solar);False;True;42.85714285714285
Bareyo;Bareyo;119000;2848.0;Urbano (solar);False;True;41.78370786516854
Torrelavega;Torrelavega;70000;2214.0;Urbano (solar);False;True;31.616982836495037
Santa María de Cayón;Santa María de Cayón;110000;4400.0;Urbano (solar);False;True;25.0
Barrio Caranceja, Reocín;Reocín;65000;1298.0;Urbano (solar);False;True;50.07704160246533
Alfoz de Lloredo;Alfoz de Lloredo;90000;867.0;Urbano (solar);False;True;103.80622837370242
Ribamontán al Monte;Ribamontán al Monte;35000;10436.0;No urbanizable;False;False;3.353775392870832
Vía, Reocín;Reocín;65000;1501.0;Urbano (solar);False;True;43.30446369087275
Penagos;Penagos;94000;7979.0;Urbanizable;False;True;11.780924927935832
Penagos;Penagos;99000;2249.0;Urbanizable;False;True;44.01956425077813
Cabezón de la Sal;Cabezón de la Sal;11000;2184.0;No urbanizable;False;False;5.0366300366300365
Cabezón de la Sal;Cabezón de la Sal;50000;2400.0;No urbanizable;False;False;20.83333333333333
Alfoz de Lloredo;Alfoz de Lloredo;250000;3615.0;Urbano (solar);False;True;69.15629322268326
Marina de Cudeyo;Marina de Cudeyo;15000;2500.0;No urbanizable;False;False;6.0
San Felices de Buelna;San Felices de Buelna;149500;5743.0;Urbano (solar);False;True;26.031690753961342
San Felices de Buelna;San Felices de Buelna;23000;351.0;Urbano (solar);False;True;65.52706552706553
Medio Cudeyo;Medio Cudeyo;10350;4050.0;No urbanizable;False;False;2.555555555555556
Udías;Udías;34000;235.0;Urbanizable;False;True;144.68085106382978
Barrio la Veguilla, 7, Puente San Miguel;Reocín;97000;2743.0;Urbano (solar);False;True;35.36274152387897
Diseminado Casar, Cabezón de la Sal;Cabezón de la Sal;18000;3727.0;No urbanizable;False;False;4.829621679635095
Lugar Barrio Quijas, Reocín;Reocín;12000;3590.0;No urbanizable;False;False;3.3426183844011144
Barrio Rivero, San Felices de Buelna;San Felices de Buelna;95000;1050.0;Urbano (solar);True;True;90.47619047619048
Reocín;Reocín;180000;2100.0;Urbano (solar);False;True;85.71428571428571
Camino Vial, 27, Hoznayo;Entrambasaguas;80000;4481.0;No urbanizable;False;False;17.853157777281858
Via Sin Nombre, s/n, Puente Viesgo;Puente Viesgo;15000;4000.0;No urbanizable;False;False;3.75
Barrio Sierra, Ruiloba;Ruiloba;150000;1500.0;Urbanizable;False;True;100.0
Calle Villabáñez, 78 C, Castañeda;Castañeda;50000;3900.0;Urbano (solar);False;True;12.82051282051282
Barrio Villanueva, Ribamontán al Monte;Ribamontán al Monte;57000;7100.0;Urbanizable;True;True;8.028169014084508
Penagos;Penagos;36000;8000.0;No urbanizable;False;False;4.5
Santa Maria de Cayon;Santa María de Cayón;39000;15120.0;No urbanizable;False;False;2.5793650793650795
Calle Mijares, Cartes;Cartes;160000;1083.0;Urbano (solar);False;True;147.73776546629733
Diseminado Lloreda, Santa Maria de Cayon;Santa María de Cayón;50000;1800.0;No urbanizable;False;False;27.77777777777778
Barrio la Drea, Villapresente;Reocín;220000;1446.0;Urbano (solar);False;True;152.14384508990318
Paraje la Sierra, Cabezón de la Sal;Cabezón de la Sal;26000;14365.0;No urbanizable;False;False;1.8099547511312215
CA-283, Cartes;Cartes;45000;8880.0;No urbanizable;False;False;5.067567567567568
Padierne, Entrambasaguas;Entrambasaguas;130000;7740.0;Urbanizable;False;True;16.795865633074936
Lloreda diseminado, Santa Maria de Cayon;Santa María de Cayón;96000;10000.0;Urbanizable;False;True;9.6
Diseminado Sobarzo, Penagos;Penagos;29000;2038.0;No urbanizable;False;False;14.22963689892051
Barrio San Ramón, Barreda, Torrelavega;Torrelavega;175000;6000.0;Urbanizable;False;True;29.166666666666668
Barrio el Picon, Puente San Miguel;Reocín;100000;3500.0;Urbanizable;False;True;28.571428571428573
Reocín;Reocín;167000;2400.0;Urbano (solar);False;True;69.58333333333333
Barrio Lloredo, Alfoz de Lloredo;Alfoz de Lloredo;22000;5000.0;No urbanizable;False;False;4.4
Tempano, Santa Maria de Cayon;Santa María de Cayón;30000;2600.0;No urbanizable;False;False;11.538461538461538
Barrio la Sota, Ribamontán al Monte;Ribamontán al Monte;180000;10000.0;Urbanizable;False;True;18.0
Barrio el Corro, Santa Maria de Cayon;Santa María de Cayón;35000;2864.0;No urbanizable;False;False;12.220670391061452
Barrio Rubayo-Arriba, Marina de Cudeyo;Marina de Cudeyo;90000;1800.0;Urbanizable;False;True;50.0
CA-142, Villaescusa;Villaescusa;85000;6200.0;Urbanizable;False;True;13.709677419354838
Barrio Alto el Postillo, Marina de Cudeyo;Marina de Cudeyo;250000;3994.0;Urbano (solar);False;True;62.59389083625438
N-634, Cabezón de la Sal;Cabezón de la Sal;40000;2900.0;No urbanizable;False;False;13.79310344827586
Barrio San Roque, Castañeda;Castañeda;85000;4170.0;Urbanizable;False;True;20.38369304556355
Barrio Padierne, Entrambasaguas;Entrambasaguas;100000;2100.0;Urbano (solar);False;True;47.61904761904762
el cotero, Alfoz de Lloredo;Alfoz de Lloredo;38000;2148.0;No urbanizable;False;False;17.690875232774673
Herminio Fernández Caballero, Guarnizo;Astillero;180000;1500.0;Urbano (solar);False;True;120.0
Calle Rotizas, Penagos;Penagos;99000;1400.0;Urbano (solar);False;True;70.71428571428571
