propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,newDevelopmentHighlight,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology
110743681,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/73/ba/1414179848.webp,,13,1,1065.0,flat,rent,120.0,True,3,2,calle Lavapiés,Cantabria,Santander,Alisal - Cazoña - San Román,es,43.4642358,-3.8412912,False,https://www.idealista.com/inmueble/110743681/,10544,"///// NO SE ALQUILA PARA FIJO ///// Disponible hasta junio 2026. Alquiler dirigido a estudiantes o profesionales desplazados con contrato temporal. Por normativa vigente, es obligatorio justificar la temporalidad del arrendamiento. Por favor, abstenerse quienes busquen alquiler para residencia permanente* ////// DE SEPT A JUNIO DE 2027 SON 1100 EUROS//////  Este anuncio es informativo y no contractual, puede contener errores, se muestra a título informativo y no es vinculante. Además, está sujeto a la decisión final del propietario.",False,good,False,True,9.0,False,False,False,False,[],False,False,False,1065.0,€/mes,flat,"Alisal - Cazoña - San Román, Santander",Piso en calle Lavapiés,,,,,,,
110732317,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/01/f4/1413821285.webp,009486,1,,1400.0,chalet,rent,130.0,,4,1,Barrio Arenas,Cantabria,Camargo,Escobedo,es,43.4065938,-3.904414,False,https://www.idealista.com/inmueble/110732317/,7017,"Se alquila casa independiente situada en Escobedo de Camargo. Casa de 4 habitaciones(2 en planta baja), salón, cocina equipada y baño. Porche en la parte trasera y amplio jardín. Aparcamiento para dos vehículos. Disponible para abril. Consultar condiciones.",False,good,False,,11.0,False,False,False,False,[],False,False,False,1400.0,€/mes,chalet,"Escobedo, Camargo",Chalet en Barrio Arenas,True,True,,,,,
109600595,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/54/8f/1379732899.webp,1095-1713,12,,1200.0,chalet,rent,220.0,,3,1,carretera Hinojedo-Puente Avios,Cantabria,Suances,,es,43.4067955,-4.0774142,False,https://www.idealista.com/inmueble/109600595/,9809,"SOLO ALQUILER CON OPCIÓN DE COMPRA En Puente Avios, a pocos kilómetros de Suances, se alquila casa independiente con parcela para larga estancia. La vivienda se encuentra rodeada de un amplio jardín, con merendero y barbacoa. Se distribuye en dos plantas, estando en la inferior un garaje con gran amplitud y zona de trastero con grandes ventanales.  La planta principal cuenta con tres habitaciones, un baño, oficina y cocina equipada. La bajo cubierta es un espacio habilitado como zona de ocio y juegos, ideal para los más pequeños. Dispone de sistema de calefacción de gasoil y ventanas de PVC. Ubicado en un entorno muy tranquilo y bien comunicado. No lo dudes y llámanos para obtener más información, nuestro equipo de expertos te asesorará en lo que necesites en todo momento. Puedes visitarnos en Santander, en la calle Floranes 63, junto a Cuatro Caminos y en Fernando de los Ríos 58.  EC INMOBILIARIA.",False,good,False,,5.0,False,False,False,False,[],False,False,False,1200.0,€/mes,chalet,Suances,Casa independiente en carretera Hinojedo-Puente Avios,True,True,,,,,independantHouse
106315596,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/dd/b3/1279143468.webp,F-AL-240,31,3,1150.0,flat,rent,100.0,True,3,2,Alisal - Cazoña - San Román,Cantabria,Santander,Alisal - Cazoña - San Román,es,43.4556232,-3.8575673,False,https://www.idealista.com/inmueble/106315596/,9114,"MARAVILLOSA VIVIENDA DE TRES DE HABITACIONES CON GARAJE CERRADO, PISCINA Y ZONAS COMUNES Si buscas un lugar tranquilo, privado y con todas tus necesidades a tu alcance este puede ser tu nuevo hogar. Distribuida en 3 habitaciones todas exteriores y muy luminosas. Una de ellas doble y dos individuales de las cuales una esta vacía para tu imaginación o necesidad. Salon+comedor con mucha luz y amueblado. Cocina independiente y totalmente equipada. Cuenta también con dos baños, uno de bañera y otro con plato de ducha. Dispone de un plaza de garaje cerrada de mas de 26 metros cuadrados que sirve también como trastero. Además de piscina comunitaria en la comunidad podrás disfrutar de dos pistas de pádel y un parque infantil. No lo dudes y ven a verla con tu inmobiliaria de confianza. SONSOLES GRUPO INMOBILIARIO ES UNA EMPRESA EXPERTA EN LAS MEJORES ZONAS DE SANTANDER Y CANTABRIA EN EL ALQUILER DE VIVIENDAS. OS GARANTIZAMOS UN BUEN TRABAJO, CALIDAD PROFESIONAL Y EL MEJOR TRATO PERSONALIZADO DE NUESTRO EQUIPO.",False,good,False,True,12.0,False,False,False,False,[],False,False,False,1150.0,€/mes,flat,"Alisal - Cazoña - San Román, Santander",Piso,True,True,,,,,
106961409,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/35/16/1298811815.webp,vBAlq316,34,,1680.0,chalet,rent,185.0,,4,3,calle Somonte,Cantabria,Santander,Alisal - Cazoña - San Román,es,43.4674905,-3.8580351,False,https://www.idealista.com/inmueble/106961409/,9292,"Te presentamos esta excelente oportunidad para disfrutar de una maravillosa vivienda en alquiler en la encantadora zona de San Román de la Llanilla. Se trata de una amplia casa individual que ofrece todo el espacio necesario para vivir con total comodidad. Su diseño generoso se extiende a lo largo de 175 metros cuadrados útiles y 185 metros cuadrados construidos, permitiendo un estilo de vida cómodo y confortable. La casa, erigida en el año 1996, conserva en buen estado todo su encanto original mientras incorpora las comodidades modernas imprescindibles para el día a día. Dispone de cuatro habitaciones bien distribuidas, ideales para crear un hogar acogedor. Cada estancia ha sido diseñada pensando en la funcionalidad y el bienestar, brindando un ambiente propicio para el descanso y la tranquilidad. Destacar que la habitación principal en suite se encuentra en la planta baja, lo que es muy práctico, útil a la par que accesible.  La ubicación en San Román de la Llanilla ofrece un entorno tranquilo y bien comunicado, gracias a la proximidad de los servicios de transporte público, lo que facilita el acceso a las principales vías de la ciudad. La parada de autobús cercana asegura una conexión rápida y eficiente con los puntos clave del área urbana, destacándose como un plus significativo para aquellas personas que valoran las opciones de movilidad accesibles. Una de las principales características de la propiedad es su zona ajardinada, un espacio exterior que invita a disfrutar al aire libre, ideal para reuniones familiares, actividades recreativas o simplemente para relajarse rodeado de un entorno natural. Este rincón verde aporta frescura y un toque especial al ambiente general de la casa, permitiendo desconectar del bullicio citadino sin salir de casa. Cabe destacar que la amplitud de sus espacios interiores ofrece numerosas posibilidades de personalización y decoración, permitiendo a los residentes adaptar el entorno a su propio estilo y preferencias. La calidad de la construcción se refleja en cada detalle, evidenciando un diseño pensado para el disfrute y el confort de sus ocupantes. La zona residencial de San Román de la Llanilla se caracteriza por su ambiente sereno y familiar, ideal para aquellos que buscan establecerse en un lugar que combina lo mejor del entorno natural con la cercanía al núcleo urbano. Esta propiedad es una invitación a vivir en un lugar que ofrece tanto belleza como funcionalidad. Si estás buscando un espacio que se convierta en tu próximo hogar, no dudes en considerar esta magnífica casa en San Román de la Llanilla. Tanto la ubicación como las características que ofrece la hacen destacar como una opción atractiva y completa para quienes buscan alquilar una vivienda que cumpla todos sus requisitos. ¡No pierdas la oportunidad de visitarla y descubrir todo lo que tiene para ofrecer!  .",False,good,False,,9.0,False,False,False,False,[],False,False,False,1680.0,€/mes,chalet,"Alisal - Cazoña - San Román, Santander",Chalet en calle Somonte,,,,,,,
110701997,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/ef/f0/1412991433.webp,G02262,41,,1900.0,chalet,rent,214.0,,4,3,Bezana,Cantabria,Santa Cruz de Bezana,Bezana,es,43.4434104,-3.9008094,False,https://www.idealista.com/inmueble/110701997/,5608,"Descubre este impresionante chalet espacioso y tranquilo ideal para vivir y disfrutar de tu casa. A menos de dos kilómetros de la playa de La Virgen del Mar y de San Juan de La Canal en Soto de La Marina. Disponible para alquiler fijo. Ideal para familias que buscan un hogar espacioso y del que disfrutar. A un minuto de la autovía y escasos minutos de playas, centro de Santander. Dispone de entrada privada con portón automatizado para mayor seguridad y comodidad. Un garaje amplio con espacio para dos vehículos, además de espacio de aparcamiento junto a la vivienda.  Cuenta con jardín privado para disfrutar al aire libre y zona de terraza equipada con mobiliario de exterior ideal para reuniones con familia y amigos. La entrada cuenta con una zona cubierta que da la bienvenida al hogar.  En la planta baja el amplio recibidor da acceso a un salón con zona de comedor, una cocina completamente amueblada con salida directa al jardín, un dormitorio doble y un baño con plato de ducha.  En la primera planta nos encontramos con tres generosos dormitorios dobles espaciosos y con mucha luz natural. El dormitorio principal incluye un baño privado con bañera, armarios empotrados grandes ventanas y salida a una terraza privada, además de otro amplio cuarto de baño completo con bañera.  Todas las habitaciones cuentan con grandes ventanales proporcionando mucha luz natural, aire fresco y vistas despejadas.   En la parte superior de la casa nos encontramos una gran terraza con visión de 360 grados, ideal para disfrutar del sol y de las vistas de la zona y un tejado semicircular que ofrece un área cubierta perfecta para relajarse bajo la sombra o resguardarse de la lluvia.  Este chalet es una oportunidad única para disfrutar de una zona privilegiada, con todos los servicios a un paso, cercano a la playa y en un entorno tranquilo, seguro y con inmejorables comunicaciones. No pierdas la oportunidad de hacer de este lugar tu hogar. Contáctanos para más información y para programar una visita.  NO SE ADMITEN MASCOTAS.  � Dada la demanda actual, las visitas se realizarán exclusivamente en jornadas programadas y siguiendo un riguroso orden de contacto. Se sugiere máxima antelación para garantizar disponibilidad en los horarios establecidos. Nota: El acceso a la visita está sujeto al cumplimiento previo de los requisitos imprescindibles y disponibilidad del equipo comercial.",False,good,False,,9.0,False,False,True,False,[],False,False,False,1900.0,€/mes,chalet,"Bezana, Santa Cruz de Bezana",Casa independiente,True,True,,,,,independantHouse
110270353,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/37/07/1412264722.webp,G02244,31,3,950.0,flat,rent,73.0,True,2,1,Cuatro Caminos,Cantabria,Santander,Cuatro Caminos,es,43.4561638,-3.8270844,False,https://www.idealista.com/inmueble/110270353/,11571,"� ¡Oportunidad única para el personal sanitario! Este encantador piso de tres dormitorios se encuentra a solo unos pasos del Hospital Universitario Marqués de Valdecilla. � Exclusivo para profesionales sanitarios que buscan comodidad y cercanía en su día a día. Con todos los servicios necesarios cerca: supermercados, farmacias, trenes y transporte público ���. Para alquiler fijo. El piso cuenta con 3 habitaciones espaciosas: dos dormitorios amplios con camas de matrimonio y colchones a estrenar y una habitación extra ideal para despacho. Un amplio salón te ofrece un espacio acogedor con sofá y butaca para más comodidad, la cocina independiente está completamente equipada con horno y microondas, además de mesa comedor, y el baño cuenta con bañera. Además, disfrutarás de vistas despejadas hacia Valdecilla �. Todo el piso es exterior, aportando una gran luminosidad natural y cada rincón está diseñado pensando en tu confort ✨. Sin ascensor perfecto para mantenerte activo ��. ¡No pierdas esta oportunidad! Contáctanos hoy mismo �� y agenda tu visita �. � Dada la demanda actual, las visitas se realizarán exclusivamente en jornadas programadas y siguiendo un riguroso orden de contacto. Se sugiere máxima antelación para garantizar disponibilidad en los horarios establecidos. Nota: El acceso a la visita está sujeto al cumplimiento previo de los requisitos imprescindibles y disponibilidad del equipo comercial. TRANSPARENCIA GESTIÓN INMOBILIARIA: - No se admiten mascotas. - Sujeto a decisión última del cliente propietario. - Imprescindible seguro de alquiler. - Honorarios inmobiliarios incluidos en el precio. - Consultar resto de condiciones.",False,good,False,False,13.0,True,False,True,False,[],False,False,False,950.0,€/mes,flat,"Cuatro Caminos, Santander",Piso,,,,,,,
110679255,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/29/77/1412142450.webp,1802-37-10002-ARNIA-NOFIJO,6,,1000.0,chalet,rent,60.0,,2,1,calle de la Arnia,Cantabria,Santa Cruz de Bezana,Soto de la Marina,es,43.4648434,-3.9054179,False,https://www.idealista.com/inmueble/110679255/,5538,"*ES UN CHALET CON APARCAMIENTO PRIVADO* ///// NO SE ALQUILA PARA FIJO /////. Alquiler dirigido a estudiantes o profesionales desplazados con contrato temporal. (NO TURISMO) Por normativa vigente, es obligatorio justificar la temporalidad del arrendamiento. Por favor, abstenerse quienes busquen alquiler para residencia permanente*  Este anuncio es informativo y no contractual, puede contener errores, se muestra a título informativo y no es vinculante. Además, está sujeto a la decisión final del propietario.",False,good,False,,17.0,False,False,False,False,[],False,False,False,1000.0,€/mes,chalet,"Soto de la Marina, Santa Cruz de Bezana",Casa independiente en calle de la Arnia,True,True,,,,,independantHouse
110679069,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/dc/77/1412138264.webp,1802-106532-LAVAPIES-ESCOLAR,13,1,1065.0,flat,rent,120.0,True,3,2,calle Lavapiés,Cantabria,Santander,Alisal - Cazoña - San Román,es,43.4634733,-3.8430727,False,https://www.idealista.com/inmueble/110679069/,10388,"///// NO SE ALQUILA PARA FIJO ///// Disponible hasta junio 2026. Alquiler dirigido a estudiantes o profesionales desplazados con contrato temporal. Por normativa vigente, es obligatorio justificar la temporalidad del arrendamiento. Por favor, abstenerse quienes busquen alquiler para residencia permanente* ////// DE SEPT A JUNIO DE 2027 SON 1100 EUROS//////  Este anuncio es informativo y no contractual, puede contener errores, se muestra a título informativo y no es vinculante. Además, está sujeto a la decisión final del propietario.",False,good,False,True,9.0,False,False,False,False,[],False,False,False,1065.0,€/mes,flat,"Alisal - Cazoña - San Román, Santander",Piso en calle Lavapiés,,,,,,,
110644564,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/26/89/1411114163.webp,86072,18,2,850.0,flat,rent,70.0,True,1,1,calle San Fernando,Cantabria,Santander,Cuatro Caminos,es,43.4581719,-3.824328,False,https://www.idealista.com/inmueble/110644564/,11812,"¿Buscas apartamento para larga duración? Te presentamos el apartamento que llevabas tiempo buscando, ubicado en el pleno centro de la ciudad. Este precioso apartamento muy soleado, decorado con gusto para ofrecerte una atmósfera acogedora. Dispone de un dormitorio equipado con amplio armario, salón comedor ideal para relajarse o recibir visitas, cocina completamente equipada lista para usar y baño contemporáneo dotado de ducha. Además, disfrutarás de una encantadora terraza orientada al sur que te permitirá aprovechar al máximo los días soleados. El inmueble se encuentra situado en la conocida calle San Fernando dentro de un edificio accesible gracias a su ascensor sin barreras arquitectónicas y con portero físico; todo ello a tan solo unos pasos del corazón comercial donde encontrarás todos los servicios necesarios: supermercados, centros médicos, restaurantes y transporte público cercano. No pierdas esta oportunidad única; ven a conocerlo personalmente hoy mismo acompañado por uno de nuestros expertos agentes inmobiliarios especializados en la zona.",False,good,False,True,12.0,False,False,False,False,[],False,False,False,850.0,€/mes,flat,"Cuatro Caminos, Santander",Piso en calle San Fernando,,,,,,,
110633669,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/29/ae/1410835581.webp,G02260,14,,900.0,flat,rent,66.0,True,2,1,Cuatro Caminos,Cantabria,Santander,Cuatro Caminos,es,43.4578272,-3.8260306,False,https://www.idealista.com/inmueble/110633669/,11672,"¡Tu nuevo hogar en Santander te está esperando! A PARTIR DE MARZO 2026 PARA FIJO. Exclusivo Personal Sanitario. Con su perfecta ubicación, este piso se encuentra a tan unos pasos del Hospital Universitario de Valdecilla, lo que lo convierte en el lugar ideal para profesionales de la salud o estudiantes de áreas relacionadas con la medicina. Además, estarás cerca de transporte público, comercios y todo lo que necesitas para disfrutar de la comodidad y la conveniencia de vivir en el centro. Este piso en un bajo ha sido completamente reformado, lo que te garantiza un espacio completamente nuevo, moderno y lleno de estilo. Con 2 dormitorios y un cuarto extra que puede utilizarse como zona de despacho, este hogar tiene todo lo que necesitas para estudiar, descansar o disfrutar de tu tiempo libre. La amplia cocina te permitirá preparar tus mejores platos, y el baño espacioso ofrece comodidad y funcionalidad. Además, muchos de los muebles son nuevos, asegurando que cada rincón de la vivienda tenga un toque contemporáneo y elegante. Este piso es perfecto para estudiantes que buscan un lugar tranquilo y bien ubicado para concentrarse en sus estudios sin renunciar a la comodidad y la calidad de vida. La cercanía al hospital, la amplitud de los espacios y el entorno moderno y relajado lo convierten en el lugar ideal para aprovechar al máximo tu experiencia universitaria. ¡No dejes pasar esta oportunidad y ven a verlo! � Dada la demanda actual, las visitas se realizarán exclusivamente en jornadas programadas y siguiendo un riguroso orden de contacto. Se sugiere máxima antelación para garantizar disponibilidad en los horarios establecidos. Nota: El acceso a la visita está sujeto al cumplimiento previo de los requisitos imprescindibles y disponibilidad del equipo comercial. TRANSPARENCIA GESTIÓN INMOBILIARIA: No se admiten mascotas. Sujeto a decisión última del cliente propietario. Imprescindible seguro de alquiler. Consultar resto de condiciones.",False,good,False,False,14.0,True,False,False,False,[],False,False,False,900.0,€/mes,flat,"Cuatro Caminos, Santander",Piso,,,,,,,
110340677,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/ee/0c/1402424141.webp,vBAlq374,16,5,980.0,flat,rent,107.0,True,3,2,avenida Menéndez Pelayo,Cantabria,Camargo,Muriedas,es,43.418237,-3.8422639,False,https://www.idealista.com/inmueble/110340677/,10831,"Presentamos este exclusivo piso de lujo de diseño en alquiler de larga estancia en la localidad de Maliaño, ideal para quienes buscan confort, estilo y una ubicación estratégica. Situado en la quinta planta de un edificio con ascensor, construido en 1977, este inmueble combina solidez, elegancia y funcionalidad. La vivienda destaca por su orientación sur, garantizando excelente luminosidad natural durante todo el día y creando espacios cálidos y agradables. Además, cuenta con un balcón, perfecto para disfrutar del aire libre, relajarse o aprovechar momentos de descanso con vistas despejadas. El piso dispone de tres habitaciones amplias, luminosas y cuidadosamente diseñadas, pensadas para ofrecer el máximo confort en estancias prolongadas. Su cuidada distribución y diseño aportan una sensación de amplitud y bienestar, convirtiéndolo en una opción perfecta para familias, profesionales desplazados o estancias corporativas. Cada estancia ha sido concebida para el descanso, el teletrabajo o el disfrute personal, ofreciendo versatilidad sin renunciar a la elegancia. El edificio cuenta con ascensor, aportando comodidad en el día a día. La ubicación es excelente, con buena conexión mediante tren y líneas de autobús, facilitando desplazamientos rápidos al centro de la ciudad y a localidades cercanas. El entorno es tranquilo y residencial, con todos los servicios esenciales a pocos minutos: supermercados, comercios, centros educativos y zonas de interés. La calefacción es comunitaria y está incluida en el precio, garantizando confort y eficiencia sin costes adicionales. Este alquiler de larga estancia representa una oportunidad única para disfrutar de un hogar exclusivo, luminoso y perfectamente conectado en Maliaño.  Contáctenos para más información o para concertar una visita. Estaremos encantados de atenderle y ayudarle a descubrir su próxima residencia.",False,good,False,True,9.0,False,False,False,False,[],False,False,False,980.0,€/mes,flat,"Muriedas, Camargo",Piso en avenida Menéndez Pelayo,,,,,,,
91805235,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/5a/fe/1410594190.webp,ARS2038i,33,,1200.0,chalet,rent,149.0,,3,3,calle Campogiro,Cantabria,Santander,Alisal - Cazoña - San Román,es,43.4535603,-3.8430137,False,https://www.idealista.com/inmueble/91805235/,10268,"Descubre este encantador chalet adosado en urbanización privada y con pista deportiva en Peñacastillo, perfecto para quienes buscan comodidad y espacio en un entorno tranquilo! Con una superficie de 149 metros cuadrados, esta vivienda ofrece un amplio y funcional diseño. Cuenta con tres dormitorios, dos baños, aseo y bajo cubierta de unos 45 m², ideal para familias o quienes necesitan espacio adicional. La propiedad se encuentra sin amueblar, lista para que puedas personalizarla a tu gusto. La cocina está completamente equipada, perfecta para preparar deliciosas comidas en un entorno práctico y cómodo. Dispone de calefacción de gas natural individual, garantizando un ambiente cálido durante los meses más fríos. El jardín privado de unos 25 m² es un espacio perfecto para disfrutar del aire libre, realizar reuniones o simplemente relajarte en un entorno natural. La orientación doble norte y sur aporta luminosidad y ventilación a la vivienda en diferentes momentos del día. El suelo de tarima aporta calidez y elegancia, mientras que las ventanas de aluminio aseguran un buen aislamiento térmico y acústico. El inmueble además cuenta con 2 plazas de garaje, facilitando el aparcamiento y la seguridad de tu vehículo y lavadero comunitario. No se aceptan mascotas. No pierdas la oportunidad de convertir esta casa en tu nuevo hogar en una zona privilegiada de Peñacastillo. ¡Contáctanos y ven a visitarlo! Ref: ARS2038i.",False,good,False,,8.0,False,False,False,False,[],False,False,False,1200.0,€/mes,chalet,"Alisal - Cazoña - San Román, Santander",Chalet adosado en calle Campogiro,True,True,,,,,terracedHouse
110612744,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/a7/92/1410399186.webp,,12,bj,900.0,flat,rent,55.0,True,2,1,calle de la Arnia,Cantabria,Santa Cruz de Bezana,Soto de la Marina,es,43.4644277,-3.9074608,False,https://www.idealista.com/inmueble/110612744/,5368,"///// NO SE ALQUILA PARA FIJO ///// Disponible PARA TEMPORADAS DE ESTUDIO O TRABAJO (no vacacional). Alquiler dirigido a estudiantes o profesionales desplazados con contrato temporal. Por normativa vigente, es obligatorio justificar la temporalidad del arrendamiento. Por favor, abstenerse quienes busquen alquiler para residencia permanente*  Este anuncio es informativo y no contractual, puede contener errores, se muestra a título informativo y no es vinculante. Además, está sujeto a la decisión final del propietario.",False,good,False,False,16.0,False,False,False,False,[],False,False,False,900.0,€/mes,flat,"Soto de la Marina, Santa Cruz de Bezana",Piso en calle de la Arnia,True,True,,,,,
109768604,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/42/ce/1409739949.webp,ASJ1514AL,24,2,1200.0,flat,rent,124.0,True,3,2,AV NUEVA MONTAÑA,Cantabria,Santander,Peñacastillo - Nuevamontaña,es,43.439033,-3.8493211,False,https://www.idealista.com/inmueble/109768604/,9793,"Vivienda en alquiler preferiblemente destinada A PERSONAL SANITARIO (médicos, enfermeras, MIR), ideal para quienes buscan comodidad, tranquilidad y una excelente conexión con su lugar de trabajo. El piso cuenta con 101 m² útiles, muy luminoso y bien distribuido. Dispone de tres dormitorios y un vestidor, ofreciendo espacio más que suficiente tanto para el descanso como para el estudio. El salón-comedor, amplio y acogedor, tiene salida a un balcón orientado al sur, con vistas despejadas a Peña Cabarga, perfecto para desconectar tras una jornada intensa. La cocina independiente incluye una galería amplia, ideal como zona de lavandería. La vivienda dispone de un baño completo con bañera y un aseo, suelos cerámicos, ventanas de PVC Climalit, puertas lacadas en blanco y calefacción. Ha sido recientemente pintada y se encuentra lista para entrar a vivir, totalmente amueblada. El edificio cuenta con ascensor. Magnífica ubicación: Excelente comunicación con el Hospital Universitario Marqués de Valdecilla, línea de autobús directo.  Parada de tren a escasos metros de la urbanización A pocos minutos del centro de Santander en coche Zona tranquila, con centros comerciales y servicios cercanos. La urbanización cuenta con zonas ajardinadas. Condiciones: No se admiten mascotas Imprescindible seguro de alquiler, solvencia económica demostrable. Una vivienda cómoda, bien comunicada e ideal para personal sanitario gracias a su estupenda comunicación con el hospital por tren y autobús. Contacta con nosotros para más información o concertar una visita. AVISO IMPORTANTE: “Este anuncio se ofrece con carácter informativo y tiene como objetivo facilitarle una primera aproximación al inmueble. La información puede estar sujeta a posibles actualizaciones o modificaciones y no constituye una oferta contractual. La operación quedará supeditada a la aprobación final del propietario. ”.",False,good,False,True,10.0,False,False,False,False,[],False,False,False,1200.0,€/mes,flat,"Peñacastillo - Nuevamontaña, Santander",Piso en Av Nueva Montaña,,,,,,,
110597613,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/57/9d/1409740823.webp,ARS2757i,28,,2300.0,chalet,rent,252.0,,3,3,Barrio Aguilera,Cantabria,Piélagos,Parbayón,es,43.3647646,-3.8921286,False,https://www.idealista.com/inmueble/110597613/,11190,"Exclusivo chalet individual en alquiler desde 1 de agosto de 2026 al 31 de julio de 2027 en Parbayón Descubra esta magnífica propiedad independiente de una sola planta, ubicada en un entorno privilegiado y rodeada de naturaleza, sobre una impresionante parcela privada de 5.000 m² que garantiza privacidad, tranquilidad y confort absoluto. La vivienda ofrece una distribución funcional con 3 dormitorios, 2 baños completos, aseo, despacho y un espectacular salón de grandes dimensiones con cocina americana, concebido como el corazón del hogar. Los suelos porcelánicos aportan sofisticación y continuidad a todos los espacios. Dispone de garaje cerrado de 50 m² para dos vehículos. Equipada con las más altas prestaciones como sistema de ventilación asistida, aerotermia con suelo radiante, placas solares y chimenea con horno de leña, combinando diseño y bienestar durante todo el año. El exterior está pensado para el disfrute en cualquier estación, con una piscina climatizada mediante bomba de calor, cuyo servicio de limpieza está incluido, al igual que el mantenimiento de la finca, ofreciendo una experiencia de vida sin preocupaciones. Una propiedad única y exclusiva, ideal para quienes buscan un alquiler temporal de alto nivel, rodeado de naturaleza.  ¿Qué hay cerca? Parque de Cabárceno a 10 minutos, Santander a 20 minutos, Torrelavega a 20 minutos, playa Liencres a 25 minutos y playa de Somo 25 minutos. No dudes en contactarnos para más información y concertar una visita. Ref: ARS2757i.",False,good,False,,9.0,False,False,False,False,[],False,False,False,2300.0,€/mes,chalet,"Parbayón, Piélagos",Casa independiente en Barrio Aguilera,True,True,,,,,independantHouse
110366456,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/46/6f/1403057401.webp,22413,90,,1500.0,chalet,rent,161.0,,3,3,avenida de Valdecilla,Cantabria,Santander,Cuatro Caminos,es,43.4583483,-3.8297218,False,https://www.idealista.com/inmueble/110366456/,11381,"CÉNTRICO CHALET EN ALQUILER EN CIUDAD JARDIN Exclusiva propiedad en cómoda situación, que nos ofrece disponer de jardín y espacio en el centro de la ciudad. La distribución se desarrolla en cuatro niveles: en la primera planta contamos con la zona de día, dividida en salón-comedor, cocina totalmente equipada, con gran espacio de almacenaje, con acceso al jardín y un aseo; En la segunda encontramos la zona de descanso, que cuenta con 2 luminosas habitaciones, armario empotrado, vestidor y un baño completo que les da cobertura; En la última planta encontramos un ático diáfano, con acceso a una agradable terraza, zona de almacenaje y otro baño completo; En la planta baja se ubica la sala de lavandería y la salida al garaje. Todas las alturas están intercomunicadas entre sí por una escalera interior (así como por un ascensor pero que no está en funcionamiento). El garaje es amplio, cuenta con capacidad de albergar hasta dos vehículos. Orientación sur y oeste. Dispone de acceso privado por escaleras y bonito jardín dividido en varios ambientes. Todas las persianas son eléctricas. A tan solo 2 minutos del hospital Marqués de Valdecilla. Se alquila para fijo. No se admiten mascotas. Actualmente se encuentra semi amueblado. Ideal para una familia. Cercano a todos los servicios: Supermercados, farmacias, hospital, comercios, centros deportivos, parques y jardines … Servicio de transporte público a tan solo unos metros (cómo autobús y taxi) Carril bici…. Buena conexión con S-10, aeropuerto y resto de la ciudad. Un auténtico oasis. La mayor y más selecta cartera inmobiliaria de Cantabria. Mikeli Luxury Real Estate. Mas inmuebles en la zona. Contacte con su asesor.",False,good,False,,9.0,False,False,False,False,[],False,False,False,1500.0,€/mes,chalet,"Cuatro Caminos, Santander",Chalet pareado en avenida de Valdecilla,True,True,,,,,semidetachedHouse
