variable,coef,std_error,t_value,p_value
const,272503.396355,5577.729082,48.855617,0.0
superficie_construida_m2,44440.607613,8863.349132,5.013975,1e-06
numero_dormitorios,8975.16513,8144.152048,1.102038,0.271056
numero_banos,69520.460871,7461.018757,9.317824,0.0
dummy_tipologia_unifamiliar,-4922.066744,8037.664362,-0.612375,0.54061
