variable,coef,std_error,t_value,p_value
const,1140.693182,26.050713,43.787408,0.0
superficie_construida_m2,194.461059,45.661373,4.258765,2.7e-05
numero_dormitorios,65.342746,39.355961,1.660301,0.097762
numero_banos,-32.373844,37.054337,-0.873686,0.382897
dummy_tipologia_unifamiliar,-27.499296,29.64038,-0.927765,0.354178
latitud,103.277425,31.18727,3.311525,0.001026
longitud,153.292755,30.456255,5.033211,1e-06
