variable,coef,std_error,t_value,p_value
const,272503.396355,5386.394091,50.591062,0.0
superficie_construida_m2,45574.075122,8561.754631,5.322983,0.0
numero_dormitorios,8452.314509,7866.748439,1.074436,0.283227
numero_banos,65210.185126,7246.060093,8.999399,0.0
dummy_tipologia_unifamiliar,1230.46773,7852.811859,0.156691,0.875561
latitud,32399.152906,5812.794747,5.573765,0.0
longitud,20035.816544,5830.470441,3.436398,0.000647
