variable,coef,std_error,t_value,p_value
const,272503.396355,4974.51928,54.779845,0.0
superficie_construida_m2,52478.889638,7946.905227,6.603689,0.0
numero_dormitorios,11993.661727,7276.634449,1.648243,0.100032
numero_banos,61236.832178,6707.590333,9.129483,0.0
dummy_tipologia_unifamiliar,7640.541351,7289.765608,1.048119,0.295171
latitud,7931.376119,6062.049439,1.308365,0.191447
longitud,-7828.845262,6267.261818,-1.249165,0.212283
precio_m2_municipio,55263.057765,6360.146261,8.68896,0.0
