codigo_inmueble,precio,superficie_construida_m2,numero_dormitorios,numero_banos,tipologia,latitud,longitud,planta,es_exterior,tiene_ascensor,tiene_garaje,obra_nueva,distancia_min_playa_km,distancia_min_supermercado_km,distancia_min_colegio_km,log_precio,log_superficie_construida_m2,precio_m2,precio_m2_municipio_media,ratio_dormitorios_superficie,ratio_banos_superficie,habitaciones,ratio_habitaciones_superficie,interaccion_superficie_banos,interaccion_superficie_habitaciones,planta_num,interaccion_planta_sin_ascensor_piso,latitud_2,longitud_2,interaccion_latitud_longitud,distancia_centro_municipio_km,inv_distancia_min_playa_km,inv_distancia_min_supermercado_km,inv_distancia_min_colegio_km,score_cercania_servicios,superficie_construida_m2_2,numero_banos_2,numero_dormitorios_2,habitaciones_2,tipologia_unificada_piso,tipologia_unificada_unifamiliar,subtipologia_casaDePueblo,subtipologia_countryHouse,subtipologia_desconocido,subtipologia_duplex,subtipologia_independantHouse,subtipologia_penthouse,subtipologia_semidetachedHouse,subtipologia_studio,subtipologia_terracedHouse,provincia_Cantabria,provincia_Vizcaya,municipio_Ampuero,municipio_Barcena de Cicero,municipio_Camargo,municipio_Cartes,municipio_Castro-Urdiales,municipio_Colindres,municipio_Cudon,municipio_El Astillero,municipio_Entrambasaguas,municipio_Gallarta,municipio_Getxo,municipio_Guarnizo,municipio_Guriezo,municipio_Laredo,municipio_Liendo,municipio_Limpias,municipio_Marina de Cudeyo,municipio_Miengo,municipio_Noja,municipio_Piélagos,municipio_Polanco,municipio_Ramales de la Victoria,municipio_Reocin,municipio_Ribamontan al Mar,municipio_Santa Cruz de Bezana,municipio_Santa Maria de Cayon,municipio_Santander,municipio_Santillana del Mar,municipio_Santoña,municipio_Santurtzi,municipio_Sobremazas,municipio_Solares,municipio_Suances,municipio_Torrelavega,municipio_Villaescusa,municipio_Villapresente,municipio_Viveda,municipio_Voto,distrito_Alisal - Cazoña - San Román,distrito_Bezana,distrito_Boo,distrito_Brazomar,distrito_Carlos V,distrito_Castilla - Hermida,distrito_Centro,distrito_Centro - Ayuntamiento,distrito_Cerezo - Aspla - Torres,distrito_Ciudad Nueva,distrito_Cotolino,distrito_Covadonga - Campuzano - Ciudad Vergel,distrito_Cuatro Caminos,distrito_Cueto,distrito_El Callejo - La Pesquera - La Arenosa,distrito_El Puntal,distrito_El Sardinero,distrito_General Dávila,distrito_Inmobiliaria - Barreda,distrito_La Pereda,distrito_La Txitxarra - Murrieta - Parke Santurtzi,distrito_Las Viñas,distrito_Liencres,distrito_Los Castros,distrito_Maliaño,distrito_Mamariga,distrito_Mioño-Santullán,distrito_Monte,distrito_Mortera,distrito_Muriedas,distrito_Numancia - San Fernando,distrito_Oriñón-Allendagua,distrito_Oruña,distrito_Parbayón,distrito_Peñacastillo - Nuevamontaña,distrito_Playa Ostende,distrito_Puerto Chico,distrito_Renedo,distrito_Ris,distrito_Samano,distrito_Somo,distrito_Soto de la Marina,distrito_Sta. María de Getxo,distrito_Tregadín,distrito_Valdenoja,distrito_Zona Playa,distrito_Zurita,distrito_desconocido
109686352,2000.0,128.0,3,2,flat,43.4408331,-4.0425505,4.0,1,0,1,0,0.417,0.771,1.529,7.600902459542082,4.852030263919617,15.625,14.168865980717396,0.0234375,0.015625,5,0.0390625,256.0,640.0,4,4,1887.1059804220556,16.34221454505025,-175.61176156882155,1.2744305847918023,0.7057163020465772,0.564652738565782,0.3954132068011072,0.5552607491378222,16384.0,4,9,25,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110688717,900.0,102.0,3,2,chalet,43.3956517,-3.3275368,,0,0,0,0,0.709,3.477,3.395,6.802394763324311,4.624972813284271,8.823529411764707,12.200989166342794,0.029411764705882353,0.0196078431372549,5,0.049019607843137254,204.0,510.0,0,0,1883.182586467713,11.072501155354239,-144.40062799173256,8.744315685323224,0.5851375073142188,0.2233638597274961,0.22753128555176338,0.3453442175311594,10404.0,4,9,25,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99281886,1500.0,70.0,2,1,flat,43.4229698,-3.5173499,2.0,1,1,1,0,5.117,0.417,1.645,7.313220387090301,4.248495242049359,21.428571428571427,13.269712743396953,0.02857142857142857,0.014285714285714285,3,0.04285714285714286,70.0,210.0,2,0,1885.5543062517118,12.371750319030012,-152.733778483733,0.8887119966046351,0.16347882949158085,0.7057163020465772,0.3780718336483932,0.41575565506218376,4900.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110677373,1600.0,62.0,2,1,flat,43.4100394,-3.4388374,3.0,0,1,0,0,1.527,0.512,0.329,7.3777589082278725,4.127134385045092,25.806451612903224,27.0830402371934,0.03225806451612903,0.016129032258064516,3,0.04838709677419355,62.0,186.0,3,0,1884.4315207095526,11.825602663638762,-149.28006702419358,0.7899104019788503,0.3957261574990107,0.6613756613756614,0.7524454477050414,0.6031824221932379,3844.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
109521382,600.0,55.0,1,1,flat,43.3537333,-3.4968978,,1,1,1,0,8.179,0.037,1.202,6.396929655216146,4.007333185232471,10.909090909090908,10.36179686415621,0.01818181818181818,0.01818181818181818,2,0.03636363636363636,55.0,110.0,0,0,1879.546191047529,12.228294223644841,-151.60357459855675,0.2181952260954446,0.10894432944765224,0.9643201542912248,0.45413260672116257,0.5091323634866799,3025.0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110667129,790.0,90.0,3,2,flat,43.3554295,-3.4950492,1.0,1,0,1,0,7.945,0.147,1.431,6.6720329454610665,4.499809670330265,8.777777777777779,10.36179686415621,0.03333333333333333,0.022222222222222223,5,0.05555555555555555,180.0,450.0,1,1,1879.6932671294703,12.21536891042064,-151.5293591896314,0.4323163391761057,0.11179429849077696,0.8718395815170008,0.41135335252982314,0.4649957441792003,8100.0,4,9,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110658245,670.0,65.0,2,2,chalet,43.345513,-3.4129984,,0,0,1,0,8.22,0.404,0.263,6.507277712385012,4.174387269895637,10.307692307692308,9.43956043956044,0.03076923076923077,0.03076923076923077,4,0.06153846153846154,130.0,260.0,0,0,1878.8334972331688,11.648558078402562,-147.9381665161792,0.09813496260765993,0.10845986984815617,0.7122507122507123,0.7917656373713381,0.5374920731567355,4225.0,4,4,16,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110650386,2100.0,75.0,3,1,flat,43.4085993,-3.4245135,2.0,1,1,0,0,2.261,0.613,0.611,7.649692623711514,4.31748811353631,28.0,27.0830402371934,0.04,0.013333333333333334,4,0.05333333333333334,75.0,300.0,2,0,1884.3064931879603,11.727292711682251,-148.65333431894055,1.0155947858785033,0.306654400490647,0.6199628022318661,0.6207324643078833,0.5157832223434654,5625.0,1,9,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110644233,550.0,49.0,1,1,flat,43.4440923,-3.4565543,3.0,1,1,0,0,0.55,0.142,0.133,6.309918278226516,3.8918202981106265,11.224489795918368,10.34908700322234,0.02040816326530612,0.02040816326530612,2,0.04081632653061224,49.0,98.0,3,0,1887.3891557709194,11.94776762884849,-150.1668640491619,0.2738985001473817,0.6451612903225806,0.8756567425569177,0.8826125330979699,0.8011435219924895,2401.0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100823214,600.0,70.0,2,2,flat,43.3450746,-3.4106473,2.0,1,0,0,0,8.187,0.532,0.36,6.396929655216146,4.248495242049359,8.571428571428571,9.43956043956044,0.02857142857142857,0.02857142857142857,4,0.05714285714285714,140.0,280.0,2,2,1878.7954920795648,11.63251500499729,-147.83476165278856,0.09813529510660024,0.10884946119516709,0.6527415143603134,0.7352941176470589,0.49896169773417975,4900.0,4,4,16,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103279006,750.0,40.0,1,1,flat,43.3803193,-3.2251607,3.0,1,1,0,0,0.655,0.211,0.31,6.620073206530356,3.6888794541139363,18.75,12.200989166342794,0.025,0.025,2,0.05,40.0,80.0,3,0,1881.8521025699522,10.40166154082449,-139.9085009598115,0.476499414913755,0.6042296072507553,0.8257638315441783,0.7633587786259541,0.7311174058069625,1600.0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110549028,1500.0,60.0,2,1,flat,43.4146474,-3.4384153,1.0,1,0,0,0,1.056,0.693,0.603,7.313220387090301,4.0943445622221,25.0,27.0830402371934,0.03333333333333333,0.016666666666666666,3,0.05,60.0,180.0,1,1,1884.8316088663266,11.82269977527409,-149.27758786426523,0.4749649946740569,0.48638132295719844,0.5906674542232723,0.6238303181534622,0.5669596984446442,3600.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108471036,3500.0,160.0,4,3,flat,43.4101544,-3.4147591,6.0,1,1,0,0,2.769,0.197,0.174,8.160518247477505,5.075173815233827,21.875,27.0830402371934,0.025,0.01875,7,0.04375,480.0,1120.0,6,0,1884.4415050318396,11.66057971103281,-148.23521976980504,1.5661197196968275,0.26532236667551073,0.835421888053467,0.8517887563884157,0.6508443370391311,25600.0,9,16,49,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108153825,3500.0,225.0,3,4,chalet,43.4213277,-3.4478837,,0,0,1,0,0.388,0.275,1.653,8.160518247477505,5.41610040220442,15.555555555555555,27.0830402371934,0.013333333333333334,0.017777777777777778,7,0.03111111111111111,900.0,1575.0,0,0,1885.4116992307872,11.88790200872569,-149.7116880091885,1.3866514718745613,0.7204610951008646,0.7843137254901962,0.3769317753486619,0.6272355319799076,50625.0,16,9,49,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108865684,1360.0,40.0,0,1,flat,43.4237215,-3.4487591,1.0,1,1,0,0,0.396,0.533,1.906,7.215239978730097,3.6888794541139363,34.0,27.0830402371934,0.0,0.025,1,0.025,40.0,40.0,1,0,1885.6195889095623,11.893939329832811,-149.75795467899064,1.5856550072170077,0.7163323782234957,0.6523157208088716,0.3441156228492774,0.5709212406272149,1600.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110583090,1200.0,215.0,3,3,chalet,43.3622059,-3.2504722,,0,0,0,0,3.369,1.643,2.799,7.090076835776092,5.3706380281276624,5.5813953488372094,12.200989166342794,0.013953488372093023,0.013953488372093023,6,0.027906976744186046,645.0,1290.0,0,0,1880.2809005139948,10.56556952297284,-140.94764480862597,2.754546940040406,0.22888532845044635,0.37835792659856227,0.26322716504343247,0.29015680669748034,46225.0,9,9,36,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
110569926,650.0,95.0,2,2,flat,43.4056465,-3.4874594,,1,0,1,0,3.155,1.794,0.714,6.476972362889683,4.553876891600541,6.842105263157895,13.269712743396953,0.021052631578947368,0.021052631578947368,4,0.042105263157894736,190.0,380.0,0,0,1884.0501480829626,12.16237306664836,-151.3754298995021,2.201854505958266,0.2406738868832732,0.35790980672870437,0.5834305717619603,0.394004755124646,9025.0,4,4,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81472491,3300.0,80.0,2,1,flat,43.4121402,-3.4135452,3.0,0,1,1,0,2.746,0.101,0.057,8.101677747454572,4.382026634673881,41.25,27.0830402371934,0.025,0.0125,3,0.0375,80.0,240.0,3,0,1884.6139167444562,11.652290832443041,-148.18930280143707,1.5904990452765977,0.2669514148424987,0.9082652134423251,0.946073793755913,0.7070968073469123,6400.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110554237,1400.0,190.0,4,3,chalet,43.3673493,-3.4914265,,0,0,0,0,6.624,1.477,2.778,7.244227515603351,5.247024072160486,7.368421052631579,10.36179686415621,0.021052631578947368,0.015789473684210527,7,0.03684210526315789,570.0,1330.0,0,0,1880.7269853082105,12.19005900490225,-151.41391258077647,1.787025410349972,0.1311647429171039,0.40371417036737983,0.2646903123345686,0.26652307520635077,36100.0,9,16,49,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110544297,700.0,60.0,2,2,flat,43.36234,-3.423537,,1,0,1,0,6.911,2.206,0.211,6.551080335043405,4.0943445622221,11.666666666666666,8.435186473161156,0.03333333333333333,0.03333333333333333,4,0.06666666666666667,120.0,240.0,0,0,1880.2925302756003,11.720605590369,-148.45257539658002,0.8905693700314163,0.12640626975097966,0.3119151590767311,0.8257638315441783,0.4213617534572964,3600.0,4,4,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110542661,2950.0,90.0,3,2,flat,43.413189,-3.4141229,5.0,1,1,0,0,2.653,0.049,0.108,7.989560449333865,4.499809670330265,32.77777777777778,27.0830402371934,0.03333333333333333,0.022222222222222223,5,0.05555555555555555,180.0,450.0,5,0,1884.7049791497213,11.656235176304412,-148.2179627269281,1.520792067950236,0.2737476047084588,0.9532888465204957,0.9025270758122743,0.709854509013743,8100.0,4,9,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107746974,2000.0,80.0,2,2,flat,43.4197968,-3.4441442,5.0,1,1,0,0,0.387,0.112,1.334,7.600902459542082,4.382026634673881,25.0,27.0830402371934,0.025,0.025,4,0.05,160.0,320.0,5,0,1885.2787541532903,11.862129270393641,-149.54404131389856,1.040196733264738,0.7209805335255948,0.8992805755395683,0.4284490145672665,0.6829033745441432,6400.0,4,4,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110517894,900.0,80.0,2,2,flat,43.381169,-3.2283158,2.0,1,1,1,0,0.658,0.462,0.458,6.802394763324311,4.382026634673881,11.25,12.200989166342794,0.025,0.025,4,0.05,160.0,320.0,2,0,1881.925823806561,10.422022904529639,-140.0481133051702,0.6983045643726239,0.6031363088057902,0.6839945280437757,0.6858710562414266,0.6576672976969976,6400.0,4,4,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110513439,650.0,35.0,0,1,flat,43.4168222,-3.4370401,2.0,0,1,0,0,0.906,0.748,0.789,6.476972362889683,3.5553480614894135,18.571428571428573,27.0830402371934,0.0,0.02857142857142857,1,0.02857142857142857,35.0,35.0,2,0,1885.0204499464128,11.81324464900801,-149.22535891597022,0.3803565014764974,0.5246589716684155,0.5720823798627003,0.5589714924538848,0.5519042813283335,1225.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108002642,2800.0,155.0,4,2,chalet,43.425426,-3.4494375,,0,0,1,0,0.508,0.726,1.744,7.937374696163296,5.043425116919247,18.06451612903226,27.0830402371934,0.025806451612903226,0.012903225806451613,6,0.03870967741935484,310.0,930.0,0,0,1885.767623281476,11.898619066406251,-149.793292897875,1.7435489032321423,0.6631299734748011,0.5793742757821553,0.3644314868804665,0.5356452453791409,24025.0,4,16,36,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108505182,2250.0,80.0,2,2,flat,43.4103678,-3.4171095,2.0,0,1,0,0,2.596,0.186,0.137,7.718685495198466,4.382026634673881,28.125,27.0830402371934,0.025,0.025,4,0.05,160.0,320.0,2,0,1884.4600325312772,11.67663733499025,-148.33798020787412,1.382598562627248,0.27808676307007785,0.8431703204047218,0.8795074758135444,0.6669215197627812,6400.0,4,4,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105279888,1200.0,70.0,2,1,flat,43.4065904,-3.4182975,1.0,0,0,0,0,2.778,0.259,0.132,7.090076835776092,4.248495242049359,17.142857142857142,27.0830402371934,0.02857142857142857,0.014285714285714285,3,0.04285714285714286,70.0,210.0,1,1,1884.132090153372,11.68475779850625,-148.37663944784398,1.5298001197930537,0.2646903123345686,0.7942811755361399,0.8833922261484098,0.6474545713397061,4900.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110411880,1400.0,48.0,2,1,flat,43.4121396,-3.4167345,3.0,0,0,0,0,2.519,0.129,0.099,7.244227515603351,3.871201010907891,29.166666666666668,27.0830402371934,0.041666666666666664,0.020833333333333332,3,0.0625,48.0,144.0,3,3,1884.6138646498885,11.67407464349025,-148.3277550901362,1.3417481062805574,0.2841716396703609,0.8857395925597874,0.9099181073703367,0.6932764465334951,2304.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110402193,850.0,61.0,1,1,flat,43.3870308,-3.2267886,,1,1,1,0,0.076,0.581,0.501,6.745236349484363,4.110873864173311,13.934426229508198,12.200989166342794,0.01639344262295082,0.01639344262295082,2,0.03278688524590164,61.0,122.0,0,0,1882.4344416401484,10.41216466908996,-140.00077637328886,1.223272154450363,0.929368029739777,0.6325110689437066,0.6662225183211193,0.7427005390015342,3721.0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107795454,2800.0,60.0,2,1,flat,43.4099652,-3.4358646,14.0,1,1,0,0,1.616,0.273,0.089,7.937374696163296,4.0943445622221,46.666666666666664,27.0830402371934,0.03333333333333333,0.016666666666666666,3,0.05,60.0,180.0,14,0,1884.4250786652112,11.805165549533159,-149.15076271791193,0.6726664896789891,0.382262996941896,0.7855459544383345,0.9182736455463728,0.6953608656422011,3600.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
