codigo_inmueble,precio,superficie_construida_m2,numero_dormitorios,numero_banos,tipologia,latitud,longitud,planta,es_exterior,tiene_ascensor,tiene_garaje,obra_nueva,distancia_min_playa_km,distancia_min_supermercado_km,distancia_min_colegio_km,log_precio,log_superficie_construida_m2,precio_m2,precio_m2_municipio_media,ratio_dormitorios_superficie,ratio_banos_superficie,habitaciones,ratio_habitaciones_superficie,interaccion_superficie_banos,interaccion_superficie_habitaciones,planta_num,interaccion_planta_sin_ascensor_piso,latitud_2,longitud_2,interaccion_latitud_longitud,distancia_centro_municipio_km,inv_distancia_min_playa_km,inv_distancia_min_supermercado_km,inv_distancia_min_colegio_km,score_cercania_servicios,superficie_construida_m2_2,numero_banos_2,numero_dormitorios_2,habitaciones_2,tipologia_unificada_piso,tipologia_unificada_unifamiliar,subtipologia_casaDePueblo,subtipologia_countryHouse,subtipologia_desconocido,subtipologia_duplex,subtipologia_independantHouse,subtipologia_penthouse,subtipologia_semidetachedHouse,subtipologia_studio,subtipologia_terracedHouse,provincia_Cantabria,provincia_Vizcaya,municipio_Ampuero,municipio_Barcena de Cicero,municipio_Camargo,municipio_Cartes,municipio_Castro-Urdiales,municipio_Colindres,municipio_Cudon,municipio_El Astillero,municipio_Entrambasaguas,municipio_Gallarta,municipio_Getxo,municipio_Guarnizo,municipio_Guriezo,municipio_Laredo,municipio_Liendo,municipio_Limpias,municipio_Marina de Cudeyo,municipio_Miengo,municipio_Noja,municipio_Piélagos,municipio_Polanco,municipio_Ramales de la Victoria,municipio_Reocin,municipio_Ribamontan al Mar,municipio_Santa Cruz de Bezana,municipio_Santa Maria de Cayon,municipio_Santander,municipio_Santillana del Mar,municipio_Santoña,municipio_Santurtzi,municipio_Sobremazas,municipio_Solares,municipio_Suances,municipio_Torrelavega,municipio_Villaescusa,municipio_Villapresente,municipio_Viveda,municipio_Voto,distrito_Alisal - Cazoña - San Román,distrito_Bezana,distrito_Boo,distrito_Brazomar,distrito_Carlos V,distrito_Castilla - Hermida,distrito_Centro,distrito_Centro - Ayuntamiento,distrito_Cerezo - Aspla - Torres,distrito_Ciudad Nueva,distrito_Cotolino,distrito_Covadonga - Campuzano - Ciudad Vergel,distrito_Cuatro Caminos,distrito_Cueto,distrito_El Callejo - La Pesquera - La Arenosa,distrito_El Puntal,distrito_El Sardinero,distrito_General Dávila,distrito_Inmobiliaria - Barreda,distrito_La Pereda,distrito_La Txitxarra - Murrieta - Parke Santurtzi,distrito_Las Viñas,distrito_Liencres,distrito_Los Castros,distrito_Maliaño,distrito_Mamariga,distrito_Mioño-Santullán,distrito_Monte,distrito_Mortera,distrito_Muriedas,distrito_Numancia - San Fernando,distrito_Oriñón-Allendagua,distrito_Oruña,distrito_Parbayón,distrito_Peñacastillo - Nuevamontaña,distrito_Playa Ostende,distrito_Puerto Chico,distrito_Renedo,distrito_Ris,distrito_Samano,distrito_Somo,distrito_Soto de la Marina,distrito_Sta. María de Getxo,distrito_Tregadín,distrito_Valdenoja,distrito_Zona Playa,distrito_Zurita,distrito_desconocido
110537191,850.0,77.0,2,1,flat,43.4632016,-3.8178891,1.0,1,1,0,0,2.364,0.13,0.058,6.745236349484363,4.343805421853684,11.03896103896104,13.922324389785988,0.025974025974025976,0.012987012987012988,3,0.03896103896103896,77.0,231.0,1,0,1889.0498933222423,14.57627717989881,-165.93768363974254,0.6775875029401386,0.2972651605231867,0.8849557522123894,0.9451795841209829,0.7091334989521864,5929.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110551306,1400.0,117.0,4,1,flat,43.4645736,-3.8065961,5.0,1,1,0,0,1.701,0.11,0.121,7.244227515603351,4.762173934797756,11.965811965811966,13.922324389785988,0.03418803418803419,0.008547008547008548,5,0.042735042735042736,117.0,585.0,5,0,1889.1691582298172,14.49017386853521,-165.45207635392296,0.24762555978281856,0.3702332469455757,0.9009009009009008,0.8920606601248885,0.721064935990455,13689.0,1,16,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110382757,575.0,40.0,1,1,flat,43.4590187,-3.823486,,1,0,0,0,2.521,0.075,0.052,6.354370040797351,3.6888794541139363,14.375,13.922324389785988,0.025,0.025,2,0.05,40.0,80.0,0,0,1888.6863063669498,14.619045192196,-166.1649495731882,1.253642751030136,0.28401022436807727,0.9302325581395349,0.9505703422053231,0.7216043749043117,1600.0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110337946,1000.0,151.0,3,1,chalet,43.4179835,-3.8327744,,0,0,0,0,1.854,0.665,0.46,6.907755278982137,5.017279836814924,6.622516556291391,10.650202985219561,0.019867549668874173,0.006622516556291391,4,0.026490066225165563,151.0,604.0,0,0,1885.1212912062722,14.69015960129536,-166.4113356584224,0.45121692729653234,0.35038542396636296,0.6006006006006006,0.684931506849315,0.5453058438054262,22801.0,1,9,16,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82430051,1100.0,110.0,3,3,chalet,43.4022204,-3.8498426,,0,0,1,0,3.844,0.867,0.731,7.003065458786462,4.700480365792417,10.0,8.83838383838384,0.02727272727272727,0.02727272727272727,6,0.05454545454545454,330.0,660.0,0,0,1883.752735650176,14.82128804477476,-167.09171703050905,0.30524057880293176,0.2064409578860446,0.5356186395286556,0.5777007510109764,0.4399201161418922,12100.0,9,9,36,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110258021,900.0,92.0,3,2,flat,43.4161877,-3.8435871,3.0,1,1,0,0,2.75,0.103,0.266,6.802394763324311,4.5217885770490405,9.782608695652174,10.650202985219561,0.03260869565217391,0.021739130434782608,5,0.05434782608695652,184.0,460.0,3,0,1884.9653544016314,14.773161795286411,-166.87389897489868,0.5616974573036182,0.26666666666666666,0.9066183136899365,0.7898894154818326,0.6543914652794786,8464.0,4,9,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110246204,1200.0,65.0,2,1,flat,43.4439875,-3.8496116,4.0,1,1,0,0,4.001,0.237,0.294,7.090076835776092,4.174387269895637,18.46153846153846,13.922324389785988,0.03076923076923077,0.015384615384615385,3,0.046153846153846156,65.0,195.0,4,0,1887.380049900156,14.819509470854559,-167.242478230255,3.9258443458313006,0.1999600079984003,0.8084074373484236,0.7727975270479134,0.5937216574649123,4225.0,1,4,9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110239443,850.0,100.0,2,2,flat,43.4600847,-3.8239246,,1,0,0,0,2.399,0.055,0.156,6.745236349484363,4.605170185988092,8.5,13.922324389785988,0.02,0.02,4,0.04,200.0,400.0,0,0,1888.7789621311742,14.622399346485158,-166.18808700241362,1.2386854689287032,0.29420417769932333,0.9478672985781991,0.8650519031141869,0.7023744597972365,10000.0,4,4,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110215280,850.0,55.0,1,1,flat,43.4716,-3.8260744,,1,0,0,0,1.225,0.342,0.228,6.745236349484363,4.007333185232471,15.454545454545455,13.922324389785988,0.01818181818181818,0.01818181818181818,2,0.03636363636363636,55.0,110.0,0,0,1889.7800065600002,14.63884531433536,-166.32557588704,1.5756077357285072,0.449438202247191,0.7451564828614009,0.8143322475570033,0.6696423108885318,3025.0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110187554,1000.0,111.0,3,2,flat,43.4402285,-3.8403506,2.0,1,1,1,0,3.198,0.21,0.415,6.907755278982137,4.709530201312334,9.00900900900901,13.922324389785988,0.02702702702702703,0.018018018018018018,5,0.04504504504504504,222.0,555.0,2,0,1887.0534521322124,14.748292730920358,-166.8257075841121,3.630003269504577,0.23820867079561694,0.8264462809917356,0.7067137809187279,0.5904562442353601,12321.0,4,9,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98318284,1200.0,40.0,1,1,flat,43.4512531,-3.8658014,2.0,1,0,0,0,3.04,0.824,0.596,7.090076835776092,3.6888794541139363,30.0,13.922324389785988,0.025,0.025,2,0.05,40.0,80.0,2,2,1888.0113959602597,14.94442046424196,-167.97391506573436,4.755729807313742,0.24752475247524752,0.5482456140350878,0.6265664160401002,0.4741122608501452,1600.0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110159808,900.0,64.0,2,1,flat,43.4574927,-3.8237943,6.0,1,1,0,0,2.667,0.244,0.084,6.802394763324311,4.1588830833596715,14.0625,13.922324389785988,0.03125,0.015625,3,0.046875,64.0,192.0,6,0,1888.5536717705536,14.621402848712489,-166.17251287855163,1.3586809118022625,0.2727024815925825,0.8038585209003215,0.9225092250922509,0.666356742528385,4096.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110152995,1800.0,108.0,3,3,flat,43.458547,-3.8259236,7.0,1,1,0,0,2.496,0.109,0.161,7.495541943884256,4.68213122712422,16.666666666666668,13.922324389785988,0.027777777777777776,0.027777777777777776,6,0.05555555555555555,324.0,648.0,7,0,1888.6453073512093,14.63769139303696,-166.2690805890092,1.4537626015922172,0.28604118993135014,0.9017132551848512,0.8613264427217915,0.6830269626126643,11664.0,9,9,36,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109855396,1100.0,80.0,3,2,flat,43.4150228,-3.851404,2.0,1,1,0,0,3.395,0.531,0.214,7.003065458786462,4.382026634673881,13.75,10.650202985219561,0.0375,0.025,5,0.0625,160.0,400.0,2,0,1884.86420472452,14.833312771216,-167.20879247201123,1.1755228573197163,0.22753128555176338,0.6531678641410842,0.8237232289950577,0.5681407928959684,6400.0,4,9,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108651912,750.0,90.0,3,1,flat,43.4631371,-3.8299765,3.0,1,1,0,0,1.909,0.308,0.118,6.620073206530356,4.499809670330265,8.333333333333334,13.922324389785988,0.03333333333333333,0.011111111111111112,4,0.044444444444444446,90.0,360.0,3,0,1889.0442865733962,14.66871999055225,-166.46279370927815,1.6498310041290283,0.3437607425232039,0.764525993883792,0.8944543828264759,0.6675803730778239,8100.0,1,9,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110122469,850.0,68.0,1,1,flat,43.4600418,-3.8269231,4.0,1,1,0,0,2.312,0.099,0.228,6.745236349484363,4.219507705176107,12.5,13.922324389785988,0.014705882352941176,0.014705882352941176,2,0.029411764705882353,68.0,136.0,4,0,1888.7752332577472,14.645340413313612,-166.3182378913856,1.4689510691894503,0.30193236714975846,0.9099181073703367,0.8143322475570033,0.6753942406923662,4624.0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110116445,1400.0,170.0,4,2,flat,43.4587749,-3.8275786,5.0,1,1,0,0,2.429,0.035,0.236,7.244227515603351,5.135798437050262,8.235294117647058,13.922324389785988,0.023529411764705882,0.011764705882352941,6,0.03529411764705882,340.0,1020.0,5,0,1888.66511580887,14.650357939177958,-166.34187678945713,1.5663948464933677,0.2916302128900554,0.9661835748792271,0.8090614886731392,0.6889584254808073,28900.0,4,16,36,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110089038,850.0,72.0,2,2,flat,43.4705399,-3.8780707,1.0,1,1,1,0,0.743,0.609,0.271,6.745236349484363,4.276666119016055,11.805555555555555,12.31060606060606,0.027777777777777776,0.027777777777777776,4,0.05555555555555555,144.0,288.0,1,0,1889.687839197492,15.039432354198489,-168.5818270993709,1.9242803786962583,0.5737234652897304,0.6215040397762586,0.7867820613690009,0.66066985547833,5184.0,4,4,16,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109964817,1000.0,78.0,2,1,flat,43.4618065,-3.8262938,4.0,1,1,0,0,2.147,0.064,0.066,6.907755278982137,4.356708826689592,12.820512820512821,13.922324389785988,0.02564102564102564,0.01282051282051282,3,0.038461538461538464,78.0,234.0,4,0,1888.9286242434423,14.640524243918442,-166.2976407477497,1.3720803487207636,0.31776294884016526,0.9398496240601504,0.9380863039399624,0.7318996256134259,6084.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109926879,950.0,77.0,2,1,flat,43.45751,-3.8257892,4.0,1,0,0,0,2.608,0.225,0.097,6.856461984594587,4.343805421853684,12.337662337662337,13.922324389785988,0.025974025974025976,0.012987012987012988,3,0.03896103896103896,77.0,231.0,4,4,1888.5551754000999,14.63666300283664,-166.259272416892,1.4962647646090412,0.2771618625277162,0.8163265306122448,0.9115770282588879,0.668355140466283,5929.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108813329,900.0,110.0,3,1,chalet,43.3956697,-3.8527708,,0,0,0,0,4.471,1.457,0.288,6.802394763324311,4.700480365792417,8.181818181818182,8.83838383838384,0.02727272727272727,0.00909090909090909,4,0.03636363636363636,110.0,440.0,0,0,1883.184148711498,14.843842837332641,-167.19356906660477,0.6514681167687381,0.18278194114421495,0.407000407000407,0.7763975155279503,0.4553932878908575,12100.0,1,9,16,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109756432,900.0,90.0,3,1,flat,43.4574274,-3.8409613,5.0,1,1,1,0,2.418,0.188,0.151,6.802394763324311,4.499809670330265,10.0,13.922324389785988,0.03333333333333333,0.011111111111111112,4,0.044444444444444446,90.0,360.0,5,0,1888.5479962262707,14.75298370809769,-166.9182968409596,2.6377087331859537,0.2925687536571094,0.8417508417508418,0.8688097306689835,0.6677097753589782,8100.0,1,9,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109690049,900.0,90.0,3,1,flat,43.4595412,-3.8431277,5.0,1,1,1,0,2.204,0.121,0.309,6.802394763324311,4.499809670330265,10.0,13.922324389785988,0.03333333333333333,0.011111111111111112,4,0.044444444444444446,90.0,360.0,5,0,1888.7317213144972,14.769630518507292,-167.02056661501123,2.75390305475664,0.3121098626716604,0.8920606601248885,0.7639419404125287,0.6560374877363592,8100.0,1,9,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109625363,850.0,66.0,1,1,flat,43.4590609,-3.8231872,1.0,1,1,0,0,2.527,0.063,0.064,6.745236349484363,4.189654742026425,12.878787878787879,13.922324389785988,0.015151515151515152,0.015151515151515152,2,0.030303030303030304,66.0,132.0,1,0,1888.6899743099086,14.61676036624384,-166.15212535690046,1.2299704404730956,0.28352707683583783,0.9407337723424272,0.9398496240601504,0.7213701577461386,4356.0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109581589,1250.0,191.0,4,2,chalet,43.4278134,-3.9942355,,0,0,0,0,1.394,1.317,1.852,7.130898830296347,5.25227342804663,6.544502617801047,6.544502617801047,0.020942408376963352,0.010471204188481676,6,0.031413612565445025,382.0,1146.0,0,0,1885.9749767052194,15.953917229460249,-173.46091396965568,0.0,0.4177109440267335,0.4315925766076823,0.3506311360448807,0.39997821889309887,36481.0,4,16,36,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109578327,950.0,130.0,3,3,chalet,43.4344519,-3.9428815,,0,0,0,0,2.348,2.311,1.277,6.856461984594587,4.867534450455582,7.3076923076923075,9.008183451121694,0.023076923076923078,0.023076923076923078,6,0.046153846153846156,390.0,780.0,0,0,1886.5516118534135,15.54631452304225,-171.25689685914983,3.7305788049432476,0.2986857825567503,0.30202355783751134,0.43917435221783047,0.346627897537364,16900.0,9,9,36,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109517059,850.0,75.0,2,1,flat,43.4591042,-3.8263389,7.0,1,1,0,0,2.426,0.059,0.199,6.745236349484363,4.31748811353631,11.333333333333334,13.922324389785988,0.02666666666666667,0.013333333333333334,3,0.04,75.0,225.0,7,0,1888.6937378664575,14.64086937765321,-166.2892609596134,1.4599024777556882,0.29188558085230587,0.9442870632672333,0.8340283569641367,0.6900670003612254,5625.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107863734,1050.0,75.0,3,1,flat,43.4578668,-3.8221606,2.0,1,1,0,0,2.683,0.177,0.052,6.956545443151569,4.31748811353631,14.0,13.922324389785988,0.04,0.013333333333333334,4,0.05333333333333334,75.0,300.0,2,0,1888.586186806542,14.608911652192361,-166.1029462430081,1.2255314793912924,0.27151778441487917,0.8496176720475785,0.9505703422053231,0.690568599555927,5625.0,1,9,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109300699,625.0,60.0,2,1,flat,43.3751163,-4.071648,1.0,1,0,0,0,5.924,1.886,1.701,6.437751649736402,4.0943445622221,10.416666666666666,11.756944444444445,0.03333333333333333,0.016666666666666666,3,0.05,60.0,180.0,1,1,1881.4007140385258,16.578317435903998,-176.6082055326624,0.48034087558733585,0.14442518775274407,0.3465003465003465,0.3702332469455757,0.2870529270662221,3600.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103042988,1100.0,80.0,3,1,flat,43.4177875,-3.8470329,1.0,1,1,0,0,2.993,0.108,0.209,7.003065458786462,4.382026634673881,13.75,10.650202985219561,0.0375,0.0125,4,0.05,80.0,320.0,1,0,1885.1042713951565,14.799662133682409,-167.02965695770877,0.7420311301148271,0.25043826696719257,0.9025270758122743,0.8271298593879238,0.660031734055797,6400.0,1,9,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
