precio,superficie_construida_m2,numero_dormitorios,numero_banos,planta,es_exterior,tiene_ascensor,tiene_garaje,obra_nueva,latitud,longitud,provincia,distrito,tipologia,subtipologia,precio_m2_raw,distancia_min_playa_km,distancia_min_supermercado_km,distancia_min_colegio_km,es_exterior_piso,tiene_ascensor_piso,planta_num,log_precio,log_superficie_construida_m2,precio_m2,precio_m2_municipio_media,ratio_dormitorios_superficie,ratio_banos_superficie,interaccion_superficie_banos,interaccion_planta_sin_ascensor_piso,latitud_2,longitud_2,interaccion_latitud_longitud,distancia_centro_municipio_km,score_cercania_servicios,superficie_construida_m2_2,numero_banos_2,numero_dormitorios_2,tipologia_unificada_piso,tipologia_unificada_unifamiliar,municipio_Ampuero,municipio_Barcena de Cicero,municipio_Camargo,municipio_Castro-Urdiales,municipio_Colindres,municipio_Cudon,municipio_El Astillero,municipio_Guarnizo,municipio_Laredo,municipio_Liendo,municipio_Limpias,municipio_Marina de Cudeyo,municipio_Miengo,municipio_Mogro,municipio_Noja,municipio_Ortuella,municipio_Piélagos,municipio_Polanco,municipio_Ribamontan al Mar,municipio_Ribamontan al Monte,municipio_Santa Cruz de Bezana,municipio_Santander,municipio_Santillana del Mar,municipio_Santoña,municipio_Santurtzi,municipio_Suances,municipio_Torrelavega,municipio_Villaescusa,municipio_Viveda,municipio_Voto,municipio_otro
330000.0,150.0,3,2,,0,0,0,0,43.3819717,-4.0141164,Cantabria,,chalet,terracedHouse,2200.0,5.355,1.262,0.532,0,0,0,12.706847933442663,5.0106352940962555,2200.0,1853.6141602026134,0.02,0.013333333333333334,300.0,0,1881.995468579601,16.11313047274896,-174.14028406530588,0.8535777591483723,0.41739485853910474,22500.0,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
547000.0,262.0,5,2,,0,0,1,0,43.4111118,-3.9637135,Cantabria,Oruña,chalet,independantHouse,2088.0,2.988,1.489,1.716,0,0,0,13.212204081404119,5.568344503761097,2087.7862595419847,2510.365988406397,0.019083969465648856,0.007633587786259542,524.0,0,1884.5246277120993,15.711024710082249,-172.0692098916693,2.4516045864287186,0.34023618250430226,68644.0,4,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440000.0,291.0,3,2,,0,0,1,0,43.4102934,-4.0405306,Cantabria,,chalet,independantHouse,1512.0,1.98,1.649,0.679,0,0,0,12.994530005894443,5.673323267171493,1512.0274914089348,3083.07095100816,0.010309278350515464,0.006872852233676976,582.0,0,1884.4535730740836,16.325887529536363,-175.40061883767805,1.2920667285700937,0.4362213427341985,84681.0,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
299000.0,127.0,3,3,,0,0,1,0,43.3870228,-4.0157898,Cantabria,,chalet,semidetachedHouse,2354.0,4.779,0.711,0.054,0,0,0,12.608198852372823,4.844187086458591,2354.3307086614172,1853.6141602026134,0.023622047244094488,0.023622047244094488,381.0,0,1882.4337474477195,16.12656771778404,-174.23316361260743,0.4596357914509073,0.5687534859178793,16129.0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159000.0,88.0,3,2,,1,1,0,0,43.4258966,-4.0473625,Cantabria,,flat,,1807.0,1.01,0.54,0.333,1,1,0,11.976659481202368,4.477336814478207,1806.8181818181818,3083.07095100816,0.03409090909090909,0.022727272727272728,176.0,0,1885.8084955138918,16.38114320640625,-175.7603454277175,0.5424218179918336,0.6323502113494387,7744.0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
570000.0,158.0,4,3,,0,0,1,1,43.407292,-4.0368423,Cantabria,,chalet,independantHouse,3608.0,2.268,2.008,1.067,0,0,0,13.253391639810733,5.062595033026967,3607.5949367088606,3083.07095100816,0.02531645569620253,0.0189873417721519,474.0,0,1884.1929987732638,16.296095755069288,-175.2283924740516,1.7201551840534361,0.3740790990511158,24964.0,9,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
540000.0,158.0,4,3,,0,0,1,1,43.407292,-4.0368423,Cantabria,,chalet,independantHouse,3418.0,2.268,2.008,1.067,0,0,0,13.199324418540456,5.062595033026967,3417.721518987342,3083.07095100816,0.02531645569620253,0.0189873417721519,474.0,0,1884.1929987732638,16.296095755069288,-175.2283924740516,1.7201551840534361,0.3740790990511158,24964.0,9,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
265000.0,89.0,3,2,3.0,1,1,1,0,43.425697,-4.048454,Cantabria,,flat,,2978.0,1.096,0.625,0.423,1,1,3,12.487485104968359,4.48863636973214,2977.5280898876404,3083.07095100816,0.033707865168539325,0.02247191011235955,178.0,0,1885.791159935809,16.389979790116005,-175.80693672243802,0.5383376584613856,0.5984081802372372,7921.0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
540000.0,247.0,3,2,,0,0,1,0,43.3973069,-3.9508163,Cantabria,Oruña,chalet,,2186.0,4.808,1.603,2.055,0,0,0,13.199324418540456,5.509388336627977,2186.2348178137654,2510.365988406397,0.012145748987854251,0.008097165991902834,494.0,0,1883.3262461727873,15.608949436345691,-171.45478747662247,2.5397163049169733,0.29456021995689435,61009.0,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110600.0,45.0,1,1,1.0,1,1,1,0,43.3899626,-4.0293562,Cantabria,,flat,,2458.0,4.216,0.708,0.33,1,1,1,11.613675368070371,3.8066624897703196,2457.777777777778,1853.6141602026134,0.022222222222222223,0.022222222222222223,45.0,0,1882.6888544293986,16.235711386478435,-174.83361482007808,0.6957201644776662,0.5096925281119927,2025.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270000.0,68.0,2,1,3.0,1,0,1,0,43.4253061,-4.0356187,Cantabria,,flat,,3971.0,0.264,0.302,0.503,1,0,3,12.506177237980511,4.219507705176107,3970.5882352941176,3083.07095100816,0.029411764705882353,0.014705882352941176,68.0,3,1885.7572098786973,16.286218291789687,-175.24797735038405,1.0032219329819798,0.7415081301098567,4624.0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189000.0,40.0,1,1,2.0,1,0,0,0,43.4265747,-4.0339828,Cantabria,,flat,,4725.0,0.149,0.444,0.681,1,0,2,12.14950229404178,3.6888794541139363,4725.0,3083.07095100816,0.025,0.025,40.0,2,1885.8673901746804,16.273017230695842,-175.18205540271518,1.1878560122283834,0.7192422641302724,1600.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
430000.0,175.0,4,3,,0,0,1,1,43.3877883,-4.0162867,Cantabria,,chalet,independantHouse,2457.0,4.686,0.619,0.146,0,0,0,12.971540487669746,5.1647859739235145,2457.1428571428573,1853.6141602026134,0.022857142857142857,0.017142857142857144,525.0,0,1882.5001735656167,16.130558856596892,-174.2577970917056,0.41755486131635805,0.5553787112521085,30625.0,9,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
199000.0,60.0,2,1,1.0,1,0,1,0,43.4375031,-3.9708242,Cantabria,,flat,,3317.0,0.181,1.156,0.728,1,0,1,12.201060103706629,4.0943445622221,3316.6666666666665,3608.4131176559777,0.03333333333333333,0.016666666666666666,60.0,1,1886.8166755625098,15.76744482730564,-172.48268849705502,0.317144770405034,0.6297552156338093,3600.0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339000.0,115.0,2,1,,0,0,0,0,43.4136895,-4.0426392,Cantabria,,chalet,semidetachedHouse,2948.0,1.668,1.28,0.327,0,0,0,12.733755386362589,4.74493212836325,2947.8260869565215,3083.07095100816,0.017391304347826087,0.008695652173913044,115.0,0,1884.74843600241,16.34293170137664,-175.5058829893284,0.8782069196796098,0.5223295291895823,13225.0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
219000.0,70.0,2,2,1.0,1,0,1,0,43.4257422,-3.9946582,Cantabria,,flat,,3129.0,1.599,1.387,1.885,1,0,1,12.296827008798637,4.248495242049359,3128.5714285714284,2635.0151998290166,0.02857142857142857,0.02857142857142857,140.0,1,1885.795085620861,15.95729413482724,-173.47099717031605,0.4177835947865501,0.383439907980194,4900.0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365000.0,310.0,4,1,,0,0,1,0,43.4084248,-3.9582806,Cantabria,Oruña,countryHouse,casaDePueblo,1177.0,3.433,1.176,1.421,0,0,0,12.80765263256463,5.736572297479191,1177.4193548387098,2510.365988406397,0.012903225806451613,0.0032258064516129032,310.0,0,1884.2913436172548,15.66798530833636,-171.82272576239887,2.1422942082242935,0.3660640506445653,96100.0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135000.0,54.0,1,1,,1,1,0,0,43.4234181,-3.9498666,Cantabria,Boo,flat,,2500.0,2.487,1.141,0.1,1,1,0,11.813030057420566,3.9889840465642745,2500.0,2510.365988406397,0.018518518518518517,0.018518518518518517,54.0,0,1885.5932394874076,15.60144615779556,-171.51670881102547,1.4523931859585066,0.5543139458715923,2916.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425000.0,110.0,3,2,,0,0,0,0,43.4139221,-3.9490116,Cantabria,Arce,chalet,independantHouse,3864.0,3.331,0.277,0.488,0,0,0,12.959844447906553,4.700480365792417,3863.6363636363635,2510.365988406397,0.02727272727272727,0.01818181818181818,220.0,0,1884.7686321048684,15.594692616934559,-171.44208197439636,1.2236449397815878,0.5620073083754183,12100.0,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259900.0,135.0,3,3,1.0,1,0,1,0,43.3998423,-3.9499719,Cantabria,Oruña,flat,duplex,1925.0,4.586,1.327,1.766,1,0,1,12.468052220629582,4.90527477843843,1925.1851851851852,2510.365988406397,0.022222222222222223,0.022222222222222223,405.0,1,1883.5463116648696,15.60227801078961,-171.42815754943138,2.2654674697847366,0.3234299118035896,18225.0,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179000.0,56.0,2,1,1.0,1,1,1,1,43.4165574,-4.0111832,Cantabria,,flat,,3196.0,2.291,1.732,2.108,1,1,1,12.095141084822892,4.02535169073515,3196.4285714285716,2525.550266571053,0.03571428571428571,0.017857142857142856,56.0,0,1884.9974564674949,16.089590663962237,-174.15176564471568,0.25377108318437913,0.33054718066816813,3136.0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149000.0,55.0,1,1,1.0,1,1,1,1,43.4165574,-4.0111832,Cantabria,,flat,,2709.0,2.291,1.732,2.108,1,1,1,11.911701584927597,4.007333185232471,2709.090909090909,2525.550266571053,0.01818181818181818,0.01818181818181818,55.0,0,1884.9974564674949,16.089590663962237,-174.15176564471568,0.25377108318437913,0.33054718066816813,3025.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230000.0,66.0,2,1,,1,1,1,1,43.4165574,-4.0111832,Cantabria,,flat,,3485.0,2.291,1.732,2.108,1,1,0,12.345834587905332,4.189654742026425,3484.848484848485,2525.550266571053,0.030303030303030304,0.015151515151515152,66.0,0,1884.9974564674949,16.089590663962237,-174.15176564471568,0.25377108318437913,0.33054718066816813,4356.0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000.0,66.0,2,1,,1,1,1,1,43.4165574,-4.0111832,Cantabria,,flat,,3636.0,2.291,1.732,2.108,1,1,0,12.388394202324127,4.189654742026425,3636.3636363636365,2525.550266571053,0.030303030303030304,0.015151515151515152,66.0,0,1884.9974564674949,16.089590663962237,-174.15176564471568,0.25377108318437913,0.33054718066816813,4356.0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210000.0,67.0,2,1,,1,1,1,1,43.4165574,-4.0111832,Cantabria,,flat,,3134.0,2.291,1.732,2.108,1,1,0,12.254862809699606,4.204692619390966,3134.3283582089553,2525.550266571053,0.029850746268656716,0.014925373134328358,67.0,0,1884.9974564674949,16.089590663962237,-174.15176564471568,0.25377108318437913,0.33054718066816813,4489.0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000.0,100.0,2,2,,1,1,1,1,43.42488,-4.05563,Cantabria,,flat,,3000.0,1.058,1.201,1.003,1,1,0,12.61153775363834,4.605170185988092,3000.0,3083.07095100816,0.02,0.02,200.0,0,1885.7202030144,16.4481346969,-176.1152460744,0.8462377379907432,0.4798329031119568,10000.0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
198000.0,250.0,3,2,,0,0,1,0,43.4257047,-4.0427225,Cantabria,,chalet,independantHouse,792.0,0.653,0.168,0.113,0,0,0,12.196022309676673,5.521460917862246,792.0,3083.07095100816,0.012,0.008,500.0,0,1885.791828691602,16.34360521200625,-175.55807346904575,0.6036170275093401,0.7865325525678023,62500.0,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
339000.0,115.0,2,1,,0,0,0,0,43.4117698,-4.0420177,Cantabria,,chalet,semidetachedHouse,2948.0,1.853,1.488,0.52,0,0,0,12.733755386362589,4.74493212836325,2947.8260869565215,3083.07095100816,0.017391304347826087,0.008695652173913044,115.0,0,1884.581757168192,16.337907087113287,-175.47114191992546,1.095792245452549,0.4701107447452781,13225.0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
150000.0,99.0,3,1,1.0,1,0,1,0,43.3815226,-4.0372673,Cantabria,,flat,,1515.0,5.132,1.642,0.919,1,0,1,11.918390573078394,4.59511985013459,1515.1515151515152,1853.6141602026134,0.030303030303030304,0.010101010101010102,99.0,1,1881.9565030943104,16.299527251649288,-175.14280261719097,1.441687958969773,0.3542282692529257,9801.0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
420000.0,476.0,0,0,,0,0,0,0,43.4156875,-4.0455367,Cantabria,,chalet,,882.0,1.575,1.118,0.372,0,0,0,12.948009990259552,6.16541785423142,882.3529411764706,3083.07095100816,0.0,0.0,0.0,0,1884.921921097656,16.366367191046894,-175.63975713698125,0.6023827774450097,0.5297853399858855,226576.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
215000.0,90.0,3,2,,1,1,1,0,43.4049718,-3.9331358,Cantabria,Arce,flat,duplex,2389.0,4.908,0.813,1.37,1,1,0,12.2783933071098,4.499809670330265,2388.8888888888887,2510.365988406397,0.03333333333333333,0.022222222222222223,180.0,0,1883.9915769587951,15.46955722124164,-170.71764848457045,1.3165953893059879,0.3809249753389002,8100.0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370000.0,240.0,4,1,,0,0,1,0,43.3698658,-3.9566668,Cantabria,Barcenilla - Quijano,chalet,independantHouse,1542.0,7.564,1.416,0.96,0,0,0,12.821258284620406,5.480638923341991,1541.6666666666667,2510.365988406397,0.016666666666666666,0.004166666666666667,240.0,0,1880.9452595100097,15.655212166222238,-171.60010813131544,5.518415749467288,0.34695974396142804,57600.0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050000.0,590.0,8,5,,0,0,1,0,43.4019049,-3.8863388,Cantabria,Camargo,chalet,,1780.0,6.514,3.566,1.582,0,0,0,13.864300722133706,6.380122536899766,1779.6610169491526,2186.683851919792,0.013559322033898305,0.00847457627118644,2950.0,0,1883.7253489486438,15.10362926838544,-168.67450700678012,2.4983327872647174,0.24646388396116103,348100.0,25,64,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000.0,63.0,2,1,5.0,1,0,0,0,43.4657107,-3.812345,Cantabria,Centro - Ayuntamiento,flat,,3810.0,2.178,0.1,0.064,1,0,5,12.388394202324127,4.143134726391533,3809.5238095238096,3257.5921884290465,0.031746031746031744,0.015873015873015872,63.0,5,1889.2680066560947,14.533974399025,-165.70628485859152,0.8387205802854365,0.7212012811363611,3969.0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
395000.0,99.0,3,2,1.0,1,1,0,0,43.4787626,-3.7974622,Cantabria,La Pereda,flat,,3990.0,0.847,0.138,0.374,1,1,1,12.886641043883259,4.59511985013459,3989.89898989899,3257.5921884290465,0.030303030303030304,0.020202020202020204,198.0,0,1890.402797227159,14.42071916042884,-165.10895747627373,2.682612401648593,0.7159850588343611,9801.0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
349000.0,111.0,3,1,1.0,1,1,0,0,43.4627686,-3.8077159,Cantabria,Centro - Ayuntamiento,flat,,3144.0,1.78,0.046,0.081,1,1,1,12.762827201184564,4.709530201312334,3144.1441441441443,3257.5921884290465,0.02702702702702703,0.009009009009009009,111.0,0,1889.0122543771456,14.498700375112808,-165.4938750562407,1.1093319175879233,0.7469348516566706,12321.0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
169000.0,74.0,3,1,5.0,1,0,0,0,43.4629262,-3.8078653,Cantabria,Centro - Ayuntamiento,flat,,2284.0,1.792,0.042,0.06,1,0,5,12.037653993905211,4.30406509320417,2283.7837837837837,3257.5921884290465,0.04054054054054054,0.013513513513513514,74.0,5,1889.0259538666462,14.49983814294409,-165.50096851344085,1.0987366654641757,0.7537517712664649,5476.0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
155000.0,46.0,1,1,,1,0,0,0,43.466496,-3.8058734,Cantabria,General Dávila,flat,,3370.0,1.683,0.028,0.185,1,0,0,11.951180395901384,3.828641396489095,3369.5652173913045,3257.5921884290465,0.021739130434782608,0.021739130434782608,46.0,0,1889.336274518016,14.48467233682756,-165.4279809176064,1.349277536132393,0.7297872033899084,2116.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
289000.0,80.0,3,2,1.0,1,1,0,0,43.4684787,-3.8013263,Cantabria,Los Castros,flat,,3613.0,1.415,0.057,0.103,1,1,1,12.57418196709457,4.382026634673881,3612.5,3257.5921884290465,0.0375,0.025,160.0,0,1889.5086404923536,14.450081639071689,-165.2378713032998,1.7729411819526726,0.7555902607980299,6400.0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
950000.0,135.0,4,2,,0,1,0,0,43.4649102,-3.7969051,Cantabria,Puerto Chico,flat,,7037.0,0.938,0.091,0.093,0,1,0,13.764217263576723,4.90527477843843,7037.037037037037,3257.5921884290465,0.02962962962962963,0.014814814814814815,270.0,0,1889.198418694064,14.41648833840601,-165.032139209422,2.0044180833623386,0.7824997464777009,18225.0,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
409900.0,110.0,4,2,7.0,1,1,1,0,43.4697365,-3.8028976,Cantabria,Los Castros,flat,,3726.0,1.525,0.137,0.052,1,1,7,12.92366850649243,4.700480365792417,3726.3636363636365,3257.5921884290465,0.03636363636363636,0.01818181818181818,220.0,0,1889.6179913794326,14.462030156085762,-165.31095660848243,1.722726613332702,0.7420391406597545,12100.0,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
260000.0,55.0,2,1,1.0,1,1,0,0,43.4803463,-3.7986921,Cantabria,Valdenoja,flat,,4727.0,0.99,0.148,0.272,1,1,1,12.468436909997665,4.007333185232471,4727.272727272727,3257.5921884290465,0.03636363636363636,0.01818181818181818,55.0,0,1890.5405143679238,14.430061670602408,-165.16844799507422,2.7401132311569283,0.7199187413998237,3025.0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150000.0,73.0,3,1,4.0,1,0,0,0,43.4630895,-3.8087973,Cantabria,Centro - Ayuntamiento,flat,,2055.0,1.867,0.081,0.058,1,0,4,11.918390573078394,4.290459441148391,2054.794520547945,3257.5921884290465,0.0410958904109589,0.0136986301369863,73.0,4,1889.0401488850105,14.506936872487291,-165.54209793725838,1.0257455479597186,0.7396818719588811,5329.0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
295000.0,63.0,1,1,1.0,1,0,0,0,43.4541842,-3.7457733,Cantabria,Somo,flat,,4683.0,0.645,0.162,1.184,1,0,1,12.594730635321957,4.143134726391533,4682.539682539683,3532.9463460309107,0.015873015873015872,0.015873015873015872,63.0,1,1888.2661244875296,14.030817614992891,-162.76952294964187,1.911137327111931,0.6421211304574544,3969.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
295000.0,63.0,1,1,1.0,1,0,0,0,43.4525832,-3.7436601,Cantabria,Somo,flat,,4683.0,0.854,0.171,0.967,1,0,1,12.594730635321957,4.143134726391533,4682.539682539683,3532.9463460309107,0.015873015873015872,0.015873015873015872,63.0,1,1888.1269867529222,14.01499094433201,-162.67170196777033,1.7474937115219173,0.6339112331711879,3969.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
650000.0,93.0,3,2,5.0,1,1,1,0,43.4681677,-3.7867082,Cantabria,El Sardinero,flat,,6989.0,0.608,0.346,0.141,1,1,5,13.38472764187182,4.532599493153256,6989.247311827957,3257.5921884290465,0.03225806451612903,0.021505376344086023,186.0,0,1889.4816031953235,14.33915899194724,-164.60126706856516,2.8833856673062,0.747085595697122,8649.0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
735000.0,326.0,8,2,,0,0,1,0,43.4656173,-3.7912617,Cantabria,Puerto Chico,chalet,independantHouse,2255.0,0.552,0.071,0.117,0,0,0,13.507625778194972,5.786897381366708,2254.601226993865,3257.5921884290465,0.024539877300613498,0.006134969325153374,652.0,0,1889.2598872700592,14.373665277886891,-164.78953013634742,2.466578057337199,0.8244306202280244,106276.0,4,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
265000.0,50.0,1,1,3.0,1,1,0,0,43.4656541,-3.7907849,Cantabria,General Dávila,flat,,5300.0,0.524,0.073,0.133,1,1,3,12.487485104968359,3.912023005428146,5300.0,3257.5921884290465,0.02,0.02,50.0,0,1889.263086340847,14.370050158068008,-164.76894523090309,2.505215287718333,0.8235823204361411,2500.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
499000.0,99.0,3,2,3.0,1,1,0,0,43.4599464,-3.8083062,Cantabria,Centro - Ayuntamiento,flat,,5040.0,1.854,0.165,0.322,1,1,3,13.120361374733655,4.59511985013459,5040.404040404041,3257.5921884290465,0.030303030303030304,0.020202020202020204,198.0,0,1888.766941090873,14.50319611295844,-165.5087833267877,1.084068542418083,0.6550613915737231,9801.0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
210000.0,67.0,2,1,3.0,1,0,0,0,43.4634269,-3.8134447,Cantabria,General Dávila,flat,,3134.0,2.243,0.104,0.273,1,0,3,12.254862809699606,4.204692619390966,3134.3283582089553,3257.5921884290465,0.029850746268656716,0.014925373134328358,67.0,3,1889.0694778916438,14.542360479958088,-165.74537495564243,0.6621985011325096,0.6665665053184827,4489.0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
460000.0,80.0,2,2,2.0,0,1,0,0,43.4634866,-3.8094341,Cantabria,Centro - Ayuntamiento,flat,,5750.0,1.92,0.016,0.098,0,1,2,13.038981768465277,4.382026634673881,5750.0,3257.5921884290465,0.025,0.025,160.0,0,1889.0746674283798,14.511788162242809,-165.57128795893306,0.9809610965625373,0.7458215114382504,6400.0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
210000.0,68.0,2,1,3.0,1,0,0,0,43.4644338,-3.8138887,Cantabria,General Dávila,flat,,3088.0,2.285,0.031,0.246,1,0,3,12.254862809699606,4.219507705176107,3088.235294117647,3257.5921884290465,0.029411764705882353,0.014705882352941176,68.0,3,1889.1570055545826,14.545747015987692,-165.76851292171807,0.6638361794989648,0.6923047753651209,4624.0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
370000.0,77.0,2,1,1.0,1,1,1,0,43.4790227,-3.799328,Cantabria,Valdenoja,flat,,4805.0,1.0,0.16,0.222,1,1,1,12.821258284620406,4.343805421853684,4805.194805194805,3257.5921884290465,0.025974025974025976,0.012987012987012988,77.0,0,1890.4254149471153,14.434893251584,-165.1910683567456,2.597145696428971,0.7267998570272965,5929.0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
