precio,superficie_construida_m2,numero_dormitorios,numero_banos,planta,es_exterior,tiene_ascensor,tiene_garaje,obra_nueva,latitud,longitud,provincia,distrito,tipologia,subtipologia,precio_m2_raw,distancia_min_playa_km,distancia_min_supermercado_km,distancia_min_colegio_km,es_exterior_piso,tiene_ascensor_piso,planta_num,log_precio,log_superficie_construida_m2,precio_m2,precio_m2_municipio_media,ratio_dormitorios_superficie,ratio_banos_superficie,interaccion_superficie_banos,interaccion_planta_sin_ascensor_piso,latitud_2,longitud_2,interaccion_latitud_longitud,distancia_centro_municipio_km,score_cercania_servicios,superficie_construida_m2_2,numero_banos_2,numero_dormitorios_2,tipologia_unificada_piso,tipologia_unificada_unifamiliar,municipio_Camargo,municipio_Castro-Urdiales,municipio_El Astillero,municipio_Piélagos,municipio_Santander,municipio_Torrelavega,municipio_otro
950.0,90.0,2,1,5.0,1,1,0,0,43.4565233,-3.8092263,Cantabria,Castilla - Hermida,flat,,11.0,2.024,0.268,0.157,1,1,5,6.856461984594587,4.499809670330265,10.555555555555555,12.248973929818641,0.022222222222222223,0.011111111111111112,90.0,0,1888.469417323443,14.510205004611691,-165.5357314609228,0.8031868093195835,0.661211866300537,8100.0,1,4,1,0,0,0,0,0,1,0,0
1300.0,110.0,3,2,3.0,1,1,1,0,43.455702,-3.8519212,Cantabria,Alisal - Cazoña - San Román,flat,,12.0,2.528,0.03,0.077,1,1,3,7.170119543449628,4.700480365792417,11.818181818181818,12.248973929818641,0.02727272727272727,0.01818181818181818,220.0,0,1888.3980363128042,14.83729693100944,-167.3879397946824,3.3619738815443827,0.7276085350679983,12100.0,4,9,1,0,0,0,0,0,1,0,0
1200.0,92.0,3,2,6.0,1,1,0,0,43.4569094,-3.8275563,Cantabria,Cuatro Caminos,flat,,13.0,2.629,0.243,0.096,1,1,6,7.090076835776092,4.5217885770490405,13.043478260869565,12.248973929818641,0.03260869565217391,0.021739130434782608,184.0,0,1888.5029745998083,14.650187229669688,-166.33376735249922,1.477070069001539,0.6641573311227073,8464.0,4,9,1,0,0,0,0,0,1,0,0
750.0,65.0,2,2,1.0,1,1,1,0,43.3813675,-3.2303095,Cantabria,Centro,flat,,12.0,0.703,0.625,0.595,1,1,1,6.620073206530356,4.174387269895637,11.538461538461538,12.055894042133072,0.03076923076923077,0.03076923076923077,130.0,0,1881.9430461700565,10.43489946579025,-140.13524355824126,0.9064618593408221,0.6098476411716739,4225.0,4,4,1,0,0,1,0,0,0,0,0
1200.0,86.0,2,2,4.0,1,1,0,0,43.3805029,-3.2225038,Cantabria,Centro,flat,penthouse,14.0,0.441,0.031,0.095,1,1,4,7.090076835776092,4.454347296253507,13.953488372093023,12.055894042133072,0.023255813953488372,0.023255813953488372,172.0,0,1881.8680318569086,10.38453074101444,-139.79383544116104,0.42890186369841593,0.8590455466362275,7396.0,4,4,1,0,0,1,0,0,0,0,0
850.0,65.0,2,1,,1,1,1,0,43.3632314,-3.2164878,Cantabria,Brazomar,flat,,13.0,1.278,0.588,0.385,1,1,0,6.745236349484363,4.174387269895637,13.076923076923077,12.055894042133072,0.03076923076923077,0.015384615384615385,65.0,0,1880.3698374499456,10.34579376754884,-139.4773047666769,1.5525487880822,0.5969087151128468,4225.0,1,4,1,0,0,1,0,0,0,0,0
610.0,60.0,2,1,3.0,1,0,0,0,43.4277219,-3.9786811,Cantabria,,flat,,10.0,0.98,0.488,0.603,1,0,3,6.413458957167357,4.0943445622221,10.166666666666666,9.744791666666666,0.03333333333333333,0.016666666666666666,60.0,3,1885.9670294237399,15.829903295497212,-172.7850563395861,0.5095462150920438,0.6003079446522185,3600.0,1,4,1,0,0,0,0,0,0,0,1
700.0,49.0,2,1,3.0,1,0,0,0,43.4670178,-3.8091307,Cantabria,Los Castros,flat,,14.0,1.952,0.224,0.021,1,0,3,6.551080335043405,3.8918202981106265,14.285714285714286,12.248973929818641,0.04081632653061224,0.02040816326530612,49.0,3,1889.381636425517,14.509476689682488,-165.57155193942646,0.43992222298745387,0.7117262603556881,2401.0,1,4,1,0,0,0,0,0,1,0,0
850.0,70.0,2,2,3.0,1,1,1,0,43.4743704,-3.8021502,Cantabria,Valdenoja,flat,,12.0,1.254,0.524,0.563,1,1,3,6.745236349484363,4.248495242049359,12.142857142857142,12.248973929818641,0.02857142857142857,0.02857142857142857,140.0,0,1890.020881676396,14.456346143360038,-165.29608611123408,1.4307291165042597,0.5798729892254962,4900.0,4,4,1,0,0,0,0,0,1,0,0
1600.0,160.0,5,2,4.0,1,1,0,0,43.4640205,-3.8084561,Cantabria,Centro - Ayuntamiento,flat,,10.0,1.845,0.064,0.047,1,1,4,7.3777589082278725,5.075173815233827,10.0,12.248973929818641,0.03125,0.0125,320.0,0,1889.12107802442,14.504337865627209,-165.53081400375004,0.26638918264008793,0.7488177701830411,25600.0,4,25,1,0,0,0,0,0,1,0,0
975.0,80.0,2,2,2.0,1,1,0,0,43.4815837,-3.7963171,Cantabria,Valdenoja,flat,,12.0,0.834,0.32,0.273,1,1,2,6.882437470997846,4.382026634673881,12.1875,12.248973929818641,0.025,0.025,160.0,0,1890.6481210601057,14.41202352375241,-165.06987973539128,2.3603135827293658,0.696125994153734,6400.0,4,4,1,0,0,0,0,0,1,0,0
1450.0,200.0,4,3,,0,0,1,0,43.4209889,-3.4478069,Cantabria,El Puntal,chalet,terracedHouse,7.0,0.406,0.245,1.62,0,0,0,7.27931883541462,5.298317366548036,7.25,11.271612811791384,0.02,0.015,600.0,0,1885.382277053923,11.887372419687608,-149.7071851342434,1.2147212793663682,0.6320432646871387,40000.0,9,16,0,1,0,0,0,0,0,0,1
1200.0,95.0,3,2,6.0,1,1,1,0,43.4705796,-3.8095162,Cantabria,Los Castros,flat,,13.0,1.954,0.352,0.045,1,1,6,7.090076835776092,4.553876891600541,12.631578947368421,12.248973929818641,0.031578947368421054,0.021052631578947368,190.0,0,1889.6912907599362,14.51241367806244,-165.60187720958953,0.8039772277473239,0.678368934887921,9025.0,4,9,1,0,0,0,0,0,1,0,0
950.0,70.0,2,1,3.0,1,1,1,0,43.4729666,-3.8106232,Cantabria,Monte,flat,,14.0,1.955,0.178,0.322,1,1,3,6.856461984594587,4.248495242049359,13.571428571428571,12.248973929818641,0.02857142857142857,0.014285714285714285,70.0,0,1889.8988250047155,14.520849172378242,-165.65909509878512,1.0536094928769701,0.6479118540475493,4900.0,1,4,1,0,0,0,0,0,1,0,0
800.0,65.0,2,1,1.0,1,1,0,0,43.462461,-3.8164281,Cantabria,Numancia - San Fernando,flat,,12.0,2.483,0.037,0.08,1,1,1,6.684611727667927,4.174387269895637,12.307692307692308,12.248973929818641,0.03076923076923077,0.015384615384615385,65.0,0,1888.9855161765208,14.56512344246961,-165.8713574555541,0.4006101483799444,0.7257849648192494,4225.0,1,4,1,0,0,0,0,0,1,0,0
680.0,90.0,2,1,2.0,1,0,0,0,43.2619649,-4.0677727,Cantabria,,flat,,8.0,17.762,6.828,6.633,1,0,2,6.522092798170152,4.499809670330265,7.555555555555555,9.467138294822355,0.022222222222222223,0.011111111111111112,90.0,2,1871.5976070088323,16.546774738865288,-175.97983976857824,0.0926971523150232,0.10401862015041578,8100.0,1,4,1,0,0,0,0,0,0,0,1
800.0,83.0,3,1,2.0,1,0,0,0,43.3394189,-4.058339,Cantabria,Covadonga - Campuzano - Ciudad Vergel,flat,,10.0,9.989,0.398,0.257,1,0,2,6.684611727667927,4.418840607796598,9.63855421686747,10.264579065697182,0.03614457831325301,0.012048192771084338,83.0,2,1878.305230589677,16.470115438921002,-175.8860539592071,0.9818033364984211,0.5339508738500137,6889.0,1,9,1,0,0,0,0,0,0,1,0
975.0,80.0,2,2,2.0,1,1,0,0,43.4791215,-3.7968013,Cantabria,Valdenoja,flat,,12.0,0.804,0.182,0.365,1,1,2,6.882437470997846,4.382026634673881,12.1875,12.248973929818641,0.025,0.025,160.0,0,1890.434006411762,14.415700111681689,-165.08158503405792,2.1097479702413167,0.7109827154398158,6400.0,4,4,1,0,0,0,0,0,1,0,0
700.0,59.0,1,1,5.0,1,0,0,0,43.4632807,-3.7903986,Cantabria,Puerto Chico,flat,,12.0,0.386,0.023,0.099,1,0,5,6.551080335043405,4.07753744390572,11.864406779661017,12.248973929818641,0.01694915254237288,0.01694915254237288,59.0,5,1889.0567692069924,14.367121546881961,-164.74315831668702,1.7181490608699594,0.8696453118068077,3481.0,1,1,1,0,0,0,0,0,1,0,0
900.0,81.0,2,1,2.0,1,0,0,0,43.4641493,-3.797195,Cantabria,Puerto Chico,flat,,11.0,0.943,0.124,0.135,1,0,2,6.802394763324311,4.394449154672439,11.11111111111111,12.248973929818641,0.024691358024691357,0.012345679012345678,81.0,2,1889.1322743726907,14.418689868024998,-165.0418504012135,1.1714883993295053,0.7618016743799098,6561.0,1,4,1,0,0,0,0,0,1,0,0
800.0,70.0,2,1,4.0,1,1,0,0,43.4589493,-3.8089125,Cantabria,Castilla - Hermida,flat,,11.0,1.923,0.068,0.204,1,1,4,6.684611727667927,4.248495242049359,11.428571428571429,12.248973929818641,0.02857142857142857,0.014285714285714285,70.0,0,1888.6802742599705,14.50781443265625,-165.53133522563624,0.5555788580185707,0.7030028794110121,4900.0,1,4,1,0,0,0,0,0,1,0,0
1300.0,140.0,3,2,9.0,1,1,0,0,43.4588271,-3.8210441,Cantabria,Cuatro Caminos,flat,,9.0,2.628,0.065,0.091,1,1,9,7.170119543449628,4.941642422609304,9.285714285714286,12.248973929818641,0.02142857142857143,0.014285714285714285,280.0,0,1888.6696529076944,14.600378014144809,-166.0580948833751,0.9182721259910225,0.7103971261322871,19600.0,4,9,1,0,0,0,0,0,1,0,0
950.0,60.0,1,1,2.0,1,1,0,0,43.4632995,-3.7878366,Cantabria,Puerto Chico,flat,,16.0,0.185,0.212,0.161,1,1,2,6.856461984594587,4.0943445622221,15.833333333333334,12.248973929818641,0.016666666666666666,0.016666666666666666,60.0,0,1889.0584034267001,14.347706108299558,-164.6318766028617,1.9248689402406873,0.8434302691709004,3600.0,1,1,1,0,0,0,0,0,1,0,0
1300.0,150.0,3,3,,0,0,1,0,43.4428691,-3.8752388,Cantabria,Peñacastillo - Nuevamontaña,chalet,semidetachedHouse,9.0,3.596,0.745,0.868,0,0,0,7.170119543449628,5.0106352940962555,8.666666666666666,12.248973929818641,0.02,0.02,450.0,0,1887.282875639735,15.01747575702544,-168.3514919196411,5.62069913125113,0.44199277104905077,22500.0,9,9,0,1,0,0,0,0,1,0,0
950.0,80.0,2,2,7.0,1,1,0,0,43.461626,-3.811724,Cantabria,Centro - Ayuntamiento,flat,duplex,12.0,2.107,0.119,0.336,1,1,7,6.856461984594587,4.382026634673881,11.875,12.248973929818641,0.025,0.025,160.0,0,1888.9129345638762,14.529239852176,-165.663722903224,0.21092006295449484,0.654670640500746,6400.0,4,4,1,0,0,0,0,0,1,0,0
950.0,70.0,2,1,3.0,1,1,1,0,43.4750461,-3.812043,Cantabria,Monte,flat,,14.0,1.825,0.313,0.58,1,1,3,6.856461984594587,4.248495242049359,13.571428571428571,12.248973929818641,0.02857142857142857,0.014285714285714285,70.0,0,1890.0796333971252,14.531671833849,-165.7287451601823,1.2816768329570336,0.5828361054302601,4900.0,1,4,1,0,0,0,0,0,1,0,0
1400.0,100.0,3,2,1.0,1,1,0,0,43.4633885,-3.7961451,Cantabria,Puerto Chico,flat,,14.0,0.849,0.151,0.158,1,1,1,7.244227515603351,4.605170185988092,14.0,12.248973929818641,0.03,0.02,200.0,0,1889.0661399019323,14.41071762025401,-164.99332928367136,1.2542442383971175,0.7577334905615865,10000.0,4,9,1,0,0,0,0,0,1,0,0
750.0,88.0,2,1,1.0,1,1,0,0,43.4555696,-3.8209072,Cantabria,Castilla - Hermida,flat,,9.0,2.955,0.142,0.201,1,1,1,6.620073206530356,4.477336814478207,8.522727272727273,12.248973929818641,0.022727272727272728,0.011363636363636364,88.0,0,1888.386529260444,14.599331831011842,-166.0396987647411,1.1559091913100468,0.6537135700999234,7744.0,1,4,1,0,0,0,0,0,1,0,0
1000.0,110.0,3,1,2.0,1,1,0,0,43.4580604,-3.8107909,Cantabria,Castilla - Hermida,flat,,9.0,2.094,0.125,0.059,1,1,2,6.907755278982137,4.700480365792417,9.090909090909092,12.248973929818641,0.02727272727272727,0.00909090909090909,110.0,0,1888.6030137300481,14.522127283522812,-165.60958110397038,0.6116425282385332,0.7187940525717563,12100.0,1,9,1,0,0,0,0,0,1,0,0
850.0,80.0,2,1,,1,0,0,0,43.4457678,-3.8339963,Cantabria,Peñacastillo - Nuevamontaña,flat,,11.0,3.309,1.006,0.893,1,0,0,6.745236349484363,4.382026634673881,10.625,12.248973929818641,0.025,0.0125,80.0,0,1887.5347397315168,14.699527628413689,-166.57091299585912,2.6722818324660653,0.41961297036404793,6400.0,1,4,1,0,0,0,0,0,1,0,0
900.0,89.0,2,2,2.0,1,0,1,0,43.437364,-3.8555429,Cantabria,Peñacastillo - Nuevamontaña,flat,,10.0,4.056,0.442,0.575,1,0,2,6.802394763324311,4.48863636973214,10.112359550561798,12.248973929818641,0.02247191011235955,0.02247191011235955,178.0,2,1886.804591268496,14.865211053740412,-167.4746203649156,4.582038905352805,0.5087289070175883,7921.0,4,4,1,0,0,0,0,0,1,0,0
750.0,58.0,1,1,3.0,1,1,0,0,43.4607762,-3.8229969,Cantabria,General Dávila,flat,,13.0,2.363,0.053,0.117,1,1,3,6.620073206530356,4.060443010546419,12.931034482758621,12.248973929818641,0.017241379310344827,0.017241379310344827,58.0,0,1888.8390679064862,14.615305297409611,-166.15041268419378,0.9627075918433096,0.7140921058087818,3364.0,1,1,1,0,0,0,0,0,1,0,0
800.0,60.0,1,1,3.0,1,1,0,0,43.4610277,-3.8139095,Cantabria,Centro - Ayuntamiento,flat,,13.0,2.288,0.085,0.187,1,1,3,6.684611727667927,4.0943445622221,13.333333333333334,12.248973929818641,0.016666666666666666,0.016666666666666666,60.0,0,1888.8609287401675,14.545905674190248,-165.75642642479315,0.3304605747826738,0.6894184074557593,3600.0,1,1,1,0,0,0,0,0,1,0,0
950.0,91.0,3,2,3.0,1,1,1,0,43.456897,-3.855327,Cantabria,Alisal - Cazoña - San Román,flat,,10.0,2.29,0.22,0.166,1,1,3,6.856461984594587,4.51085950651685,10.43956043956044,12.248973929818641,0.03296703296703297,0.02197802197802198,182.0,0,1888.5018968686088,14.863546276929,-167.540548340319,3.598634658223416,0.6604188106777757,8281.0,4,9,1,0,0,0,0,0,1,0,0
800.0,70.0,2,1,4.0,1,1,0,0,43.4569076,-3.8105174,Cantabria,Castilla - Hermida,flat,,11.0,2.109,0.23,0.072,1,1,4,6.684611727667927,4.248495242049359,11.428571428571429,12.248973929818641,0.02857142857142857,0.014285714285714285,70.0,0,1888.5028181549378,14.520042855702762,-165.59330255999225,0.7415682085828409,0.6891635942518434,4900.0,1,4,1,0,0,0,0,0,1,0,0
1100.0,95.0,3,2,6.0,1,1,1,0,43.467994,-3.8079872,Cantabria,Los Castros,flat,,12.0,1.893,0.119,0.163,1,1,6,7.003065458786462,4.553876891600541,11.578947368421053,12.248973929818641,0.031578947368421054,0.021052631578947368,190.0,0,1889.4665023840357,14.50076651536384,-165.52556476167678,0.5798684930897265,0.6997207398767102,9025.0,4,9,1,0,0,0,0,0,1,0,0
800.0,70.0,2,1,1.0,1,1,0,0,43.4016504,-3.8212239,Cantabria,,flat,,11.0,2.374,0.199,0.145,1,1,1,6.684611727667927,4.248495242049359,11.428571428571429,10.756256056890814,0.02857142857142857,0.014285714285714285,70.0,0,1883.7032574438203,14.60175209393121,-165.84742380792457,0.24804048783610919,0.6679249720634944,4900.0,1,4,1,0,0,0,1,0,0,0,0
800.0,65.0,2,1,3.0,1,1,1,0,43.4417376,-3.8596891,Cantabria,Peñacastillo - Nuevamontaña,flat,,12.0,3.832,0.478,0.314,1,1,3,6.684611727667927,4.174387269895637,12.307692307692308,12.248973929818641,0.03076923076923077,0.015384615384615385,65.0,0,1887.184565707254,14.897199948658812,-167.6716010997802,4.569827985410568,0.5481928788208854,4225.0,1,4,1,0,0,0,0,0,1,0,0
1300.0,140.0,3,2,9.0,1,1,0,0,43.4615973,-3.822199,Cantabria,Cuatro Caminos,flat,,9.0,2.313,0.164,0.033,1,1,9,7.170119543449628,4.941642422609304,9.285714285714286,12.248973929818641,0.02142857142857143,0.014285714285714285,280.0,0,1888.9104398673674,14.609205195601,-166.1188737384627,0.8751720335835876,0.7096673239192216,19600.0,4,9,1,0,0,0,0,0,1,0,0
950.0,70.0,2,1,3.0,1,1,1,0,43.4731283,-3.8096355,Cantabria,Monte,flat,,14.0,1.873,0.101,0.32,1,1,3,6.856461984594587,4.248495242049359,13.571428571428571,12.248973929818641,0.02857142857142857,0.014285714285714285,70.0,0,1889.9128841882607,14.51332264286025,-165.61677286773465,1.080828001640217,0.6713030641298238,4900.0,1,4,1,0,0,0,0,0,1,0,0
1300.0,150.0,3,3,,0,0,1,0,43.4411791,-3.8722552,Cantabria,Peñacastillo - Nuevamontaña,chalet,semidetachedHouse,9.0,3.864,0.459,0.563,0,0,0,7.170119543449628,5.0106352940962555,8.666666666666666,12.248973929818641,0.02,0.02,450.0,0,1887.1360415982767,14.994360333927041,-168.21533166410632,5.484372036167433,0.5102627767798454,22500.0,9,9,0,1,0,0,0,0,1,0,0
1100.0,95.0,3,2,6.0,1,1,1,0,43.4702559,-3.8087471,Cantabria,Los Castros,flat,,12.0,1.912,0.322,0.026,1,1,6,7.003065458786462,4.553876891600541,11.578947368421053,12.248973929818641,0.031578947368421054,0.021052631578947368,190.0,0,1889.6631480114847,14.506554471758411,-165.5672110953829,0.7853430620375391,0.6914983716148884,9025.0,4,9,1,0,0,0,0,0,1,0,0
1250.0,80.0,3,1,,0,0,1,0,43.394498,-4.0178501,Cantabria,,chalet,independantHouse,16.0,3.941,0.373,0.893,0,0,0,7.130898830296347,4.382026634673881,15.625,13.327405149051492,0.0375,0.0125,80.0,0,1883.082456672004,16.14311942607001,-174.3525881287498,0.21329750836648434,0.48632743931254446,6400.0,1,9,0,1,0,0,0,0,0,0,1
950.0,80.0,2,2,7.0,1,1,0,0,43.4612639,-3.8112343,Cantabria,Centro - Ayuntamiento,flat,duplex,12.0,2.07,0.163,0.339,1,1,7,6.856461984594587,4.382026634673881,11.875,12.248973929818641,0.025,0.025,160.0,0,1888.8814597854432,14.52550688949649,-165.64105969703178,0.2537776148511295,0.6441347054754076,6400.0,4,4,1,0,0,0,0,0,1,0,0
700.0,105.0,3,2,3.0,1,0,0,0,43.3540038,-3.9523029,Cantabria,Renedo,flat,,7.0,9.362,0.13,0.14,1,0,3,6.551080335043405,4.653960350157523,6.666666666666667,9.631124579679597,0.02857142857142857,0.01904761904761905,210.0,3,1879.5696454904146,15.620698213348408,-171.348154945351,4.433245112343974,0.6195517335339158,11025.0,4,9,1,0,0,0,0,1,0,0,0
800.0,64.0,2,1,,1,0,0,0,43.4540431,-3.8452564,Cantabria,Alisal - Cazoña - San Román,flat,,13.0,2.835,0.514,0.257,1,0,0,6.684611727667927,4.1588830833596715,12.5,12.248973929818641,0.03125,0.015625,64.0,0,1888.2538617366577,14.785996781740959,-167.09193733615083,2.9074687080771118,0.5722677075850352,4096.0,1,4,1,0,0,0,0,0,1,0,0
1680.0,185.0,4,3,,0,0,0,0,43.4674905,-3.8580351,Cantabria,Alisal - Cazoña - San Román,chalet,,9.0,1.151,1.031,0.366,0,0,0,7.426549072397305,5.220355825078325,9.08108108108108,12.248973929818641,0.021621621621621623,0.016216216216216217,555.0,0,1889.42273036759,14.88443483283201,-167.69910405791654,3.7665884653235344,0.56311091988038,34225.0,9,16,0,1,0,0,0,0,1,0,0
980.0,107.0,3,2,5.0,1,1,0,0,43.418237,-3.8422639,Cantabria,Muriedas,flat,,9.0,2.605,0.107,0.452,1,1,5,6.887552571664617,4.672828834461906,9.158878504672897,10.921485909759191,0.028037383177570093,0.018691588785046728,214.0,0,1885.1433041881687,14.76299187724321,-166.82432462674427,0.34268695208601596,0.623146703773,11449.0,4,9,1,0,1,0,0,0,0,0,0
1200.0,149.0,3,3,,0,0,1,0,43.4535603,-3.8430137,Cantabria,Alisal - Cazoña - San Román,chalet,terracedHouse,8.0,2.862,0.538,0.3,0,0,0,7.090076835776092,5.003946305945459,8.053691275167786,12.248973929818641,0.020134228187919462,0.020134228187919462,447.0,0,1888.211902745736,14.768754298387691,-166.99262754667612,2.760664562129498,0.5594530076613179,22201.0,9,9,0,1,0,0,0,0,1,0,0
1500.0,161.0,3,3,,0,0,1,0,43.4583483,-3.8297218,Cantabria,Cuatro Caminos,chalet,semidetachedHouse,9.0,2.427,0.194,0.186,0,0,0,7.313220387090301,5.081404364984462,9.316770186335404,12.248973929818641,0.018633540372670808,0.018633540372670808,483.0,0,1888.6280369641127,14.666769065395242,-166.43338387650294,1.5653465661525956,0.6574972223162482,25921.0,9,9,0,1,0,0,0,0,1,0,0
1200.0,90.0,3,2,4.0,1,1,1,0,43.4390559,-3.8554089,Cantabria,Peñacastillo - Nuevamontaña,flat,,13.0,4.132,0.285,0.57,1,1,4,7.090076835776092,4.499809670330265,13.333333333333334,12.248973929818641,0.03333333333333333,0.022222222222222223,180.0,0,1886.9515774833249,14.86417778619921,-167.4753227244575,4.456367857489129,0.5366695328645977,8100.0,4,9,1,0,0,0,0,0,1,0,0
850.0,81.0,3,1,3.0,1,1,0,0,43.4172922,-3.845027,Cantabria,Muriedas,flat,,10.0,2.841,0.051,0.213,1,1,3,6.745236349484363,4.394449154672439,10.493827160493828,10.921485909759191,0.037037037037037035,0.012345679012345678,81.0,0,1885.0612619801807,14.784232630728999,-166.9406607758894,0.11209544410964095,0.6787419872423542,6561.0,1,9,1,0,1,0,0,0,0,0,0
1000.0,77.0,2,2,11.0,1,1,0,0,43.458563,-3.8251466,Cantabria,Cuatro Caminos,flat,,13.0,2.516,0.122,0.098,1,1,11,6.907755278982137,4.343805421853684,12.987012987012987,12.248973929818641,0.025974025974025976,0.025974025974025976,154.0,0,1888.6466980249688,14.63174651149156,-166.2353745003358,1.2184538068206159,0.6954755054912702,5929.0,4,4,1,0,0,0,0,0,1,0,0
795.0,120.0,4,2,,1,0,0,0,43.3514503,-4.051958,Cantabria,Cerezo - Aspla - Torres,flat,,7.0,8.582,0.241,0.136,1,0,0,6.678342114654332,4.787491742782046,6.625,10.264579065697182,0.03333333333333333,0.016666666666666666,240.0,0,1879.3482431133705,16.418363633764,-175.6582558546874,0.48746632074065405,0.5968152696567616,14400.0,4,16,1,0,0,0,0,0,0,1,0
775.0,65.0,2,1,,1,0,0,0,43.3464646,-4.0511743,Cantabria,El Parque - Zapatón,flat,,12.0,9.121,0.093,0.161,1,0,0,6.652863029353347,4.174387269895637,11.923076923076923,10.264579065697182,0.03076923076923077,0.015384615384615385,65.0,0,1878.9159933190529,16.412013208980486,-175.60408338337976,0.1125084459336979,0.6250146639802479,4225.0,1,4,1,0,0,0,0,0,0,1,0
700.0,70.0,2,2,,1,1,1,0,43.3454924,-4.0534419,Cantabria,Covadonga - Campuzano - Ciudad Vergel,flat,,10.0,9.255,0.121,0.329,1,1,0,6.551080335043405,4.248495242049359,10.0,10.264579065697182,0.02857142857142857,0.02857142857142857,140.0,0,1878.8317113984576,16.43039123667561,-175.69843507029157,0.1990497431415442,0.5806731719745143,4900.0,4,4,1,0,0,0,0,0,0,1,0
750.0,75.0,2,2,,1,0,0,0,43.3394366,-4.050491,Cantabria,Ciudad Nueva,flat,,10.0,9.888,0.097,0.136,1,0,0,6.620073206530356,4.31748811353631,10.0,10.264579065697182,0.02666666666666667,0.02666666666666667,150.0,0,1878.3067648054196,16.406477341081,-175.5459978933706,0.8614382983676466,0.6279009835273173,5625.0,4,4,1,0,0,0,0,0,0,1,0
820.0,110.0,3,1,7.0,1,1,0,0,43.3480676,-4.0482748,Cantabria,Centro,flat,,7.0,8.913,0.078,0.146,1,1,7,6.709304340258298,4.700480365792417,7.454545454545454,10.264579065697182,0.02727272727272727,0.00909090909090909,110.0,0,1879.0549646541697,16.388528856315038,-175.48488969377647,0.3427001738480267,0.6337072564183357,12100.0,1,9,1,0,0,0,0,0,0,1,0
500.0,40.0,1,1,,1,0,0,0,43.379131,-4.0752323,Cantabria,,flat,duplex,13.0,5.403,2.379,2.023,1,0,0,6.214608098422191,3.6888794541139363,12.5,11.652777777777779,0.025,0.025,40.0,0,1881.749006315161,16.60751829896329,-176.7800357971313,0.05325036341669022,0.26097318648385437,1600.0,1,1,1,0,0,0,0,0,0,0,1
550.0,50.0,2,1,,1,0,0,0,43.379131,-4.0752323,Cantabria,,flat,,11.0,5.403,2.379,2.023,1,0,0,6.309918278226516,3.912023005428146,11.0,11.652777777777779,0.04,0.02,50.0,0,1881.749006315161,16.60751829896329,-176.7800357971313,0.05325036341669022,0.26097318648385437,2500.0,1,4,1,0,0,0,0,0,0,0,1
1300.0,150.0,3,3,,0,0,1,0,43.4411415,-3.8726763,Cantabria,Peñacastillo - Nuevamontaña,chalet,semidetachedHouse,9.0,3.854,0.492,0.59,0,0,0,7.170119543449628,5.0106352940962555,8.666666666666666,12.248973929818641,0.02,0.02,450.0,0,1887.1327748230224,14.997621724581691,-168.23347913199646,5.516583642868271,0.5017292538877601,22500.0,9,9,0,1,0,0,0,0,1,0,0
1300.0,150.0,3,3,,0,0,1,0,43.4430562,-3.8722371,Cantabria,Peñacastillo - Nuevamontaña,chalet,semidetachedHouse,9.0,3.676,0.539,0.699,0,0,0,7.170119543449628,5.0106352940962555,8.666666666666666,12.248973929818641,0.02,0.02,450.0,0,1887.2991319963585,14.99422015861641,-168.22181395502503,5.391635318658916,0.484070698808865,22500.0,9,9,0,1,0,0,0,0,1,0,0
700.0,85.0,2,2,,1,1,1,0,43.376446,-3.8973369,Cantabria,Parbayón,flat,,8.0,8.631,4.633,0.34,1,1,0,6.551080335043405,4.442651256490317,8.235294117647058,9.631124579679597,0.023529411764705882,0.023529411764705882,170.0,0,1881.516067590916,15.18923491210161,-169.0526235866574,4.438878444957449,0.34254177730455826,7225.0,4,4,1,0,0,0,0,1,0,0,0
620.0,80.0,2,1,,1,1,0,0,43.3329123,-4.0601942,Cantabria,,flat,,8.0,10.664,0.265,0.702,1,1,0,6.429719478039137,4.382026634673881,7.75,7.296052631578947,0.025,0.0125,80.0,0,1877.741288399491,16.48517694171364,-175.94003918956864,2.3258639935773378,0.4879305939424028,6400.0,1,4,1,0,0,0,0,0,0,0,1
1500.0,128.0,3,2,4.0,1,0,1,0,43.4408331,-4.0425505,Cantabria,,flat,penthouse,12.0,0.417,0.771,1.529,1,0,4,7.313220387090301,4.852030263919617,11.71875,12.15270720029573,0.0234375,0.015625,256.0,4,1887.1059804220556,16.34221454505025,-175.61176156882155,1.26803868180922,0.5552607491378222,16384.0,4,9,1,0,0,0,0,0,0,0,1
750.0,110.0,3,2,4.0,1,1,1,0,43.3925794,-3.6628739,Cantabria,,flat,penthouse,7.0,9.271,2.768,1.003,1,1,4,6.620073206530356,4.700480365792417,6.818181818181818,6.818181818181818,0.02727272727272727,0.01818181818181818,220.0,0,1882.9159469853046,13.416645207301212,-158.94154653793768,0.0,0.28733513596432864,12100.0,4,9,1,0,0,0,0,0,0,0,1
700.0,50.0,1,1,,1,0,0,0,43.4530026,-3.7450291,Cantabria,Somo,flat,,14.0,0.734,0.16,1.086,1,0,0,6.551080335043405,3.912023005428146,14.0,12.676919014645561,0.02,0.02,50.0,0,1888.1634349556066,14.02524295984681,-162.73275921937565,0.1109633749144678,0.6393855398955621,2500.0,1,1,1,0,0,0,0,0,0,0,1
