precio,superficie_construida_m2,numero_dormitorios,numero_banos,planta,es_exterior,tiene_ascensor,tiene_garaje,obra_nueva,latitud,longitud,provincia,distrito,tipologia,subtipologia,precio_m2_raw,distancia_min_playa_km,distancia_min_supermercado_km,distancia_min_colegio_km,es_exterior_piso,tiene_ascensor_piso,planta_num,log_precio,log_superficie_construida_m2,precio_m2,precio_m2_municipio_media,ratio_dormitorios_superficie,ratio_banos_superficie,interaccion_superficie_banos,interaccion_planta_sin_ascensor_piso,latitud_2,longitud_2,interaccion_latitud_longitud,distancia_centro_municipio_km,score_cercania_servicios,superficie_construida_m2_2,numero_banos_2,numero_dormitorios_2,tipologia_unificada_piso,tipologia_unificada_unifamiliar,municipio_Camargo,municipio_Castro-Urdiales,municipio_El Astillero,municipio_Piélagos,municipio_Santander,municipio_Torrelavega,municipio_otro
850.0,68.0,1,1,4.0,1,1,0,0,43.4596027,-3.8245915,Cantabria,Cuatro Caminos,flat,,13.0,2.426,0.09,0.115,1,1,4,6.745236349484363,4.219507705176107,12.5,12.248973929818641,0.014705882352941176,0.014705882352941176,68.0,0,1888.737066841847,14.627500141872249,-166.21522707979705,1.129209635499104,0.7020592533533138,4624.0,1,1,1,0,0,0,0,0,1,0,0
950.0,65.0,0,1,,1,0,0,0,43.4606408,-3.8150877,Cantabria,Numancia - San Fernando,flat,studio,15.0,2.386,0.146,0.143,1,0,0,6.856461984594587,4.174387269895637,14.615384615384615,12.248973929818641,0.0,0.015384615384615385,65.0,0,1888.8272987466246,14.554894158691289,-165.80615615019815,0.42203791320656275,0.6809415716073141,4225.0,1,0,1,0,0,0,0,0,1,0,0
850.0,89.0,2,1,1.0,1,1,0,0,43.4585811,-3.8146784,Cantabria,Castilla - Hermida,flat,,10.0,2.387,0.185,0.093,1,1,1,6.745236349484363,4.48863636973214,9.55056179775281,12.248973929818641,0.02247191011235955,0.011235955056179775,89.0,0,1888.6482712252775,14.55177129542656,-165.78051061681825,0.6002498747891664,0.6846804902168125,7921.0,1,4,1,0,0,0,0,0,1,0,0
1200.0,130.0,3,2,5.0,1,1,0,0,43.4606917,-3.8202402,Cantabria,Numancia - San Fernando,flat,,9.0,2.481,0.086,0.154,1,1,5,7.090076835776092,4.867534450455582,9.23076923076923,12.248973929818641,0.023076923076923078,0.015384615384615385,260.0,0,1888.8317230424486,14.594235185696041,-166.03028155214633,0.7588651664508054,0.6915450704988654,16900.0,4,9,1,0,0,0,0,0,1,0,0
1000.0,78.0,2,1,4.0,1,1,0,0,43.4618065,-3.8262938,Cantabria,General Dávila,flat,,13.0,2.147,0.064,0.066,1,1,4,6.907755278982137,4.356708826689592,12.820512820512821,12.248973929818641,0.02564102564102564,0.01282051282051282,78.0,0,1888.9286242434423,14.640524243918442,-166.2976407477497,1.1944058377540898,0.7318996256134259,6084.0,1,4,1,0,0,0,0,0,1,0,0
900.0,90.0,3,1,5.0,1,1,1,0,43.4574274,-3.8409613,Cantabria,Alisal - Cazoña - San Román,flat,,10.0,2.418,0.188,0.151,1,1,5,6.802394763324311,4.499809670330265,10.0,12.248973929818641,0.03333333333333333,0.011111111111111112,90.0,0,1888.5479962262707,14.75298370809769,-166.9182968409596,2.4582107733723193,0.6677097753589782,8100.0,1,9,1,0,0,0,0,0,1,0,0
900.0,90.0,3,1,5.0,1,1,1,0,43.4595412,-3.8431277,Cantabria,Alisal - Cazoña - San Román,flat,,10.0,2.204,0.121,0.309,1,1,5,6.802394763324311,4.499809670330265,10.0,12.248973929818641,0.03333333333333333,0.011111111111111112,90.0,0,1888.7317213144972,14.769630518507292,-167.02056661501123,2.576065332419711,0.6560374877363592,8100.0,1,9,1,0,0,0,0,0,1,0,0
850.0,75.0,2,1,7.0,1,1,0,0,43.4591042,-3.8263389,Cantabria,Cuatro Caminos,flat,,11.0,2.426,0.059,0.199,1,1,7,6.745236349484363,4.31748811353631,11.333333333333334,12.248973929818641,0.02666666666666667,0.013333333333333334,75.0,0,1888.6937378664575,14.64086937765321,-166.2892609596134,1.280715922402263,0.6900670003612254,5625.0,1,4,1,0,0,0,0,0,1,0,0
850.0,57.0,2,1,3.0,1,1,0,0,43.4589493,-3.8158661,Cantabria,Numancia - San Fernando,flat,,15.0,2.474,0.089,0.117,1,1,3,6.745236349484363,4.04305126783455,14.912280701754385,12.248973929818641,0.03508771929824561,0.017543859649122806,57.0,0,1888.6802742599705,14.56083409312921,-165.83353137548875,0.6103226386000424,0.7004604709074363,3249.0,1,4,1,0,0,0,0,0,1,0,0
840.0,90.0,2,1,4.0,1,1,0,0,43.4591782,-3.8121359,Cantabria,Numancia - San Fernando,flat,,9.0,2.173,0.195,0.198,1,1,4,6.733401891837359,4.499809670330265,9.333333333333334,12.248973929818641,0.022222222222222223,0.011111111111111112,90.0,0,1888.7001698193549,14.53238012006881,-165.67229340071736,0.48444950243730284,0.6622345933189915,8100.0,1,4,1,0,0,0,0,0,1,0,0
1100.0,80.0,3,1,1.0,1,1,0,0,43.4177875,-3.8470329,Cantabria,Muriedas,flat,,14.0,2.993,0.108,0.209,1,1,1,7.003065458786462,4.382026634673881,13.75,10.921485909759191,0.0375,0.0125,80.0,0,1885.1042713951565,14.799662133682409,-167.02965695770877,0.06123445863365584,0.660031734055797,6400.0,1,9,1,0,1,0,0,0,0,0,0
1100.0,100.0,4,2,1.0,1,1,0,0,43.4588117,-3.8375001,Cantabria,Alisal - Cazoña - San Román,flat,,11.0,2.262,0.206,0.179,1,1,1,7.003065458786462,4.605170185988092,11.0,12.248973929818641,0.04,0.02,200.0,0,1888.6683143760567,14.726407017500012,-166.77319424463118,2.1483913210405428,0.6613080698147941,10000.0,4,16,1,0,0,0,0,0,1,0,0
790.0,50.0,1,1,9.0,1,1,0,0,43.460337,-3.8267098,Cantabria,Cuatro Caminos,flat,,16.0,2.287,0.11,0.197,1,1,9,6.6720329454610665,3.912023005428146,15.8,12.248973929818641,0.02,0.02,50.0,0,1888.8008921535693,14.64370789341604,-166.31009750920262,1.2633301805265142,0.6801838563323198,2500.0,1,1,1,0,0,0,0,0,1,0,0
850.0,102.0,3,2,2.0,1,0,0,0,43.4023628,-3.8397954,Cantabria,,flat,duplex,8.0,3.191,0.255,0.247,1,0,2,6.745236349484363,4.624972813284271,8.333333333333334,8.83838383838384,0.029411764705882353,0.0196078431372549,204.0,2,1883.7650966228236,14.744028713861159,-166.6561930285711,0.6697658847726519,0.6124479686363088,10404.0,4,9,1,0,0,0,0,0,0,0,1
850.0,90.0,3,1,1.0,1,1,0,0,43.4567168,-3.8145334,Cantabria,Castilla - Hermida,flat,,9.0,2.425,0.032,0.201,1,1,1,6.745236349484363,4.499809670330265,9.444444444444445,12.248973929818641,0.03333333333333333,0.011111111111111112,90.0,0,1888.4862350354024,14.550665059715561,-165.76709768794115,0.7909294577260081,0.6978675060308216,8100.0,1,9,1,0,0,0,0,0,1,0,0
850.0,95.0,3,2,3.0,0,1,0,0,43.4589297,-3.8245453,Cantabria,Cuatro Caminos,flat,,9.0,2.496,0.119,0.056,0,1,3,6.745236349484363,4.553876891600541,8.947368421052632,12.248973929818641,0.031578947368421054,0.021052631578947368,190.0,0,1888.678570669542,14.62714675175209,-166.2106453271654,1.1568098290984645,0.7088886453506915,9025.0,4,9,1,0,0,0,0,0,1,0,0
1200.0,100.0,4,3,2.0,1,0,0,0,43.4283544,-3.8059486,Cantabria,Maliaño,flat,,12.0,0.842,2.255,1.723,1,0,2,7.090076835776092,4.605170185988092,12.0,10.921485909759191,0.04,0.03,300.0,2,1886.0219658919996,14.485244745841959,-165.28608462898384,3.481449038273749,0.40578327986086754,10000.0,9,16,1,0,1,0,0,0,0,0,0
950.0,100.0,3,2,5.0,1,1,0,0,43.4642638,-3.8352636,Cantabria,Alisal - Cazoña - San Román,flat,,10.0,1.679,0.076,0.176,1,1,5,6.856461984594587,4.605170185988092,9.5,12.248973929818641,0.03,0.02,200.0,0,1889.1422276759902,14.709246881484962,-166.69690885293767,1.9047415537609997,0.7176605917833344,10000.0,4,9,1,0,0,0,0,0,1,0,0
1250.0,88.0,3,1,7.0,1,1,0,0,43.4537623,-3.8152029,Cantabria,Castilla - Hermida,flat,,14.0,2.585,0.22,0.115,1,1,7,7.130898830296347,4.477336814478207,14.204545454545455,12.248973929818641,0.03409090909090909,0.011363636363636364,88.0,0,1888.2294580249013,14.555773168168411,-165.7849199428707,1.1218329314922124,0.6651577151962097,7744.0,1,9,1,0,0,0,0,0,1,0,0
1000.0,100.0,3,2,4.0,1,1,0,0,43.398561,-3.8216779,Cantabria,,flat,,10.0,2.708,0.149,0.238,1,1,4,6.907755278982137,4.605170185988092,10.0,10.756256056890814,0.03,0.02,200.0,0,1883.435096870721,14.60522197134841,-165.8553214655019,0.10285632252099111,0.6492545415625218,10000.0,4,9,1,0,0,0,1,0,0,0,0
950.0,70.0,3,1,1.0,1,0,0,0,43.4025566,-3.8243565,Cantabria,,flat,,14.0,2.39,0.413,0.266,1,0,1,6.856461984594587,4.248495242049359,13.571428571428571,10.756256056890814,0.04285714285714286,0.014285714285714285,70.0,1,1883.7819194162032,14.62570263909225,-165.98684944982787,0.4318528883500376,0.5975295832431858,4900.0,1,9,1,0,0,0,1,0,0,0,0
900.0,90.0,4,1,3.0,1,1,0,0,43.4191147,-3.8465136,Cantabria,Muriedas,flat,,10.0,2.934,0.12,0.357,1,1,3,6.802394763324311,4.499809670330265,10.0,10.921485909759191,0.044444444444444446,0.011111111111111112,90.0,0,1885.2195213317561,14.795666874984962,-167.01221519350995,0.1796042127238683,0.6279903409948753,8100.0,1,16,1,0,1,0,0,0,0,0,0
790.0,70.0,2,1,3.0,1,1,0,0,43.4632878,-3.821406,Cantabria,General Dávila,flat,,11.0,2.187,0.228,0.12,1,1,3,6.6720329454610665,4.248495242049359,11.285714285714286,12.248973929818641,0.02857142857142857,0.014285714285714285,70.0,0,1889.0573863856291,14.603143816836,-166.0908687786468,0.7850047527022189,0.6736547000575133,4900.0,1,4,1,0,0,0,0,0,1,0,0
550.0,49.0,1,1,5.0,1,1,0,0,43.4223456,-3.4488715,Cantabria,El Puntal,flat,,11.0,0.415,0.413,1.791,1,1,5,6.309918278226516,3.8918202981106265,11.224489795918368,11.271612811791384,0.02040816326530612,0.02040816326530612,49.0,0,1885.5000974058394,11.89471462351225,-149.75809020299042,1.3523417272332157,0.5909074608409544,2401.0,1,1,1,0,0,0,0,0,0,0,1
600.0,35.0,0,1,7.0,1,1,0,0,43.4257624,-3.4476708,Cantabria,El Puntal,flat,studio,17.0,0.412,0.712,1.748,1,1,7,6.396929655216146,3.5553480614894135,17.142857142857142,11.271612811791384,0.0,0.02857142857142857,35.0,0,1885.796840021254,11.88643394517264,-149.71773299421793,1.476501824368535,0.552076155301996,1225.0,1,0,1,0,0,0,0,0,0,0,1
900.0,95.0,3,2,3.0,1,1,1,0,43.4407948,-3.4515132,Cantabria,,flat,,9.0,0.285,0.285,0.051,1,1,3,6.802394763324311,4.553876891600541,9.473684210526315,9.310197571851706,0.031578947368421054,0.021052631578947368,190.0,0,1887.102652855707,11.91294336977424,-149.93647667069135,0.3929802509566309,0.8359650064604027,9025.0,4,9,1,0,0,0,0,0,0,0,1
1000.0,75.0,2,1,2.0,1,0,1,0,43.4075662,-3.4192859,Cantabria,Centro,flat,,13.0,2.646,0.228,0.175,1,0,2,6.907755278982137,4.31748811353631,13.333333333333334,11.271612811791384,0.02666666666666667,0.013333333333333334,75.0,2,1884.2168034073823,11.691516065938812,-148.42287906097658,1.5819455516554073,0.6465564178092055,5625.0,1,4,1,0,0,0,0,0,0,0,1
1000.0,70.0,2,2,1.0,1,1,0,0,43.4594846,-3.8079788,Cantabria,Centro - Ayuntamiento,flat,,14.0,1.837,0.157,0.299,1,1,1,6.907755278982137,4.248495242049359,14.285714285714286,12.248973929818641,0.02857142857142857,0.02857142857142857,140.0,0,1888.7268016976375,14.500702541249439,-165.4927960157265,0.5395121823487616,0.6622040650670206,4900.0,4,4,1,0,0,0,0,0,1,0,0
950.0,90.0,3,1,,1,0,0,0,43.4653265,-3.8013898,Cantabria,Puerto Chico,flat,,11.0,1.301,0.105,0.196,1,0,0,6.856461984594587,4.499809670330265,10.555555555555555,12.248973929818641,0.03333333333333333,0.011111111111111112,90.0,0,1889.2346077516024,14.45056441154404,-165.2286488107697,0.8547280871758414,0.7252304772786805,8100.0,1,9,1,0,0,0,0,0,1,0,0
950.0,70.0,2,1,1.0,1,1,1,0,43.4708038,-3.7999986,Cantabria,Los Castros,flat,,14.0,1.265,0.185,0.236,1,1,1,6.856461984594587,4.248495242049359,13.571428571428571,12.248973929818641,0.02857142857142857,0.014285714285714285,70.0,0,1889.7107830180944,14.43998936000196,-165.18899358087467,1.2429501413758324,0.6981481496553276,4900.0,1,4,1,0,0,0,0,0,1,0,0
1320.0,110.0,3,2,9.0,1,1,1,0,43.4680998,-3.803901,Cantabria,Los Castros,flat,,12.0,1.587,0.08,0.171,1,1,9,7.1853870155804165,4.700480365792417,12.0,12.248973929818641,0.02727272727272727,0.01818181818181818,220.0,0,1889.4757002227598,14.469662817801002,-165.3483482973198,0.8084829733822891,0.7221483387182362,12100.0,4,9,1,0,0,0,0,0,1,0,0
730.0,57.0,1,1,,1,0,0,0,43.4635188,-3.8145336,Cantabria,General Dávila,flat,,13.0,2.331,0.084,0.251,1,0,0,6.593044534142437,4.04305126783455,12.807017543859649,12.248973929818641,0.017543859649122806,0.017543859649122806,57.0,0,1889.0774664779537,14.550666585528958,-165.7930528368317,0.2299207290114542,0.6740266279286501,3249.0,1,1,1,0,0,0,0,0,1,0,0
1550.0,100.0,3,2,1.0,1,1,0,0,43.4656781,-3.7980691,Cantabria,Puerto Chico,flat,,16.0,1.052,0.102,0.143,1,1,1,7.346010209913293,4.605170185988092,15.5,12.248973929818641,0.03,0.02,200.0,0,1889.2651726928195,14.425328888374812,-165.08564890215672,1.1246897825389304,0.7565536965673201,10000.0,4,9,1,0,0,0,0,0,1,0,0
950.0,60.0,1,1,2.0,1,1,0,0,43.4614798,-3.7894796,Cantabria,Puerto Chico,flat,,16.0,0.339,0.236,0.309,1,1,2,6.856461984594587,4.0943445622221,15.833333333333334,12.248973929818641,0.016666666666666666,0.016666666666666666,60.0,0,1888.9002264058079,14.36015563881616,-164.69639108791208,1.8064731571915158,0.7732764728767014,3600.0,1,1,1,0,0,0,0,0,1,0,0
750.0,80.0,3,1,2.0,1,0,0,0,43.465055,-3.8139218,Cantabria,General Dávila,flat,,9.0,2.295,0.095,0.194,1,0,2,6.620073206530356,4.382026634673881,9.375,12.248973929818641,0.0375,0.0125,80.0,2,1889.211006153025,14.545999496515241,-165.772320802699,0.24825075763357507,0.6847510279088107,6400.0,1,9,1,0,0,0,0,0,1,0,0
800.0,55.0,1,1,5.0,1,1,0,0,43.463814,-3.7976739,Cantabria,Puerto Chico,flat,,15.0,0.976,0.072,0.13,1,1,5,6.684611727667927,4.007333185232471,14.545454545454545,12.248973929818641,0.01818181818181818,0.01818181818181818,55.0,0,1889.1031274265958,14.42232705074121,-165.0613920222546,1.1312311214169188,0.7746214825339462,3025.0,1,1,1,0,0,0,0,0,1,0,0
850.0,90.0,2,2,1.0,1,1,0,0,43.4616594,-3.8109112,Cantabria,Centro - Ayuntamiento,flat,,9.0,2.041,0.185,0.291,1,1,1,6.745236349484363,4.499809670330265,9.444444444444445,12.248973929818641,0.022222222222222223,0.022222222222222223,180.0,0,1888.9158378016086,14.52304417428544,-165.6285245780453,0.21638472258319236,0.649104797556577,8100.0,4,4,1,0,0,0,0,0,1,0,0
900.0,80.0,2,1,2.0,1,1,0,0,43.4626997,-3.7960903,Cantabria,Puerto Chico,flat,,11.0,0.841,0.169,0.213,1,1,2,6.802394763324311,4.382026634673881,11.25,12.248973929818641,0.025,0.0125,80.0,0,1889.0062652123802,14.41030156575409,-164.98833274298292,1.2619075792185392,0.7410057847239212,6400.0,1,4,1,0,0,0,0,0,1,0,0
1200.0,90.0,3,2,1.0,1,1,1,0,43.4781546,-3.7915515,Cantabria,La Pereda,flat,,13.0,0.367,0.134,0.092,1,1,1,7.090076835776092,4.499809670330265,13.333333333333334,12.248973929818641,0.03333333333333333,0.022222222222222223,180.0,0,1890.3499274215014,14.375862777152252,-164.84966229086191,2.299293900126348,0.8430380087699442,8100.0,4,9,1,0,0,0,0,0,1,0,0
1000.0,80.0,2,2,1.0,1,1,0,0,43.4605077,-3.8069257,Cantabria,Centro - Ayuntamiento,flat,,13.0,1.734,0.248,0.338,1,1,1,6.907755278982137,4.382026634673881,12.5,12.248973929818641,0.025,0.025,160.0,0,1888.8157295417593,14.492683285320489,-165.4509236981779,0.5098239568636058,0.6381435514778798,6400.0,4,4,1,0,0,0,0,0,1,0,0
870.0,71.0,2,2,2.0,1,1,0,0,43.4620275,-3.8145569,Cantabria,Numancia - San Fernando,flat,,12.0,2.333,0.014,0.228,1,1,2,6.768493211648629,4.2626798770413155,12.253521126760564,12.248973929818641,0.028169014084507043,0.028169014084507043,142.0,0,1888.947834410756,14.550844343337609,-165.78837688811473,0.2852586627125123,0.7001851814809683,5041.0,4,4,1,0,0,0,0,0,1,0,0
1000.0,85.0,2,2,1.0,1,1,0,0,43.481367,-3.7902866,Cantabria,Valdenoja,flat,,12.0,0.516,0.33,0.275,1,1,1,6.907755278982137,4.442651256490317,11.764705882352942,12.248973929818641,0.023529411764705882,0.023529411764705882,170.0,0,1890.629276188689,14.36627251013956,-164.8068426897822,2.6303269511598626,0.7319413438661583,7225.0,4,4,1,0,0,0,0,0,1,0,0
1400.0,84.0,2,1,7.0,1,1,1,0,43.4804486,-3.7904411,Cantabria,Valdenoja,flat,,17.0,0.437,0.235,0.329,1,1,7,7.244227515603351,4.430816798843313,16.666666666666668,12.248973929818641,0.023809523809523808,0.011904761904761904,84.0,0,1890.5494104572422,14.367443732569209,-164.81007941987747,2.5457679309335255,0.752685423657755,7056.0,1,4,1,0,0,0,0,0,1,0,0
900.0,71.0,3,1,2.0,1,0,0,0,43.4666711,-3.8076959,Cantabria,General Dávila,flat,,13.0,1.83,0.152,0.127,1,0,2,6.802394763324311,4.2626798770413155,12.67605633802817,12.248973929818641,0.04225352112676056,0.014084507042253521,71.0,2,1889.351496515575,14.498548066876811,-165.5078653341185,0.47560201454432477,0.702907964110859,5041.0,1,9,1,0,0,0,0,0,1,0,0
800.0,70.0,3,1,1.0,1,0,0,0,43.4692862,-3.8023754,Cantabria,General Dávila,flat,,11.0,1.519,0.074,0.019,1,0,1,6.684611727667927,4.248495242049359,11.428571428571429,12.248973929818641,0.04285714285714286,0.014285714285714285,70.0,1,1889.5788427375103,14.45805868252516,-165.28654450243948,0.9875044820144752,0.7698119650289721,4900.0,1,9,1,0,0,0,0,0,1,0,0
870.0,65.0,2,2,2.0,1,1,0,0,43.4611831,-3.8146899,Cantabria,Numancia - San Fernando,flat,,13.0,2.349,0.08,0.197,1,1,2,6.768493211648629,4.174387269895637,13.384615384615385,12.248973929818641,0.03076923076923077,0.03076923076923077,130.0,0,1888.8744364517256,14.551859033162009,-165.79093621362068,0.35566917995462544,0.6866481366593994,4225.0,4,4,1,0,0,0,0,0,1,0,0
1500.0,128.0,4,1,2.0,1,1,1,0,43.4691876,-3.807841,Cantabria,Los Castros,flat,,12.0,1.899,0.191,0.15,1,1,2,7.313220387090301,4.852030263919617,11.71875,12.248973929818641,0.03125,0.0078125,128.0,0,1889.5702706039935,14.499653081280998,-165.5237547799716,0.7021530281597788,0.6847141044103738,16384.0,1,16,1,0,0,0,0,0,1,0,0
840.0,70.0,2,1,2.0,1,1,1,0,43.472233,-3.7885748,Cantabria,El Sardinero,flat,,12.0,0.524,0.397,0.217,1,1,2,6.733401891837359,4.248495242049359,12.0,12.248973929818641,0.02857142857142857,0.014285714285714285,70.0,0,1889.8350420062893,14.353299015195041,-164.6978064435284,2.101496210242059,0.7312267597983731,4900.0,1,4,1,0,0,0,0,0,1,0,0
1100.0,90.0,4,1,4.0,1,0,1,0,43.4750031,-3.789374,Cantabria,El Sardinero,flat,,12.0,0.314,0.337,0.337,1,0,4,7.003065458786462,4.499809670330265,12.222222222222221,12.248973929818641,0.044444444444444446,0.011111111111111112,90.0,4,1890.0758945450098,14.359355311876,-164.7430463970594,2.207095682629544,0.7523071067501964,8100.0,1,16,1,0,0,0,0,0,1,0,0
850.0,74.0,2,1,2.0,1,0,0,0,43.4638933,-3.8137222,Cantabria,Centro - Ayuntamiento,flat,,11.0,2.268,0.049,0.259,1,0,2,6.745236349484363,4.30406509320417,11.486486486486486,12.248973929818641,0.02702702702702703,0.013513513513513514,74.0,2,1889.110020793785,14.54447701877284,-165.75921477664127,0.16952120716798208,0.6845225246920732,5476.0,1,4,1,0,0,0,0,0,1,0,0
930.0,90.0,3,1,1.0,1,0,0,0,43.4668681,-3.8024175,Cantabria,General Dávila,flat,,10.0,1.427,0.131,0.181,1,0,1,6.835184586147301,4.499809670330265,10.333333333333334,12.248973929818641,0.03333333333333333,0.011111111111111112,90.0,1,1889.3686224227974,14.458378844306248,-165.27917993363172,0.8353148152850344,0.7143148877168991,8100.0,1,9,1,0,0,0,0,0,1,0,0
850.0,65.0,2,2,2.0,1,1,1,0,43.4755683,-3.8011891,Cantabria,Valdenoja,flat,,13.0,1.149,0.38,0.46,1,1,2,6.745236349484363,4.174387269895637,13.076923076923077,12.248973929818641,0.03076923076923077,0.03076923076923077,130.0,0,1890.125039007965,14.449038573958811,-165.25885633826553,1.5847464722698086,0.6249673002994839,4225.0,4,4,1,0,0,0,0,0,1,0,0
950.0,85.0,2,1,1.0,1,0,0,0,43.4623476,-3.8121276,Cantabria,Centro - Ayuntamiento,flat,,11.0,2.136,0.113,0.301,1,0,1,6.856461984594587,4.442651256490317,11.176470588235293,12.248973929818641,0.023529411764705882,0.011764705882352941,85.0,1,1888.9756589032258,14.532316838681762,-165.68401484675377,0.13545810829557445,0.6619965518923091,7225.0,1,4,1,0,0,0,0,0,1,0,0
1200.0,125.0,3,2,2.0,1,1,1,0,43.4778087,-3.8010421,Cantabria,Valdenoja,flat,,10.0,1.122,0.267,0.219,1,1,2,7.090076835776092,4.8283137373023015,9.6,12.248973929818641,0.024,0.016,250.0,0,1890.3198493537955,14.44792104597241,-165.26098128444627,1.8058364073391575,0.693621353915478,15625.0,4,9,1,0,0,0,0,0,1,0,0
1700.0,115.0,2,2,3.0,1,1,1,0,43.4812268,-3.7962605,Cantabria,Valdenoja,flat,,15.0,0.853,0.325,0.288,1,1,3,7.438383530044308,4.74493212836325,14.782608695652174,12.248973929818641,0.017391304347826087,0.017391304347826087,230.0,0,1890.6170840330383,14.41159378386025,-165.06606379238139,2.32907971976696,0.6902599680358028,13225.0,4,4,1,0,0,0,0,0,1,0,0
1700.0,120.0,3,2,3.0,1,1,1,0,43.4668572,-3.7941136,Cantabria,General Dávila,flat,,14.0,0.82,0.099,0.088,1,1,3,7.438383530044308,4.787491742782046,14.166666666666666,12.248973929818641,0.025,0.016666666666666666,240.0,0,1889.367674845192,14.39529800970496,-164.91819405177793,1.4657445334218375,0.7928287679599032,14400.0,4,9,1,0,0,0,0,0,1,0,0
950.0,65.0,1,1,1.0,1,1,1,0,43.4719813,-3.8177467,Cantabria,Monte,flat,,15.0,1.732,0.539,0.462,1,1,1,6.856461984594587,4.174387269895637,14.615384615384615,12.248973929818641,0.015384615384615385,0.015384615384615385,65.0,0,1889.81315814755,14.575189865360889,-165.96501315053672,1.0601770332773317,0.5665997728251567,4225.0,1,1,1,0,0,0,0,0,1,0,0
1245.0,90.0,3,1,3.0,1,1,0,0,43.4653784,-3.8214454,Cantabria,General Dávila,flat,,14.0,1.996,0.177,0.211,1,1,3,7.126890808898808,4.499809670330265,13.833333333333334,12.248973929818641,0.03333333333333333,0.011111111111111112,90.0,0,1889.2391194551865,14.60344494518116,-166.10057034593936,0.8143155670067912,0.6697199582511019,8100.0,1,9,1,0,0,0,0,0,1,0,0
1000.0,75.0,3,1,3.0,1,0,0,0,43.4630271,-3.818656,Cantabria,General Dávila,flat,,13.0,2.34,0.147,0.019,1,0,3,6.907755278982137,4.31748811353631,13.333333333333334,12.248973929818641,0.04,0.013333333333333334,75.0,3,1889.0347246953343,14.582133646335999,-165.97034921357758,0.5653195116289824,0.7175316826709537,5625.0,1,9,1,0,0,0,0,0,1,0,0
1200.0,110.0,3,2,1.0,1,1,1,0,43.4731559,-3.8159677,Cantabria,Monte,flat,,11.0,1.768,0.594,0.611,1,1,1,7.090076835776092,4.700480365792417,10.909090909090908,12.248973929818641,0.02727272727272727,0.01818181818181818,220.0,0,1889.9152839057049,14.561609487443288,-165.89215873146443,1.1255524807958603,0.5364522375846691,12100.0,4,9,1,0,0,0,0,0,1,0,0
850.0,75.0,1,1,5.0,1,1,0,0,43.4637358,-3.8030772,Cantabria,Puerto Chico,flat,penthouse,11.0,1.409,0.027,0.148,1,1,5,6.745236349484363,4.31748811353631,11.333333333333334,12.248973929818641,0.013333333333333334,0.013333333333333334,75.0,0,1889.0963296922018,14.463396189159841,-165.29594264780377,0.6950905249344648,0.7532999926644169,5625.0,1,1,1,0,0,0,0,0,1,0,0
1500.0,99.0,2,1,6.0,1,1,1,0,43.4670449,-3.8093277,Cantabria,General Dávila,flat,penthouse,15.0,1.968,0.238,0.022,1,1,6,7.313220387090301,4.59511985013459,15.151515151515152,12.248973929818641,0.020202020202020204,0.010101010101010102,99.0,0,1889.3839923386158,14.51097752598729,-165.5802181747137,0.435409513995316,0.7077184158608061,9801.0,1,4,1,0,0,0,0,0,1,0,0
1100.0,68.0,3,1,5.0,1,1,0,0,43.4691696,-3.7925161,Cantabria,Los Castros,flat,,16.0,0.902,0.064,0.201,1,1,5,7.003065458786462,4.219507705176107,16.176470588235293,12.248973929818641,0.04411764705882353,0.014705882352941176,68.0,0,1889.5687057135642,14.383178368759209,-164.85752556163055,1.6695450527152373,0.7660838155287478,4624.0,1,9,1,0,0,0,0,0,1,0,0
1000.0,68.0,2,1,2.0,1,1,0,0,43.4629784,-3.8117941,Cantabria,Centro - Ayuntamiento,flat,,15.0,2.109,0.046,0.23,1,1,2,6.907755278982137,4.219507705176107,14.705882352941176,12.248973929818641,0.029411764705882353,0.014705882352941176,68.0,0,1889.0304913988664,14.529774260794811,-165.67192463354743,0.061156272850569814,0.6968926354702255,4624.0,1,4,1,0,0,0,0,0,1,0,0
800.0,50.0,2,1,3.0,1,0,0,0,43.4705954,-3.7937778,Cantabria,Los Castros,flat,,16.0,0.92,0.125,0.186,1,0,3,6.684611727667927,3.912023005428146,16.0,12.248973929818641,0.04,0.02,50.0,3,1889.6926644305013,14.39274999577284,-164.91777978130213,1.6452667956660372,0.7509641808756481,2500.0,1,4,1,0,0,0,0,0,1,0,0
1400.0,91.0,2,2,1.0,1,1,1,0,43.4773555,-3.8035885,Cantabria,La Pereda,flat,,15.0,1.326,0.4,0.29,1,1,1,7.244227515603351,4.51085950651685,15.384615384615385,12.248973929818641,0.02197802197802198,0.02197802197802198,182.0,0,1890.2804412733803,14.46728547733225,-165.36996939021176,1.6711525267089828,0.6398007088882731,8281.0,4,4,1,0,0,0,0,0,1,0,0
1300.0,108.0,3,2,5.0,1,1,1,0,43.4798159,-3.7959244,Cantabria,Valdenoja,flat,,12.0,0.76,0.279,0.343,1,1,5,7.170119543449628,4.68213122712422,12.037037037037036,12.248973929818641,0.027777777777777776,0.018518518518518517,216.0,0,1890.4943906978926,14.40904205051536,-165.04609408231795,2.2135539726729365,0.6982147616926335,11664.0,4,9,1,0,0,0,0,0,1,0,0
