codigo_inmueble,precio,superficie_construida_m2,numero_dormitorios,numero_banos,tipologia,latitud,longitud,planta,es_exterior,tiene_ascensor,tiene_garaje,obra_nueva,distancia_min_playa_km,distancia_min_supermercado_km,distancia_min_colegio_km,log_precio,log_superficie_construida_m2,precio_m2,precio_m2_municipio_media,ratio_dormitorios_superficie,ratio_banos_superficie,habitaciones,ratio_habitaciones_superficie,interaccion_superficie_banos,interaccion_superficie_habitaciones,planta_num,interaccion_planta_sin_ascensor_piso,latitud_2,longitud_2,interaccion_latitud_longitud,distancia_centro_municipio_km,inv_distancia_min_playa_km,inv_distancia_min_supermercado_km,inv_distancia_min_colegio_km,score_cercania_servicios,superficie_construida_m2_2,numero_banos_2,numero_dormitorios_2,habitaciones_2,tipologia_unificada_piso,tipologia_unificada_unifamiliar,subtipologia_casaDePueblo,subtipologia_casale,subtipologia_countryHouse,subtipologia_desconocido,subtipologia_duplex,subtipologia_independantHouse,subtipologia_penthouse,subtipologia_semidetachedHouse,subtipologia_studio,subtipologia_terracedHouse,provincia_Cantabria,provincia_Vizcaya,municipio_Ajo,municipio_Alfoz de Lloredo,municipio_Ampuero,municipio_Arcentales,municipio_Argoños,municipio_Arnuero,municipio_Barcena de Cicero,municipio_Beranga,municipio_Camargo,municipio_Cartes,municipio_Castañeda,municipio_Castro-Urdiales,municipio_Colindres,municipio_Cudon,municipio_El Astillero,municipio_Entrambasaguas,municipio_Escalante,municipio_Galdames,municipio_Gallarta,municipio_Getxo,municipio_Guarnizo,municipio_Guriezo,municipio_Hazas de Cesto,municipio_Heras,municipio_Isla,municipio_Laredo,municipio_Liendo,municipio_Limpias,municipio_Marina de Cudeyo,municipio_Medio Cudeyo,municipio_Meruelo,municipio_Miengo,municipio_Mogro,municipio_Muskiz,municipio_Noja,municipio_Ortuella,municipio_Penagos,municipio_Piélagos,municipio_Polanco,municipio_Puente San Miguel,municipio_Ramales de la Victoria,municipio_Reocin,municipio_Ribamontan al Mar,municipio_Ribamontan al Monte,municipio_Santa Cruz de Bezana,municipio_Santa Maria de Cayon,municipio_Santander,municipio_Santillana del Mar,municipio_Santoña,municipio_Santurtzi,municipio_Solares,municipio_Solorzano,municipio_Sopuerta,municipio_Suances,municipio_Torrelavega,municipio_Vargas,municipio_Villapresente,municipio_Voto,municipio_Zierbena,distrito_Alisal - Cazoña - San Román,distrito_Arce,distrito_Baltezana-Ontón,distrito_Bezana,distrito_Boo,distrito_Brazomar,distrito_Cacicedo,distrito_Capitán Mendizabal - La Sardinera,distrito_Carandía,distrito_Castilla - Hermida,distrito_Centro,distrito_Centro - Ayuntamiento,distrito_Cerezo - Aspla - Torres,distrito_Cotolino,distrito_Covadonga - Campuzano - Ciudad Vergel,distrito_Cuatro Caminos,distrito_El Arco-Rota-Fonegra,distrito_El Callejo - La Pesquera - La Arenosa,distrito_El Parque - Zapatón,distrito_El Puntal,distrito_El Sardinero,distrito_Escobedo,distrito_General Dávila,distrito_Helgueras,distrito_Herrera,distrito_Igollo,distrito_Inmobiliaria - Barreda,distrito_Kabiezes,distrito_La Txitxarra - Murrieta - Parke Santurtzi,distrito_Langre,distrito_Las Viñas,distrito_Liencres,distrito_Los Castros,distrito_Maliaño,distrito_Mamariga,distrito_Maoño,distrito_Mioño-Santullán,distrito_Mompia,distrito_Monte,distrito_Mortera,distrito_Muriedas,distrito_Numancia - San Fernando,distrito_Oriñón-Allendagua,distrito_Otañes,distrito_Palacio,distrito_Parbayón,distrito_Peñacastillo - Nuevamontaña,distrito_Playa Ostende,distrito_Puerto Chico,distrito_Renedo,distrito_Revilla,distrito_Ris,distrito_Samano,distrito_Sancibrián,distrito_Sierrapando,distrito_Somo,distrito_Soto de la Marina,distrito_Sta. María de Getxo,distrito_Tanos,distrito_Tregadín,distrito_Valdenoja,distrito_Vioño,distrito_Zona Centro,distrito_Zona Playa,distrito_desconocido
110584803,287000.0,114.0,4,1,chalet,43.4030909,-3.8386242,,0,0,0,0,3.067,0.192,0.185,12.567237494741759,4.736198448394496,2517.5438596491226,1928.3870142836001,0.03508771929824561,0.008771929824561403,5,0.043859649122807015,114.0,570.0,0,0,1883.828299673663,14.73503574882564,-166.6081550835398,1.2230553402686597,0.24588148512417013,0.8389261744966443,0.8438818565400843,0.6428965053869663,12996.0,1,16,25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110581203,280000.0,73.0,3,1,flat,43.4379877,-3.9697761,,1,0,1,0,0.224,1.223,0.76,12.542544882151388,4.290459441148391,3835.6164383561645,3307.660400255061,0.0410958904109589,0.0136986301369863,4,0.0547945205479452,73.0,292.0,0,0,1886.8587754253513,15.759122284131209,-172.43908540355397,0.4272916928357802,0.8169934640522876,0.449842555105713,0.5681818181818182,0.6116726124466063,5329.0,1,9,16,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110584447,319000.0,83.0,3,1,flat,43.4597047,-3.8267278,2.0,1,1,1,0,2.353,0.069,0.252,12.67294638176698,4.418840607796598,3843.373493975904,3166.552334754249,0.03614457831325301,0.012048192771084338,4,0.04819277108433735,83.0,332.0,2,0,1888.7459326112023,14.64384565529284,-166.30846015528067,0.25220492083310325,0.29824038174768863,0.9354536950420954,0.7987220447284346,0.6774720405060729,6889.0,1,9,16,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110581973,415000.0,130.0,4,2,flat,43.4612105,-3.8280046,1.0,1,1,0,0,2.161,0.217,0.127,12.936033799212836,4.867534450455582,3192.3076923076924,3166.552334754249,0.03076923076923077,0.015384615384615385,6,0.046153846153846156,260.0,780.0,1,0,1888.8768181253101,14.65361921762116,-166.36971371556828,0.4472783175341246,0.3163555836760519,0.8216926869350862,0.8873114463176575,0.6751199056429318,16900.0,4,16,36,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110580321,150000.0,73.0,3,1,flat,43.4653257,-3.8078513,2.0,1,0,0,0,1.813,0.096,0.118,11.918390573078394,4.290459441148391,2054.794520547945,3166.552334754249,0.0410958904109589,0.0136986301369863,4,0.0547945205479452,73.0,292.0,2,2,1889.2345382070805,14.499731522911688,-165.5094969716684,1.583315486749925,0.3554923569143264,0.9124087591240875,0.8944543828264759,0.7207851662882966,5329.0,1,9,16,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110579139,355000.0,186.0,3,2,chalet,43.4095484,-4.0138281,,0,0,1,0,2.646,2.025,2.325,12.779873068457553,5.225746673713202,1908.6021505376343,2837.4179583857003,0.016129032258064516,0.010752688172043012,5,0.026881720430107527,372.0,930.0,0,0,1884.3888922919425,16.110816016349606,-174.23846517623002,0.3570633500487268,0.27427317608337903,0.3305785123966942,0.3007518796992481,0.3018678560597738,34596.0,4,9,25,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110578793,250000.0,78.0,2,1,flat,43.4564558,-3.8109263,3.0,1,1,0,0,2.156,0.235,0.126,12.429216196844385,4.356708826689592,3205.128205128205,3166.552334754249,0.02564102564102564,0.01282051282051282,3,0.038461538461538464,78.0,234.0,3,0,1888.4635506973536,14.523159264031692,-165.60935031300755,1.1225720190912927,0.3168567807351077,0.8097165991902835,0.8880994671403198,0.6715576156885703,6084.0,1,4,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110578289,290000.0,101.0,3,1,flat,43.4609208,-3.8181252,3.0,1,0,0,0,2.554,0.095,0.104,12.577636201962656,4.61512051684126,2871.2871287128714,3166.552334754249,0.0297029702970297,0.009900990099009901,4,0.039603960396039604,101.0,404.0,3,3,1888.8516367838724,14.578080042875039,-165.93923692168414,0.6203382806043933,0.28137310073157007,0.9132420091324202,0.9057971014492753,0.7001374037710885,10201.0,1,9,16,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110578383,250000.0,54.0,2,1,chalet,43.433411,-3.8920698,,0,0,0,0,4.378,0.682,1.311,12.429216196844385,3.9889840465642745,4629.62962962963,2015.9923358940027,0.037037037037037035,0.018518518518518517,3,0.05555555555555555,54.0,162.0,0,0,1886.4611910949209,15.148207328072038,-169.0458672640878,2.845179649855444,0.1859427296392711,0.5945303210463734,0.4327131112072696,0.404395387297638,2916.0,1,4,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110570295,485000.0,105.0,3,2,flat,43.4703254,-3.8263768,,1,1,1,0,1.317,0.214,0.326,13.091904169919621,4.653960350157523,4619.047619047619,3166.552334754249,0.02857142857142857,0.01904761904761905,5,0.047619047619047616,210.0,525.0,0,0,1889.669190381885,14.641159415578239,-166.33384459901072,1.377731222443049,0.4315925766076823,0.8237232289950577,0.7541478129713424,0.6698212061913608,11025.0,4,9,25,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110577383,340000.0,50.0,1,1,flat,43.4649022,-3.7915989,5.0,1,1,0,0,0.535,0.05,0.036,12.736700896592344,3.912023005428146,6800.0,3166.552334754249,0.02,0.02,2,0.04,50.0,100.0,5,0,1889.1977232555646,14.376222218481209,-164.80147537012758,2.777471589097804,0.6514657980456026,0.9523809523809523,0.9652509652509652,0.85636590522584,2500.0,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94344476,124500.0,186.0,3,3,chalet,43.3971497,-4.008377,,0,0,0,0,4.02,1.171,1.292,11.732060994886899,5.225746673713202,669.3548387096774,1447.2192176361532,0.016129032258064516,0.016129032258064516,6,0.03225806451612903,558.0,1116.0,0,0,1883.31260208421,16.067086174129003,-173.95213672303692,1.4549936397170236,0.19920318725099603,0.4606172270842929,0.43630017452006986,0.3653735296184529,34596.0,9,9,36,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110576161,247000.0,80.0,3,1,flat,43.4546685,-3.8190044,1.0,1,1,0,0,2.837,0.031,0.257,12.417143615610113,4.382026634673881,3087.5,3166.552334754249,0.0375,0.0125,4,0.05,80.0,320.0,1,0,1888.308214444892,14.58479460721936,-165.9535702020414,0.5883925635965532,0.26062027625749284,0.9699321047526674,0.7955449482895783,0.6753657764332462,6400.0,1,9,16,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110573103,295000.0,105.0,3,1,flat,43.4594066,-3.8332867,2.0,1,0,1,0,2.24,0.374,0.436,12.594730635321957,4.653960350157523,2809.5238095238096,3166.552334754249,0.02857142857142857,0.009523809523809525,4,0.0380952380952381,105.0,420.0,2,2,1888.7200220241236,14.69408692439689,-166.59236530967223,0.7128348472069032,0.30864197530864196,0.727802037845706,0.6963788300835655,0.5776076144126377,11025.0,1,9,16,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110567322,298000.0,59.0,1,1,flat,43.4807103,-3.8000598,1.0,1,1,1,0,1.107,0.07,0.19,12.604848765487542,4.07753744390572,5050.847457627118,3166.552334754249,0.01694915254237288,0.01694915254237288,2,0.03389830508474576,59.0,118.0,1,0,1890.5721681925259,14.44045448357604,-165.22929928647594,3.212970849365559,0.4746084480303749,0.9345794392523364,0.8403361344537815,0.7498413405788309,3481.0,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110569894,325000.0,100.0,3,1,flat,43.4617453,-3.8194973,5.0,0,1,0,0,2.415,0.116,0.145,12.691580461311874,4.605170185988092,3250.0,3166.552334754249,0.03,0.01,4,0.04,100.0,400.0,5,0,1888.923304522072,14.58855962470729,-166.00201882663768,0.5899795142375341,0.29282576866764276,0.8960573476702508,0.8733624454148472,0.6874151872509137,10000.0,1,9,16,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110569916,385000.0,200.0,4,2,chalet,43.4547468,-3.8573962,,0,0,1,0,2.457,0.344,0.419,12.86099861326992,5.298317366548036,1925.0,3166.552334754249,0.02,0.01,6,0.03,400.0,1200.0,0,0,1888.3150194521104,14.879505443774441,-167.62217517828216,2.6660595165764085,0.2892681515765114,0.7440476190476192,0.704721634954193,0.5793458018594412,40000.0,4,16,36,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110567701,360000.0,300.0,5,2,chalet,43.4397978,-3.8576164,,0,0,0,0,4.071,0.402,0.546,12.793859310432293,5.703782474656201,1200.0,3166.552334754249,0.016666666666666666,0.006666666666666667,7,0.023333333333333334,600.0,2100.0,0,0,1887.016032904885,14.88120428954896,-167.57407640596392,3.34192723937022,0.19719976336028397,0.7132667617689015,0.6468305304010349,0.5190990185100735,90000.0,4,25,49,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110567663,425000.0,133.0,4,2,flat,43.4594608,-3.8071718,1.0,1,1,0,0,1.774,0.217,0.346,12.959844447906553,4.890349128221754,3195.4887218045114,3166.552334754249,0.03007518796992481,0.015037593984962405,6,0.045112781954887216,266.0,798.0,1,0,1888.7247330267369,14.494557114715239,-165.45763360096544,1.421766016145944,0.3604902667627974,0.8216926869350862,0.7429420505200593,0.6417083347393143,17689.0,4,16,36,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110567422,175000.0,48.0,1,1,flat,43.4611773,-3.8168976,4.0,1,0,0,0,2.527,0.094,0.079,12.072541252905651,3.871201010907891,3645.8333333333335,3166.552334754249,0.020833333333333332,0.020833333333333332,2,0.041666666666666664,48.0,96.0,4,4,1888.8739323020354,14.56870728888576,-165.8868633295445,0.7202009486235768,0.28352707683583783,0.9140767824497257,0.9267840593141798,0.7081293061999144,2304.0,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110567488,315000.0,77.0,2,1,flat,43.4668563,-3.7875147,10.0,1,1,1,0,0.48,0.218,0.086,12.66032791780777,4.343805421853684,4090.909090909091,3166.552334754249,0.025974025974025976,0.012987012987012988,3,0.03896103896103896,77.0,231.0,10,0,1889.36759660485,14.34526760271609,-164.63135719903764,3.1564750643328163,0.6756756756756757,0.8210180623973727,0.9208103130755064,0.8058346837161849,5929.0,1,4,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110566972,310000.0,71.0,2,2,flat,43.4661085,-3.7879589,4.0,1,0,0,0,0.416,0.172,0.152,12.644327576461329,4.2626798770413155,4366.197183098591,3166.552334754249,0.028169014084507043,0.028169014084507043,4,0.056338028169014086,142.0,284.0,4,4,1889.302588133772,14.34863262808921,-164.64783254094064,3.0972246423713248,0.7062146892655368,0.8532423208191127,0.8680555555555556,0.8091708552134017,5041.0,4,4,16,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110566706,175000.0,80.0,4,1,flat,43.4637115,-3.8149774,4.0,1,0,0,0,2.368,0.089,0.227,12.072541252905651,4.382026634673881,2187.5,3166.552334754249,0.05,0.0125,5,0.0625,80.0,400.0,4,4,1889.0942173552326,14.55405256251076,-165.81307709262012,1.0078967016242308,0.29691211401425177,0.9182736455463728,0.8149959250203749,0.6767272281936666,6400.0,1,16,25,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110562978,290000.0,90.0,2,1,flat,43.4579292,-3.8115923,3.0,1,1,0,0,2.16,0.184,0.083,12.577636201962656,4.499809670330265,3222.222222222222,3166.552334754249,0.022222222222222223,0.011111111111111112,3,0.03333333333333333,90.0,270.0,3,0,1888.591610352213,14.52823586141929,-165.64390831266516,1.0556688329393316,0.3164556962025316,0.8445945945945946,0.9233610341643583,0.6948037749871615,8100.0,1,4,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
