propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,newDevelopmentHighlight,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,source_run,precio,superficie_construida_m2,numero_dormitorios,numero_banos,planta,es_exterior,tiene_ascensor,tiene_garaje,obra_nueva,latitud,longitud,municipio,provincia,distrito,tipologia,subtipologia,precio_m2_raw,distancia_min_playa_km,distancia_min_supermercado_km,distancia_min_colegio_km,tipologia_unificada,es_exterior_piso,tiene_ascensor_piso,planta_num,log_precio,log_superficie_construida_m2,precio_m2,precio_m2_municipio_media,ratio_dormitorios_superficie,ratio_banos_superficie,interaccion_superficie_banos,interaccion_planta_sin_ascensor_piso,latitud_2,longitud_2,interaccion_latitud_longitud,distancia_centro_municipio_km,score_cercania_servicios,superficie_construida_m2_2,numero_banos_2,numero_dormitorios_2,tipologia_unificada_piso,tipologia_unificada_unifamiliar,municipio_Alfoz de Lloredo,municipio_Ampuero,municipio_Barcena de Cicero,municipio_Beranga,municipio_Cabezón de la Sal,municipio_Camargo,municipio_Campoo de Enmedio,municipio_Cartes,municipio_Castañeda,municipio_Castro-Urdiales,municipio_Colindres,municipio_Comillas,municipio_Cudon,municipio_El Astillero,municipio_Entrambasaguas,municipio_Gallarta,municipio_Getxo,municipio_Guarnizo,municipio_Guriezo,municipio_Hazas de Cesto,municipio_Laredo,municipio_Liendo,municipio_Limpias,municipio_Los Corrales de Buelna,municipio_Marina de Cudeyo,municipio_Miengo,municipio_Mogro,municipio_Molledo,municipio_Noja,municipio_Piélagos,municipio_Polanco,municipio_Puente San Miguel,municipio_Puente Viesgo,municipio_Ramales de la Victoria,municipio_Reinosa,municipio_Reocin,municipio_Ribadedeva,municipio_Ribamontan al Mar,municipio_Ribamontan al Monte,municipio_San Roque de Riomiera,municipio_San Vicente de la Barquera,municipio_Santa Cruz de Bezana,municipio_Santa Maria de Cayon,municipio_Santander,municipio_Santillana del Mar,municipio_Santoña,municipio_Santurtzi,municipio_Solares,municipio_Suances,municipio_Torrelavega,municipio_Udias,municipio_Val de San Vicente,municipio_Villapresente,municipio_Viveda,municipio_Voto,municipio_otro
109517059,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/8e/5c/1377104269.webp,camilo alonso vega 6.,27,7,850.0,flat,rent,75.0,True,2,1,"calle Camilo Alonso Vega, 6",Cantabria,Santander,Cuatro Caminos,es,43.4591042,-3.8263389,1,https://www.idealista.com/inmueble/109517059/,5388,"Ofrecemos este apartamento en alquiler desde octubre hasta mayo/junio de 2026.  Perfecto para estudiantes, nómadas digitales, entre otros perfiles. Acogedor apartamento en la séptima planta de un edificio con ascensor, situado en una zona tranquila de Santander y a pocos minutos del Hospital Universitario Marqués de Valdecilla. El espacio combina muebles con encanto vintage, detalles naturales y una decoración pensada para sentirse como en casa. Ideal para parejas, viajeros solos o pequeñas familias que buscan una estancia tranquila, práctica y con estilo en Santander. ¡Las mascotas son bienvenidas en nuestra casa! Cuenta con dos dormitorios: uno con cama de matrimonio y otro con una cama individual.  Dispone de un salón luminoso con zona de comedor, perfecto para momentos de relax, y una cocina completamente equipada para que no te falte de nada.  El baño tiene todo lo necesario para una estancia confortable.",1,good,0,True,11.0,0,0,0,0,[],0,0,0,850.0,€/mes,flat,"Cuatro Caminos, Santander","Piso en calle Camilo Alonso Vega, 6",,,,,,,,rent_homes_run_20260405_140420,850.0,75.0,2,1,7.0,1,1,0,0,43.4591042,-3.8263389,Santander,Cantabria,Cuatro Caminos,flat,,11.0,2.426,0.059,0.199,piso,1,1,7,6.745236349484363,4.31748811353631,11.333333333333334,12.248973929818641,0.02666666666666667,0.013333333333333334,75.0,0,1888.6937378664575,14.64086937765321,-166.2892609596134,1.280715922402263,0.6900670003612254,5625.0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109512595,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/c0/b5/1376953488.webp,,28,3,850.0,flat,rent,57.0,True,2,1,CL ISAAC PERAL,Cantabria,Santander,Numancia - San Fernando,es,43.4589493,-3.8158661,0,https://www.idealista.com/inmueble/109512595/,5775,"Piso reformado total, a estrenar, caprichoso, semiamueblado, sur, luminoso con grandes ventanales, exterior total, ascensor, calefacción, salón - cocina americana, equipada totalmente, 2 dormitorios, baño, 10 minutos del Ayuntamiento.",0,good,0,True,15.0,0,0,0,0,[],0,0,0,850.0,€/mes,flat,"Numancia - San Fernando, Santander",Piso en CL Isaac Peral,,,,,,,,rent_homes_run_20260405_140420,850.0,57.0,2,1,3.0,1,1,0,0,43.4589493,-3.8158661,Santander,Cantabria,Numancia - San Fernando,flat,,15.0,2.474,0.089,0.117,piso,1,1,3,6.745236349484363,4.04305126783455,14.912280701754385,12.248973929818641,0.03508771929824561,0.017543859649122806,57.0,0,1888.6802742599705,14.56083409312921,-165.83353137548875,0.6103226386000424,0.7004604709074363,3249.0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109463639,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/d0/2b/1377121968.webp,009449,8,4,840.0,flat,rent,90.0,True,2,1,calle Alta,Cantabria,Santander,Numancia - San Fernando,es,43.4591782,-3.8121359,0,https://www.idealista.com/inmueble/109463639/,5962,"Se alquila piso para temporada en la Calle Alta de Santander. Piso situado en la cuarta planta con 2 habitaciones, salón, cocina equipada y baño. Completamente exterior. Muy luminoso. Calefacción individual. Amueblado. Se alquila hasta Junio de 2026. Consúltenos sin compromiso.",0,good,0,True,9.0,0,0,0,0,[],0,0,0,840.0,€/mes,flat,"Numancia - San Fernando, Santander",Piso en calle Alta,,,,,,,,rent_homes_run_20260405_140420,840.0,90.0,2,1,4.0,1,1,0,0,43.4591782,-3.8121359,Santander,Cantabria,Numancia - San Fernando,flat,,9.0,2.173,0.195,0.198,piso,1,1,4,6.733401891837359,4.499809670330265,9.333333333333334,12.248973929818641,0.022222222222222223,0.011111111111111112,90.0,0,1888.7001698193549,14.53238012006881,-165.67229340071736,0.48444950243730284,0.6622345933189915,8100.0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103042988,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/4e/37/1373563486.webp,AL2561,7,1,1100.0,flat,rent,80.0,True,3,1,Muriedas,Cantabria,Camargo,Muriedas,es,43.4177875,-3.8470329,0,https://www.idealista.com/inmueble/103042988/,642,"////// EMPRESAS - TRASLADOS LABORALES  /////// Presentamos a continuacion estupenda vivienda en el centro de Maliaño. La vivienda es una PRIMERA PLANTA en un edificio con ascensor. Tiene una superficie útil de 80 metros distribuidos en 3 dormitorios amueblados, amplio salón con acceso a terraza cubierta, orientada a la calle principal ( avenida de Bilbao). Cocina individual amueblada con electrodomésticos. El baño esta equipado con plato de ducha y mampara.   Los suelos son de parquet de madera y las ventanas son de PVC climalit. Muy soleado con orientación este-oeste. Se encuentra ubicado en el centro de Maliaño, con todos los servicios a un paso como parada de autobús, comercios, supermercados, centros médicos, etc. A 1 minuto de la salida de la autovía. Esta destinado a empresas o traslados laborales por periodos cortos menores a un año. Las condiciones del alquiler pueden variar en función del tiempo y del nº de personas que habiten la vivienda. Se solicitará solvencia económica para acceder al alquiler de la vivienda. No deje pasar esta oportunidad  y solicite una visita sin compromiso.    .",0,good,0,True,14.0,0,0,0,0,[],0,0,0,1100.0,€/mes,flat,"Muriedas, Camargo",Piso,,,,,,,,rent_homes_run_20260405_140420,1100.0,80.0,3,1,1.0,1,1,0,0,43.4177875,-3.8470329,Camargo,Cantabria,Muriedas,flat,,14.0,2.993,0.108,0.209,piso,1,1,1,7.003065458786462,4.382026634673881,13.75,10.921485909759191,0.0375,0.0125,80.0,0,1885.1042713951565,14.799662133682409,-167.02965695770877,0.06123445863365584,0.660031734055797,6400.0,1,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109348204,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/b6/74/1371895522.webp,ALQ/ T/269,18,1,1100.0,flat,rent,100.0,True,4,2,calle Luis Vicente de Velasco,Cantabria,Santander,Alisal - Cazoña - San Román,es,43.4588117,-3.8375001,0,https://www.idealista.com/inmueble/109348204/,5050,"Acogedora vivienda de cuatro dormitorios para alquiler de tempotada academica CURSO 26/2027 DISPONIBLE DESDE SEPTIEMBRE. Perfecto para 4 estudiantes de medicina/ enfermeria/ o de la UNIVERSIDAD del Atlántico. ( no se alquila por habitaciones). Es piso se entrega ""completo"" para compartir entre 4 estudiantes, o para profesores.  Los gastos NO están incluidos Al precio hay que añadir 200 € en concepto de suministros de electricidad, calefacción y agua caliente y fría. ( y tendran que contratar wifi, siendo a cargo de los estudiantes, si lo precisan). Muy amplio y luminoso, todo exterior, y completamente equipado.. . *renta: 1.100€, . mas gastos de consumos, que van a parte  Ven a visitarlo!",0,good,0,True,11.0,0,0,0,0,[],0,0,0,1100.0,€/mes,flat,"Alisal - Cazoña - San Román, Santander",Piso en calle Luis Vicente de Velasco,,,,,,,,rent_homes_run_20260405_140420,1100.0,100.0,4,2,1.0,1,1,0,0,43.4588117,-3.8375001,Santander,Cantabria,Alisal - Cazoña - San Román,flat,,11.0,2.262,0.206,0.179,piso,1,1,1,7.003065458786462,4.605170185988092,11.0,12.248973929818641,0.04,0.02,200.0,0,1888.6683143760567,14.726407017500012,-166.77319424463118,2.1483913210405428,0.6613080698147941,10000.0,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109163785,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/85/7b/aa/1366146698.webp,,1,9,790.0,flat,rent,50.0,True,1,1,calle San Fernando,Cantabria,Santander,Cuatro Caminos,es,43.460337,-3.8267098,0,https://www.idealista.com/inmueble/109163785/,5501,"Centro de santander, apartamento orientación sur, 9º piso, vistas inmejorables, zona llana, 10 minutos del ayuntamiento, 40 m, dormitorio, salón-cocina-americana, baño, ascensor, calefacción, portero, terrazas, amueblado.",0,good,0,True,16.0,0,0,0,0,[],0,0,0,790.0,€/mes,flat,"Cuatro Caminos, Santander",Piso en calle San Fernando,,,,,,,,rent_homes_run_20260405_140420,790.0,50.0,1,1,9.0,1,1,0,0,43.460337,-3.8267098,Santander,Cantabria,Cuatro Caminos,flat,,16.0,2.287,0.11,0.197,piso,1,1,9,6.6720329454610665,3.912023005428146,15.8,12.248973929818641,0.02,0.02,50.0,0,1888.8008921535693,14.64370789341604,-166.31009750920262,1.2633301805265142,0.6801838563323198,2500.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108938052,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/7b/b6/1400922537.webp,AZA108,29,2,850.0,duplex,rent,102.0,True,3,2,Guarnizo,Cantabria,Guarnizo,,es,43.4023628,-3.8397954,0,https://www.idealista.com/inmueble/108938052/,1814,"SE ALQUILA de manera TEMPORAL este estupendo dúplex de tres habitaciones amplias con la cocina completamente equipada y un gran salón con comedor, como los espacios son grandes es ideal para compartir y su ubicación lo hace más interesante para los docentes, se encuentra a muy poca distancia de los institutos y colegios de la zona y además dispone de zonas de aparcamiento alrededor. No dudes en llamarnos y te damos todos los detalles y te lo enseñamos encantad@s.    Imprescindible para el alquiler seguro de protección de pagos para lo cual es necesario presentar la documentación que acredite la solvencia económica.",0,good,0,False,8.0,0,0,0,0,[],0,0,0,850.0,€/mes,flat,Guarnizo,Dúplex,,,duplex,,,,,rent_homes_run_20260405_140420,850.0,102.0,3,2,2.0,1,0,0,0,43.4023628,-3.8397954,Guarnizo,Cantabria,,flat,duplex,8.0,3.191,0.255,0.247,piso,1,0,2,6.745236349484363,4.624972813284271,8.333333333333334,8.83838383838384,0.029411764705882353,0.0196078431372549,204.0,2,1883.7650966228236,14.744028713861159,-166.6561930285711,0.6697658847726519,0.6124479686363088,10404.0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109001418,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/35/3b/1361351799.webp,119,20,1,850.0,flat,rent,90.0,True,3,1,"calle Castilla, 33",Cantabria,Santander,Castilla - Hermida,es,43.4567168,-3.8145334,1,https://www.idealista.com/inmueble/109001418/,5627,"¡Descubre tu nuevo hogar!  Este acogedor piso en alquiler cuenta con 3 dormitorios, perfectos para descansar tras un largo día. Dos de ellos tienen camas de matrimonio de 150 cm y el tercero de 135 cm, ofreciendo comodidad para hasta 6 personas. El salón es ideal para relajarse y cuenta con una zona de comedor, perfecta para disfrutar de comidas en familia o con amigos. La cocina independiente, aunque vacía, está equipada con todo lo esencial para que puedas personalizarla a tu gusto. El baño completo dispone de un práctico plato de ducha, ideal para refrescarse rápidamente. Este apartamento en buen estado, ofrece una excelente relación calidad-precio. Ubicado en una zona privilegiada, rodeado de tiendas, farmacias y supermercados, tendrás todo lo que necesitas a tu alcance. Además, la cercanía a estaciones de tren y autobús facilita tus desplazamientos por la ciudad. Situado en la primera planta, este piso exterior tiene orientación sur, lo que garantiza luz natural durante gran parte del día. Y no te preocupes por el acceso, ya que cuenta con ascensor.  Alquiler temporada entre Septiembre y Junio 2026 No pierdas la oportunidad de vivir en un lugar que combina comodidad y funcionalidad. ¡Contáctanos para más información y ven a verlo!",0,good,0,True,9.0,0,0,0,0,[],0,0,0,850.0,€/mes,flat,"Castilla - Hermida, Santander","Piso en calle Castilla, 33",,,,,,,,rent_homes_run_20260405_140420,850.0,90.0,3,1,1.0,1,1,0,0,43.4567168,-3.8145334,Santander,Cantabria,Castilla - Hermida,flat,,9.0,2.425,0.032,0.201,piso,1,1,1,6.745236349484363,4.499809670330265,9.444444444444445,12.248973929818641,0.03333333333333333,0.011111111111111112,90.0,0,1888.4862350354024,14.550665059715561,-165.76709768794115,0.7909294577260081,0.6978675060308216,8100.0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108545295,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/ce/9b/1348911769.webp,01066,14,3,850.0,flat,rent,95.0,,3,2,Cuatro Caminos,Cantabria,Santander,Cuatro Caminos,es,43.4589297,-3.8245453,0,https://www.idealista.com/inmueble/108545295/,5432,"Disponible julio y agosto 2026 pida presupuesto.   zona cuatro caminos.  próximo hospital valdecilla.   reformado  3 dormitorios, baño y aseo.  cocina completa. Salon.  95 m2 construidos  ascensor,  calefacción individual.",0,good,0,True,9.0,0,0,0,0,[],0,0,0,850.0,€/mes,flat,"Cuatro Caminos, Santander",Piso,,,,,,,,rent_homes_run_20260405_140420,850.0,95.0,3,2,3.0,0,1,0,0,43.4589297,-3.8245453,Santander,Cantabria,Cuatro Caminos,flat,,9.0,2.496,0.119,0.056,piso,0,1,3,6.745236349484363,4.553876891600541,8.947368421052632,12.248973929818641,0.031578947368421054,0.021052631578947368,190.0,0,1888.678570669542,14.62714675175209,-166.2106453271654,1.1568098290984645,0.7088886453506915,9025.0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98468152,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/a5/3d/1199244139.webp,AL2364,9,2,1200.0,flat,rent,100.0,True,4,3,Maliaño,Cantabria,Camargo,Maliaño,es,43.4283544,-3.8059486,0,https://www.idealista.com/inmueble/98468152/,4154,"OBSERVACIONESObservaciones públicas: EMPRESAS - VIVIENDA PARA EMPRESAS POR MESES O TEMPORADAS. DISPONIBLE A PARTIR DE JUNIO 2025. ( las condiciones varían según las fechas / nº personas ). Presentamos a continuación amplio piso ubicado en el Puerto Deportivo de Ros - Marina del Cantábrico. La vivienda se encuentra en plena entrada a Santander, a menos de 5 minutos y está destinada a un alquiler por meses o temporadas PARA EMPRESAS O TRABAJADORES DESPLAZADOS.   La vivienda se distribuye en cuatro habitaciones (equipadas con cama, armarios, mesitas y cajones), dos de ellas con balcón, amplio salón-comedor completamente amueblado con balcón, cocina equipada con modernos electrodomésticos. Cuenta con dos baños completos y un aseo. La vivienda cuenta con orientación este, por lo que es luminosa. Suelos de parquet, ventanas de PVC Climalit y calefacción de Gas.   Facilidad de aparcamiento. Preciosas vistas sobre la Bahía de Santander. Ubicada en un lugar tranquilo perfecto para descansar. Zona vigilada. Cercano a los centros comerciales, a los que se puede llegar a pie. Conexión con Santander mediante autovía, carril bici o paseo acondicionado. La vivienda está destinada a un alquiler para EMPRESAS, TRABAJADORES DESPLAZADOS. La vivienda se ubica en Camargo, a 5 minutos de Santander y de Astillero y 10 de Solares, a través de la Autovía A-8 con la que tiene conexión directa. No deje pasar esta oportunidad y solicite una visita sin compromiso.",0,good,0,False,12.0,0,0,0,0,[],0,0,0,1200.0,€/mes,flat,"Maliaño, Camargo",Piso,,,,,,,,rent_homes_run_20260405_140420,1200.0,100.0,4,3,2.0,1,0,0,0,43.4283544,-3.8059486,Camargo,Cantabria,Maliaño,flat,,12.0,0.842,2.255,1.723,piso,1,0,2,7.090076835776092,4.605170185988092,12.0,10.921485909759191,0.04,0.03,300.0,2,1886.0219658919996,14.485244745841959,-165.28608462898384,3.481449038273749,0.40578327986086754,10000.0,9,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96089146,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/b5/42/936416226.webp,,17,5,950.0,flat,rent,100.0,True,3,2,avenida de los Castros,Cantabria,Santander,Alisal - Cazoña - San Román,es,43.4642638,-3.8352636,0,https://www.idealista.com/inmueble/96089146/,5682,"///// NO SE ALQUILA PARA FIJO ///// Disponible para el curso escolar 2025–2026. Alquiler dirigido a estudiantes o profesionales desplazados con contrato temporal. Por normativa vigente, es obligatorio justificar la temporalidad del arrendamiento. ****Por favor, abstenerse quienes busquen alquiler para residencia permanente******* Próximo universidad de Cantabria y cesine. Zona de fácil aparcamiento. Este anuncio es informativo y no contractual, puede contener errores, se muestra a título informativo y no es vinculante. Además, está sujeto a la decisión final del propietario.",0,good,0,True,10.0,0,0,0,0,[],0,0,0,950.0,€/mes,flat,"Alisal - Cazoña - San Román, Santander",Piso en avenida de los Castros,,,,,,,,rent_homes_run_20260405_140420,950.0,100.0,3,2,5.0,1,1,0,0,43.4642638,-3.8352636,Santander,Cantabria,Alisal - Cazoña - San Román,flat,,10.0,1.679,0.076,0.176,piso,1,1,5,6.856461984594587,4.605170185988092,9.5,12.248973929818641,0.03,0.02,200.0,0,1889.1422276759902,14.709246881484962,-166.69690885293767,1.9047415537609997,0.7176605917833344,10000.0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107779007,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/00/bf/1323850143.webp,AL2658,16,7,1250.0,flat,rent,88.0,True,3,1,calle Marqués de la Hermida,Cantabria,Santander,Castilla - Hermida,es,43.4537623,-3.8152029,0,https://www.idealista.com/inmueble/107779007/,5328,"- Solo EMPRESAS - Temporales Presentamos a continuación amplia y luminosa vivienda en Calle Marques de la Hermida ( a la entrada de Santander ), frente al puerto y el barrio pesquero. La vivienda es una SEPTIMA planta en un edificio con ascensor. Tiene una superficie útil de 83 metros distribuidos en 3 dormitorios ( el primero con cama de matrimonio, el segundo con cama de 90 y el tercero con cama de 90), amplio salón comedor amueblado con sofá y mesa y mueble de tv, amplia cocina amueblada con electrodomésticos, y baño completo equipado con plato de ducha y mampara. Muy soleado, exterior completamente con orientación sur, con bonitas vistas al puerto pesquero y al entorno. Dispone de calefacción de gas natural m los suelos son de parquet y las ventanas de PVC climalit. Con fácil aparcamiento ( dispone de un gran parking gratuito enfrente del portal). Ubicado a la entrada de Santander con fácil comunicaciones con la A8 8 a 500 metros de la salida de la autovía. Esta destinado a empresas que vengan a realizar trabajos a Cantabria ( por meses, trimestres, semestres, etc. ). La capacidad de alojamiento es de 5 personas máximo. Los precios del alquiler pueden variar en función del tiempo y del numero de personas que se alojen en la vivienda.",0,good,0,True,14.0,0,0,0,0,[],0,0,0,1250.0,€/mes,flat,"Castilla - Hermida, Santander",Piso en calle Marqués de la Hermida,,,,,,,,rent_homes_run_20260405_140420,1250.0,88.0,3,1,7.0,1,1,0,0,43.4537623,-3.8152029,Santander,Cantabria,Castilla - Hermida,flat,,14.0,2.585,0.22,0.115,piso,1,1,7,7.130898830296347,4.477336814478207,14.204545454545455,12.248973929818641,0.03409090909090909,0.011363636363636364,88.0,0,1888.2294580249013,14.555773168168411,-165.7849199428707,1.1218329314922124,0.6651577151962097,7744.0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98913160,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/68/3a/1368769724.webp,AL2412,13,4,1000.0,flat,rent,100.0,True,3,2,El Astillero,Cantabria,El Astillero,,es,43.398561,-3.8216779,0,https://www.idealista.com/inmueble/98913160/,3187,"///ALQUILER TEMPORAL SOLO PARA EMPRESAS/// Presentamos a continuación amplio piso en Astillero, de reciente construcción. El inmueble se ubica en la calle Navarra, a escasos metros del centro del pueblo. La vivienda se ubica en la CUARTA PLANTA de un EDIFICIO CON ASCENSOR. La vivienda de 85 metros cuadrados se distribuye en 3 habitaciones, salón, dos baños, cocina, tendedero y terraza. El piso está semi-amueblado y recién pintado. Amplio salón con sofá chaise-longue, mesita, mesa,  mueble TV. La cocina está completamente equipada con electrodomésticos (lavadora, frigorífico, horno, LAVAVAJILLAS... ) Baño con bañera y mampara. Calefacción de gas natural, ventanas de PVC, suelos de parquet auténtico. Orientación SUR. Dispone de terraza y tendendero. Existe opción de garaje cerrado de 30 metros cuadrados (se puede hacer trastero)  por 100EUR más. No deje pasar esta oportunidad y solicite una visita sin compromiso.",0,good,0,True,10.0,0,0,0,0,[],0,0,0,1000.0,€/mes,flat,El Astillero,Piso,,,,,,,,rent_homes_run_20260405_140420,1000.0,100.0,3,2,4.0,1,1,0,0,43.398561,-3.8216779,El Astillero,Cantabria,,flat,,10.0,2.708,0.149,0.238,piso,1,1,4,6.907755278982137,4.605170185988092,10.0,10.756256056890814,0.03,0.02,200.0,0,1883.435096870721,14.60522197134841,-165.8553214655019,0.10285632252099111,0.6492545415625218,10000.0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99549298,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/1b/eb/1047199177.webp,AL2433,8,1,950.0,flat,rent,70.0,True,3,1,El Astillero,Cantabria,El Astillero,,es,43.4025566,-3.8243565,0,https://www.idealista.com/inmueble/99549298/,2765,"////SOLO PARA EMPRESAS - TEMPORAL ////   Presentamos a continuación céntrica vivienda en El Astillero a 5 minutos andando del puerto de ASTANDER. La vivienda es una PRIMERA PLANTA en un edificio sin ascensor. Tiene una superficie útil de 70 metros distribuidos en 3 dormitorios ( el primero con cama de 1,35, armario y mesita; el segundo con cama de 90 y armario; y el tercero con cama de 90 y armario ). Salón amueblado completamente con sofá, mesa comedor y mueble de tv. Cocina equipada completamente con electrodomésticos y baño con plato de ducha y mampara. La vivienda dispone de caldera de gas para el agua caliente, los suelos son de gres, y las ventanas de PVC de doble cristal.   Es muy luminosa, todo exterior y dispone de orientación sur-este. Esta emplazada en el centro de la localidad, con todos los servicios a un paso como supermercados, bares, comercios, paradas de autobus, etc. A un paso del puerto y de la salida de la autovía A-8. Esta destinado a un alquiler TEMPORAL, y para EMPRESAS que necesiten disponer de una vivienda por unos meses. LAS CONDICIONES PUEDEN VARIAR EN FUNCION DEL TIEMPO. Se solicitará solvencia económica. No deje pasar esta oportunidad y solicite una visita sin compromiso.",0,good,0,False,14.0,0,0,0,0,[],0,0,0,950.0,€/mes,flat,El Astillero,Piso,,,,,,,,rent_homes_run_20260405_140420,950.0,70.0,3,1,1.0,1,0,0,0,43.4025566,-3.8243565,El Astillero,Cantabria,,flat,,14.0,2.39,0.413,0.266,piso,1,0,1,6.856461984594587,4.248495242049359,13.571428571428571,10.756256056890814,0.04285714285714286,0.014285714285714285,70.0,1,1883.7819194162032,14.62570263909225,-165.98684944982787,0.4318528883500376,0.5975295832431858,4900.0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
