variable,coef,std_error,t_value,p_value
const,272503.396355,5002.422676,54.474285,0.0
superficie_construida_m2,56539.527096,6824.027087,8.285361,0.0
numero_dormitorios,12306.236162,7311.296333,1.683181,0.093059
numero_banos,63110.038041,6567.461134,9.609503,0.0
precio_m2_municipio,53639.068961,5209.119226,10.297147,0.0
