variable,coef,std_error,t_value,p_value
const,1140.693182,23.248035,49.066219,0.0
superficie_construida_m2,193.663595,40.748962,4.752602,3e-06
numero_dormitorios,50.58707,35.156566,1.438908,0.151086
numero_banos,8.55102,33.350535,0.256398,0.797797
dummy_tipologia_unifamiliar,-30.8081,26.453827,-1.164599,0.244988
latitud,54.199658,28.312932,1.914307,0.05641
longitud,17.187089,30.763837,0.558678,0.576745
precio_m2_municipio,252.467673,26.731897,9.444435,0.0
