id_anuncio;fuente;tipo_inmueble;subtipo;direccion_texto;barrio_zona;municipio;precio_eur;precio_anterior_eur;descuento_pct;garaje_incluido;habitaciones;superficie_m2;planta;exterior;ascensor;obra_nueva_flag
603;Engel & Völkers Santander;casa;casa o chalet independiente;Barrio el Pino;Liencres;Piélagos;975000;;;no;5;486;;desconocido;desconocido;0
604;ACERO Inmobiliaria;piso;;Urbanización Rìa del Pas;Boo;Piélagos;190000;;;no;2;70;1;sí;sí;0
605;THE SIBARIST Property & Homes Cantabria;casa;casa o chalet independiente;Liencres;;Piélagos;1700000;;;sí;4;220;;desconocido;desconocido;0
606;altamira21.com;casa;casa o chalet independiente;Barrio las Cerreas;Liencres;Piélagos;950000;;;sí;5;351;;desconocido;desconocido;0
607;Exclusivas inmobiliarias mikeli;casa;casa o chalet independiente;Calle de la Arnia;Soto de la Marina;Santa Cruz de Bezana;1290000;;;sí;5;439;;desconocido;desconocido;0
608;Exclusivas inmobiliarias mikeli;casa;casa o chalet independiente;Calle los Calderones;Soto de la Marina;Santa Cruz de Bezana;1080000;;;sí;4;449;;desconocido;desconocido;0
609;Exclusivas inmobiliarias mikeli;piso;apartamento;Barrio Rodil;Mortera;Piélagos;180000;;;no;1;49;bajo;sí;no;0
610;Inmosantander;casa;chalet pareado;Urbanización Virgen del Mar;Soto de la Marina;Santa Cruz de Bezana;545000;575000;5;sí;4;275;;desconocido;desconocido;0
611;Inmosantander;casa;casa o chalet independiente;Av Fernando Saiz;Soto de la Marina;Santa Cruz de Bezana;590000;690000;14;sí;5;148;;desconocido;desconocido;0
612;Ática Inmobiliaria;casa;chalet pareado;Barrio la Puntania;Mortera;Piélagos;499000;530000;6;sí;5;248;;desconocido;desconocido;0
613;Inmobiliaria PAS-NuevoPiso;casa;casa o chalet independiente;CA-303;Mortera;Piélagos;470000;;;sí;4;360;;desconocido;desconocido;0
614;Inmobiliaria Eurocasa;casa;casa o chalet independiente;Liencres;;Piélagos;600000;;;sí;3;104;;desconocido;desconocido;0
615;Inmobiliaria las Dunas;piso;;Barrio Rodil;Mortera;Piélagos;159000;;;no;2;50;bajo;sí;no;0
616;Inmobiliaria las Dunas;casa;casa o chalet independiente;La Tejera;Boo;Piélagos;670000;;;sí;5;400;;desconocido;desconocido;0
617;MENA INMOBILIARIA;piso;;Bezana;;Santa Cruz de Bezana;299000;309000;3;sí;3;95;1;sí;sí;0
618;Distrito inmobiliario;casa;chalet pareado;Barrio el Callejo;Liencres;Piélagos;354000;;;sí;4;170;;desconocido;desconocido;0
619;Ática Inmobiliaria;piso;;Barrio Rodil;Mortera;Piélagos;159000;;;no;2;50;bajo;sí;no;0
620;Exclusivas inmobiliarias mikeli;casa;chalét;Avenida Playa San Juan de la Canal;Soto de la Marina;Santa Cruz de Bezana;825000;;;sí;5;209;;desconocido;desconocido;0
621;Exclusivas inmobiliarias mikeli;casa;chalét;Avenida Playa San Juan de la Canal;Soto de la Marina;Santa Cruz de Bezana;1500000;;;sí;7;372;;desconocido;desconocido;0
622;Engel & Völkers Santander;casa;casa o chalet independiente;Calle de Navajeda;Sancibrián;Santa Cruz de Bezana;1585000;;;sí;6;1562;;desconocido;desconocido;0
623;Bahía Home;casa;chalet pareado;Barrio la Puntania 45;Mortera;Piélagos;329000;;;sí;3;204;;desconocido;desconocido;0
624;Engel & Völkers Santander;casa;casa o chalet independiente;Calle Murillo;Soto de la Marina;Santa Cruz de Bezana;1350000;;;sí;7;613;;desconocido;desconocido;0
625;SOLANA DE MOMPÍA S.L.;casa;chalet pareado;Barrio El Monte s/n;Boo;Piélagos;398500;;;sí;4;128;;desconocido;desconocido;1
626;SOLANA DE MOMPÍA S.L.;casa;chalet pareado;Barrio El Monte s/n;Boo;Piélagos;455000;;;sí;4;227;;desconocido;desconocido;1
627;SOLANA DE MOMPÍA S.L.;casa;chalet pareado;Barrio El Monte s/n;Boo;Piélagos;430000;;;sí;4;227;;desconocido;desconocido;1
628;Inmobiliaria Sebrango;casa;casa o chalet independiente;Avenida José María de Pereda 38;Sancibrián;Santa Cruz de Bezana;540000;;;sí;6;737;;desconocido;desconocido;0
629;desconocido;piso;;Calle el Peñon s/n;Soto de la Marina;Santa Cruz de Bezana;375000;;;sí;2;92;bajo;sí;sí;1
630;desconocido;piso;;Calle el Peñon s/n;Soto de la Marina;Santa Cruz de Bezana;374000;;;sí;3;114;1;sí;sí;1
631;Inmobiliaria Barrio;piso;;Barrio las Reigadas;Liencres;Piélagos;249000;;;sí;2;83;2;desconocido;sí;0
632;Engel & Völkers Santander;casa;casa o chalet independiente;Camino Mortera a Liencres;Liencres;Piélagos;2350000;;;sí;6;651;;desconocido;desconocido;0
633;Engel & Völkers Santander;casa;casa o chalet independiente;Barrio Sorriba;Liencres;Piélagos;1575000;;;no;5;600;;desconocido;desconocido;0
634;desconocido;piso;dúplex;Barrio la Piñera 3;Boo;Piélagos;325000;;;sí;3;139;1;sí;sí;1
635;desconocido;piso;;Barrio la Piñera 3;Boo;Piélagos;260000;;;sí;2;81;bajo;sí;sí;1
636;particular;piso;;Urbanización la Gruta 7;Sancibrián;Santa Cruz de Bezana;280000;;;sí;2;75;bajo;sí;sí;0
637;ACERO Inmobiliaria;casa;casa o chalet independiente;Av Mompia;Mompia;Santa Cruz de Bezana;720000;;;sí;4;319;;desconocido;desconocido;0
638;Inmobiliaria Barrio;piso;dúplex;Bezana;;Santa Cruz de Bezana;290000;;;sí;3;88;2;sí;no;0
639;FRESNO GESTION Y VENTA;casa;chalet pareado;Barrio Somacueto;Liencres;Piélagos;354000;;;no;4;142;;desconocido;desconocido;0
640;particular;casa;chalet pareado;Avenida José María de Pereda;Sancibrián;Santa Cruz de Bezana;385000;399000;4;no;5;320;;desconocido;desconocido;0
641;Distrito inmobiliario;casa;casa o chalet independiente;Avenida José María de Pereda;Sancibrián;Santa Cruz de Bezana;690000;;;sí;6;265;;desconocido;desconocido;0
642;Mónica Soto Servicios Inmobiliarios;piso;;Calle Respuela 2;Bezana;Santa Cruz de Bezana;195000;;;sí;2;85;3;sí;sí;0
643;ACERO Inmobiliaria;casa;casa rural;Avenida José María de Pereda;Sancibrián;Santa Cruz de Bezana;690000;;;sí;7;265;;desconocido;desconocido;0
644;ComisiónZero;piso;;Barrio el Callejo;Liencres;Piélagos;210000;;;sí;1;45;bajo;sí;no;0
645;particular;piso;;Calle s Cruz-San Juan 7;Bezana;Santa Cruz de Bezana;260000;;;sí;2;82;1;sí;sí;0
646;Distrito inmobiliario;piso;;Barrio la Cruz;Liencres;Piélagos;350000;;;no;4;125;bajo;sí;no;0
647;Distrito inmobiliario;casa;casa o chalet independiente;La Calleja;Soto de la Marina;Santa Cruz de Bezana;280000;;;no;3;199;;desconocido;desconocido;0
648;ELITE;casa;casa o chalet independiente;Barrio Portio;Liencres;Piélagos;965000;;;sí;4;380;;desconocido;desconocido;0
649;LandCo (promoción);piso;;Avenida José María de Pereda 8;Sancibrián;Santa Cruz de Bezana;325000;;;sí;2;93;bajo;sí;sí;1
650;desconocido;piso;;Barrio El Pozo de la Torre 1a;Mortera;Piélagos;340000;;;sí;3;78;bajo;sí;sí;1
651;Inmobiliaria Las Dunas;piso;;Barrio El Pozo de la Torre 1;Mortera;Piélagos;315000;;;sí;3;74;bajo;sí;sí;1
652;Inmobiliaria Las Dunas;piso;;Barrio El Pozo de la Torre 1;Mortera;Piélagos;305000;;;sí;3;72;bajo;sí;sí;1
653;Inmobiliaria Las Dunas;piso;;Barrio El Pozo de la Torre 1;Mortera;Piélagos;290000;;;sí;3;74;bajo;sí;sí;1
654;Inmobiliaria Las Dunas;piso;;Barrio El Pozo de la Torre 1;Mortera;Piélagos;315000;;;sí;3;72;bajo;sí;sí;1
655;Inmobiliaria Las Dunas;piso;;Barrio El Pozo de la Torre 1;Mortera;Piélagos;325000;;;sí;3;78;bajo;sí;sí;1
656;Inmobiliaria Las Dunas;piso;;Barrio El Pozo de la Torre 1;Mortera;Piélagos;300000;;;sí;3;72;bajo;sí;sí;1
657;Inmobiliaria Las Dunas;piso;;Barrio El Pozo de la Torre 1;Mortera;Piélagos;280000;;;sí;3;74;bajo;sí;sí;1
658;Grupo Inmobiliario Tribeca;piso;;Calle Barrio El Pozo de la Torre 1 Distrito Mortera 1;Mortera;Piélagos;325000;;;sí;3;70;bajo;sí;sí;1
659;Grupo Inmobiliario Tribeca;piso;;Calle Barrio El Pozo de la Torre 1 Distrito Mortera 1;Mortera;Piélagos;340000;;;sí;3;71;bajo;sí;sí;1
660;Grupo Inmobiliario Tribeca;piso;;Calle Barrio El Pozo de la Torre 1 Distrito Mortera 1;Mortera;Piélagos;280000;;;sí;3;67;bajo;sí;sí;1
661;Grupo Inmobiliario Tribeca;piso;;Calle Barrio El Pozo de la Torre 1 Distrito Mortera 1;Mortera;Piélagos;340000;;;sí;3;71;bajo;sí;sí;0
662;Grupo Inmobiliario Tribeca;piso;;Calle Barrio El Pozo de la Torre 1 Distrito Mortera 1;Mortera;Piélagos;315000;;;sí;3;73;bajo;sí;sí;1
663;Grupo Inmobiliario Tribeca;piso;;Calle Barrio El Pozo de la Torre 1 Distrito Mortera 1;Mortera;Piélagos;305000;;;sí;3;72;bajo;sí;sí;1
664;desconocido;piso;;Avenida José María de Pereda 6;Sancibrián;Santa Cruz de Bezana;288000;;;sí;3;95;2;sí;sí;1
665;desconocido;piso;;Avenida José María de Pereda 6;Sancibrián;Santa Cruz de Bezana;287000;;;sí;3;97;2;sí;sí;1
666;desconocido;piso;;Avenida José María de Pereda 6;Sancibrián;Santa Cruz de Bezana;283000;;;sí;3;97;1;sí;sí;1
667;desconocido;piso;;Avenida José María de Pereda 6;Sancibrián;Santa Cruz de Bezana;250000;;;sí;2;79;1;sí;sí;1
668;desconocido;piso;;Avenida José María de Pereda 6;Sancibrián;Santa Cruz de Bezana;345000;;;sí;3;92;bajo;sí;sí;1
669;desconocido;piso;;Avenida José María de Pereda 6;Sancibrián;Santa Cruz de Bezana;305000;;;sí;2;79;bajo;sí;sí;1
670;desconocido;piso;;Vía Barrio El Pozo de la Torre 1;Mortera;Piélagos;325000;;;sí;3;78;bajo;sí;sí;1
671;desconocido;piso;;Vía Barrio El Pozo de la Torre 1;Mortera;Piélagos;300000;;;sí;3;72;bajo;sí;sí;1
672;desconocido;piso;;Vía Barrio El Pozo de la Torre 1;Mortera;Piélagos;305000;;;sí;3;72;bajo;sí;sí;1
673;desconocido;piso;;Vía Barrio El Pozo de la Torre 1;Mortera;Piélagos;280000;;;sí;3;74;bajo;sí;sí;1
674;Reines Grupo Inmobiliario Santander;piso;;CL Respuela 4;Bezana;Santa Cruz de Bezana;169000;;;no;2;68;4;sí;sí;0
675;desconocido;casa;chalet pareado;Avenida Marqués de Valdecilla;Soto de la Marina;Santa Cruz de Bezana;599000;;;sí;4;228;;desconocido;desconocido;1
676;desconocido;piso;dúplex;Barrio El Pozo de la Torre 1a;Mortera;Piélagos;198000;;;sí;2;73;1;sí;sí;1
677;desconocido;casa;casa o chalet independiente;Alto San Mateo s/n;Boo;Piélagos;595000;;;sí;4;308;;desconocido;desconocido;1
678;desconocido;casa;casa o chalet independiente;Alto San Mateo s/n;Boo;Piélagos;690000;;;sí;4;309;;desconocido;desconocido;1
679;desconocido;casa;casa o chalet independiente;Alto San Mateo s/n;Boo;Piélagos;710000;;;sí;4;305;;desconocido;desconocido;1
680;desconocido;casa;casa o chalet independent﻿e;Alto San Mateo s/n;Boo;Piélagos;660000;;;sí;4;309;;desconocido;desconocido;1
681;desconocido;casa;casa o chalet independiente;Alto San Mateo s/n;Boo;Piélagos;645000;;;sí;4;309;;desconocido;desconocido;1
682;desconocido;casa;casa o chalet independiente;Alto San Mateo s/n;Boo;Piélagos;690000;;;sí;4;305;;desconocido;desconocido;1
683;desconocido;casa;casa o chalet independiente;Alto San Mateo s/n;Boo;Piélagos;645000;;;sí;4;309;;desconocido;desconocido;1
684;wejaus;casa;casa o chalet independiente;Barrio la Cotera 1;Liencres;Piélagos;695000;;;sí;7;664;;desconocido;desconocido;0
685;Grupo Inmobiliario Tribeca;piso;;Calle Bo Las Reigadas 12;Liencres;Piélagos;229000;;;sí;1;45;bajo;sí;sí;1
686;Grupo Inmobiliario Tribeca;piso;;Calle Bo Las Reigadas 12;Liencres;Piélagos;250000;;;sí;2;75;bajo;sí;sí;1
687;Grupo Inmobiliario Tribeca;piso;;Calle Bo Las Reigadas 12;Liencres;Piélagos;275000;;;sí;2;76;bajo;sí;sí;1
688;Grupo Inmobiliario Tribeca;piso;;Calle Bo Las Reigadas 12;Liencres;Piélagos;272000;;;sí;2;76;bajo;sí;sí;1
689;López Alonso Inmobiliaria;casa;casa o chalet independiente;Urbanización Ladera Sur;Mompia;Santa Cruz de Bezana;895000;;;sí;5;374;;desconocido;desconocido;0
690;Pereda 36;casa;casa o chalet independiente;Av San Juan de la Canal 85;Soto de la Marina;Santa Cruz de Bezana;1950000;;;sí;5;290;;desconocido;desconocido;0
691;desconocido;piso;;Avenida José María de Pereda 6;Sancibrián;Santa Cruz de Bezana;280000;;;sí;3;100;1;sí;sí;1
692;desconocido;casa;casa o chalet independiente;Avenida Marqués de Valdecilla s/n;Soto de la Marina;Santa Cruz de Bezana;650000;;;sí;4;188;;;;1
693;desconocido;casa;casa o chalet independiente;Avenida Marqués de Valdecilla s/n;Soto de la Marina;Santa Cruz de Bezana;715000;;;sí;4;195;;;;1
694;desconocido;casa;casa o chalet independiente;Avenida Marqués de Valdecilla s/n;Soto de la Marina;Santa Cruz de Bezana;695000;;;sí;4;195;;;;1
695;desconocido;casa;casa o chalet independiente;Avenida Marqués de Valdecilla s/n;Soto de la Marina;Santa Cruz de Bezana;685000;;;sí;4;188;;;;1
696;desconocido;casa;casa o chalet independiente;Avenida Marqués de Valdecilla s/n;Soto de la Marina;Santa Cruz de Bezana;725000;;;sí;4;188;;;;1
697;desconocido;casa;casa o chalet independiente;Avenida Marqués de Valdecilla s/n;Soto de la Marina;Santa Cruz de Bezana;705000;;;sí;4;195;;;;1
698;eXp Realty España;piso;ático;Urbanización las Huertas;Sancibrián;Santa Cruz de Bezana;325000;329000;1;sí;2;107;4;sí;sí;0
699;particular;casa;chalet pareado;parcela b19;Boo;Piélagos;449900;;;sí;4;208;;;;0
700;particular;casa;casa o chalet independiente;Avenida José María de Pereda;Soto de la Marina;Santa Cruz de Bezana;590000;;;sí;5;308;;;;0
701;desconocido;casa;chalet adosado;Calle El Palacio s/n;Sancibrián;Santa Cruz de Bezana;445000;;;sí;4;199;;;;1
702;desconocido;casa;chalet adosado;Calle El Palacio s/n;Sancibrián;Santa Cruz de Bezana;450000;;;sí;4;198;;;;1
703;desconocido;casa;chalet pareado;Calle El Palacio s/n;Sancibrián;Santa Cruz de Bezana;450000;;;sí;4;199;;;;1
704;particular;casa;chalet pareado;Barrio la Caseta;Liencres;Piélagos;595000;;;sí;3;208;;;;0
705;DCS inmuebles;casa;casa o chalet independiente;Urbanización el Padrón 1;Sancibrián;Santa Cruz de Bezana;985000;;;sí;7;270;;;;0
706;particular;casa;casa o chalet independiente;Calle la Llata;Sancibrián;Santa Cruz de Bezana;1580000;;;no;6;1343;;;;0
707;Abitarea;casa;casa de pueblo;CL Llata (la);Sancibrián;Santa Cruz de Bezana;380000;;;no;4;280;;;;0
708;Inmobiliarias San Fernando;piso;;Barrio Salas;Liencres;Piélagos;163000;;;no;1;45;bajo;sí;sí;0
709;particular;piso;;Barrio de la Cruz s/n;Liencres;Piélagos;350000;;;no;4;124;bajo;sí;no;0
710;particular;piso;;Barrio de la Cruz s/n;Liencres;Piélagos;180000;;;no;2;62;bajo;sí;no;0
711;TECNIOBRAS VINTAGE S.L.;casa;casa o chalet independiente;Av San Juan de la Canal 85;Soto de la Marina;Santa Cruz de Bezana;650000;;;sí;5;350;;;;0
712;TECNIOBRAS VINTAGE S.L.;casa;chalet pareado;Urb. Cierro de la Sara s/n;Boo;Piélagos;415000;;;sí;4;189;;;;0
713;ALFAPLAYAS;casa;casa o chalet independiente;La Calleja;Soto de la Marina;Santa Cruz de Bezana;280000;;;no;3;199;;;;0
714;compracasa-online;casa;casa o chalet independiente;Barrio el Dueso;Liencres;Piélagos;630000;;;sí;4;288;;;;0
715;particular;piso;;Soto de la Marina;;Santa Cruz de Bezana;350000;;;sí;2;81;bajo;sí;sí;0
716;Tempo Family Real Estate;casa;casa o chalet independiente;Avenida Mompía;Mompia;Santa Cruz de Bezana;720000;;;sí;4;320;;;;0
717;Grupo Inmobiliario Alesón;casa;chalet adosado;Barrio Somacueto 4a;Liencres;Piélagos;354000;;;sí;4;202;;;;0
718;4 Llaves Inmobiliaria;casa;casa o chalet independiente;Calle el Sartal;Mortera;Piélagos;692000;;;sí;4;220;;;;0
719;Nara Grupo Inmobiliario;casa;casa o chalet independiente;Barrio la Caseta;Liencres;Piélagos;1670000;;;sí;4;620;;;;0
720;Northome Cantabria;casa;casa o chalet independiente;Avenida s Cibrian;Sancibrián;Santa Cruz de Bezana;690000;;;no;6;265;;;;0
721;particular;piso;;Barrio la Piñera 5;Boo;Piélagos;200000;;;no;3;164;;;;0
722;particular;casa;casa o chalet independiente;Bo Llatas 1010;Liencres;Piélagos;649000;;;sí;3;201;;;;0
723;Grupo Inmobiliario Tribeca;casa;chalet adosado;Urbanización Arco Iris;Bezana;Santa Cruz de Bezana;530000;;;sí;6;276;;;;0
724;Grupo Inmobiliario Tribeca;finca;finca rústica;Camino Mortera a Liencres;Mortera;Piélagos;1900000;;;sí;12;574;;;;0
725;TECNOCASA;casa;casa o chalet independiente;Barrio Manzanedo;Liencres;Piélagos;1700000;;;sí;6;600;;;;0
726;Inmobiliaria Castelar;casa;casa o chalet independiente;Boo;;Piélagos;1550000;;;no;9;750;;;;0
727;Look & Find Santander;casa;casa o chalet independiente;Avenida Menéndez Pelayo;Bezana;Santa Cruz de Bezana;1800000;;;sí;10;500;;;;0
728;Reines Grupo Inmobiliario;casa;casa o chalet independiente;Calle la Gesa 6;Bezana;Santa Cruz de Bezana;349000;;;no;4;212;;;;0
729;Grupo Inmobiliario Tribeca;piso;;Boo;;Piélagos;210000;;;sí;2;69;bajo;sí;no;0
730;particular;piso;;Calle Murillo 1;Soto de la Marina;Santa Cruz de Bezana;400000;;;sí;3;90;1;sí;sí;0
731;Deluxe;piso;dúplex;Liencres;;Piélagos;369000;;;sí;2;120;2;sí;no;0
732;Grupo Inmobiliario Tribeca;casa;casa o chalet independiente;Bezana;;Santa Cruz de Bezana;500000;;;sí;4;216;;;;0
733;ACERO Inmobiliaria;casa;casa de pueblo;Jose Maria Pereda;Sancibrián;Santa Cruz de Bezana;250000;;;no;6;318;;;;0
734;Marma;casa;casa o chalet independiente;Boo;;Piélagos;530000;;;sí;5;225;;;;0
735;particular;piso;;Calle Ramón Ramírez;Bezana;Santa Cruz de Bezana;263300;;;sí;4;93;4;no;no;0
736;particular;piso;;Calle Respuela 2;Bezana;Santa Cruz de Bezana;200000;;;sí;3;90;3;sí;sí;0
737;particular;casa;casa o chalet independiente;Avenida Menéndez Pelayo 11;Bezana;Santa Cruz de Bezana;450000;;;sí;5;400;;;;0
738;particular;casa;chalet pareado;Barrio la Puntania;Mortera;Piélagos;385000;;;sí;6;222;;;;0
739;particular;casa;casa o chalet independiente;Barrio San José;Boo;Piélagos;530000;;;sí;4;225;;;;0
740;particular;casa;casa o chalet independiente;Avenida Marqués de Valdecilla;Soto de la Marina;Santa Cruz de Bezana;650000;;;sí;7;510;;;;0
741;particular;piso;dúplex;Barrio Salas;Liencres;Piélagos;290000;;;sí;3;104;1;sí;no;0
742;Lovia Homes S.L.;piso;;Avenida de la Libertad;Mompia;Santa Cruz de Bezana;166700;;;sí;3;83;;interior;sí;0
743;Lovia Homes S.L.;piso;;Calle Respuela;Bezana;Santa Cruz de Bezana;135930;;;sí;2;70;;interior;sí;0
744;Lovia Homes S.L.;piso;;Calle Ramón Ramírez;Bezana;Santa Cruz de Bezana;263691;;;sí;4;102;;exterior;sí;0
745;Lovia Homes S.L.;piso;;Calle Respuela;Bezana;Santa Cruz de Bezana;123500;;;no;2;66;;interior;sí;0
746;Lovia Homes S.L.;piso;;Calle Respuela;Bezana;Santa Cruz de Bezana;122000;;;no;1;63;;interior;no;0
747;particular;piso;;Marina Sport 5;Soto de la Marina;Santa Cruz de Bezana;260000;;;no;2;76;bajo;sí;sí;0
748;particular;piso;;Barrio San José Urb Villa Laura 19;Boo;Piélagos;259000;;;sí;2;69;bajo;sí;no;
749;particular;casa;chalet pareado;Avenida José María de Pereda 12;Bezana;Santa Cruz de Bezana;530000;;;sí;6;276;;;;0
750;Lovia Homes S.L.;piso;;Calle Respuela;Bezana;Santa Cruz de Bezana;122000;;;no;1;63;;;no;0
751;particular;piso;dúplex;Bo Pozo (el) 1;Boo;Piélagos;360000;;;sí;3;182;1;sí;no;0
752;Grupo Inmobiliario Tribeca;casa;casa o chalet independiente;Calle de la Arnia;Soto de la Marina;Santa Cruz de Bezana;280000;;;no;3;199;;;;0
753;particular;casa;chalet pareado;Urbanización la Roca;Sancibrián;Santa Cruz de Bezana;525000;;;sí;4;432;;;;0
754;particular;casa;casa o chalet independiente;Calle de Navajeda;Sancibrián;Santa Cruz de Bezana;1500000;;;sí;6;1562;;;;0
755;particular;piso;;Barrio la Cruz;Liencres;Piélagos;235000;;;no;4;125;bajo;sí;no;0
756;particular;piso;;Barrio San José 2;Boo;Piélagos;250000;;;sí;2;80;bajo;sí;no;0
757;particular;casa;chalet adosado;Barrio la Piñera 16;Boo;Piélagos;295000;;;sí;4;180;;;;0
758;Altamira;casa;chalet; Sancibrián;;Santa Cruz de Bezana;428500;;;no;1;505;;;;0
759;particular;piso;dúplex;Barrio la Iglesia s/n;Liencres;Piélagos;340000;;;sí;3;118;2;sí;sí;0
760;particular;casa;casa o chalet independiente;Bezana 1;Bezana;Santa Cruz de Bezana;850000;;;sí;8;1050;;;;0
761;particular;casa;casa o chalet independiente;Calle de Borrancho;Soto de la Marina;Santa Cruz de Bezana;495000;;;sí;5;150;;;;0
762;particular;piso;;respuela 4;Bezana;Santa Cruz de Bezana;200000;;;sí;3;90;3;sí;sí;0
763;Soldit Homes;casa;;Calle Monasterio 9;;Molledo;275000;;;;3;;;;;1
764;Iberdrola Inmobiliaria;casa;;Calle Mies de Domañas 98;Maoño;Santa Cruz de Bezana;463000;;;;4;;;;;1
765;PROMOCIONES CASADO;piso;;Calle Gertrudis Gómez Avellaned 1;Peñacastillo - Nuevamontaña;Santander;210000;;;sí;;;;;sí;1
766;ARLARE;casa;;Avenida Derechos humanos 3;Zona Playa;Laredo;455000;;;;4;;;;;1
767;Soldit Homes;piso;;Calle San Felipe Neri 49;;Val de San Vicente;215000;;;;;;;;;1
768;CBRE Residencial Noja;piso;;Calle La Fuente 2;Tregadín;Noja;195000;;;;;;;;;1
769;PROMOCIONES CASADO;garaje/local;;Hermanos Calderón 20;Peñacastillo - Nuevamontaña;Santander;18000;;;;; ;;;;1
770;Robera 2000;piso;;Calle Bellavista 5;Cueto;Santander;445000;;;sí;2;;;;;1
771;Robera 2000;casa;;Calle Udial 1;Cueto;Santander;640000;;;;;;;;;1
772;Oyambre Servicios Inmobiliarios;piso;;Calle Padre Ángel 10;;San Vicente de la Barquera;187000;;;;;;;;;1
773;PROMOCIONES CASADO;piso;;Calle Gertrudis Gómez 5;Peñacastillo - Nuevamontaña;Santander;208000;;;sí;;;;;sí;1
774;PROMOCIONES CASADO;casa;;Bº Argomilla 5;;Santa María de Cayón;195000;;;;1;;;;;1
775;mvre;casa;;Calle Victoriano Fernández 16;Alisal - Cazoña - San Román;Santander;425000;;;sí;3;;;;;1
776;TERRENALIA;casa;;Avenida Monseñor del Val 13;;Suances;545000;;;;4;;;;;1
777;PROMOCIONES CASADO;piso;;Barrio la Rasa 4;;Suances;296000;;;;;;;;;1
778;NAOS HOME;casa;;Carretera CA-135 6;;Comillas;295000;;;;;;;;;1
779;Iberdrola Inmobiliaria;casa;;Calle Mies de Domañas 132;Maoño;Santa Cruz de Bezana;375000;;;;4;;;;;1
780;ROBERA;piso;;Calle Libertad 3;Monte;Santander;420000;;;;;;;;;1
781;Robera 2000;piso;;Calle Jorge Sepúlveda 16;Monte;Santander;425000;;;sí;;;;;;1
782;JAMSA;piso;;Calle Aviche 25;Monte;Santander;530018;;;sí;;;;;;1
783;Iberdrola Inmobiliaria;casa;;Alto de Pedroa s/n;Rumoroso - Polanco;Polanco;385000;;;;;;;;;1
784;Grupo Jamsa;piso;;Calle Cam. del Bao 2;;Loredo (Ribamontán al Mar);480000;;;;2;;;;;1
785;Iberdrola Inmobiliaria;casa;;Avenida Marqués de Valdecilla s/n;Soto de la Marina;Santa Cruz de Bezana;599000;;;;4;;;;;1
786;TECNIOBRAS VINTAGE S.L.;piso;;Vía Barrio El Pozo de la Torre 1;;Mortera (Piélagos);280000;;;;;;;;sí;1
787;Trece Home;piso;;Calle Manzanedo 35;;Santoña;160000;;;;;;;;;1
788;Trece Home;piso;;Calle Joaquín Fernández San Emeterio 14;;Argoños;182000;;;;2;;;;;1
789;YACOBIAN;piso;;Bo. Quintana 268;;Val de San Vicente;288500;;;;2;;;;;1
790;SOLANA DE MOMPÍA S.L.;casa;;Barrio El Monte s/n;;Boo (Piélagos);398500;;;;4;;;;;1
791;Grupo Inmobiliario Tribeca;casa;;Calle Ojáiz s/n;Peñacastillo - Nuevamontaña;Santander;485000;;;;4;;;;;1
792;Domus RS;piso;;Calle Manel Vélez 14;Peñacastillo - Nuevamontaña;Santander;183000;;;sí;;;;;;1
793;TECNIOBRAS VINTAGE S.L.;piso;;Vía Barrio el Canal 14;;Oruña (Piélagos);199900;;;;2;;;;;1
794;wejaus;piso;;Avenida de Cantabria 60;;Los Corrales de Buelna;169000;;;;;;;;;1
795;Inmobiliaria Zubia & Marisol Ceballos;piso;;General 181;;Bárcena de Cicero;135000;;;;2;;;;;1
796;Ficontas;casa;;Calle Mijares 21;;Cartes;158000;;;;3;;;;;1
797;Domus RS;piso;;Manuel Vélez 10;Peñacastillo - Nuevamontaña;Santander;261000;;;sí;;;;;;1
798;ATRIO Servicios Inmobiliarios;piso;;Avenida José María de Pereda 6;Sancibrián;Santa Cruz de Bezana;250000;;;sí;;;;;sí;1
799;Domus RS;piso;;José Ortega y Gasset 39;Peñacastillo - Nuevamontaña;Santander;195000;;;sí;;;;;;1
800;TECNIOBRAS VINTAGE S.L.;casa;;Calle La Central 21;;Cacicedo (Camargo);245000;;;;2;;;;;1
801;LOCALIA INMOBILIARIA;piso;;Barrio El Pozo de la Torre 1a;;Mortera (Piélagos);198000;;;;;;;;sí;1
802;wejaus;casa;;Calle El Millajo 46;;Miengo;369000;;;;3;;;;;1
803;landCo;piso;;Avenida José María de Pereda 8;Sancibrián;Santa Cruz de Bezana;325000;;;sí;2;;;;sí;1
804;Inmobiliaria las Dunas;piso;;Barrio El Pozo de la Torre 1;;Mortera (Piélagos);280000;;;;3;;;;sí;1
805;Mónica Soto Servicios Inmobiliarios;piso;;Barrio Casar 253;Casar de Periedo (Cabezón de la Sal);Cabezón de la Sal;185000;;;;;;;;;1
806;Negocio Inmobiliario de ACCIONA;piso;;Avenida Joaquín Ortiz de Zárate 99;;Comillas;494320;;;;;;;;;1
807;Grupo Inmobiliario Tribeca;casa;;Calle de Victoriano Fernández 16;Alisal - Cazoña - San Román;Santander;425000;;;sí;3;;;;;1
808;Soldit Homes;casa;;Calle Aldea 24;;Suances;515000;;;;4;;;;;1
809;Amenábar;piso;;Calle Carmen Bravo Villasante / Calle Santiago García Cuadrado 3;Peñacastillo - Nuevamontaña;Santander;259000;;;sí;;;;;;1
