variable,coef,std_error,t_value,p_value
const,6.95944,0.014872,467.953655,0.0
superficie_construida_m2,0.141759,0.026068,5.438119,0.0
numero_dormitorios,0.055614,0.02249,2.472799,0.013889
numero_banos,0.026618,0.021335,1.247617,0.21302
dummy_tipologia_unifamiliar,-0.021286,0.016923,-1.257851,0.209299
latitud,0.057649,0.018112,3.182894,0.001591
longitud,0.017447,0.01968,0.88652,0.375957
precio_m2_municipio,0.173721,0.017101,10.158659,0.0
