circulo,categoria,nombre,latitude,longitude
CastroUrdiales,colegio,CIFP Repélega LHII,43.31247995,-3.019716390492652
CastroUrdiales,colegio,IES Antonio Zunzunegi BHI,43.3200365,-3.029378149476737
CastroUrdiales,colegio,IES Ballonti BHI,43.315951749999996,-3.0260282163139998
CastroUrdiales,colegio,Colegio de Educación Infantil y Primaria El Casal Haur eta Lehen Hezkuntzako Ikastetxea,43.3213393,-3.0746829115660814
CastroUrdiales,colegio,CEIP Ruperto Medina HLHI,43.32071515,-3.0291887688776766
CastroUrdiales,colegio,CEIP Las Viñas HLHI,43.3297719,-3.0369806480353496
CastroUrdiales,colegio,Colegio de Educación Infantil y Primaria Itsasoko Ama Haur eta Lehen Hezkuntzako Ikastetxea,43.331580349999996,-3.037183807829772
CastroUrdiales,colegio,Colegio Franciscanas de Montpellier ikastetxea,43.3045736,-3.0387434125446564
CastroUrdiales,colegio,Prestakuntza zentroa,43.3097532,-3.051481899608275
CastroUrdiales,colegio,Colegio de Educación Infantil y Primaria La Arboleda Haur eta Lehen Hezkuntzako Ikastetxea,43.28361635,-3.055841734556286
CastroUrdiales,colegio,Colegio Público San Gabriel,43.30320295,-3.027640424795525
CastroUrdiales,colegio,Berritzegune Ortuella PAT-COP,43.31029125,-3.0395253068272297
CastroUrdiales,colegio,Patronato Santa Eulalia,43.32438265,-3.034628206935171
CastroUrdiales,colegio,Colegio Karmengo Ama ikastetxea,43.319794599999994,-3.0175453747428156
CastroUrdiales,colegio,Centro de Educación Infantil y Primaria Riomar,43.371798749999996,-3.209571383925014
CastroUrdiales,colegio,nan,43.31720055,-3.019847069753202
CastroUrdiales,colegio,Colegio Concertado Menéndez Pelayo,43.362081849999996,-3.211992439370688
CastroUrdiales,colegio,Colegio Público La Escontrilla,43.3044505,-3.035257180239646
CastroUrdiales,colegio,Instituto de Educación Secundaria Burdinibarra Bigarren Hezkuntzako Institutua,43.30422,-3.0299473658608322
CastroUrdiales,colegio,Colegio de Educación Infantil y Primaria Otxartaga Haur eta Lehen Hezkuntzako Ikastetxea,43.310668199999995,-3.053082957920791
CastroUrdiales,colegio,Emilia Zuza Brun I.P.,43.324850299999994,-3.040796517670849
CastroUrdiales,colegio,LaMennais Santa María Ikastetxea,43.32303685,-3.02236492023923
CastroUrdiales,colegio,Colegio San Juan ikastetxea,43.320385349999995,-3.1229760582354666
CastroUrdiales,colegio,IES Kantauri BHI,43.32594645,-3.033482602296802
CastroUrdiales,colegio,Instituto de Enseñanza Secundaria Axular Bigarren Hezkuntzako Institutua,43.3206605,-3.0348837149470125
CastroUrdiales,colegio,Aixerrota BHI,43.366460700000005,-3.0214275065668614
CastroUrdiales,colegio,Andra Mari ikastetxea,43.3659506,-3.020360811503161
CastroUrdiales,colegio,Colegio San Francisco Javier,43.323307400000004,-3.035543575112401
CastroUrdiales,colegio,Instituto de Educación Secundaria Muskiz Bigarren Hezkuntzako Institutua,43.320899100000005,-3.1142642027316167
CastroUrdiales,colegio,Muskizko Ikastola,43.32055445,-3.126121152495589
CastroUrdiales,colegio,nan,43.314347299999994,-3.0753033674876784
CastroUrdiales,colegio,nan,43.314316,-3.0772975749565004
CastroUrdiales,colegio,Dolores Ibarruri institutua,43.317168550000005,-3.0752638839479864
CastroUrdiales,colegio,Askartza-Isusi Ikastetxea,43.316880850000004,-3.0959203346197244
CastroUrdiales,colegio,Abantoko haurreskola,43.3146781,-3.0746952894219675
CastroUrdiales,colegio,Instituto de Educación Secundaria Ocho de Marzo,43.36960445,-3.201866956762094
CastroUrdiales,colegio,Instituto de Educación Secundaria Marcelino Ugalde Bigarren Hezkuntzako Institutua,43.30741195,-3.0496199917363667
CastroUrdiales,colegio,nan,43.324052050000006,-3.1276439930330415
CastroUrdiales,colegio,CEIP Maestro Zubeldia HLHI,43.3177809,-3.019246143248903
CastroUrdiales,colegio,Colegio de Educación Infantil y Primaria Ángel Larena Haur eta Lehen Hezkuntzako Ikastetxea,43.241270799999995,-3.214714640034364
CastroUrdiales,colegio,nan,43.3260482,-3.0402949157604833
CastroUrdiales,colegio,Colegio San Viator,43.277442300000004,-3.1537716585111935
CastroUrdiales,colegio,Colegio San Felix Ikastetxea,43.310870800000004,-3.057107883749996
CastroUrdiales,colegio,Getxo Bela Eskola,43.340609650000005,-3.02129050162202
CastroUrdiales,colegio,Colegio de Educación Infantil y Primaria Gabriel Celaya Haur eta Lehen Hezkuntzako Ikastetxea,43.3238336,-3.023619842666138
CastroUrdiales,colegio,Bihotz Gaztea Ikastola,43.324778249999994,-3.028558503874396
CastroUrdiales,colegio,Aixerrota BHI,43.366559300000006,-3.0211406292828826
CastroUrdiales,colegio,CIP Portugalete,43.321534099999994,-3.0187247131774244
