fuente,tipo_inmueble,subtipo,direccion_texto,barrio_zona,municipio,precio_eur,garaje_incluido,habitaciones,superficie_m2,planta,exterior,ascensor,finca
Gestion inmobiliaria Victoria,casa,casa de pueblo,Mioño-Santullán,Mioño-Santullán,Castro-Urdiales,280000.0,0.0,4.0,180.0,0.0,,,0
Estudio Barakaldo,casa,casa independiente,Oriñón-Allendagua,Islares,Castro-Urdiales,619900.0,0.0,6.0,320.0,0.0,,,0
ACERO Inmobiliaria,piso,apartamento,Urbanización Ría del Pas,Boo,Piélagos,190000.0,0.0,2.0,70.0,1.0,1.0,1.0,0
RUBIO INMOBILIARIA,casa,casa independiente,Barrio Las Carcobas,El Callejo - La Pesquera - La Arenosa,Laredo,460000.0,1.0,3.0,295.0,0.0,,,0
Inmobiliarias San Fernando,piso,apartamento,Calle San Celedonio,General Dávila,Santander,279000.0,0.0,3.0,78.0,3.0,1.0,1.0,0
ACERO Inmobiliaria,piso,apartamento,Avenida de Valdecilla,Cuatro Caminos,Santander,490000.0,1.0,5.0,141.0,7.0,1.0,1.0,0
THE SIBARIST Property & Homes Cantabria,casa,casa independiente,Liencres,Liencres,Piélagos,1700000.0,1.0,4.0,220.0,0.0,,,0
ACERO Inmobiliaria,piso,apartamento,Calle María Cristina,General Dávila,Santander,170000.0,0.0,1.0,51.0,,1.0,0.0,0
RK IDEPISOS,casa,casa,Peñacastillo - Nuevamontaña,Peñacastillo - Nuevamontaña,Santander,198000.0,0.0,4.0,440.0,0.0,,,0
ACERO Inmobiliaria,piso,apartamento,Calle Santa Lucía,Puerto Chico,Santander,165000.0,0.0,3.0,52.0,4.0,1.0,0.0,0
MENA INMOBILIARIA,casa,casa,Parbayón,Parbayón,Piélagos,215000.0,1.0,3.0,146.0,0.0,,,0
Inmobiliarias San Fernando,piso,apartamento,Calle Eusebio Santamaría,Peñacastillo - Nuevamontaña,Santander,250000.0,1.0,2.0,68.0,5.0,1.0,1.0,0
Inmobiliaria Barrio,dúplex,,Castilla - Hermida,Castilla - Hermida,Santander,372000.0,0.0,3.0,108.0,5.0,1.0,1.0,0
desconocido,casa,casa independiente,Calle la Llanilla,Alisal - Cazoña - San Román,Santander,890000.0,1.0,4.0,267.0,0.0,,,0
Distrito inmobiliario,piso,apartamento,Calle Leopoldo Pardo,Castilla - Hermida,Santander,250000.0,0.0,2.0,78.0,3.0,1.0,1.0,0
Exclusivas inmobiliarias mikeli,casa,casa adosada,Calle Vicente Trueba 3,Alisal - Cazoña - San Román,Santander,475000.0,1.0,4.0,228.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa adosada,Avenida de Cantabria,La Pereda,Santander,580000.0,1.0,5.0,159.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Barrio Huyo,Somo,Ribamontán al Mar,1620000.0,1.0,7.0,553.0,0.0,,,0
Trece Home,casa,casa independiente,Avenida del Faro,Ajo,,470000.0,1.0,4.0,269.0,0.0,,,0
altamira21.com,casa,casa independiente,Barrio las Cerreas,Liencres,Piélagos,950000.0,1.0,5.0,351.0,0.0,,,0
altamira21.com,piso,apartamento,Calle los Indianos,Numancia - San Fernando,Santander,285000.0,0.0,3.0,69.0,3.0,1.0,0.0,0
altamira21.com,casa,chalét,Barrio la Sierra 38,Hazas de Cesto,Praves,490000.0,0.0,8.0,248.0,0.0,,,0
Inmobiliaria E-Castro,casa,casa independiente,Barrio Cereceda 11,Rasines,Rasines,295000.0,0.0,3.0,228.0,0.0,,,0
Inmobiliaria E-Castro,casa,casa independiente,Calle Monte,Santoña,Santoña,1200000.0,1.0,4.0,348.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,chalét,Calle Castío,Santillana del Mar,Santillana del Mar,1090000.0,1.0,7.0,492.0,0.0,,,0
Inmobiliaria JC de Laredo,casa,casa independiente,Calle San Pedro,Limpias,Seña (Limpias),349000.0,1.0,3.0,158.0,0.0,,,0
RE/MAX Vértice,piso,apartamento,Calle Castilla,Castilla - Hermida,Santander,220000.0,0.0,3.0,121.0,8.0,1.0,1.0,0
Inmobiliaria JC de Laredo,casa,casa independiente,Centro,Centro,Laredo,369000.0,0.0,5.0,205.0,0.0,,,0
Inmobiliaria JC de Laredo,casa,casa adosada,Barcena de Cicero,Barcena de Cicero,,358000.0,1.0,4.0,231.0,0.0,,,0
donpiso Santander,piso,apartamento,Calle Marqués de la Hermida,Castilla - Hermida,Santander,240000.0,0.0,4.0,107.0,1.0,1.0,1.0,0
Inmobiliaria JC de Laredo,casa,casa independiente,Barcena de Cicero,Barcena de Cicero,,890000.0,1.0,5.0,500.0,0.0,,,0
Inmobiliaria Mi Villa,casa,casa independiente,Limpias,Limpias,,369000.0,1.0,5.0,204.0,0.0,,,0
Inmobiliaria Mi Villa,piso,apartamento,Ampuero,Ampuero,,169000.0,1.0,3.0,113.0,2.0,1.0,0.0,0
Trece Home,piso,dúplex,Calle Salceda,Pedroso,Noja,225000.0,1.0,2.0,85.0,2.0,1.0,0.0,0
Inmobiliaria Mi Villa,casa,casa independiente,Limpias,Limpias,,445000.0,1.0,3.0,212.0,0.0,,,0
Trece Home,casa,chalét,Calle el Casar,Tregadín,Noja,1290000.0,1.0,4.0,740.0,0.0,,,0
RE/MAX Vértice,casa,casa independiente,Barrio el Albulde,Meruelo,Meruelo,680000.0,1.0,4.0,281.0,0.0,,,0
Inmobiliaria JC de Laredo,piso,apartamento,Colindres,Colindres,,159000.0,0.0,2.0,73.0,2.0,1.0,1.0,0
altamira21.com,piso,apartamento,Calle los Foramontanos,Alisal - Cazoña - San Román,Santander,195000.0,0.0,3.0,93.0,2.0,1.0,1.0,0
RE/MAX Vértice,casa,casa independiente,Escobedo,Escobedo,Camargo,680000.0,1.0,5.0,401.0,0.0,,,0
Engel & Völkers Santander,casa,casa adosada,Calle Francisco de Cáceres,Valdenoja,Santander,1050000.0,1.0,4.0,379.0,0.0,,,0
Engel & Völkers Santander,casa,casa independiente,Abra del Pas,Mogro,,950000.0,1.0,8.0,286.0,0.0,,,0
Trece Home,piso,apartamento,Avenida Benedicto Ruiz,Ajo,,325000.0,0.0,3.0,101.0,2.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Calle de la Arnia,Soto de la Marina,Santa Cruz de Bezana,1290000.0,1.0,5.0,439.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Guriezo,Guriezo,,630000.0,0.0,4.0,255.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Calle los Calderones,Soto de la Marina,Santa Cruz de Bezana,1080000.0,1.0,4.0,449.0,0.0,,,0
RE/MAX Vértice,piso,apartamento,Calle Vargas,Numancia - San Fernando,Santander,180000.0,0.0,2.0,92.0,4.0,1.0,0.0,0
Inmobiliaria Mi Villa,piso,estudio,Calle Marqués de Comillas,Centro,Laredo,138000.0,0.0,0.0,40.0,2.0,1.0,1.0,0
Inmobiliaria Mi Villa,piso,apartamento,Calle el cormecio,Ampuero,Ampuero,160000.0,1.0,4.0,100.0,1.0,1.0,0.0,0
Inmobiliaria JC de Laredo,casa,casa independiente,Voto,Voto,,195000.0,0.0,5.0,200.0,0.0,,,0
RE/MAX Vértice,piso,apartamento,Avenida España,El Parque - Zapatón,Torrelavega,250000.0,0.0,5.0,163.0,1.0,1.0,1.0,0
Inmobiliaria Mi Villa,piso,ático,Calle El Cabrahido,Limpias,Limpias,190000.0,1.0,2.0,67.0,3.0,0.0,1.0,0
Inmobiliaria JC de Laredo,piso,apartamento,Santoña,Santoña,,299000.0,0.0,9.0,145.0,1.0,1.0,1.0,0
Inmobiliaria Mi Villa,piso,apartamento,Calle Espina,Limpias,Limpias,165000.0,1.0,2.0,65.0,0.0,1.0,1.0,0
Inmobiliaria Mi Villa,piso,apartamento,Barrio la Quintana,Ramales de la Victoria,Gibaja,115000.0,0.0,3.0,93.0,2.0,1.0,0.0,0
Fincas Mafer,piso,apartamento,Travesía de el Cantón 22,Limpias,Limpias,155000.0,1.0,3.0,97.0,2.0,0.0,1.0,0
Fincas Mafer,casa,casa independiente,Barrio Secadura-la Fragua 69 a,Voto,Secadura,253000.0,0.0,5.0,315.0,0.0,,,0
Trece Home,casa,chalét,Barrio Villanueva 39,Meruelo,Meruelo,595000.0,1.0,4.0,236.0,0.0,,,0
Engel & Völkers Santander,casa,casa independiente,La concha 6,Suances,Suances,1150000.0,1.0,6.0,591.0,0.0,,,0
Inmobiliaria Eurocasa,piso,apartamento,Barrio las Cuartas,Renedo,Piélagos,175000.0,1.0,2.0,76.0,3.0,1.0,1.0,0
RE/MAX Vértice,piso,apartamento,Hoznayo,Hoznayo,,179500.0,1.0,2.0,71.0,2.0,1.0,0.0,0
Inmobiliaria JC de Laredo,casa,casa de piedra,Calle Menéndez Pelayo,Ramales de la Victoria,Ramales de la Victoria,268000.0,0.0,6.0,201.0,0.0,,,0
Bahía Home,piso,apartamento,Paseo de Altamira 12,General Dávila,Santander,849000.0,1.0,5.0,209.0,1.0,1.0,1.0,0
Exclusivas inmobiliarias mikeli,piso,apartamento,Barrio Rodil,Mortera,Piélagos,180000.0,0.0,1.0,49.0,0.0,1.0,0.0,0
RE/MAX Vértice,piso,apartamento,Barrio Entrambasaguas,Entrambasaguas,Entrambasaguas,238000.0,1.0,3.0,93.0,2.0,1.0,1.0,0
Fincas Mafer,casa,casa independiente,La Bárcena 8,Ampuero,Ampuero,479000.0,1.0,5.0,324.0,0.0,,,0
Fincas Mafer,piso,apartamento,Calle Doctor Senderos 5,Centro,Laredo,360000.0,0.0,3.0,106.0,2.0,1.0,1.0,0
Trece Home,piso,apartamento,Avenida Benedicto Ruiz,Ajo,,210000.0,0.0,3.0,100.0,,1.0,,0
RE/MAX Vértice,casa,casa independiente,Barrio la Iglesia,Polanco,Polanco,850000.0,1.0,12.0,580.0,0.0,,,0
Bahía Home,casa,casa independiente,Calle Veridiano Rojo Herrera 7,Cueto,Santander,1199000.0,1.0,4.0,416.0,0.0,,,0
INMOGAR BILBAO,casa,casa independiente,Barrio Ontón,Ontón,Castro-Urdiales,349000.0,1.0,3.0,220.0,0.0,,,0
Inmobiliaria Eurocasa,piso,apartamento,Calle Francisco Cubría,Numancia - San Fernando,Santander,370000.0,0.0,4.0,104.0,1.0,1.0,1.0,0
Bahía Home,casa,casa independiente,Calle Higarino 443,Miengo,Miengo,500000.0,1.0,3.0,114.0,0.0,,,0
Bahía Home,piso,ático,Avenida Santander 16,Tregadín,Noja,259000.0,1.0,2.0,94.0,4.0,1.0,1.0,0
Inmobiliaria Eurocasa,casa,casa,Calle el Mazo de Abajo,Alisal - Cazoña - San Román,Santander,375000.0,0.0,7.0,363.0,0.0,,,0
donpiso Santander,piso,apartamento,Calle Galicia,General Dávila,Santander,169900.0,0.0,3.0,66.0,0.0,1.0,0.0,0
ELITE,casa,masía,Calle del Progreso 2,Ampuero,Ampuero,1390000.0,1.0,8.0,874.0,0.0,,,0
Engel & Völkers Santander,casa,casa independiente,Calle Torrelavega,Suances,Suances,875000.0,0.0,4.0,250.0,0.0,,,0
Look and find gijon,casa,chalét,Barrio Requejada,Polanco,Polanco,395000.0,1.0,4.0,300.0,0.0,,,0
Engel & Völkers Santander,casa,villa,Barrio la Cotera,Medio Cudeyo,Medio Cudeyo,689900.0,1.0,5.0,412.0,0.0,,,0
donpiso Santander,casa,casa independiente,Calle Lluja,Peñacastillo - Nuevamontaña,Santander,891140.0,,3.0,300.0,0.0,,,0
Look & Find Ríos Rosas,piso,apartamento,Calle Calvo Sotelo,Centro - Ayuntamiento,Santander,640000.0,0.0,4.0,195.0,2.0,1.0,1.0,0
Inmobiliaria uranga,casa,casa independiente,Puente Barrio el,Guriezo,Guriezo,250000.0,1.0,6.0,483.0,0.0,,,0
MiPiso.com,casa,casa independiente,El Callejo - La Pesquera - La Arenosa,Laredo,Laredo,299000.0,0.0,4.0,260.0,0.0,,,0
Tempo Family Real Estate,casa,casa independiente,Avenida La Constitución,Hinojedo,Suances,599000.0,0.0,5.0,264.0,0.0,,,0
INMOBILIARIA VHL,casa,casa independiente,Barrio Brazomar,Cotolino,Castro-Urdiales,449000.0,1.0,4.0,231.0,0.0,,,0
ELITE,casa,casa independiente,Calle El Millajo,Miengo,Miengo,890000.0,1.0,6.0,360.0,0.0,,,0
López Alonso Inmobiliaria,piso,apartamento,Avenida de Pontejos,El Sardinero,Santander,950000.0,1.0,3.0,158.0,8.0,1.0,1.0,0
Inmobiliaria uranga,casa,casa adosada,Barrio Rioseco,Guriezo,Guriezo,263000.0,0.0,4.0,116.0,0.0,,,0
Inmonorte,piso,apartamento,Avenida de España,Centro,Laredo,495000.0,0.0,7.0,260.0,2.0,1.0,0.0,0
RE/MAX Vértice,casa,casa montañesa,Liérganes,Liérganes,Liérganes,750000.0,1.0,10.0,392.0,0.0,,,0
Inmosantander,casa,casa adosada,Urbanización Virgen del Mar,Soto de la Marina,Santa Cruz de Bezana,545000.0,1.0,4.0,275.0,0.0,,,0
Look & Find Santander,casa,casa adosada,Calle Prosperidad,El Astillero,El Astillero,235000.0,1.0,2.0,90.0,0.0,,,0
ELITE,casa,casa independiente,Barrio Viveda,Viveda,Viveda,795000.0,1.0,4.0,369.0,0.0,,,0
Norinmobiliaria,casa,casa adosada,Barrio la Portilla,Liendo,Liendo,598000.0,0.0,7.0,405.0,0.0,,,0
INMOBILIARIA INVERCASS,casa,casa independiente,Barrio Islares,Oriñón-Allendagua,Castro-Urdiales,699000.0,1.0,6.0,304.0,0.0,,,0
Fuennova,piso,apartamento,Calle Río Saja 24,San Vicente de la Barquera,San Vicente de la Barquera,259000.0,1.0,2.0,66.0,3.0,1.0,1.0,0
desconocido,dúplex,,Calle Teresa de Calcuta 14,Cotolino,Castro-Urdiales,330000.0,1.0,3.0,106.0,5.0,1.0,1.0,0
Inmobiliaria Suances,piso,apartamento,Calle Torrelavega 6,Suances,Suances,349000.0,0.0,3.0,111.0,2.0,1.0,0.0,0
Inmobiliaria PAS-NuevoPiso,piso,apartamento,Calle Arrabal,Centro - Ayuntamiento,Santander,295000.0,0.0,4.0,88.0,3.0,1.0,0.0,0
Inmobiliaria Mi Villa,piso,apartamento,Barrio la Estación,Ampuero,Ampuero,172000.0,1.0,3.0,85.0,2.0,1.0,1.0,0
Inmobiliaria Vacaciones,casa,casa independiente,Calle Muelle del Rey,Somo,Ribamontan al Mar,1289000.0,1.0,5.0,375.0,0.0,,,0
Inmobiliaria Suances,casa,casa independiente,Calle las Peñias 6,Suances,Suances,990000.0,1.0,6.0,375.0,0.0,,,0
Mirapiso,piso,ático,Avenida San Miguel 25,Meruelo,Meruelo,164000.0,1.0,2.0,88.0,2.0,1.0,1.0,0
EC Inmobiliaria,piso,apartamento,Calle San Juan Bautista de la Salle,General Dávila,Santander,330000.0,1.0,2.0,76.0,3.0,1.0,1.0,0
Norhaus Real Estate,casa,casa adosada,Barrio Solegrario,Ribamontan al Monte,Ribamontan al Monte,148000.0,0.0,3.0,217.0,0.0,,,0
Inmonojasol s.l,casa,chalét,Calle La Ojerada,Ajo,Ajo,399000.0,1.0,4.0,200.0,0.0,,,0
Ática Inmobiliaria,piso,apartamento,Calle Simancas,General Dávila,Santander,340000.0,1.0,2.0,117.0,3.0,1.0,1.0,0
Ática Inmobiliaria,casa,casa adosada,Barrio la Puntania,Mortera,Piélagos,499000.0,1.0,5.0,248.0,0.0,,,0
Norhaus Real Estate,casa,casa de pueblo,Jan Curtius 17,Liérganes,Liérganes,625000.0,0.0,5.0,407.0,0.0,,,0
Inmobiliaria Barrio,casa,chalét,Carretera Avios 30,Suances,Suances,950000.0,1.0,4.0,319.0,0.0,,,0
Inmosantander,casa,casa independiente,Av Fernando Saiz,Soto de la Marina,Santa Cruz de Bezana,590000.0,1.0,5.0,148.0,0.0,,,0
Norhaus Real Estate,casa,casa de pueblo,Carretera Trasculina 6,Riotuerto,Riotuerto,120000.0,0.0,3.0,269.0,0.0,,,0
Inmobiliaria Barrio,piso,ático,Calle Valladolid 3,Suances,Suances,500000.0,0.0,3.0,103.0,5.0,1.0,1.0,0
Mies de Rial,piso,apartamento,Calle Burgos,Numancia - San Fernando,Santander,219000.0,0.0,4.0,119.0,4.0,1.0,0.0,0
Engel & Völkers Santander,casa,casa independiente,Barrio Carrejo,Cabezón de la Sal,Cabezón de la Sal,670000.0,0.0,4.0,305.0,0.0,,,0
Inmobiliaria uranga,casa,casa independiente,Urbanización Peñaflor,Limpias,Limpias,415000.0,0.0,5.0,230.0,0.0,,,0
Inmobiliaria PAS-NuevoPiso,piso,apartamento,Calle Gerardo Diego,Alisal - Cazoña - San Román,Santander,330000.0,1.0,3.0,87.0,5.0,1.0,1.0,0
desconocido,dúplex,,Calle Ortiz Otáñez 32,Santoña,Santoña,310000.0,0.0,3.0,166.0,3.0,1.0,1.0,0
Espazio Inmobiliario,casa,casa independiente,Carretera Ongayo,Suances,Suances,980000.0,1.0,4.0,274.0,0.0,,,0
Inmobiliaria PAS-NuevoPiso,casa,casa independiente,CA-303,Mortera,Piélagos,470000.0,1.0,4.0,360.0,0.0,,,0
Norinmobiliaria,piso,apartamento,Av Cantabria,Escalante,Escalante,199000.0,0.0,3.0,99.0,1.0,1.0,0.0,0
Inmobiliaria PAS-NuevoPiso,piso,apartamento,Calle Carlos III,Castilla - Hermida,Santander,328000.0,0.0,4.0,108.0,4.0,1.0,1.0,0
Grupo Imperio Building,dúplex,,Barrio la Somadilla,Voto,Voto,148000.0,1.0,3.0,100.0,1.0,,,0
Engel & Völkers Santander,casa,casa independiente,Barrio la Esprilla,Igollo,Camargo,250000.0,0.0,2.0,54.0,0.0,,,0
Look & Find Santander,piso,apartamento,Calle Alday,Maliaño,Camargo,250000.0,1.0,2.0,86.0,0.0,1.0,1.0,0
Distrito Inmobiliario,piso,apartamento,Calle Justicia,Cuatro Caminos,Santander,250000.0,0.0,2.0,67.0,3.0,1.0,0.0,0
Inmobiliaria Eurocasa,casa,casa independiente,Liencres,Piélagos,Piélagos,600000.0,1.0,3.0,104.0,0.0,,,0
Gestión Inmobiliaria Crisser,piso,apartamento,Av Benedicto Ruiz,Ajo,Ajo,130000.0,0.0,1.0,47.0,1.0,1.0,1.0,0
Inmobiliaria las Dunas,casa,casa independiente,La Tejera,Boo,Piélagos,670000.0,1.0,5.0,400.0,0.0,,,0
Inmobiliarias San Fernando,casa,casa independiente,Barrio Mies del Valle,Oruña,Piélagos,567000.0,1.0,5.0,262.0,0.0,,,0
desconocido,casa,casa independiente,Barrio San Mames Iglesia,Meruelo,Meruelo,420000.0,1.0,3.0,150.0,0.0,,,0
BilboLar Servicios Inmobiliarios,piso,apartamento,Calle República Argentina,Centro,Castro-Urdiales,400000.0,0.0,5.0,150.0,5.0,1.0,1.0,0
Inmobiliarias San Fernando,casa,casa independiente,N-611,Cartes,Cartes,329000.0,1.0,4.0,247.0,0.0,,,0
Inmobiliaria uranga,casa,casa independiente,Puente Barrio el,Guriezo,Guriezo,288000.0,0.0,3.0,110.0,0.0,,,0
RUBIO INMOBILIARIA,casa,casa de pueblo,Calle la Mies 7,Ampuero,Ampuero,395000.0,1.0,4.0,284.0,0.0,,,0
desconocido,casa,casa independiente,Bo Liaño-Bofetán,Villaescusa,Villaescusa,395000.0,1.0,4.0,494.0,0.0,,,0
Inmobiliaria SOMOPLAYA / INMOLOREDO,casa,casa independiente,Ribamontan al Monte,,Ribamontan al Monte,450000.0,0.0,4.0,160.0,0.0,,,0
Nortepisos,casa,chalét,Barrio la Sierra 1,Ris,Noja,359900.0,1.0,3.0,100.0,0.0,,,0
gestiona inmobiliaria,piso,apartamento,Tregadín,Noja,Noja,285000.0,1.0,1.0,65.0,0.0,1.0,0.0,0
desconocido,piso,apartamento,Rasines,Rasines,Rasines,130000.0,0.0,3.0,87.0,1.0,1.0,0.0,0
Gestión Inmobiliaria Val de Cella,piso,apartamento,Calle Playa de Usil 465,Mogro,Mogro,210000.0,1.0,2.0,60.0,1.0,1.0,0.0,0
ELITE,casa,casona,Barcena de Cicero,Bárcena de Cicero,Bárcena de Cicero,1850000.0,1.0,7.0,997.0,0.0,,,0
Nortepisos,piso,apartamento,Avenida San Miguel 1,Meruelo,Meruelo,150000.0,1.0,2.0,67.0,3.0,,,0
Fuennova,casa,casa independiente,Barrio Abaño 3,San Vicente de la Barquera,San Vicente de la Barquera,585000.0,0.0,4.0,194.0,0.0,,,0
INMOBILIARIA INVERCASS,casa,casa adosada,Brazomar,Castro-Urdiales,Castro-Urdiales,515000.0,1.0,4.0,247.0,0.0,,,0
Inmonojasol s.l,casa,chalét,Barrio Castillo,Arnuero,Arnuero,430000.0,1.0,4.0,290.0,0.0,,,0
Ática Inmobiliaria,casa,casa de pueblo,Barrio Casuso,Bárcena de Cicero,Bárcena de Cicero,495000.0,0.0,8.0,361.0,0.0,,,0
Inmonojasol s.l,casa,casa adosada,Calle Alonso del Camino,Ajo,Ajo,375000.0,1.0,5.0,190.0,0.0,,,0
Inmonojasol s.l,casa,casa adosada,Barrio el Mesón,Beranga,Beranga,340000.0,1.0,5.0,200.0,0.0,,,0
MENA INMOBILIARIA,piso,apartamento,Bezana,Santa Cruz de Bezana,Santa Cruz de Bezana,299000.0,1.0,3.0,95.0,1.0,1.0,1.0,0
Inmonojasol s.l,casa,casa independiente,Carretera de Soano,Noja,Noja,1130000.0,1.0,5.0,650.0,0.0,,,0
Inmonojasol s.l,casa,casa adosada,Avenida Ris,Ris,Noja,359900.0,1.0,3.0,100.0,0.0,,,0
desconocido,casa,casa independiente,Barrio el Carmen 40,Revilla,Camargo,349000.0,1.0,4.0,324.0,0.0,,,0
Inmonojasol s.l,casa,casa adosada,Barrio Arnuero-Espinamonte,Arnuero,Arnuero,290000.0,1.0,3.0,160.0,0.0,,,0
Inmonojasol s.l,casa,casa independiente,Calle el Casar,Tregadín,Noja,1290000.0,1.0,4.0,715.0,0.0,,,0
Inmonojasol s.l,casa,chalét,Barrio la Iglesia de San Mamés,Meruelo,Meruelo,374000.0,1.0,3.0,180.0,0.0,,,0
desconocido,piso,dúplex,Calle Cardenal Cisneros,General Dávila,Santander,450000.0,0.0,3.0,198.0,0.0,1.0,0.0,0
desconocido,piso,apartamento,Calle San Luis,Numancia - San Fernando,Santander,220000.0,0.0,3.0,64.0,4.0,1.0,0.0,0
Grupo Imperio Building,piso,apartamento,Voto,Voto,Voto,159000.0,1.0,2.0,70.0,3.0,1.0,1.0,0
Engel & Völkers Santander,casa,masía,Lugar Padierniga,Voto,Voto,648000.0,1.0,5.0,319.0,0.0,,,0
Distrito Inmobiliario,casa,casa adosada,Barrio el Callejo,Liencres,Piélagos,354000.0,1.0,4.0,170.0,0.0,,,0
Lovia Homes S.L.,casa,casa independiente,Camargo,Camargo,Camargo,320000.0,0.0,4.0,607.0,0.0,,,0
Inmobiliaria Barrio,casa,casa independiente,Calle La Tabierna 47,Suances,Suances,950000.0,1.0,6.0,456.0,0.0,,,0
Gestión Inmobiliaria Val de Cella,piso,apartamento,Barrio la Sierra 61,Hoznayo,Hoznayo,210000.0,1.0,3.0,91.0,0.0,1.0,0.0,0
Inmobiliarias San Fernando,casa,casa adosada,Puente San Miguel,Puente San Miguel,Puente San Miguel,369000.0,1.0,3.0,214.0,0.0,,,0
INMOBILIARIA COSTA BELLA,casa,casa independiente,Barrio San Pantaleón,Arnuero,Arnuero,680000.0,1.0,5.0,580.0,0.0,,,0
Gestión Inmobiliaria Val de Cella,piso,apartamento,Calle Manuel González Hoyos 6,Valdenoja,Santander,630000.0,1.0,3.0,119.0,2.0,1.0,1.0,0
Fuennova,casa,casa independiente,Calle Río Saja,San Vicente de la Barquera,San Vicente de la Barquera,1800000.0,1.0,8.0,812.0,0.0,,,0
Inmobiliaria uranga,casa,casa independiente,Calle Carnerizas,Barcena de Cicero,Barcena de Cicero,220000.0,0.0,2.0,270.0,0.0,,,0
Gestión Inmobiliaria Crisser,casa,casa adosada,Ajo,Ajo,Ajo,450000.0,0.0,4.0,184.0,0.0,,,0
Gestión Inmobiliaria Crisser,piso,ático,Ajo,Ajo,Ajo,275000.0,0.0,3.0,110.0,3.0,1.0,1.0,0
Espazio Inmobiliario,casa,casa independiente,Polanco,Polanco,Polanco,495000.0,1.0,3.0,210.0,0.0,,,0
Espazio Inmobiliario,casa,casa independiente,Entrambasaguas,Entrambasaguas,Entrambasaguas,455000.0,1.0,4.0,206.0,0.0,,,0
cadacasa,piso,apartamento,El Astillero,El Astillero,El Astillero,236000.0,1.0,3.0,100.0,0.0,1.0,0.0,0
gestiona inmobiliaria,casa,casa independiente,Galizano,Ribamontan al Mar,Ribamontan al Mar,480000.0,1.0,3.0,124.0,0.0,,,0
Gestión Inmobiliaria Crisser,casa,casa adosada,Ajo,Ajo,Ajo,375000.0,1.0,5.0,189.0,0.0,,,0
Espazio Inmobiliario,casa,casa independiente,Arenas de Iguña,Arenas de Iguña,Arenas de Iguña,365000.0,1.0,4.0,535.0,0.0,,,0
Prada&Asociados,casa,casa adosada,Ribamontan al Monte,Ribamontan al Monte,Ribamontan al Monte,250000.0,1.0,8.0,430.0,0.0,,,0
gestiona inmobiliaria,casa,casa independiente,Marina de Cudeyo,Marina de Cudeyo,Marina de Cudeyo,830000.0,1.0,4.0,438.0,0.0,,,0
Espazio Inmobiliario,piso,apartamento,Torrelavega,Torrelavega,Torrelavega,279000.0,0.0,3.0,85.0,1.0,1.0,1.0,0
SONSOLES GRUPO INMOBILIARIO,piso,apartamento,Cuatro Caminos,Santander,Santander,190000.0,0.0,1.0,86.0,0.0,1.0,0.0,0
gestiona inmobiliaria,piso,apartamento,Ris,Noja,Noja,245000.0,1.0,2.0,61.0,0.0,1.0,1.0,0
Bankcasas.com,piso,apartamento,Centro - Ayuntamiento,Santander,Santander,168000.0,0.0,3.0,120.0,0.0,1.0,0.0,0
Prada&Asociados,casa,casa independiente,Laredo,Laredo,Laredo,460000.0,1.0,6.0,295.0,0.0,,,0
gestiona inmobiliaria,casa,casa independiente,Noja,Noja,Noja,395000.0,0.0,4.0,240.0,0.0,,,0
gestiona inmobiliaria,piso,apartamento,Tregadín,Noja,Noja,225000.0,1.0,2.0,62.0,0.0,1.0,0.0,0
gestiona inmobiliaria,piso,ático,Ris,Noja,Noja,200000.0,1.0,2.0,80.0,3.0,1.0,0.0,0
desconocido,piso,apartamento,Calle Juan Jose Ruano 18,Santoña,Santoña,160000.0,0.0,1.0,55.0,,1.0,1.0,0
Inmobiliaria Suances,piso,ático,Calle Serapio Beade 9,Suances,Suances,175000.0,1.0,2.0,63.0,3.0,1.0,1.0,0
Inmobiliaria SOMOPLAYA,casa,casa independiente,Ribamontan al Monte,Ribamontan al Monte,Ribamontan al Monte,410000.0,1.0,4.0,180.0,0.0,,,0
INMOBILIARIA INVERCASS,piso,apartamento,Centro,Castro-Urdiales,Castro-Urdiales,269000.0,0.0,5.0,114.0,2.0,1.0,0.0,0
MENA INMOBILIARIA,casa,casa independiente,Maoño,Santa Cruz de Bezana,Santa Cruz de Bezana,390000.0,1.0,3.0,479.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,chalét,Ramales de la Victoria,Ramales de la Victoria,Ramales de la Victoria,1275000.0,0.0,6.0,382.0,0.0,,,0
Mies de Rial,piso,apartamento,Numancia - San Fernando,Santander,Santander,259000.0,0.0,3.0,81.0,4.0,1.0,1.0,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Alfoz de Lloredo,Alfoz de Lloredo,Alfoz de Lloredo,765000.0,1.0,4.0,494.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Santoña,Santoña,Santoña,825000.0,1.0,4.0,287.0,0.0,,,0
