column,mean,std,lower_3sigma,upper_3sigma,outliers_column,rows_removed_total
precio,1265.5436105476674,865.893751255448,-1332.1376432186767,3863.2248643140115,11,52
superficie_construida_m2,96.94523326572008,58.16866295084664,-77.56075558681985,271.45122211826003,12,52
numero_dormitorios,2.4036511156186613,0.9956023261674072,-0.5831558628835602,5.390458094120882,1,52
numero_banos,1.5943204868154157,0.7412287607663284,-0.6293657954835692,3.8180067691144006,11,52
distancia_min_playa_km,2.2896369168356996,2.2511896994471123,-4.463932181505638,9.043206015177038,15,52
distancia_min_supermercado_km,0.44823123732251524,0.6704087149712646,-1.5629949075912788,2.4594573822363093,11,52
distancia_min_colegio_km,0.4420851926977688,0.562584467260745,-1.245668209084466,2.129838594480004,12,52
latitud,43.4361851841785,0.04067618470121834,43.31415663007484,43.558213738282156,1,52
longitud,-3.7343900525354967,0.22163791742702982,-4.3993038048165864,-3.069476300254407,4,52
