y_true,y_pred,residual
950.0,1144.0389285790736,-194.03892857907363
1150.0,1417.76207724202,-267.76207724202004
1200.0,1290.5451855016397,-90.54518550163971
750.0,1049.113772713524,-299.113772713524
1600.0,1440.2465667121683,159.75343328783174
1600.0,1631.6084990964694,-31.60849909646936
2650.0,1162.2415999171897,1487.7584000828103
1360.0,926.2447766461578,433.7552233538422
1000.0,1050.6205492094866,-50.620549209486626
3500.0,1591.836377377748,1908.163622622252
1200.0,1173.7263402938725,26.273659706127546
550.0,666.2743817531868,-116.27438175318684
650.0,803.3577588321529,-153.35775883215285
3500.0,1534.8860627467643,1965.1139372532357
1000.0,1056.0476159279624,-56.0476159279624
780.0,1057.8487331995864,-277.8487331995864
750.0,1021.8456234279206,-271.8456234279206
680.0,786.9747591287941,-106.97475912879406
1300.0,1308.7128454067115,-8.712845406711494
3800.0,1179.8061130495576,2620.1938869504424
950.0,1234.2613858966727,-284.26138589667266
1000.0,1333.1456957882408,-333.1456957882408
850.0,986.7531878328278,-136.75318783282785
1850.0,1658.7775657705793,191.22243422942074
1500.0,1521.4888757014623,-21.488875701462348
1700.0,1593.4191101739004,106.58088982609956
750.0,1082.183165907584,-332.183165907584
1000.0,1430.7612283156006,-430.76122831560065
3300.0,1170.1959979972485,2129.8040020027515
790.0,893.5137800563718,-103.51378005637184
850.0,1251.9220229826851,-401.9220229826851
700.0,870.7510538939244,-170.75105389392445
600.0,623.9195169652984,-23.919516965298385
870.0,1308.1037540413352,-438.10375404133515
1200.0,1250.2992571090044,-50.29925710900443
1250.0,1177.7764026518146,72.22359734818542
1200.0,1526.503986557353,-326.5039865573531
1658.0,1188.2467665054178,469.7532334945822
1100.0,1354.2950870993905,-254.29508709939046
950.0,1240.995205371202,-290.995205371202
1750.0,1338.036684620915,411.9633153790851
1000.0,811.8667944217099,188.13320557829013
3200.0,1117.578474785861,2082.421525214139
950.0,1052.8004579031744,-102.80045790317445
950.0,1218.6915720002896,-268.6915720002896
500.0,549.0158721146047,-49.01587211460469
870.0,981.7687763564272,-111.76877635642722
750.0,877.891686796054,-127.89168679605405
900.0,1072.7216588888714,-172.7216588888714
850.0,1039.7281009303574,-189.7281009303574
1500.0,1308.3265492014225,191.6734507985775
900.0,1313.750359504252,-413.75035950425195
890.0,1075.3115620357137,-185.31156203571368
975.0,1155.529168212956,-180.52916821295594
1000.0,1100.9066803219596,-100.90668032195958
850.0,842.9985075431249,7.0014924568750985
800.0,838.5800250839194,-38.580025083919395
975.0,1168.614662929979,-193.61466292997898
1300.0,1533.8350738558174,-233.83507385581743
900.0,1015.6600673505154,-115.66006735051542
750.0,959.8903017590749,-209.89030175907487
900.0,1139.0771314423866,-239.07713144238664
900.0,1194.8752113865103,-294.8752113865103
1500.0,1192.6491773628502,307.3508226371498
800.0,986.2528284559138,-186.2528284559138
700.0,1001.6230286411187,-301.6230286411187
900.0,1210.3713962589904,-310.37139625899044
1190.0,922.7856077954049,267.21439220459513
1000.0,1195.5140131782641,-195.51401317826412
1000.0,1348.030525727746,-348.03052572774595
800.0,1259.0330592505986,-459.0330592505986
800.0,1056.3910367353467,-256.3910367353467
1600.0,1385.7180954991059,214.28190450089414
870.0,983.2094145371399,-113.20941453713988
1600.0,1556.850463840757,43.1495361592431
850.0,1099.4077574631253,-249.40775746312534
800.0,1089.876484412887,-289.87648441288707
2250.0,1038.4427039811642,1211.5572960188358
700.0,1053.581157943473,-353.58115794347304
800.0,975.6635280411156,-175.66352804111557
1500.0,982.2773305339813,517.7226694660187
1500.0,577.4370626150944,922.5629373849056
1450.0,1850.0658730940033,-400.06587309400334
950.0,1090.1553941764582,-140.15539417645823
850.0,1152.1395811575858,-302.1395811575858
1500.0,1398.9065974837858,101.09340251621416
2000.0,1128.667163876326,871.332836123674
900.0,1195.5629722902183,-295.56297229021834
1200.0,1280.0563387468665,-80.05633874686646
