variable,coef,std_error,t_value,p_value
const,272503.396355,5001.55832,54.483699,0.0
superficie_construida_m2,52096.547821,7982.246153,6.526552,0.0
numero_dormitorios,12365.561865,7310.24236,1.691539,0.091453
numero_banos,61502.987966,6735.158031,9.131633,0.0
dummy_tipologia_unifamiliar,7841.837529,7312.492693,1.072389,0.284143
precio_m2_municipio,54596.396007,5284.17154,10.332064,0.0
