variable,coef,std_error,t_value,p_value
const,12.369454,0.017967,688.471961,0.0
superficie_construida_m2,0.153398,0.028795,5.327319,0.0
numero_dormitorios,0.036486,0.026864,1.358168,0.175123
numero_banos,0.216471,0.024896,8.694864,0.0
dummy_tipologia_unifamiliar,0.049731,0.028454,1.747756,0.08122
distancia_min_playa_km,-0.053862,0.02341,-2.300788,0.021881
distancia_min_supermercado_km,0.019599,0.024264,0.807749,0.419682
distancia_min_colegio_km,-0.060904,0.022022,-2.765636,0.005926
precio_m2_municipio,0.181424,0.024366,7.44574,0.0
