y_true,y_pred,residual
178000.0,191757.01353492847,-13757.013534928468
595000.0,459664.0337892092,135335.9662107908
165000.0,203069.66504818504,-38069.66504818504
355000.0,297101.8432012599,57898.15679874009
200000.0,230868.21174310544,-30868.211743105436
170000.0,217242.92184481613,-47242.92184481613
84000.0,199900.19185539585,-115900.19185539585
440000.0,183698.61565330706,256301.38434669294
650000.0,263148.65404090175,386851.34595909825
660000.0,454556.4500879173,205443.54991208267
350000.0,424603.91909793427,-74603.91909793427
190000.0,213650.89961397412,-23650.89961397412
164900.0,156213.84272460584,8686.157275394158
70000.0,131123.20454495744,-61123.204544957436
209000.0,167318.99649569855,41681.00350430145
345000.0,284347.3831910272,60652.61680897279
480000.0,605107.6697831659,-125107.66978316591
215000.0,186836.97779001802,28163.02220998198
115000.0,182006.86190197858,-67006.86190197858
240000.0,192230.75273985602,47769.24726014398
205000.0,224376.2023807433,-19376.202380743314
360000.0,203654.48570384172,156345.51429615828
530000.0,730394.3867703902,-200394.3867703902
985000.0,823100.9262567837,161899.07374321634
215000.0,209737.21896527265,5262.781034727348
170000.0,218239.29744104634,-48239.297441046336
207000.0,276840.32066036033,-69840.32066036033
112000.0,144540.63012646599,-32540.630126465985
355000.0,290094.03570301714,64905.96429698286
270000.0,260070.00173148976,9929.998268510244
129000.0,141048.9608412932,-12048.960841293214
125000.0,196181.52543389847,-71181.52543389847
170000.0,194274.34372697296,-24274.343726972962
300000.0,294739.1288886858,5260.87111131422
887000.0,613123.4370627152,273876.5629372848
178000.0,200955.57928081314,-22955.579280813137
190000.0,186970.17646680874,3029.8235331912583
180000.0,185937.16892773204,-5937.16892773204
225000.0,221558.70750808233,3441.292491917673
349000.0,300651.7374597766,48348.262540223426
350000.0,380117.98652661184,-30117.986526611843
215000.0,246686.46277655952,-31686.46277655952
177000.0,242556.67250484123,-65556.67250484123
243000.0,260644.85155559648,-17644.851555596484
110000.0,124244.65601281635,-14244.656012816355
335000.0,280514.6423341136,54485.357665886404
185000.0,214213.89699348554,-29213.89699348554
270000.0,260725.95891894598,9274.04108105402
185000.0,135641.56651398743,49358.43348601257
615000.0,522033.60245122714,92966.39754877286
195000.0,215427.3477781209,-20427.347778120893
238000.0,279903.64212403615,-41903.64212403615
244000.0,262527.095442305,-18527.095442305028
230000.0,261067.08568277524,-31067.085682775243
173000.0,182811.23946124877,-9811.23946124877
220000.0,205263.9350838794,14736.06491612061
580000.0,396429.8311643825,183570.1688356175
595000.0,321671.2928684333,273328.7071315667
169000.0,203730.36124224,-34730.361242240004
235000.0,201964.25277197623,33035.74722802377
215000.0,236781.87081389708,-21781.870813897083
133000.0,130864.55464513396,2135.4453548660385
450000.0,325444.39506597485,124555.60493402515
261000.0,255571.4063984097,5428.5936015903135
287000.0,174335.79963526482,112664.20036473518
595000.0,326423.256832622,268576.743167378
245000.0,192468.49403626728,52531.50596373272
130000.0,141051.66403862322,-11051.664038623217
799000.0,918199.1074382012,-119199.1074382012
298000.0,211382.79591500928,86617.20408499072
265000.0,260165.1585959438,4834.841404056206
196000.0,198668.0292213632,-2668.029221363191
230000.0,260459.11246601242,-30459.11246601242
295000.0,211247.93415269785,83752.06584730215
290000.0,218981.67082461686,71018.32917538314
195000.0,209636.86203395625,-14636.862033956248
350000.0,261206.64553582066,88793.35446417934
1100000.0,624447.4867779424,475552.5132220576
498000.0,315494.3399685674,182505.66003143258
545000.0,507801.1263505818,37198.87364941818
190000.0,204074.5530566272,-14074.553056627192
173000.0,182811.23946124877,-9811.23946124877
500000.0,378785.9031222069,121214.09687779308
253000.0,279903.64212403615,-26903.642124036152
170000.0,218499.71706611654,-48499.717066116544
460000.0,269188.47660496406,190811.52339503594
185000.0,129983.89173085573,55016.10826914427
335000.0,198444.46834694385,136555.53165305615
515000.0,713340.5327249286,-198340.53272492858
210000.0,181232.4220853968,28767.5779146032
620000.0,305644.16017128224,314355.83982871776
195000.0,236162.60156509283,-41162.60156509283
220000.0,225708.56179654255,-5708.561796542548
219000.0,144191.03347887934,74808.96652112066
375000.0,201438.10758186827,173561.89241813173
119900.0,196080.85591277372,-76180.85591277372
569000.0,296552.88988963276,272447.11011036724
142000.0,182317.9499863376,-40317.9499863376
230000.0,293987.6758285856,-63987.675828585576
295000.0,206379.22481015,88620.77518985001
170000.0,147388.38654078727,22611.613459212735
244900.0,298487.2753557139,-53587.27535571391
306000.0,299944.1966521355,6055.803347864479
950000.0,313692.6022878189,636307.3977121811
220000.0,187345.4077163769,32654.59228362309
170000.0,218064.9622157273,-48064.96221572731
395000.0,452364.227249382,-57364.227249382006
139000.0,131770.1894821473,7229.810517852689
690000.0,503265.12832785444,186734.87167214556
176000.0,189973.06255847221,-13973.062558472215
