codigo_inmueble,precio,superficie_construida_m2,numero_dormitorios,numero_banos,tipologia,subtipologia,provincia,municipio,distrito,latitud,longitud,planta,es_exterior,tiene_ascensor,tiene_garaje,obra_nueva,distancia_min_playa_km,distancia_min_supermercado_km,distancia_min_colegio_km
106737872,320000.0,270.0,4,4,chalet,terracedHouse,Cantabria,Castro-Urdiales,Mioño-Santullán,43.3580443,-3.2015713,,,,True,False,0.863,1.486,0.955
110869878,190000.0,72.0,2,1,flat,,Cantabria,Castro-Urdiales,Centro,43.3822166,-3.2174322,3,True,False,,False,0.078,0.068,0.203
110869063,420000.0,210.0,3,3,chalet,terracedHouse,Cantabria,Castro-Urdiales,Cotolino,43.3682484,-3.199565,,,,,False,0.345,0.623,0.239
110866327,545000.0,253.0,3,4,chalet,independantHouse,Cantabria,Castro-Urdiales,Mioño-Santullán,43.3524875,-3.2045494,,,,,False,1.499,2.059,1.225
110856178,480000.0,220.0,3,3,chalet,independantHouse,Cantabria,Castro-Urdiales,Mioño-Santullán,43.3530631,-3.2051741,,,,True,False,1.476,1.992,1.144
110849155,799000.0,511.0,5,4,chalet,independantHouse,Cantabria,Castro-Urdiales,Samano,43.3541413,-3.2468881,,,,True,False,3.586,1.352,2.941
110846753,425000.0,72.0,2,2,flat,,Cantabria,Castro-Urdiales,Playa Ostende,43.390338,-3.2250421,4,True,True,True,False,0.398,0.789,0.799
110841253,222000.0,104.0,2,2,flat,,Cantabria,Castro-Urdiales,Cotolino,43.3702405,-3.2073434,bj,,,,False,0.397,0.115,0.25
110837068,275000.0,113.0,3,2,chalet,terracedHouse,Cantabria,Castro-Urdiales,Oriñón-Allendagua,43.3985775,-3.264994,,,,True,False,2.512,3.908,3.767
111068688,338000.0,65.0,2,2,flat,,Cantabria,Laredo,Centro,43.4129962,-3.4178274,3,True,True,,False,2.395,0.246,0.228
110829997,230000.0,100.0,3,2,flat,,Cantabria,Laredo,Centro,43.4111467,-3.4077574,bj,True,True,,False,2.219,0.567,0.537
111063382,139000.0,90.0,3,1,flat,,Cantabria,Limpias,,43.362534,-3.418131,1,True,False,,False,6.578,2.169,0.307
111060470,750000.0,222.0,4,2,chalet,independantHouse,Cantabria,Santoña,,43.444815,-3.4560571,,,,True,False,0.618,0.189,0.097
109736354,380000.0,95.0,2,2,flat,,Cantabria,Laredo,Zona Playa,43.4208451,-3.4433433,1,True,True,,False,0.274,0.225,1.398
111025510,145000.0,83.0,3,1,flat,,Cantabria,Santoña,,43.4475035,-3.4549569,3,True,True,,False,0.904,0.479,0.126
111021930,338000.0,70.0,2,2,flat,,Cantabria,Laredo,Centro,43.4112397,-3.4151486,3,True,True,,False,2.68,0.074,0.08
111052472,195000.0,50.0,2,2,flat,,Cantabria,Santoña,,43.4417643,-3.4537473,bj,False,False,,False,0.271,0.141,0.177
111052317,490000.0,139.0,3,2,flat,,Cantabria,Laredo,Zona Playa,43.4172457,-3.441568,5,True,True,True,False,0.696,0.408,0.982
111052309,288000.0,99.0,2,1,flat,,Cantabria,Laredo,Centro,43.4138556,-3.4135989,4,True,True,,False,2.65,0.134,0.189
111052281,465000.0,213.0,3,3,flat,duplex,Cantabria,Santoña,,43.4406864,-3.4503615,2,True,True,True,False,0.361,0.378,0.106
111049145,115000.0,46.0,1,1,flat,,Cantabria,Barcena de Cicero,,43.4144448,-3.4915238,1,True,False,,False,3.095,2.698,0.329
111044433,375000.0,128.0,2,2,flat,,Cantabria,Santoña,,43.4406864,-3.4503615,2,True,True,True,False,0.361,0.378,0.106
111043839,288000.0,99.0,2,1,flat,,Cantabria,Laredo,Centro,43.4138998,-3.4132672,4,True,True,,False,2.623,0.153,0.203
100879960,180000.0,70.0,2,1,flat,,Cantabria,Barcena de Cicero,,43.3941252,-3.4740557,1,,True,True,False,3.336,0.123,1.39
110485967,149000.0,91.0,2,2,flat,,Cantabria,Limpias,,43.361556,-3.4219625,bj,True,True,,False,6.821,2.094,0.105
111039403,145000.0,93.0,3,1,flat,,Cantabria,Colindres,,43.3994188,-3.4513462,3,True,False,,False,2.342,0.175,0.397
110985511,135000.0,50.0,1,1,flat,,Cantabria,Barcena de Cicero,,43.3943386,-3.4732791,1,True,True,True,False,3.285,0.14,1.324
108657977,129000.0,78.0,3,1,flat,,Cantabria,Santoña,,43.4429003,-3.4568368,,True,True,,False,0.421,0.106,0.228
111034724,115000.0,45.0,1,1,flat,,Cantabria,Limpias,,43.36275,-3.4147033,4,True,True,True,False,6.434,2.202,0.561
111034401,370000.0,190.0,4,2,chalet,independantHouse,Cantabria,Colindres,,43.3913745,-3.4391399,,,,True,False,3.445,0.768,1.023
111032474,288000.0,99.0,2,1,flat,,Cantabria,Laredo,Centro,43.4138998,-3.4132672,4,True,True,,False,2.623,0.153,0.203
111031915,289000.0,105.0,3,2,flat,,Cantabria,Colindres,,43.3964634,-3.4507838,2,True,True,True,False,2.674,0.115,0.237
111029600,375000.0,120.0,3,2,chalet,independantHouse,Cantabria,Barcena de Cicero,,43.4091355,-3.4892338,,,,True,True,3.102,2.19,0.308
111026180,3200000.0,1116.0,18,11,chalet,independantHouse,Cantabria,Laredo,Centro,43.4087968,-3.4128569,,,,True,False,2.681,0.329,0.052
106274368,129000.0,71.0,3,1,flat,,Cantabria,Santoña,,43.4428448,-3.4567507,1,True,False,,False,0.414,0.097,0.228
111024438,98000.0,37.0,1,1,flat,,Cantabria,Colindres,,43.3996296,-3.4490294,bj,True,False,,False,2.344,0.206,0.579
111022337,535000.0,114.0,4,2,chalet,independantHouse,Cantabria,Laredo,Zona Playa,43.4078052,-3.4306035,,,,,False,2.027,0.301,0.181
111019728,96000.0,63.0,2,2,flat,,Cantabria,Limpias,,43.3636439,-3.4263892,bj,True,True,True,False,6.695,2.407,0.39
