propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,newDevelopmentHighlight,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,source_run
107836026,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/74/39/1325790994.webp,9437,24,2,1100.0,flat,rent,50.0,True,1,1,"avenida de la Libertad, 80",Cantabria,Laredo,El Puntal,es,43.4253439,-3.4481023,True,https://www.idealista.com/inmueble/107836026/,3166,"TEMPORADA VERANO, 1ª QUINCENA JULIO 1.100€, SEPTIEMBRE Y JUNIO A CONSULTAR. Desde inmobiliaria Mi Piso os presentamos esta vivienda en el Puntal, una zona tranquila, con la playa a un paso, ideal para los amantes del surf y para aquellos que quieran tener su refugio junto al mar. Un apartamento muy funcional y con el tamaño perfecto para disfrutar largas o cortas estancias en verano. Se distribuye en un salón comedor abierto al mirador cerrado ¡desde el que se ve la playa de la Salve! , una cocina equipada y práctica, un dormitorio con espacio suficiente para una cama grande y un baño completo con plato de ducha. Toda la vivienda tiene mucha luz natural, las ventanas son de PVC y está lista para empezar a disfrutar de ella desde el momento que cruzas la puerta principal. La residencia es totalmente privada, tiene zonas verdes y el acceso a la playa está a un minuto andando en línea recta. Tiene bastante zona de aparcamiento en los alrededores y el edificio cuenta con ascensor a cota cero. En resumen, esta vivienda tiene todo lo que necesitas para pasar tus vacaciones junto al mar, despreocupándote de la rutina y centrarte en ti mism@. Ven a conocer esta fantástica oportunidad, ¡estaremos encantadas de poder mostrártela!",False,good,False,True,22.0,False,False,False,False,[],False,False,False,1100.0,€/mes,flat,"El Puntal, Laredo","Piso en avenida de la Libertad, 80",,,,,,,,rent_homes_run_20260405_140420
108625916,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/c4/42/1350324156.webp,9543,32,8,2500.0,flat,rent,120.0,,3,2,"avenida de Francia, 99",Cantabria,Laredo,El Puntal,es,43.4255649,-3.4471857,True,https://www.idealista.com/inmueble/108625916/,3120,"Desde inmobiliaria Mi Piso les presentamos esta vivienda para venir a disfrutar de las vacaciones de verano junto al mar cantábrico.   DISPONIBLE JUNIO 2.500 € Y SEPTIEMBRE 2.500€. El piso se sitúa en primera línea de playa, con muy buen acceso al paseo y a la playa; consta de tres amplios dormitorios, dos baños completos, un salón comedor amplio con acceso directo a una terraza desde la que poder contemplar la maravillosa playa la Salvé. Además, la cocina, la cual está completamente equipada, tiene acceso a otra terraza donde poder disfrutar del café de la mañana. La urbanización es privada, con zonas verdes y áreas infantiles para los más peques. Con todo lo que necesitas para disfrutar de tus vacaciones, esta vivienda es idónea para ti.",False,good,False,True,21.0,False,False,False,False,[],False,False,False,2500.0,€/mes,flat,"El Puntal, Laredo","Piso en avenida de Francia, 99",,,,,,,,rent_homes_run_20260405_140420
110263963,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/6d/5d/1400137350.webp,9760,15,3,1100.0,flat,rent,51.0,,1,1,"avenida Enrique Mowinkel, 41",Cantabria,Laredo,Zona Playa,es,43.4185917,-3.4418476,True,https://www.idealista.com/inmueble/110263963/,2344,"ALQUILER TEMPORADA VERANO. 1ª QUINCENA JULIO 1.100€, 1ª QUINCENA SEPTIEMBRE 900€. Inmobiliaria Mi Piso les ofrece este precioso piso de una habitación, en la zona Ever donde podrás disfrutar del ambiente de terrazas, servicios. y a tan solo 5 min. a pié a la playa Salvé.  Consta de una amplia habitación, salón con salida a una pequeña terraza perfecta para desayunar desde donde se puede ver un poquito el mar. Cocina completa y baño. La urbanización es privada y cerrada. No pierdas la oportunidad de disfrutar esas merecidas vacaciones en este fantástico piso!",False,good,False,True,22.0,False,False,False,False,[],False,False,False,1100.0,€/mes,flat,"Zona Playa, Laredo","Piso en avenida Enrique Mowinkel, 41",,,,,,,,rent_homes_run_20260405_140420
107539825,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/2e/84/1419268275.webp,9427,28,5,1800.0,flat,rent,67.0,,2,1,"Diseminado Laredo, 1002",Cantabria,Laredo,El Puntal,es,43.4334641,-3.4504199,True,https://www.idealista.com/inmueble/107539825/,3889,"ALQUILER TEMPORADA VERANO. JUNIO A CONSULTAR, SEPTIEMBRE A CONSULTAR. Inmobiliaria Mi Piso les ofrece este precioso piso en primera linea de playa, en la zona del puntal. Con unas preciosas vistas al mar para disfrutar de esas merecidas vacaciones en familia. El piso consta de dos habitaciones, salón con amplios ventanales y salida a una terraza, baño con plato de ducha y cocina con vistas despejadas.  La urbanización es privada con zona infantil, pista de tenis y jardines. Con salida directa a la playa y al paseo.",False,good,False,True,27.0,False,False,False,False,[],False,False,False,1800.0,€/mes,flat,"El Puntal, Laredo","Piso en Diseminado Laredo, 1002",,,,,,,,rent_homes_run_20260405_140420
110210516,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/65/ea/1398552183.webp,10285,21,2,1100.0,flat,rent,100.0,,3,2,Centro,Cantabria,Laredo,Centro,es,43.4122596,-3.4149614,False,https://www.idealista.com/inmueble/110210516/,372,"Espectacular piso de alquiler para larga duración en el centro de Laredo! Imprescindible solvencia económica de los inquilinos Cuenta con tres dormitorios amplios con armarios empotrados. Dispone de dos baños, uno con plato de ducha y otro con bañera. Cocina americana completamente equipada con salón comedor amplio y luminoso con galería con vistas. Ubicación inmejorable junto a todos los servicios. Tiene calefacción de gas natural individual. Se alquila con dos habitaciones con cama de matrimonio y una con dos camas de 90.",False,good,False,True,11.0,False,False,False,False,[],False,False,False,1100.0,€/mes,flat,"Centro, Laredo",Piso,,,,,,,,rent_homes_run_20260405_140420
109579602,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/b3/05/1379047515.webp,,17,1,1000.0,flat,rent,91.0,True,3,2,"calle la Quinta, 19",Cantabria,Colindres,,es,43.3945532,-3.4499167,True,https://www.idealista.com/inmueble/109579602/,3176,"Se alquila amplio piso de tres habitaciones situado en la calle La Quinta nº 19. La vivienda dispone de tres dormitorios luminosos, un gran salón con salida a terraza, cocina totalmente equipada con acceso a otra terraza independiente y dos baños completos. Se encuentra en buen estado y está preparado para alquiler a trabajadores o empresas que busquen alojamiento para su personal en la zona. Ubicación tranquila, bien comunicada y con todos los servicios cerca. Listo para entrar a vivir. Disponibilidad inmediata.",True,good,False,True,11.0,False,False,False,False,[],False,False,False,1000.0,€/mes,flat,Colindres,"Piso en calle la Quinta, 19",,,,,,,,rent_homes_run_20260405_140420
106318546,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/87/b3/1279243383.webp,2024247,10,3,550.0,penthouse,rent,91.0,True,2,1,Limpias,Cantabria,Limpias,,es,43.3615954,-3.4202335,False,https://www.idealista.com/inmueble/106318546/,5281,"Se alquila ático en Limpias hasta junio. Situado en urbanización privada con piscina se alquila hasta principios de junio o meses sueltos, no se alquila de larga estancia. Se distribuye en 2 habitaciones, 1 baño completo, cocina equipada y salón comedor. Dispone además de 2 balcones. En el pecio se incluye una plaza de garaje. No dudes en solicitar más información y hacer una visita: c/Emperador 1, Laredo. Garanty Home, tu inmobiliaria de confianza en Cantabria.",True,good,False,True,6.0,False,False,False,False,[],False,False,False,550.0,€/mes,flat,Limpias,Ático,True,True,penthouse,,,,,rent_homes_run_20260405_140420
87635807,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/f6/5e/1101439860.webp,ACR-01364,15,bj,750.0,studio,rent,50.0,True,0,1,Rodil,Cantabria,Piélagos,Mortera,es,43.4444202,-3.9259992,False,https://www.idealista.com/inmueble/87635807/,2435,"Apartamento, tipo LOFT, AMUEBLADO, en alquiler en Mortera, en zona muy tranquila. Salón con zona de comedor y cocina americana equipada con electrodomésticos. Tiene una habitación con un gran armario y cama de matrimonio, y un cuarto de baño. Es una planta baja de fácil acceso, con fachada principal al Sur. Se encuentra en el Barrio El Rodil, en Mortera, cerca de la carretera principal del pueblo. Para más información o concertar una visita, puede contactarnos respondiendo a éste anuncio, llamándonos, o acercándose a cualquiera de nuestras Oficinas: -En Santander, en calle Juan de Herrera 8, (junto Ayto. ). -En Soto de la Marina, en Avda. Marqués de Valdecilla 97 (frente al Banco Santander).",False,good,False,False,15.0,False,False,False,False,[],False,False,False,750.0,€/mes,flat,"Mortera, Piélagos",Estudio en Rodil,,,studio,,,,,rent_homes_run_20260405_140420
100323520,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/3f/be/1259956331.webp,LIENCRES - TEMPORAL,27,1,487.0,flat,rent,35.0,True,1,1,"Barrio Somacueto, 6 --A",Cantabria,Piélagos,Liencres,es,43.4582027,-3.9292771,True,https://www.idealista.com/inmueble/100323520/,1768,"Alojamiento TEMPORAL flexible por meses. ■ SIN COMISIÓN DE AGENCIA ■ APARTAMENTOS AMUEBLADOS en LIENCRES, de diseño moderno, a 5 minutos de Santander, en un entorno natural junto al mar, muy cerca de las playas, tranquilo, dinámico y joven, rodeado de todos los servicios que necesitas en tu día a día, cercano al centro de salud, junto a diversos centros educativos, supermercados, cafeterías, restaurantes, farmacias, gimnasios y parada de transporte público con horario muy fluido. •Alquiler temporal flexible por meses, de septiembre hasta junio. Importe según tipología de apartamento y duración del alojamiento. •1 habitación, salón, sofá cama, cocina americana y baño. •Ideal para personas/empresas desplazadas temporalmente por trabajo o estudios. •Gastos de comunidad e IBI incluidos en precio del alquiler. •Suministro electricidad/gas, calefacción, agua, wifi: 69 €/mes. •Parking exterior privado (plazas sujetas a disponibilidad) •Wifi. •No se admiten mascotas. •Espacio libre de humos. •Necesario mes fianza (larga/media estancia) o deposito garantía (corta estancia). ¿Dónde estamos? Barrio Somacueto 6A, Liencres Las imágenes publicadas son orientativas sin carácter vinculante dado que corresponden a una vivienda tipo del edificio y por ello pueden no corresponder a la disponibilidad existente en el momento de su consulta. ■ Observaciones: Comercializamos este inmueble en exclusiva. * Anuncio mostrado a título informativo, no vinculante ni contractual.",False,good,False,False,14.0,False,False,False,False,[],False,False,False,487.0,€/mes,flat,"Liencres, Piélagos","Piso en Barrio Somacueto, 6 --a",,,,,,,,rent_homes_run_20260405_140420
110679255,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/29/77/1412142450.webp,1802-37-10002-ARNIA-NOFIJO,6,,1000.0,chalet,rent,60.0,,2,1,calle de la Arnia,Cantabria,Santa Cruz de Bezana,Soto de la Marina,es,43.4648434,-3.9054179,False,https://www.idealista.com/inmueble/110679255/,378,"*ES UN CHALET CON APARCAMIENTO PRIVADO* ///// NO SE ALQUILA PARA FIJO /////. Alquiler dirigido a estudiantes o profesionales desplazados con contrato temporal. (NO TURISMO) Por normativa vigente, es obligatorio justificar la temporalidad del arrendamiento. Por favor, abstenerse quienes busquen alquiler para residencia permanente*  Este anuncio es informativo y no contractual, puede contener errores, se muestra a título informativo y no es vinculante. Además, está sujeto a la decisión final del propietario.",False,good,False,,17.0,False,False,False,False,[],False,False,False,1000.0,€/mes,chalet,"Soto de la Marina, Santa Cruz de Bezana",Casa independiente en calle de la Arnia,True,True,independantHouse,,,,,rent_homes_run_20260405_140420
110612744,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/a7/92/1410399186.webp,,12,bj,900.0,flat,rent,55.0,True,2,1,calle de la Arnia,Cantabria,Santa Cruz de Bezana,Soto de la Marina,es,43.4644277,-3.9074608,False,https://www.idealista.com/inmueble/110612744/,273,"///// NO SE ALQUILA PARA FIJO ///// Disponible PARA TEMPORADAS DE ESTUDIO O TRABAJO (no vacacional). Alquiler dirigido a estudiantes o profesionales desplazados con contrato temporal. Por normativa vigente, es obligatorio justificar la temporalidad del arrendamiento. Por favor, abstenerse quienes busquen alquiler para residencia permanente*  Este anuncio es informativo y no contractual, puede contener errores, se muestra a título informativo y no es vinculante. Además, está sujeto a la decisión final del propietario.",False,good,False,False,16.0,False,False,False,False,[],False,False,False,900.0,€/mes,flat,"Soto de la Marina, Santa Cruz de Bezana",Piso en calle de la Arnia,True,True,,,,,,rent_homes_run_20260405_140420
110587804,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/c0/b9/1409530715.webp,0902-90021-ARNIA,12,bj,900.0,flat,rent,55.0,True,1,1,calle de la Arnia,Cantabria,Santa Cruz de Bezana,Soto de la Marina,es,43.46485,-3.9072845,False,https://www.idealista.com/inmueble/110587804/,322,"///// NO SE ALQUILA PARA FIJO ///// Disponible PARA TEMPORADAS DE ESTUDIO O TRABAJO (no vacacional). Alquiler dirigido a estudiantes o profesionales desplazados con contrato temporal. Por normativa vigente, es obligatorio justificar la temporalidad del arrendamiento. Por favor, abstenerse quienes busquen alquiler para residencia permanente*  Este anuncio es informativo y no contractual, puede contener errores, se muestra a título informativo y no es vinculante. Además, está sujeto a la decisión final del propietario.",False,good,False,False,16.0,False,False,False,False,[],False,False,False,900.0,€/mes,flat,"Soto de la Marina, Santa Cruz de Bezana",Piso en calle de la Arnia,True,True,,,,,,rent_homes_run_20260405_140420
110578607,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/b0/1e/1409166609.webp,67,26,4,1500.0,flat,rent,105.0,True,5,3,avenida del Deporte,Cantabria,Santander,Alisal - Cazoña - San Román,es,43.4595801,-3.8498137,False,https://www.idealista.com/inmueble/110578607/,4703,"ALQUILER TEMPORAL (Consultar periodos) Alquiler de piso de 5 habitaciones, salón, cocina y tres baños. Recién reformado, todo exterior. Distribuido: Dos amplias habitaciones con cama de 1,50cm. una de ellas en suite con baño dentro de la habitación. 1 Habitación con cama de 1,35 cm.  2 Habitaciones con cama de 1,05cm. Dispone de tres baños, uno de ellos dentro de una de las habitaciones. La Cocina totalmente nueva, esta equipada, tiene friegaplatos y dispone de dos frigoríficos grandes. Todas las habitaciones tiene armarios, tv y luz regulable con lamparas de posición. Ventanas de PVC Piso ideal para empresas desplazadas a trabajar, estudiantes, etc. Si tiene que venir a Cantabria por un corto plazo a trabajar o a estudiar, solicite información. En la zona hay mucho aparcamiento.",False,good,False,False,14.0,False,False,False,False,[],False,False,False,1500.0,€/mes,flat,"Alisal - Cazoña - San Román, Santander",Piso en avenida del Deporte,,,,,,,,rent_homes_run_20260405_140420
110560891,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/4c/53/1408677270.webp,ACR-01947,21,en,900.0,flat,rent,60.0,True,1,1,calle de la Arnia,Cantabria,Santa Cruz de Bezana,Soto de la Marina,es,43.4623072,-3.904417,False,https://www.idealista.com/inmueble/110560891/,291,"En ALQUILER, amplio apartamento, muy luminoso, completamente exterior.  Completamente amueblado, cuarto de baño con ducha recién reformado, y con cocina equipada, con zona de comedor, salón y amplia habitación con cama de matrimonio. Además cuenta con un pequeño trastero en la vivienda.  Esta enclavado en una casa con zonas de jardín, completamente exterior.  Situado en Soto de la Marina, con parada al lado de la línea de autobús regular que comunica Santander con Liencres, cada media hora, y las playas de Arnia y Liencres a cinco minutos.  A el alquiler mensual, hay que sumar 140 € fijos mensuales, de luz, calefacción, basuras y agua, quedando así todos los suministros incluidos.  No se admiten mascotas. Requiere seguro de alquiler.  No dude en solicitar información respondiendo a éste mail, llamándonos, o acercándose a cualquiera de nuestras Oficinas: - en Soto de la Marina, Av Marques de Valdecilla 97. - en Santander, C Juan de Herrera 8. IMPRESCINDIBLE FORMALIZAR SEGURO DE ALQUILER CONTRA IMPAGOS. (Requiere estudio previo de solvencia).  El precio incluye los gastos de comunidad NO HAY HONORARIOS DE AGENCIA PARA EL ARRENDATARIO.",False,good,False,False,15.0,False,False,False,False,[],False,False,False,900.0,€/mes,flat,"Soto de la Marina, Santa Cruz de Bezana",Piso en calle de la Arnia,,,,,,,,rent_homes_run_20260405_140420
107029877,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/8d/e5/1300898834.webp,,54,3,1500.0,flat,rent,120.0,True,3,2,calle Isla del Castro,Cantabria,Santa Cruz de Bezana,Soto de la Marina,es,43.4685247,-3.8990221,False,https://www.idealista.com/inmueble/107029877/,1025,"Disponible desde julio 2026 ¡Bienvenido a tu nuevo hogar en Soto de la Marina! Este impresionante piso de 120 m² te ofrece un estilo de vida de alto standing con todas las comodidades de una vivienda de obra nueva. Con tres amplios dormitorios y dos baños, uno de ellos en suite, disfrutarás de espacio y privacidad en cada rincón. La joya de la vivienda es su espectacular terraza perimetral de 70 m², perfecta para relajarte y disfrutar de las vistas a la costa quebrada. La vivienda, construida en 2023, cuenta con tecnología domótica, aerotermia y suelo radiante para que puedas regular la temperatura a tu gusto en cada estancia. Los ventanales panorámicos inundan el salón open space de luz natural, creando un ambiente acogedor y cálido. Además, todas las habitaciones tienen acceso directo a la terraza, proporcionando un espacio exterior único. Garaje con plaza doble ¡No pierdas la oportunidad de vivir la experiencia en este paraíso costero! El precio publicado NO CORRESPONDE a los meses de julio y agosto, se establece para estancias medias de 6 meses, cada periodo distinto a este consúltenos directamente y les informaremos encantados ajustando a sus fechas y servicios.  No incluido: gastos de gestión, suministros, sábanas y toallas UBICACION: Soto de la Marina Playas cercanas:   San Juan de la Canal 10 min a pie.  El Jortín (cala admite perros): 10 min. a pie  Calas: Covachos, Arnía o Portio: 10 minutos en coche  Dunas de Liencres: 15 m in. ACCESIBILIDAD  Aeropuerto Severiano Ballesteros: 15 min  Santander centro 15 minutos.  Acceso A67 10 min. TIPO DE ALQUILER: temporal, el precio publicado no es vinculante, consulte precio según periodo, no incluye servicios ni suministros. Sometido a decisión última del propietario. Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual.",True,good,False,True,13.0,True,False,False,False,[],False,False,False,1500.0,€/mes,flat,"Soto de la Marina, Santa Cruz de Bezana",Piso en calle Isla del Castro,True,True,,,,,,rent_homes_run_20260405_140420
98318284,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/94/0d/1007890969.webp,22-0042.1,11,2,1200.0,flat,rent,40.0,True,1,1,Barrio Adarzo,Cantabria,Santander,Peñacastillo - Nuevamontaña,es,43.4512531,-3.8658014,False,https://www.idealista.com/inmueble/98318284/,3609,"Temporal! VERANO. -Este encantador piso en alquiler está disponible para disfrutar durante el verano. Con 40 m² bien distribuidos, cuenta con una acogedora habitación y un luminoso salón comedor, ideal para relajarte tras un día de exploración. La cocina está equipada y lista para que prepares deliciosas comidas. Ubicado a pocos pasos del Carrefour y del PCTCAN, tendrás todo lo que necesitas al alcance de la mano. Además, el Complejo Deportivo Ruth Beitia está muy cerca, perfecto para los amantes del deporte. La comodidad del transporte público en la puerta te permitirá moverte con facilidad por la ciudad. Este inmueble, en buen estado y orientación oeste, garantiza luz natural durante gran parte del día. Consulta el precio según el periodo de alquiler y no dudes en concertar una visita sin compromiso.",False,good,False,False,30.0,False,False,False,False,[],False,False,False,1200.0,€/mes,flat,"Peñacastillo - Nuevamontaña, Santander",Piso en Barrio Adarzo,,,,,,,,rent_homes_run_20260405_140420
108843495,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/20/b6/1356749761.webp,AL2669,22,bj,1000.0,flat,rent,99.0,True,3,2,Bezana,Cantabria,Santa Cruz de Bezana,Bezana,es,43.440201,-3.8941732,False,https://www.idealista.com/inmueble/108843495/,2668,"SOLO TEMPORAL ( MENOS DE 1 AÑO). DISPONIBLE DESDE 1 DE FEBRERO ¿Buscas una vivienda con espacio exterior privado, lista para entrar a vivir y ubicada en una zona residencial bien comunicada?, esta propiedad es justo lo que necesitas. Situada en la calle Ramón Ramírez, en pleno corazón de Santa Cruz de Bezana, te ofrecemos esta preciosa planta baja con jardín.   Distribución y superficie:   La vivienda cuenta con una superficie útil aproximada de 99 m², distribuida de forma funcional y cómoda para aprovechar al máximo cada rincón. Además, dispone de una espectacular zona ajardinada de unos 90 m², ideal para disfrutar al aire libre con total privacidad.   El interior se distribuye en:   -Salón comedor amplio y luminoso, completamente amueblado con sofá, mesa de comedor, mueble de TV y lámpara de techo. El salón tiene acceso directo al jardín, lo que proporciona una gran entrada de luz natural y una continuidad visual hacia el exterior. -Cocina independiente completamente amueblada y equipada, con salida también a la terraza trasera, perfecta para tender, desayunar o utilizar como zona auxiliar. Dispone de 3 dormitorios: -Dormitorio principal con cama de matrimonio, armario y baño en suite con plato de ducha. -Segundo dormitorio con cama de matrimonio y armario. -Tercer dormitorio con cama individual (90 cm) y armario.   -Segundo Baño completo  con bañera, mueble de lavabo integrado y acabados neutros.  Jardín privado: Uno de los grandes atractivos de esta propiedad es su jardín de uso privado con acceso directo desde el salón y la cocina. Una zona de aproximadamente 90 m², dividida en área de porche y zona verde, perfecta para disfrutar de comidas al aire libre, espacio de relax o como zona de juegos para niños o mascotas.   Características del edificio:.   Edificio con fachada moderna en piedra natural y ladrillo visto, construido en 2008. Cuenta con ascensor. Posibilidad de adquirir o alquilar plaza de garaje  en el mismo edificio (consultar condiciones). Comunidad cuidada y entorno residencial consolidado.   Ubicación y entorno:   Situada en una de las zonas más demandadas de Bezana, esta vivienda destaca por su excelente ubicación: A tan solo 10 minutos de Santander por autovía. Muy bien comunicado a 800 metros de la salida de la autovia. Parada de autobús y estación de tren cercanas. A pocos metros de supermercados (Mercadona), farmacia, colegios, guarderías, zonas deportivas y centro de salud. Entorno tranquilo, arbolado y con amplias aceras.    Equipamiento y extras:   -Calefacción individual por gas natural. -Suelos de madera en toda la vivienda. -Ventanas de PVC con doble acristalamiento. -Armarios empotrados y mobiliario incluido. Vivienda lista para entrar a vivir. Ver condiciones y tiempo de estancia de temporada. Una oportunidad única de vivir en una zona residencial con todas las comodidades, en una vivienda moderna, funcional y con un gran espacio exterior. ¿Te gustaría visitarla? Llámanos sin compromiso. â¡ï¸ Rentas y Capitales Tu hogar, donde empieza tu historia.  .",False,good,False,True,10.0,False,False,False,False,[],False,False,False,1000.0,€/mes,flat,"Bezana, Santa Cruz de Bezana",Piso,,,,,,,,rent_homes_run_20260405_140420
109769483,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/0b/42/1423337386.webp,G02222,32,,990.0,chalet,rent,217.0,,3,3,Boo,Cantabria,Piélagos,Boo,es,43.4332734,-3.9459361,False,https://www.idealista.com/inmueble/109769483/,4424,"¡Bienvenidos a Villa Laura! � Ubicada en el encantador pueblo de Boo de Piélagos, este hermoso chalet está a tan solo 20 min de lugares emblemáticos como Puertochico o el Palacio De Festivales De Santander � ambos ubicados aproximadamente a 17 km. Y si necesitas desplazarte al Aeropuerto � (Aeropuerto De Santander), este se encuentra muy cerca - apenas a 13 km.  Con espacio para alojar cómodamente hasta seis personas, este chalet cuenta con tres acogedores dormitorios �. Además, contarás con una moderna sala de estar y una cocina completamente equipada �️ que incluye horno y cafetera. La comodidad es clave aquí: tendrás acceso a tres baños equipados, con toallas y ropa de cama incluidas �. Disfruta del aire fresco y la tranquilidad que ofrece su maravilloso jardín �, ideal para relajarte o disfrutar con familiares y amigos. No pierdas la oportunidad �� reserva ya tu estancia. ¡Llámanos para agendar una visita! ALQUILER DE TEMPORADA. Disponible hasta el 30 de junio. Consultar fechas. TRANSPARENCIA GESTIÓN INMOBILIARIA: - No se admiten mascotas. - Sujeto a decisión última del cliente propietario. - Imprescindible seguro de alquiler. - Honorarios inmobiliarios no incluidos en el precio. - Consultar resto de condiciones.",False,good,False,,5.0,False,False,False,False,[],False,False,False,990.0,€/mes,chalet,"Boo, Piélagos",Casa independiente,,,independantHouse,,,,,rent_homes_run_20260405_140420
109164241,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/84/df/1366162437.webp,3979,19,bj,900.0,flat,rent,80.0,True,2,1,BO IGLESIA (LA),Cantabria,Piélagos,Liencres,es,43.461294,-3.9257251,False,https://www.idealista.com/inmueble/109164241/,1432,"ALQUILER DE TEMPORADA DISPONIBLE A PARTIR DE OCTUBRE DE 2026.  NO SE PERMITEN MASCOTAS. Bajo con jardín ubicado en el centro de Liencres, de 80 m² aproximadamente, recientemente renovado, distribuido en  2 dormitorios, 1 baño completo con bañera, amplio salón comedor   y una cocina independiente - con acceso al jardín privativo- equipada con todos los utensilios y mobiliario necesarios para una estancia cómoda. El piso cuenta con aire acondicionado privado, Tv, wifire, espacio de trabajo todo de uso exclusivo. El piso dispone de  un jardín privativo  de 80 m² con terrazas cubiertas y descubiertas, y mobiliario de exterior. Además, el inmueble  ofrece acceso directo a un parque público infantil  donde vuestra familia podrá disfrutar de más espacio al aire libre. Hay aparcamiento privado disponible para 6 coches.   Es una vivienda  tranquila y espaciosa y  está cerca de las conocidas playas de Liencres, Valdearenas, Canallave, Covachos y La Arnía. Encontraréis numerosos restaurantes y servicios esenciales cerca, como carnicerías, pescaderías, fruterías y supermercados.",False,good,False,False,11.0,False,False,False,False,[],False,False,False,900.0,€/mes,flat,"Liencres, Piélagos",Piso en Bo Iglesia (la),,,,,,,,rent_homes_run_20260405_140420
104321773,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/db/9f/1245001972.webp,1064372,12,bj,650.0,flat,rent,69.0,True,2,1,"paseo de la Marina Española, 10",Cantabria,Suances,,es,43.4337688,-4.0378567,True,https://www.idealista.com/inmueble/104321773/,3745,"Se alquila pora temporada de verano julio y agosto, piso en primera linea de playa. La vivienda esta distribuida en dos habitaciones, baño con plata de ducha, cocina americana y salón con salida a la terraza. Vistas al mar.   el preio de 650eur/mes es para los meses de abril, mayo, junio. Para los meses de julio y agosto, precio a consultar.",False,good,False,False,9.0,False,False,False,False,[],False,False,False,650.0,€/mes,flat,Suances,"Piso en paseo de la Marina Española, 10",,,,,,,,rent_homes_run_20260405_140420
111051124,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/de/7e/1423805635.webp,2903-61021-MOGRO-NOFIJO,11,3,610.0,flat,rent,60.0,True,2,1,Urbanización Pueblo del Sol,Cantabria,Mogro,,es,43.4285979,-3.975449,False,https://www.idealista.com/inmueble/111051124/,3157,"La propiedad busca un docente o un profesional en teletrabajo que quiera disfrutar de este maravilloso hogar durante la estancia escolar. ///// NO SE ALQUILA PARA FIJO ///// Disponible para el curso escolar 2026–2027. Alquiler dirigido a profesionales desplazados con contrato temporal. Por normativa vigente, es obligatorio justificar la temporalidad del arrendamiento. Por favor, abstenerse quienes busquen alquiler para residencia permanente*  Este anuncio es informativo y no contractual, puede contener errores, se muestra a título informativo y no es vinculante. Además, está sujeto a la decisión final del propietario.",False,good,False,False,10.0,False,False,False,False,[],False,False,False,610.0,€/mes,flat,Mogro,Piso en Urbanización Pueblo del Sol,,,,,,,,rent_homes_run_20260405_140420
