tipo_operacion,precio,superficie_construida_m2,numero_dormitorios,numero_banos,tipologia,subtipologia,provincia,municipio,distrito,latitud,longitud,planta,es_exterior,tiene_ascensor,tiene_garaje,obra_nueva,distancia_min_playa_km,distancia_min_supermercado_km,distancia_min_colegio_km
venta,180000.0,65.0,2,1,flat,desconocido,Cantabria,Suances,desconocido,43.4229261,-4.0528642,4,True,True,True,False,1.284,1.008,0.881
venta,70000.0,65.0,2,1,flat,desconocido,Cantabria,Torrelavega,Inmobiliaria - Barreda,43.3664867,-4.045799,3,True,False,False,False,6.856,0.149,0.133
venta,545000.0,262.0,4,3,chalet,independantHouse,Cantabria,Suances,desconocido,43.3983669,-4.0538647,desconocido,False,False,True,True,3.592,2.736,0.598
venta,210000.0,81.0,2,1,flat,desconocido,Cantabria,Polanco,desconocido,43.3905526,-4.0275052,bj,True,False,True,False,4.17,0.545,0.406
venta,180000.0,85.0,3,2,flat,desconocido,Cantabria,Piélagos,Renedo,43.3530078,-3.9430592,bj,True,True,True,False,9.652,0.163,0.795
venta,240000.0,67.0,2,1,flat,desconocido,Cantabria,Mogro,desconocido,43.4337722,-3.9710607,1,True,False,True,False,0.514,0.743,0.371
venta,360000.0,77.0,3,1,flat,desconocido,Cantabria,Santander,Cuatro Caminos,43.4596538,-3.8265204,5,True,True,True,False,2.364,0.051,0.235
venta,160000.0,70.0,2,1,flat,desconocido,Cantabria,Piélagos,Boo,43.4200714,-3.955297,1,True,True,False,False,2.484,1.06,0.671
venta,210000.0,102.0,3,1,flat,desconocido,Cantabria,Camargo,Muriedas,43.4193263,-3.8442985,2,False,True,False,False,2.754,0.141,0.432
venta,380000.0,354.0,3,1,chalet,desconocido,Cantabria,Miengo,desconocido,43.4264569,-4.0036616,desconocido,False,False,True,False,1.46,0.781,1.417
venta,525000.0,295.0,5,3,chalet,semidetachedHouse,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4481643,-3.8646526,desconocido,False,False,True,False,3.082,0.882,0.303
venta,985000.0,270.0,7,4,chalet,independantHouse,Cantabria,Santa Cruz de Bezana,Sancibrián,43.4586619,-3.8898667,desconocido,False,False,True,False,1.581,1.301,0.699
venta,395000.0,235.0,6,2,chalet,independantHouse,Cantabria,Santander,Alisal - Cazoña - San Román,43.4646664,-3.856921,desconocido,False,False,False,False,1.462,0.746,0.37
venta,895000.0,374.0,5,4,chalet,independantHouse,Cantabria,Santa Cruz de Bezana,Mompia,43.4383572,-3.9214041,desconocido,False,False,True,False,3.585,0.822,0.548
venta,325000.0,107.0,2,2,flat,penthouse,Cantabria,Santa Cruz de Bezana,Sancibrián,43.4610559,-3.8892616,4,True,True,True,False,1.325,1.164,0.559
venta,93000.0,96.0,3,2,flat,desconocido,Cantabria,Santander,Alisal - Cazoña - San Román,43.456161,-3.8480185,desconocido,False,False,False,False,2.647,0.323,0.101
venta,261000.0,95.0,2,2,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4366419,-3.8397705,4,True,True,True,False,2.915,0.135,0.554
venta,219000.0,127.0,3,2,flat,desconocido,Cantabria,Guarnizo,desconocido,43.3991711,-3.8475116,1,True,True,True,False,3.896,0.881,0.857
venta,104000.0,180.0,7,6,chalet,desconocido,Cantabria,Polanco,desconocido,43.4014384,-4.0074604,desconocido,False,False,False,False,3.671,1.513,1.759
venta,210000.0,60.0,2,1,flat,desconocido,Cantabria,Mogro,desconocido,43.4373883,-3.9697879,1,True,False,True,False,0.254,1.157,0.694
venta,243000.0,87.0,3,2,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4410273,-3.8545803,en,True,True,True,False,3.989,0.142,0.505
venta,122000.0,55.0,1,1,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4474945,-3.8481733,2,True,True,False,False,3.481,0.541,0.068
venta,695000.0,664.0,7,3,chalet,independantHouse,Cantabria,Piélagos,Liencres,43.4588891,-3.9302959,desconocido,False,False,True,False,1.233,0.126,0.547
venta,692000.0,220.0,4,3,chalet,independantHouse,Cantabria,Piélagos,Mortera,43.4434837,-3.929466,desconocido,False,False,True,False,2.78,1.686,1.41
venta,350000.0,125.0,4,4,flat,desconocido,Cantabria,Piélagos,Liencres,43.4608997,-3.930925,bj,True,False,False,False,1.008,0.092,0.339
venta,207000.0,94.0,3,2,flat,desconocido,Cantabria,Santander,Alisal - Cazoña - San Román,43.4586843,-3.8535317,2,False,True,False,False,2.175,0.259,0.191
venta,340000.0,127.0,3,3,chalet,semidetachedHouse,Cantabria,Polanco,desconocido,43.3853417,-4.0200264,desconocido,False,False,True,False,4.859,0.759,0.409
venta,349000.0,92.0,3,2,flat,desconocido,Cantabria,Santander,Alisal - Cazoña - San Román,43.4650774,-3.8635637,1,True,True,True,False,1.22,0.785,0.232
venta,700000.0,214.0,4,2,chalet,independantHouse,Cantabria,Santander,Cuatro Caminos,43.4557857,-3.8313577,desconocido,False,False,True,False,2.666,0.479,0.241
venta,320000.0,107.0,3,2,flat,desconocido,Cantabria,Santander,Los Castros,43.4661748,-3.8267319,2,True,True,False,False,1.691,0.149,0.348
venta,163000.0,63.0,3,1,flat,desconocido,Cantabria,Camargo,Maliaño,43.4210693,-3.8451653,2,True,False,False,False,2.814,0.124,0.59
venta,147000.0,87.0,2,1,flat,desconocido,Cantabria,Piélagos,Parbayón,43.3758479,-3.8895472,1,True,True,False,False,8.168,5.116,0.296
venta,195000.0,77.0,2,2,flat,desconocido,Cantabria,Santander,Cuatro Caminos,43.4591827,-3.8226703,3,True,False,False,False,2.533,0.057,0.072
venta,325000.0,143.0,3,2,flat,desconocido,Cantabria,Camargo,Muriedas,43.4214542,-3.8574991,bj,True,True,True,False,3.81,0.504,0.271
venta,285000.0,104.0,3,2,flat,desconocido,Cantabria,Suances,desconocido,43.4254519,-4.0381664,3,True,True,True,False,0.349,0.096,0.322
venta,415000.0,214.0,5,3,chalet,independantHouse,Cantabria,Camargo,Revilla,43.3911227,-3.8755857,desconocido,False,False,True,False,6.26,3.27,1.71
venta,178000.0,92.0,3,1,flat,desconocido,Cantabria,Suances,desconocido,43.4239627,-4.0532165,1,True,False,False,False,1.166,1.014,0.852
venta,158000.0,51.0,2,1,flat,desconocido,Cantabria,Santander,Monte,43.4694233,-3.8294192,2,True,False,False,False,1.271,0.108,0.257
venta,1490000.0,733.0,5,4,chalet,independantHouse,Cantabria,Suances,desconocido,43.4354398,-4.0454084,desconocido,False,False,True,False,0.158,0.335,0.939
venta,259000.0,77.0,2,2,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4417508,-3.8537677,4,True,True,True,True,3.927,0.128,0.468
venta,188000.0,275.0,7,5,chalet,semidetachedHouse,Cantabria,Guarnizo,desconocido,43.3985582,-3.8460026,desconocido,False,False,False,False,3.847,0.85,0.846
venta,210000.0,102.0,3,1,flat,desconocido,Cantabria,Camargo,Muriedas,43.4197576,-3.8462023,2,False,True,False,False,2.904,0.048,0.431
venta,350000.0,361.0,5,2,chalet,semidetachedHouse,Cantabria,Camargo,Muriedas,43.4252946,-3.8569926,desconocido,False,False,False,False,3.793,0.11,0.219
venta,200000.0,164.0,3,2,flat,desconocido,Cantabria,Piélagos,Boo,43.4268288,-3.9441233,desconocido,False,False,False,False,2.619,1.472,0.504
venta,99750.0,93.0,3,1,flat,desconocido,Cantabria,Guarnizo,desconocido,43.4065205,-3.8395021,1,True,False,False,False,2.885,0.208,0.537
venta,301000.0,120.0,3,2,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4389459,-3.8538549,5,True,True,True,True,4.016,0.224,0.451
venta,295000.0,124.0,3,2,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4389459,-3.8538549,1,True,True,True,True,4.016,0.224,0.451
venta,266500.0,96.0,3,2,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4389459,-3.8538549,5,True,True,True,True,4.016,0.224,0.451
venta,227000.0,80.0,2,2,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4389459,-3.8538549,5,True,True,True,True,4.016,0.224,0.451
venta,220000.0,73.0,2,1,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4389459,-3.8538549,2,True,True,True,True,4.016,0.224,0.451
venta,256500.0,97.0,3,2,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4389459,-3.8538549,1,True,True,True,True,4.016,0.224,0.451
venta,211000.0,73.0,2,1,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4389459,-3.8538549,2,True,True,True,True,4.016,0.224,0.451
venta,215000.0,78.0,2,2,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4389459,-3.8538549,1,True,True,True,True,4.016,0.224,0.451
venta,244000.0,97.0,3,2,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4389459,-3.8538549,4,True,True,True,True,4.016,0.224,0.451
venta,220000.0,73.0,2,1,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4389459,-3.8538549,5,True,True,True,True,4.016,0.224,0.451
venta,208000.0,73.0,2,1,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4389459,-3.8538549,1,True,True,True,True,4.016,0.224,0.451
venta,230000.0,55.0,2,1,flat,desconocido,Cantabria,Mogro,desconocido,43.4387433,-3.9696397,1,True,False,True,False,0.185,1.307,0.84
venta,240000.0,73.0,2,1,flat,desconocido,Cantabria,Suances,desconocido,43.4282002,-4.0467585,2,True,True,True,False,0.875,0.566,0.284
venta,365000.0,600.0,4,1,chalet,independantHouse,Cantabria,Polanco,desconocido,43.3880112,-3.9973928,desconocido,False,False,True,False,5.357,1.97,1.456
venta,103500.0,82.0,2,1,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4452954,-3.8479341,desconocido,False,False,False,False,3.711,0.417,0.141
venta,90000.0,54.0,2,1,flat,desconocido,Cantabria,Torrelavega,Inmobiliaria - Barreda,43.3515496,-4.0485253,1,False,False,False,False,8.532,0.185,0.171
venta,80000.0,179.0,3,1,chalet,desconocido,Cantabria,Santa Maria de Cayon,desconocido,43.3076681,-3.8977239,desconocido,False,False,False,False,14.494,3.865,0.549
venta,260000.0,421.0,6,2,chalet,desconocido,Cantabria,Vargas,desconocido,43.3204441,-3.9595861,desconocido,False,False,False,False,12.961,0.264,0.241
venta,495000.0,584.0,11,11,chalet,desconocido,Cantabria,Torrelavega,Tanos,43.3237939,-4.03399,desconocido,False,False,True,False,11.549,1.522,1.144
venta,115000.0,96.0,4,2,flat,desconocido,Cantabria,Torrelavega,Covadonga - Campuzano - Ciudad Vergel,43.3461072,-4.063935,1,True,False,False,False,9.173,0.233,0.071
venta,1650000.0,1700.0,0,0,chalet,independantHouse,Cantabria,Torrelavega,Centro,43.350222,-4.0506506,desconocido,False,False,False,False,8.701,0.145,0.056
venta,346000.0,130.0,4,2,flat,desconocido,Cantabria,Torrelavega,Centro,43.3483434,-4.0504149,5,True,True,False,False,8.905,0.049,0.058
venta,70000.0,47.0,2,1,chalet,desconocido,Cantabria,Torrelavega,Covadonga - Campuzano - Ciudad Vergel,43.3390928,-4.058198,desconocido,False,False,False,False,10.023,0.403,0.288
venta,120000.0,94.0,3,2,flat,desconocido,Cantabria,Torrelavega,Inmobiliaria - Barreda,43.3507968,-4.0475763,3,True,False,False,False,8.605,0.19,0.212
venta,159000.0,92.0,3,1,flat,desconocido,Cantabria,Torrelavega,Centro,43.3498632,-4.052624,3,True,False,False,False,8.765,0.071,0.189
venta,179000.0,85.0,3,2,flat,desconocido,Cantabria,Puente San Miguel,desconocido,43.3586184,-4.0766114,1,True,False,False,False,7.556,0.641,0.791
venta,112000.0,105.0,2,2,flat,desconocido,Cantabria,Cartes,desconocido,43.3360735,-4.0602391,3,True,True,True,False,10.327,0.256,0.496
venta,158000.0,103.0,2,1,chalet,independantHouse,Cantabria,Torrelavega,Tanos,43.323958,-4.0492204,desconocido,False,False,True,False,11.587,1.032,0.132
venta,299900.0,178.0,4,2,chalet,semidetachedHouse,Cantabria,Penagos,desconocido,43.3470774,-3.8364965,desconocido,False,False,True,False,8.539,2.541,1.04
venta,120000.0,107.0,3,1,flat,desconocido,Cantabria,Torrelavega,Inmobiliaria - Barreda,43.3514504,-4.0468732,3,True,False,False,False,8.527,0.106,0.208
venta,240000.0,108.0,3,2,flat,desconocido,Cantabria,Torrelavega,Inmobiliaria - Barreda,43.3537813,-4.0475702,5,True,True,True,False,8.276,0.1,0.093
venta,500000.0,300.0,5,3,chalet,independantHouse,Cantabria,Torrelavega,Sierrapando,43.3436495,-4.0386603,desconocido,False,False,True,False,9.345,0.377,0.143
venta,159000.0,89.0,3,2,flat,desconocido,Cantabria,Torrelavega,Centro,43.3529223,-4.0475204,1,True,False,False,False,8.37,0.1,0.055
venta,185000.0,95.0,2,1,flat,desconocido,Cantabria,Torrelavega,Centro,43.3495537,-4.0478341,1,True,False,False,False,8.745,0.106,0.169
venta,225000.0,105.0,3,2,flat,desconocido,Cantabria,Torrelavega,Centro,43.3484091,-4.0502654,2,True,True,False,False,8.896,0.061,0.044
venta,225000.0,112.0,3,2,flat,duplex,Cantabria,Torrelavega,Covadonga - Campuzano - Ciudad Vergel,43.3365472,-4.0576509,1,True,False,True,False,10.293,0.458,0.54
venta,320000.0,196.0,4,4,chalet,independantHouse,Cantabria,Penagos,desconocido,43.3439736,-3.8392438,desconocido,False,False,True,False,8.93,2.133,1.44
venta,98000.0,70.0,2,1,flat,desconocido,Cantabria,Torrelavega,Centro,43.3508034,-4.0459699,2,False,False,False,False,8.59,0.181,0.153
venta,250000.0,105.0,3,2,flat,desconocido,Cantabria,Torrelavega,Centro,43.3479326,-4.0511626,1,False,True,True,False,8.959,0.053,0.005
venta,250000.0,90.0,3,2,flat,desconocido,Cantabria,Torrelavega,Centro,43.3495638,-4.0537089,1,False,True,True,False,8.812,0.024,0.167
venta,133000.0,83.0,3,1,flat,desconocido,Cantabria,Torrelavega,Centro,43.3478606,-4.0461027,2,True,True,False,False,8.917,0.031,0.177
venta,255000.0,104.0,2,2,flat,duplex,Cantabria,Torrelavega,El Parque - Zapatón,43.3476129,-4.0513749,4,False,True,True,False,8.997,0.07,0.04
venta,120000.0,99.0,3,2,flat,desconocido,Cantabria,Torrelavega,Inmobiliaria - Barreda,43.3540181,-4.0468063,3,False,False,False,False,8.242,0.048,0.153
venta,400000.0,502.0,8,5,chalet,semidetachedHouse,Cantabria,Castañeda,desconocido,43.3098326,-3.950079,desconocido,False,False,True,False,14.23,1.66,0.47
venta,179000.0,106.0,3,1,flat,desconocido,Cantabria,Solares,desconocido,43.3832187,-3.7407862,4,True,False,False,False,7.047,0.091,0.544
venta,1480000.0,217.0,2,3,chalet,independantHouse,Cantabria,Ribamontan al Mar,Loredo,43.4633321,-3.7164436,desconocido,False,False,True,False,0.785,0.599,0.999
venta,850000.0,224.0,4,3,chalet,independantHouse,Cantabria,Santa Maria de Cayon,desconocido,43.307519,-3.8382621,desconocido,False,False,True,False,12.872,1.987,1.082
venta,245000.0,247.0,4,3,chalet,terracedHouse,Cantabria,Heras,desconocido,43.3962707,-3.7683516,desconocido,False,False,False,False,4.399,1.759,0.235
venta,1650000.0,1572.0,10,6,chalet,independantHouse,Cantabria,Entrambasaguas,desconocido,43.3667347,-3.6996028,desconocido,False,False,False,False,10.627,1.661,1.812
venta,325000.0,75.0,2,1,flat,desconocido,Cantabria,Ribamontan al Mar,Somo,43.4527397,-3.7378132,1,True,False,True,False,0.909,0.311,0.532
venta,925000.0,312.0,4,4,chalet,independantHouse,Cantabria,Ribamontan al Mar,Langre,43.4716757,-3.7027703,desconocido,False,False,True,False,0.866,1.954,2.435
venta,390000.0,193.0,4,3,chalet,independantHouse,Cantabria,Heras,desconocido,43.3967377,-3.7686418,desconocido,False,False,True,False,4.348,1.791,0.239
venta,70000.0,150.0,3,1,chalet,terracedHouse,Cantabria,Entrambasaguas,desconocido,43.3925535,-3.7195218,desconocido,False,False,False,False,7.404,1.32,1.441
venta,190000.0,104.0,0,0,chalet,semidetachedHouse,Cantabria,Ribamontan al Monte,desconocido,43.42097,-3.6837724,desconocido,False,False,False,False,5.755,1.543,2.593
venta,240000.0,519.0,1,0,countryHouse,countryHouse,Cantabria,Santa Maria de Cayon,desconocido,43.3104283,-3.8560854,bj,False,False,True,False,12.891,1.309,0.362
venta,147500.0,40.0,2,1,flat,desconocido,Cantabria,Entrambasaguas,desconocido,43.3869836,-3.7283177,1,True,False,False,True,7.57,0.383,0.505
venta,129000.0,39.0,1,1,flat,desconocido,Cantabria,Entrambasaguas,desconocido,43.3869836,-3.7283177,bj,True,False,False,True,7.57,0.383,0.505
venta,455000.0,206.0,4,2,chalet,semidetachedHouse,Cantabria,Entrambasaguas,desconocido,43.3737268,-3.6705199,desconocido,False,False,True,False,10.728,2.839,0.903
venta,159000.0,65.0,1,1,flat,desconocido,Cantabria,Entrambasaguas,desconocido,43.3765948,-3.6777681,2,True,True,True,False,10.183,2.192,0.285
venta,240000.0,88.0,2,2,flat,duplex,Cantabria,Ajo,desconocido,43.4795525,-3.6120609,2,True,False,True,False,1.941,0.216,0.11
venta,450133.0,1066.0,5,2,chalet,independantHouse,Cantabria,Ajo,desconocido,43.4828407,-3.6166357,desconocido,False,False,True,False,1.581,0.337,0.491
venta,210300.0,150.0,3,1,chalet,desconocido,Cantabria,Hazas de Cesto,desconocido,43.3980541,-3.5890551,desconocido,False,False,False,False,10.695,2.252,0.333
venta,97000.0,97.0,3,2,flat,desconocido,Cantabria,Meruelo,desconocido,43.4548792,-3.5727326,desconocido,False,False,False,False,4.452,0.052,0.204
venta,159000.0,75.0,2,1,flat,desconocido,Cantabria,Meruelo,desconocido,43.4556837,-3.5734711,2,True,True,False,False,4.398,0.073,0.15
venta,240000.0,120.0,3,3,chalet,semidetachedHouse,Cantabria,Marina de Cudeyo,desconocido,43.4188521,-3.7326326,desconocido,False,False,True,False,4.371,2.836,1.85
venta,42000.0,75.0,3,1,flat,desconocido,Cantabria,Beranga,desconocido,43.4139013,-3.578307,bj,True,False,False,False,8.753,0.295,2.296
venta,88000.0,99.0,0,0,countryHouse,casaDePueblo,Cantabria,Alfoz de Lloredo,desconocido,43.3611587,-4.1495281,desconocido,False,False,False,False,4.919,3.286,1.947
venta,140000.0,459.0,3,2,chalet,semidetachedHouse,Cantabria,Reocin,desconocido,43.3502964,-4.1327792,desconocido,False,False,False,False,6.626,3.997,1.825
venta,220000.0,1105.0,1,0,flat,desconocido,Cantabria,Cartes,desconocido,43.3270825,-4.0703321,bj,False,False,False,False,11.089,0.434,0.179
venta,890000.0,1290.0,7,4,countryHouse,casaDePueblo,Cantabria,Reocin,desconocido,43.3507798,-4.1334082,desconocido,False,False,False,False,6.554,4.035,1.789
venta,110000.0,194.0,0,0,chalet,terracedHouse,Cantabria,Torrelavega,Tanos,43.3197931,-4.0547755,desconocido,False,False,False,False,12.098,1.423,0.436
venta,230000.0,152.0,3,2,chalet,terracedHouse,Cantabria,Torrelavega,Tanos,43.3160712,-4.0476276,desconocido,False,False,True,False,12.449,1.902,0.447
venta,72000.0,44.0,2,1,flat,desconocido,Cantabria,Torrelavega,Covadonga - Campuzano - Ciudad Vergel,43.3466964,-4.062091,4,False,False,False,False,9.158,0.178,0.1
venta,163000.0,82.0,2,2,flat,duplex,Cantabria,Reocin,desconocido,43.3464263,-4.1368266,1,True,True,True,False,6.843,4.422,2.338
venta,210000.0,300.0,3,2,chalet,independantHouse,Cantabria,Torrelavega,Covadonga - Campuzano - Ciudad Vergel,43.3404236,-4.059511,desconocido,False,False,True,False,9.885,0.466,0.226
venta,225000.0,75.0,2,1,flat,desconocido,Cantabria,Villapresente,desconocido,43.3621178,-4.0998696,bj,True,False,False,False,6.956,1.325,0.834
venta,340000.0,224.0,3,2,chalet,independantHouse,Cantabria,Piélagos,Carandía,43.3355259,-3.9759703,desconocido,False,False,True,False,11.214,1.768,1.712
venta,145000.0,84.0,3,1,flat,desconocido,Cantabria,Torrelavega,Centro,43.3461672,-4.0455477,2,True,True,False,False,9.1,0.185,0.103
venta,569000.0,326.0,4,3,chalet,independantHouse,Cantabria,Torrelavega,Sierrapando,43.3437208,-4.035488,desconocido,False,False,True,False,9.333,0.134,0.142
venta,225000.0,105.0,3,2,flat,desconocido,Cantabria,Torrelavega,Centro,43.3485901,-4.0493148,2,True,True,False,False,8.866,0.104,0.046
venta,129000.0,89.0,4,1,flat,desconocido,Cantabria,Torrelavega,Inmobiliaria - Barreda,43.3518371,-4.0472106,5,False,True,False,False,8.487,0.081,0.157
venta,125000.0,77.0,3,1,flat,desconocido,Cantabria,Torrelavega,Inmobiliaria - Barreda,43.3546767,-4.0485073,5,False,True,False,False,8.187,0.145,0.181
venta,120000.0,107.0,3,2,flat,desconocido,Cantabria,Torrelavega,Inmobiliaria - Barreda,43.3532799,-4.0449299,3,True,False,False,False,8.308,0.165,0.122
venta,125000.0,77.0,3,1,flat,penthouse,Cantabria,Torrelavega,Inmobiliaria - Barreda,43.3530212,-4.0474766,5,True,True,False,False,8.359,0.104,0.056
venta,165000.0,90.0,5,2,flat,desconocido,Cantabria,Torrelavega,Centro,43.348688,-4.0482649,1,False,False,False,False,8.845,0.058,0.13
venta,590000.0,281.0,4,3,chalet,independantHouse,Cantabria,Alfoz de Lloredo,desconocido,43.4022569,-4.1588182,desconocido,False,False,False,False,1.343,3.238,4.471
venta,569000.0,167.0,4,3,chalet,independantHouse,Cantabria,Torrelavega,Sierrapando,43.3425859,-4.0388275,desconocido,False,False,True,False,9.464,0.39,0.116
venta,475000.0,415.0,4,1,chalet,independantHouse,Cantabria,Alfoz de Lloredo,desconocido,43.3995176,-4.157235,desconocido,False,False,False,False,1.478,3.079,4.268
venta,310000.0,143.0,4,3,chalet,desconocido,Cantabria,Reocin,desconocido,43.3516368,-4.1152294,desconocido,False,False,True,False,7.35,2.584,0.993
venta,142500.0,85.0,3,1,flat,desconocido,Cantabria,Torrelavega,Inmobiliaria - Barreda,43.3532003,-4.0463976,1,True,True,False,False,8.329,0.092,0.144
venta,209000.0,84.0,2,2,flat,duplex,Cantabria,Torrelavega,Sierrapando,43.3430416,-4.0377533,1,True,False,True,False,9.411,0.299,0.058
venta,650133.0,344.0,12,3,chalet,independantHouse,Cantabria,Alfoz de Lloredo,desconocido,43.4032886,-4.1412421,desconocido,False,False,False,False,2.768,2.33,3.189
venta,675000.0,200.0,6,3,chalet,independantHouse,Cantabria,Alfoz de Lloredo,desconocido,43.3953882,-4.1941293,desconocido,False,False,True,False,1.647,1.743,1.854
venta,185000.0,101.0,3,1,flat,desconocido,Cantabria,Torrelavega,El Parque - Zapatón,43.3498957,-4.0555467,3,True,True,False,False,8.803,0.177,0.163
venta,167000.0,75.0,2,2,flat,desconocido,Cantabria,Cartes,desconocido,43.3326589,-4.0645847,1,True,True,True,False,10.593,0.264,0.562
venta,185000.0,100.0,2,1,flat,desconocido,Cantabria,Torrelavega,Centro,43.3488896,-4.0469721,1,True,False,False,False,8.81,0.058,0.116
venta,50158.0,94.0,1,2,flat,desconocido,Cantabria,Torrelavega,Cerezo - Aspla - Torres,43.358301,-4.0683493,bj,True,False,False,False,7.773,0.009,0.26
venta,219000.0,120.0,3,1,countryHouse,casaDePueblo,Cantabria,Santillana del Mar,desconocido,43.3688936,-4.0781337,desconocido,False,False,False,False,6.418,1.317,0.911
venta,185000.0,95.0,2,1,flat,desconocido,Cantabria,Torrelavega,Centro,43.3487774,-4.0455966,1,True,False,False,False,8.811,0.08,0.074
venta,163000.0,92.0,3,1,flat,desconocido,Cantabria,Torrelavega,El Parque - Zapatón,43.3467165,-4.0522638,1,True,True,True,False,9.106,0.048,0.163
venta,470000.0,511.0,3,1,chalet,desconocido,Cantabria,Cartes,desconocido,43.3284377,-4.0809666,desconocido,False,False,True,False,10.795,0.942,1.047
venta,455000.0,200.0,4,3,flat,duplex,Cantabria,Alfoz de Lloredo,desconocido,43.3793002,-4.1808412,2,True,False,False,False,2.476,0.137,2.812
venta,112000.0,91.0,3,2,flat,desconocido,Cantabria,Cartes,desconocido,43.3337533,-4.0618716,desconocido,False,False,False,False,10.535,0.105,0.543
venta,135000.0,72.0,3,1,flat,desconocido,Cantabria,Cartes,desconocido,43.337226,-4.0627788,2,True,False,False,False,10.144,0.299,0.264
venta,114000.0,90.0,3,2,chalet,semidetachedHouse,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4422042,-3.8851006,desconocido,False,False,False,False,3.448,0.615,1.333
venta,211000.0,126.0,3,2,chalet,independantHouse,Cantabria,Suances,desconocido,43.4216354,-4.0377546,desconocido,False,False,False,False,0.703,0.457,0.063
venta,84000.0,88.0,1,1,flat,desconocido,Cantabria,Torrelavega,Sierrapando,43.3465181,-4.0433904,desconocido,False,True,False,False,9.047,0.2,0.061
venta,330000.0,365.0,1,1,chalet,independantHouse,Cantabria,Santillana del Mar,desconocido,43.3740295,-4.1035501,desconocido,False,False,False,False,5.645,1.543,1.851
venta,178000.0,113.0,6,3,chalet,semidetachedHouse,Cantabria,Suances,desconocido,43.4264786,-4.053437,desconocido,False,False,False,False,0.886,1.035,0.799
venta,144000.0,61.0,1,1,flat,desconocido,Cantabria,Torrelavega,Centro,43.3472113,-4.0461191,1,True,True,False,False,8.989,0.103,0.165
venta,315000.0,108.0,4,2,flat,desconocido,Cantabria,Torrelavega,Centro,43.3507839,-4.0509227,6,False,True,True,False,8.643,0.202,0.027
venta,274900.0,62.0,1,1,flat,desconocido,Cantabria,Mogro,desconocido,43.4346588,-3.9720073,4,True,False,False,False,0.398,0.831,0.495
venta,195000.0,165.0,5,2,flat,desconocido,Cantabria,Torrelavega,Centro,43.3490652,-4.0503242,3,True,True,True,False,8.825,0.093,0.056
venta,530000.0,225.0,4,3,chalet,independantHouse,Cantabria,Piélagos,Boo,43.4279112,-3.9355239,desconocido,False,False,True,False,3.162,1.784,1.159
venta,180000.0,62.0,2,2,flat,desconocido,Cantabria,Piélagos,Liencres,43.4610508,-3.9253761,bj,True,False,False,False,1.061,0.34,0.722
venta,375000.0,425.0,6,2,countryHouse,countryHouse,Cantabria,Reocin,desconocido,43.3434082,-4.1579608,desconocido,False,False,True,False,6.58,4.385,2.071
venta,595000.0,208.0,3,3,chalet,semidetachedHouse,Cantabria,Piélagos,Liencres,43.4668384,-3.9372342,desconocido,False,False,True,False,0.251,0.877,0.499
venta,780000.0,450.0,7,4,chalet,independantHouse,Cantabria,Camargo,Igollo,43.4392489,-3.8830245,desconocido,False,False,True,False,3.801,0.707,1.071
venta,480000.0,175.0,5,2,chalet,semidetachedHouse,Cantabria,Torrelavega,Cerezo - Aspla - Torres,43.3546464,-4.0531865,desconocido,False,False,True,False,8.248,0.482,0.442
venta,185000.0,98.0,2,1,flat,desconocido,Cantabria,Torrelavega,Centro,43.3472548,-4.0470848,1,True,False,False,False,8.992,0.129,0.146
venta,129500.0,160.0,3,2,chalet,terracedHouse,Cantabria,Torrelavega,Tanos,43.3347867,-4.0353898,desconocido,False,False,False,False,10.326,0.752,0.593
venta,160000.0,70.0,2,2,flat,duplex,Cantabria,Piélagos,Renedo,43.3514026,-3.9542122,bj,True,True,True,False,9.616,0.381,0.412
venta,360000.0,220.0,4,2,chalet,terracedHouse,Cantabria,Laredo,El Puntal,43.4270697,-3.4486166,desconocido,False,False,True,False,0.569,0.872,1.589
venta,110000.0,645.0,5,2,flat,desconocido,Cantabria,Ampuero,desconocido,43.343967,-3.4160274,desconocido,True,False,False,False,6.93,0.12,0.142
