tipo_operacion,precio,superficie_construida_m2,numero_dormitorios,numero_banos,tipologia,subtipologia,provincia,municipio,distrito,latitud,longitud,planta,es_exterior,tiene_ascensor,tiene_garaje,obra_nueva,distancia_min_playa_km,distancia_min_supermercado_km,distancia_min_colegio_km
venta,515000.0,250.0,4,4,chalet,terracedHouse,Cantabria,Castro-Urdiales,Brazomar,43.3736518,-3.2179702,desconocido,False,False,True,False,0.467,0.316,0.45
venta,187000.0,80.0,3,1,flat,desconocido,Vizcaya,Gallarta,desconocido,43.3140472,-3.0694611,3,True,False,False,False,4.47,0.411,0.429
venta,445000.0,202.0,3,3,chalet,independantHouse,Cantabria,Castro-Urdiales,Mioño-Santullán,43.3596737,-3.2026199,desconocido,False,False,True,False,0.809,1.29,0.804
venta,530000.0,250.0,4,4,chalet,terracedHouse,Cantabria,Castro-Urdiales,Brazomar,43.3700733,-3.2184744,desconocido,False,False,True,False,0.688,0.128,0.101
venta,269000.0,68.0,2,1,flat,desconocido,Cantabria,Castro-Urdiales,Brazomar,43.365284,-3.2168741,bj,True,True,True,False,1.07,0.359,0.484
venta,115000.0,96.0,3,1,chalet,terracedHouse,Cantabria,Guriezo,desconocido,43.2978494,-3.2582195,desconocido,False,False,False,False,8.966,2.821,7.21
venta,160000.0,72.0,3,1,flat,desconocido,Vizcaya,Santurtzi,Las Viñas,43.3292377,-3.0381592,bj,False,True,False,False,1.713,0.174,0.112
venta,175000.0,68.0,2,1,flat,desconocido,Vizcaya,Gallarta,desconocido,43.3202421,-3.0749834,2,True,False,False,False,3.786,0.45,0.124
venta,225000.0,80.0,3,1,flat,desconocido,Vizcaya,Santurtzi,Kabiezes,43.3226138,-3.0363622,1,True,True,False,False,1.628,0.051,0.102
venta,230000.0,497.0,5,2,chalet,independantHouse,Vizcaya,Muskiz,desconocido,43.323802,-3.1086573,desconocido,False,False,True,False,2.614,0.276,0.557
venta,200000.0,109.0,4,1,flat,desconocido,Vizcaya,Santurtzi,La Txitxarra - Murrieta - Parke Santurtzi,43.3272166,-3.0351305,4,True,False,False,False,1.451,0.134,0.194
venta,220000.0,80.0,2,1,flat,desconocido,Vizcaya,Muskiz,desconocido,43.3201029,-3.1157333,2,True,False,False,False,2.955,0.246,0.148
venta,299000.0,65.0,2,1,flat,desconocido,Cantabria,Castro-Urdiales,Brazomar,43.365461,-3.2175253,bj,True,True,False,False,1.071,0.328,0.463
venta,280000.0,70.0,2,1,flat,penthouse,Cantabria,Castro-Urdiales,Brazomar,43.3704637,-3.2161753,4,True,True,True,False,0.531,0.082,0.136
venta,175000.0,67.0,3,1,flat,desconocido,Vizcaya,Santurtzi,Kabiezes,43.3233249,-3.0371925,1,True,True,False,False,1.671,0.155,0.133
venta,215000.0,69.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Mioño-Santullán,43.3471729,-3.21067,1,False,True,True,False,2.267,2.035,1.661
venta,165000.0,60.0,2,1,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3824943,-3.218336,3,True,False,False,False,0.139,0.045,0.158
venta,125000.0,53.0,2,1,flat,desconocido,Vizcaya,Santurtzi,Las Viñas,43.328464,-3.0408304,1,True,False,False,False,1.918,0.385,0.272
venta,170000.0,48.0,2,1,flat,desconocido,Vizcaya,Ortuella,desconocido,43.3087771,-3.0552941,4,True,False,False,False,3.694,0.196,0.275
venta,330000.0,107.0,3,3,flat,desconocido,Cantabria,Castro-Urdiales,Mioño-Santullán,43.359155,-3.201701,1,True,False,True,False,0.784,1.364,0.893
venta,210000.0,88.0,3,1,flat,desconocido,Vizcaya,Ortuella,desconocido,43.3110288,-3.055811,1,True,True,False,False,3.598,0.02,0.106
venta,360000.0,120.0,3,2,flat,duplex,Cantabria,Castro-Urdiales,Cotolino,43.3691417,-3.2022845,5,True,True,True,False,0.48,0.383,0.062
venta,225000.0,80.0,3,1,flat,desconocido,Vizcaya,Santurtzi,Kabiezes,43.3207516,-3.0362127,1,True,True,False,False,1.692,0.164,0.108
venta,299000.0,65.0,2,1,flat,desconocido,Cantabria,Castro-Urdiales,Brazomar,43.3646378,-3.2157394,bj,True,True,False,False,1.111,0.459,0.415
venta,415000.0,106.0,3,2,flat,desconocido,Vizcaya,Santurtzi,Mamariga,43.3365711,-3.0446558,1,True,True,True,False,2.459,0.57,0.82
venta,255000.0,74.0,3,1,flat,desconocido,Vizcaya,Santurtzi,Zona Centro,43.3296319,-3.034895,4,True,True,False,False,1.46,0.096,0.169
venta,320000.0,110.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Brazomar,43.374071,-3.2160573,2,True,True,True,False,0.307,0.366,0.506
venta,170000.0,48.0,2,1,flat,desconocido,Vizcaya,Ortuella,desconocido,43.309189,-3.0566453,4,True,False,False,False,3.761,0.158,0.191
venta,399000.0,178.0,3,3,chalet,terracedHouse,Cantabria,Castro-Urdiales,Cotolino,43.3710442,-3.1992143,desconocido,False,False,True,True,0.417,0.574,0.268
venta,362000.0,151.0,3,3,chalet,terracedHouse,Cantabria,Castro-Urdiales,Cotolino,43.3710442,-3.1992143,desconocido,False,False,True,True,0.417,0.574,0.268
venta,335000.0,58.0,2,1,flat,desconocido,Vizcaya,Santurtzi,Capitán Mendizabal - La Sardinera,43.3307342,-3.0344913,5,True,True,False,False,1.457,0.023,0.228
venta,349000.0,200.0,3,2,chalet,independantHouse,Cantabria,Castro-Urdiales,Baltezana-Ontón,43.3493253,-3.1705882,desconocido,False,False,True,False,2.203,3.759,3.388
venta,185000.0,66.0,2,1,flat,desconocido,Vizcaya,Santurtzi,La Txitxarra - Murrieta - Parke Santurtzi,43.3276226,-3.0350384,4,True,False,True,False,1.445,0.09,0.189
venta,235000.0,84.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Mioño-Santullán,43.3471729,-3.21067,2,True,True,True,True,2.267,2.035,1.661
venta,229000.0,84.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Mioño-Santullán,43.3471729,-3.21067,1,True,True,True,True,2.267,2.035,1.661
venta,241000.0,84.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Mioño-Santullán,43.3471729,-3.21067,3,True,True,True,True,2.267,2.035,1.661
venta,221000.0,67.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Mioño-Santullán,43.3471729,-3.21067,2,True,True,True,True,2.267,2.035,1.661
venta,215000.0,67.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Mioño-Santullán,43.3471729,-3.21067,1,True,True,True,True,2.267,2.035,1.661
venta,199000.0,69.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Mioño-Santullán,43.3471729,-3.21067,bj,True,True,True,True,2.267,2.035,1.661
venta,209000.0,69.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Mioño-Santullán,43.3471729,-3.21067,bj,True,True,True,True,2.267,2.035,1.661
venta,196000.0,65.0,2,1,flat,desconocido,Vizcaya,Santurtzi,Kabiezes,43.3224352,-3.0387945,bj,True,False,False,False,1.822,0.073,0.28
venta,349000.0,220.0,3,3,chalet,independantHouse,Cantabria,Castro-Urdiales,Baltezana-Ontón,43.3512332,-3.1715019,desconocido,False,False,True,False,2.0,3.568,3.194
venta,270000.0,205.0,1,1,chalet,desconocido,Cantabria,Castro-Urdiales,Mioño-Santullán,43.3534382,-3.2044437,desconocido,False,False,False,False,1.407,1.954,1.139
venta,270000.0,205.0,1,1,chalet,desconocido,Cantabria,Castro-Urdiales,Mioño-Santullán,43.3536219,-3.2048331,desconocido,False,False,False,False,1.41,1.931,1.105
venta,210000.0,80.0,3,1,flat,desconocido,Vizcaya,Gallarta,desconocido,43.3145327,-3.0732923,3,True,True,False,False,4.431,0.174,0.115
venta,228000.0,94.0,3,1,flat,desconocido,Vizcaya,Santurtzi,Mamariga,43.3328344,-3.0367556,4,True,True,False,False,1.707,0.116,0.144
venta,260000.0,84.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3843354,-3.2183123,1,True,False,False,False,0.133,0.057,0.047
venta,90000.0,68.0,2,1,flat,desconocido,Vizcaya,Santurtzi,Zona Centro,43.328128,-3.033658,desconocido,False,False,False,False,1.337,0.05,0.243
venta,170000.0,87.0,3,1,flat,desconocido,Vizcaya,Muskiz,desconocido,43.3227549,-3.1175727,bj,True,False,False,False,2.647,0.152,0.338
venta,269000.0,77.0,2,1,flat,duplex,Cantabria,Castro-Urdiales,Brazomar,43.374571,-3.2133736,2,True,True,True,False,0.094,0.512,0.435
venta,300000.0,90.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Cotolino,43.371425,-3.2053174,2,True,True,True,False,0.203,0.096,0.345
venta,238000.0,82.0,2,1,flat,desconocido,Vizcaya,Ortuella,desconocido,43.3126201,-3.0542277,5,True,True,True,False,3.4,0.221,0.236
venta,355000.0,100.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Brazomar,43.3708426,-3.2170914,1,True,True,True,False,0.548,0.006,0.138
venta,180000.0,105.0,4,1,flat,desconocido,Cantabria,Castro-Urdiales,Mioño-Santullán,43.357252,-3.2009104,1,True,False,False,False,0.896,1.585,1.045
venta,485000.0,104.0,3,2,flat,desconocido,Vizcaya,Santurtzi,Las Viñas,43.327285,-3.0351375,2,True,True,True,False,1.452,0.127,0.2
venta,260000.0,80.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3832317,-3.2177928,1,True,False,False,False,0.194,0.132,0.089
venta,615000.0,242.0,3,3,chalet,semidetachedHouse,Cantabria,Castro-Urdiales,Cotolino,43.3584903,-3.2141602,desconocido,False,False,True,False,1.706,1.146,0.436
venta,185000.0,80.0,3,1,flat,desconocido,Vizcaya,Santurtzi,Mamariga,43.3289247,-3.0362069,4,True,False,False,False,1.552,0.017,0.106
venta,260000.0,90.0,3,1,flat,desconocido,Vizcaya,Muskiz,desconocido,43.3214556,-3.1149041,4,True,True,False,False,2.806,0.12,0.081
venta,308000.0,92.0,3,2,flat,desconocido,Vizcaya,Santurtzi,Capitán Mendizabal - La Sardinera,43.3330314,-3.038006,5,True,True,True,False,1.809,0.069,0.175
venta,360000.0,221.0,3,3,chalet,independantHouse,Cantabria,Castro-Urdiales,Samano,43.3641098,-3.2304252,desconocido,False,False,False,False,1.855,0.686,1.219
venta,290000.0,80.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Cotolino,43.3728515,-3.2005551,2,True,True,True,False,0.223,0.511,0.376
venta,619900.0,320.0,6,2,chalet,independantHouse,Cantabria,Castro-Urdiales,Oriñón-Allendagua,43.4014149,-3.2971398,desconocido,False,False,False,False,0.536,4.322,5.721
venta,2395000.0,255.0,5,4,chalet,independantHouse,Cantabria,Castro-Urdiales,Brazomar,43.3746853,-3.2133854,desconocido,False,False,True,False,0.1,0.522,0.445
venta,720000.0,490.0,5,3,chalet,independantHouse,Vizcaya,Arcentales,desconocido,43.2670976,-3.2359629,desconocido,False,False,False,False,11.262,1.802,3.348
venta,619900.0,320.0,6,2,chalet,independantHouse,Cantabria,Castro-Urdiales,Oriñón-Allendagua,43.4021756,-3.2971704,desconocido,False,False,False,False,0.461,4.4,5.715
venta,170000.0,48.0,2,1,flat,desconocido,Vizcaya,Ortuella,desconocido,43.3108102,-3.0567819,4,True,False,False,False,3.678,0.082,0.027
venta,486500.0,110.0,3,2,flat,desconocido,Vizcaya,Santurtzi,Las Viñas,43.3269499,-3.0334131,2,True,True,True,False,1.312,0.083,0.112
venta,225000.0,48.0,1,1,flat,desconocido,Vizcaya,Santurtzi,Capitán Mendizabal - La Sardinera,43.3299363,-3.0344279,6,True,True,False,False,1.43,0.111,0.207
venta,158000.0,53.0,2,1,flat,desconocido,Vizcaya,Santurtzi,Las Viñas,43.3286814,-3.0408287,3,True,False,False,False,1.92,0.384,0.296
venta,228000.0,339.0,4,1,chalet,terracedHouse,Cantabria,Liendo,desconocido,43.3875614,-3.3848369,desconocido,False,False,False,False,3.024,3.5,0.889
venta,598000.0,405.0,7,4,chalet,terracedHouse,Cantabria,Liendo,desconocido,43.3888227,-3.3848619,desconocido,False,False,False,False,2.895,3.405,0.79
venta,270000.0,82.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Cotolino,43.3715888,-3.2030151,2,True,True,True,False,0.205,0.275,0.239
venta,390000.0,160.0,4,2,chalet,independantHouse,Vizcaya,Galdames,desconocido,43.2644613,-3.1145451,desconocido,False,False,True,False,9.123,6.434,3.489
venta,269000.0,65.0,2,1,flat,desconocido,Cantabria,Castro-Urdiales,Brazomar,43.3715671,-3.2156295,2,True,True,True,False,0.408,0.145,0.259
venta,140000.0,80.0,2,1,flat,desconocido,Vizcaya,Ortuella,desconocido,43.3109579,-3.0542544,bj,True,False,False,False,3.493,0.111,0.1
venta,580000.0,109.0,3,3,chalet,independantHouse,Vizcaya,Zierbena,desconocido,43.3521906,-3.0817504,desconocido,False,False,False,True,0.313,2.439,3.478
venta,170000.0,48.0,2,1,flat,desconocido,Vizcaya,Ortuella,desconocido,43.3087541,-3.0551996,4,True,False,False,False,3.689,0.2,0.273
venta,619900.0,314.0,6,2,chalet,independantHouse,Cantabria,Castro-Urdiales,Oriñón-Allendagua,43.4042714,-3.2997278,desconocido,False,False,False,False,0.46,4.55,5.503
venta,498000.0,121.0,4,2,flat,desconocido,Cantabria,Castro-Urdiales,Cotolino,43.3727088,-3.2093107,4,True,True,True,False,0.116,0.311,0.103
venta,269000.0,65.0,2,1,flat,desconocido,Cantabria,Castro-Urdiales,Brazomar,43.3703357,-3.2163497,2,True,True,True,False,0.551,0.075,0.115
venta,170000.0,48.0,2,1,flat,desconocido,Vizcaya,Ortuella,desconocido,43.3085519,-3.0570233,4,True,False,False,False,3.825,0.235,0.258
venta,498000.0,120.0,4,2,flat,desconocido,Cantabria,Castro-Urdiales,Cotolino,43.3741646,-3.2080703,4,True,True,True,False,0.085,0.384,0.29
venta,170000.0,48.0,2,1,flat,desconocido,Vizcaya,Ortuella,desconocido,43.3101276,-3.0569303,4,True,False,False,False,3.727,0.095,0.084
venta,170000.0,48.0,2,1,flat,desconocido,Vizcaya,Ortuella,desconocido,43.3095889,-3.0574591,4,True,False,False,False,3.794,0.163,0.145
venta,498000.0,120.0,4,2,flat,desconocido,Cantabria,Castro-Urdiales,Cotolino,43.3727088,-3.2093107,4,True,True,True,False,0.116,0.311,0.103
venta,1600000.0,490.0,5,4,chalet,independantHouse,Vizcaya,Getxo,Sta. María de Getxo,43.3671695,-3.029299,desconocido,False,False,True,False,1.517,3.929,0.641
venta,170000.0,48.0,2,1,flat,desconocido,Vizcaya,Ortuella,desconocido,43.3091426,-3.0540856,4,True,False,False,False,3.59,0.208,0.188
venta,170000.0,48.0,2,1,flat,desconocido,Vizcaya,Ortuella,desconocido,43.3091413,-3.0538745,4,True,False,False,False,3.576,0.22,0.181
venta,170000.0,48.0,2,1,flat,desconocido,Vizcaya,Ortuella,desconocido,43.3091149,-3.0565863,4,True,False,False,False,3.761,0.164,0.2
venta,295000.0,101.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3835949,-3.2215562,1,True,True,False,False,0.333,0.047,0.155
venta,189900.0,300.0,6,1,countryHouse,countryHouse,Vizcaya,Sopuerta,desconocido,43.2935758,-3.1635307,bj,False,False,True,False,6.754,5.013,1.96
venta,295000.0,100.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3824936,-3.2207245,1,True,True,False,False,0.302,0.049,0.218
alquiler,800.0,40.0,0,1,flat,studio,Cantabria,Santander,Los Castros,43.4706118,-3.795827,desconocido,False,False,False,False,1.023,0.259,0.351
alquiler,890.0,82.0,2,1,flat,desconocido,Cantabria,Piélagos,Boo,43.4325785,-3.9462682,bj,True,False,True,False,2.158,2.107,0.998
alquiler,890.0,72.0,3,1,flat,desconocido,Cantabria,Santander,General Dávila,43.4656222,-3.8121106,5,True,False,True,False,2.158,0.088,0.073
alquiler,780.0,64.0,1,1,flat,desconocido,Cantabria,Santander,Numancia - San Fernando,43.460766,-3.819301,3,False,True,False,False,2.515,0.094,0.181
alquiler,1400.0,132.0,3,2,flat,desconocido,Cantabria,Santander,Centro - Ayuntamiento,43.4592351,-3.8074869,1,True,True,False,False,1.804,0.187,0.31
alquiler,800.0,68.0,2,1,flat,desconocido,Cantabria,Santander,General Dávila,43.4629094,-3.8202511,1,True,False,False,False,2.274,0.215,0.096
alquiler,1000.0,60.0,2,1,chalet,independantHouse,Cantabria,Santa Cruz de Bezana,Soto de la Marina,43.4648434,-3.9054179,desconocido,False,False,True,False,0.976,1.997,0.711
alquiler,1065.0,120.0,3,2,flat,desconocido,Cantabria,Santander,Alisal - Cazoña - San Román,43.4634733,-3.8430727,1,True,True,False,False,1.772,0.508,0.317
alquiler,650.0,40.0,1,1,flat,desconocido,Cantabria,Suances,desconocido,43.4342948,-4.0441243,1,True,True,False,False,0.165,0.19,0.801
alquiler,950.0,106.0,3,2,flat,desconocido,Cantabria,Santander,Alisal - Cazoña - San Román,43.4574987,-3.8369262,3,True,True,True,False,2.41,0.356,0.087
alquiler,1100.0,112.0,3,2,flat,desconocido,Cantabria,Santander,Alisal - Cazoña - San Román,43.4566612,-3.8335629,10,True,True,True,False,2.535,0.551,0.174
alquiler,780.0,70.0,1,1,flat,desconocido,Cantabria,Santander,Numancia - San Fernando,43.4620604,-3.8187389,3,True,True,False,False,2.422,0.063,0.083
alquiler,750.0,68.0,2,2,flat,desconocido,Cantabria,El Astillero,desconocido,43.3994274,-3.8217254,1,True,True,False,False,2.619,0.09,0.145
alquiler,780.0,55.0,1,1,flat,desconocido,Cantabria,Santander,Numancia - San Fernando,43.4608903,-3.8171437,3,True,True,False,False,2.549,0.124,0.099
alquiler,1100.0,80.0,3,1,flat,desconocido,Cantabria,Santander,Puerto Chico,43.4650075,-3.7944959,5,True,True,False,False,0.755,0.054,0.09
alquiler,975.0,91.0,2,1,flat,desconocido,Cantabria,Santander,Centro - Ayuntamiento,43.4630126,-3.8145281,2,True,False,False,False,2.33,0.124,0.239
alquiler,2300.0,180.0,4,2,flat,desconocido,Cantabria,Santander,Puerto Chico,43.4629715,-3.7890283,7,True,True,False,False,0.272,0.128,0.206
alquiler,1200.0,130.0,4,3,chalet,semidetachedHouse,Cantabria,Camargo,Muriedas,43.4183926,-3.8469974,desconocido,False,False,True,False,2.982,0.138,0.276
alquiler,1525.0,115.0,5,2,flat,desconocido,Cantabria,Santander,Castilla - Hermida,43.4590308,-3.8100554,4,True,True,False,False,2.012,0.028,0.169
alquiler,975.0,83.0,3,1,flat,desconocido,Cantabria,Santander,Cuatro Caminos,43.4594894,-3.8223717,6,True,True,False,False,2.513,0.057,0.111
alquiler,1500.0,99.0,2,1,flat,penthouse,Cantabria,Santander,General Dávila,43.4640099,-3.8075361,6,True,True,True,False,1.771,0.059,0.088
alquiler,1100.0,68.0,3,1,flat,desconocido,Cantabria,Santander,Los Castros,43.4691696,-3.7925161,5,True,True,False,False,0.902,0.064,0.201
alquiler,800.0,65.0,1,1,flat,desconocido,Cantabria,Santander,Centro - Ayuntamiento,43.463436,-3.8117514,bj,True,False,False,False,2.107,0.024,0.193
alquiler,3750.0,65.0,1,1,flat,desconocido,Cantabria,Santander,Centro - Ayuntamiento,43.4606498,-3.8142249,desconocido,True,False,False,False,2.317,0.134,0.14
alquiler,900.0,90.0,3,2,flat,desconocido,Cantabria,Santander,Los Castros,43.4647524,-3.8196587,1,True,True,True,False,2.14,0.018,0.115
alquiler,1000.0,80.0,2,1,flat,desconocido,Cantabria,Santander,Valdenoja,43.4804317,-3.792402,3,True,True,True,False,0.547,0.327,0.251
alquiler,850.0,100.0,2,2,flat,desconocido,Cantabria,Santander,Numancia - San Fernando,43.4601851,-3.820922,5,True,True,False,False,2.501,0.094,0.157
alquiler,900.0,65.0,2,1,flat,desconocido,Cantabria,Santander,Centro - Ayuntamiento,43.4611597,-3.8082212,1,True,True,True,False,1.829,0.201,0.249
alquiler,1500.0,138.0,3,2,flat,desconocido,Cantabria,Santander,Cuatro Caminos,43.4579597,-3.82354,6,True,True,False,False,2.627,0.189,0.086
alquiler,950.0,70.0,2,1,flat,desconocido,Cantabria,Santander,Monte,43.4737032,-3.8081357,3,True,True,True,False,1.74,0.041,0.39
alquiler,850.0,70.0,1,1,flat,desconocido,Cantabria,Santander,Castilla - Hermida,43.4580083,-3.8109502,1,True,True,False,False,2.108,0.138,0.059
alquiler,850.0,70.0,1,1,flat,desconocido,Cantabria,Santander,Cuatro Caminos,43.4581719,-3.824328,2,True,True,False,False,2.581,0.191,0.065
alquiler,950.0,80.0,2,2,flat,duplex,Cantabria,Santander,Centro - Ayuntamiento,43.4604188,-3.8110578,7,True,True,False,False,2.066,0.199,0.305
alquiler,870.0,65.0,2,2,flat,desconocido,Cantabria,Santander,Numancia - San Fernando,43.464236,-3.8157662,2,True,True,False,False,2.392,0.132,0.213
alquiler,850.0,50.0,1,1,flat,desconocido,Cantabria,Santander,Puerto Chico,43.4647879,-3.8003839,2,True,True,True,False,1.209,0.113,0.12
alquiler,800.0,55.0,1,1,flat,desconocido,Cantabria,Santander,Puerto Chico,43.4620273,-3.7990976,5,True,True,False,False,1.087,0.158,0.13
alquiler,890.0,120.0,3,1,flat,desconocido,Cantabria,Santander,General Dávila,43.4674141,-3.7982748,6,True,True,False,False,1.142,0.218,0.079
alquiler,950.0,60.0,1,1,flat,desconocido,Cantabria,Santander,Puerto Chico,43.462353,-3.7868938,2,True,True,False,False,0.109,0.314,0.194
alquiler,800.0,70.0,2,1,flat,desconocido,Cantabria,El Astillero,desconocido,43.3993268,-3.8207124,1,True,True,False,False,2.602,0.035,0.198
alquiler,1000.0,68.0,3,1,flat,penthouse,Cantabria,Cudon,desconocido,43.4147771,-4.0142027,1,True,False,True,False,2.212,1.962,2.073
alquiler,950.0,65.0,2,1,flat,desconocido,Cantabria,Santander,General Dávila,43.4681386,-3.7936301,3,True,False,False,False,0.878,0.181,0.177
alquiler,1000.0,68.0,2,1,flat,desconocido,Cantabria,Santander,Centro - Ayuntamiento,43.4629784,-3.8117941,2,True,True,False,False,2.109,0.046,0.23
alquiler,1600.0,120.0,3,2,flat,desconocido,Cantabria,Santander,Valdenoja,43.4739696,-3.807018,4,True,True,True,False,1.646,0.135,0.445
alquiler,600.0,50.0,1,1,flat,desconocido,Cantabria,Piélagos,Boo,43.4220743,-3.9521395,1,True,True,False,False,2.466,1.076,0.334
alquiler,900.0,66.0,2,1,flat,desconocido,Cantabria,Santander,Cuatro Caminos,43.4578272,-3.8260306,desconocido,True,False,False,False,2.568,0.186,0.132
alquiler,780.0,48.0,1,1,flat,desconocido,Cantabria,Santander,Centro - Ayuntamiento,43.4652076,-3.8030436,3,True,True,False,False,1.429,0.137,0.085
alquiler,1500.0,62.0,2,1,flat,desconocido,Cantabria,Santander,Castilla - Hermida,43.4540191,-3.8138678,3,True,True,False,False,2.475,0.271,0.128
alquiler,980.0,107.0,3,2,flat,desconocido,Cantabria,Camargo,Muriedas,43.418237,-3.8422639,5,True,True,False,False,2.605,0.107,0.452
alquiler,2850.0,62.0,1,1,flat,desconocido,Cantabria,Santander,El Sardinero,43.4756519,-3.79375,5,True,True,False,False,0.564,0.356,0.211
alquiler,1200.0,149.0,3,3,chalet,terracedHouse,Cantabria,Santander,Alisal - Cazoña - San Román,43.4535603,-3.8430137,desconocido,False,False,True,False,2.862,0.538,0.3
alquiler,700.0,127.0,3,2,flat,desconocido,Cantabria,Piélagos,Zurita,43.3473689,-3.9910199,1,True,False,True,False,9.611,2.897,0.481
alquiler,680.0,50.0,1,1,flat,desconocido,Cantabria,Piélagos,Mortera,43.4441524,-3.9286329,bj,True,False,True,False,2.773,1.691,1.417
alquiler,1065.0,120.0,3,2,flat,desconocido,Cantabria,Santander,Alisal - Cazoña - San Román,43.4613849,-3.8416022,1,True,True,False,False,1.984,0.267,0.338
alquiler,900.0,55.0,2,1,flat,desconocido,Cantabria,Santa Cruz de Bezana,Soto de la Marina,43.4644277,-3.9074608,bj,True,False,True,False,0.951,1.826,0.86
alquiler,1500.0,105.0,5,3,flat,desconocido,Cantabria,Santander,Alisal - Cazoña - San Román,43.4617791,-3.8459686,4,False,False,False,False,2.011,0.296,0.114
alquiler,850.0,70.0,2,1,flat,desconocido,Cantabria,Piélagos,Boo,43.4263977,-3.9390436,1,True,False,True,False,2.991,1.515,0.835
alquiler,1200.0,124.0,3,2,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.439033,-3.8493211,2,True,True,False,False,3.705,0.322,0.13
alquiler,2300.0,252.0,3,3,chalet,independantHouse,Cantabria,Piélagos,Parbayón,43.3647646,-3.8921286,desconocido,False,False,True,False,9.136,4.39,1.236
alquiler,750.0,60.0,2,1,flat,desconocido,Cantabria,Camargo,Muriedas,43.4192138,-3.8471956,2,True,True,True,False,2.988,0.149,0.368
alquiler,1500.0,161.0,3,3,chalet,semidetachedHouse,Cantabria,Santander,Cuatro Caminos,43.4583483,-3.8297218,desconocido,False,False,True,False,2.427,0.194,0.186
alquiler,900.0,55.0,2,1,flat,desconocido,Cantabria,Santa Cruz de Bezana,Soto de la Marina,43.4647245,-3.9042804,bj,True,False,True,False,1.034,2.081,0.665
alquiler,1200.0,90.0,3,2,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4390559,-3.8554089,4,True,True,True,False,4.132,0.285,0.57
alquiler,650.0,35.0,1,1,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.448522,-3.8537749,2,True,False,False,False,3.607,0.34,0.146
alquiler,1100.0,109.0,3,2,flat,desconocido,Cantabria,Santander,Los Castros,43.4654364,-3.8250954,2,True,True,False,False,1.827,0.165,0.224
alquiler,950.0,90.0,3,2,flat,desconocido,Cantabria,Santander,Alisal - Cazoña - San Román,43.4586139,-3.836096,9,True,True,False,False,2.292,0.258,0.227
alquiler,1200.0,85.0,3,2,flat,desconocido,Cantabria,Santander,Cuatro Caminos,43.4614437,-3.8241831,9,True,True,False,False,2.253,0.123,0.142
alquiler,1500.0,105.0,5,3,flat,desconocido,Cantabria,Santander,Alisal - Cazoña - San Román,43.4587957,-3.8493266,4,True,False,False,False,2.411,0.086,0.176
alquiler,950.0,85.0,3,1,flat,desconocido,Cantabria,Santander,Cuatro Caminos,43.4615106,-3.8231136,6,True,True,False,False,2.286,0.121,0.101
alquiler,900.0,60.0,1,1,flat,desconocido,Cantabria,Santa Cruz de Bezana,Soto de la Marina,43.4623072,-3.904417,en,True,False,False,False,1.263,2.014,0.754
alquiler,725.0,121.0,3,2,flat,duplex,Cantabria,Piélagos,Oruña,43.3993215,-3.9522491,1,True,False,True,False,4.556,1.482,1.885
alquiler,1200.0,111.0,3,2,flat,desconocido,Cantabria,Santander,Cuatro Caminos,43.4583092,-3.8266734,1,True,True,True,False,2.501,0.112,0.206
alquiler,680.0,90.0,3,2,flat,desconocido,Cantabria,Piélagos,Renedo,43.3511007,-3.947317,2,True,True,True,False,9.767,0.228,0.621
alquiler,1950.0,310.0,4,4,chalet,independantHouse,Cantabria,Piélagos,Mortera,43.4421347,-3.9265964,desconocido,False,False,True,False,3.051,1.416,1.141
alquiler,900.0,81.0,3,1,flat,desconocido,Cantabria,Camargo,Muriedas,43.416197,-3.8421118,3,True,True,False,False,2.634,0.109,0.363
alquiler,700.0,53.0,0,1,flat,studio,Cantabria,Suances,desconocido,43.4248005,-4.0509452,bj,True,False,False,False,1.111,0.824,0.647
alquiler,1500.0,240.0,4,3,chalet,independantHouse,Cantabria,Santa Cruz de Bezana,Soto de la Marina,43.4645708,-3.9088418,desconocido,False,False,True,False,0.906,1.725,0.935
