variable,coef,std_error,t_value,p_value
const,272503.396355,4963.086173,54.906038,0.0
superficie_construida_m2,53339.3765,7954.237746,6.705781,0.0
numero_dormitorios,8095.252089,7420.983321,1.09086,0.275945
numero_banos,65283.427176,6877.391289,9.49247,0.0
dummy_tipologia_unifamiliar,13885.411533,7860.208672,1.766545,0.078014
distancia_min_playa_km,-9663.812932,6466.841702,-1.494364,0.135814
distancia_min_supermercado_km,-2897.355048,6702.65342,-0.43227,0.665762
distancia_min_colegio_km,-13608.29613,6083.242013,-2.237014,0.025797
precio_m2_municipio,47650.232472,6730.909044,7.079316,0.0
