propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,newDevelopmentHighlight,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,floor,exterior,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
110489631,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/a9/73/1406474606.webp,23,900.0,flat,rent,81.0,3,1,AV MENENDEZ PELAYO,Cantabria,Camargo,Muriedas,es,43.416197,-3.8421118,False,https://www.idealista.com/inmueble/110489631/,10914,"Descubre este encantador piso de 81 metros cuadrados, perfecto para quienes buscan comodidad y funcionalidad en un entorno luminoso y acogedor. La vivienda cuenta con tres dormitorios y un baño completo, ideal para familias o quienes necesitan espacio adicional. Totalmente amueblado, el piso ofrece un ambiente listo para entrar a vivir. La orientación oeste garantiza una excelente entrada de luz natural durante toda la tarde, creando un ambiente cálido y soleado. Las ventanas con doble acristalamiento Climalit aseguran un buen aislamiento térmico y acústico, mientras que el suelo de tarima aporta un toque de elegancia y confort. La propiedad dispone de ascensor para facilitar el acceso y calefacción de gas natural individual, permitiendo mantener una temperatura agradable en cualquier época del año. La cocina está completamente equipada, lista para preparar tus mejores recetas. No pierdas la oportunidad de vivir en un piso exterior, luminoso y bien equipado, en una zona que combina comodidad y funcionalidad. ¡Contáctanos y ven a visitarlo! No se aceptan mascotas. Ref: ARS2753i.",False,good,False,True,11.0,False,False,False,False,[],False,False,False,900.0,€/mes,flat,,"Muriedas, Camargo",Piso en Av Menendez Pelayo,ARS2753i,3,True,,,,,,
110394617,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/9c/dc/1403886514.webp,10,700.0,studio,rent,53.0,0,1,CL CARRAL,Cantabria,Suances,,es,43.4248005,-4.0509452,False,https://www.idealista.com/inmueble/110394617/,7026,"Alquiler de temporada  Destinado exclusivamente a estancias temporales por motivos laborales, académicos o de desplazamiento puntual, no apto como vivienda habitual. Distribución de la vivienda: La vivienda cuenta con un dormitorio, salón, cocina independiente con salida directa a un agradable jardín privado y baño completo. Se alquila amueblado  Zona tranquila y bien comunicada. Vivienda cómoda, funcional y con espacio exterior, perfecta para una estancia temporal con todas las comodidades.",False,good,False,False,13.0,False,False,False,False,[],False,False,False,700.0,€/mes,flat,studio,Suances,Estudio en CL Carral,,bj,True,,,,,,
39570040,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/67/f7/1258498963.webp,25,1500.0,chalet,rent,240.0,4,3,Soto de la Marina,Cantabria,Santa Cruz de Bezana,Soto de la Marina,es,43.4645708,-3.9088418,False,https://www.idealista.com/inmueble/39570040/,5268,"� Chalet en alquiler de temporada en Soto de la Marina (Santander) – Ideal estudiantes Desde Best House San Fernando te presentamos este bonito chalet en Soto de la Marina, disponible en alquiler de temporada hasta junio de 2026, una opción perfecta para estudiantes de la Universidad del Atlántico. ✨ Características principales del inmueble �️ 4 habitaciones dobles, amplias y luminosas � 3 baños completos �️ Salón–comedor cómodo y funcional � Garaje � Parcela de aproximadamente 400 m2, ideal para disfrutar del exterior � Ubicación inmejorable Situado próximo a la Universidad del Atlántico, en una zona tranquila y residencial, este chalet combina estudio y calidad de vida. Rodeado de zonas verdes y ajardinadas, y a pocos minutos de las playas. � Ideal para estudiantes que buscan espacio y tranquilidad � ¿Te interesa? Llámanos al y uno de nuestros agentes de Best House San Fernando te asesorará sin compromiso. ¡No dejes pasar esta oportunidad! ➣ Consultar resto de condiciones ➣ Sujeto a decisión final del arrendador ➣ Honorarios de la agencia: ½ mensualidad + IVA � Best House San Fernando – Tu alquiler en las mejores manos.",False,good,False,,6.0,False,False,False,False,[],False,False,False,1500.0,€/mes,chalet,independantHouse,"Soto de la Marina, Santa Cruz de Bezana",Casa independiente,522451,,,True,True,,,,
110441377,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/1c/5f/1405232112.webp,14,1750.0,chalet,rent,150.0,4,3,Polanco,Cantabria,Polanco,,es,43.3979774,-4.0160353,False,https://www.idealista.com/inmueble/110441377/,6690,"Casa Pareada para capacidad de 8 personas ///// NO SE ALQUILA PARA FIJO ///// Alquiler dirigido a estudiantes o profesionales desplazados con contrato temporal. Por normativa vigente, es obligatorio justificar la temporalidad del arrendamiento. Por favor, abstenerse quienes busquen alquiler para residencia permanente*****  Este anuncio es informativo y no contractual, puede contener errores, se muestra a título informativo y no es vinculante. Además, está sujeto a la decisión final del propietario.",False,good,False,,12.0,False,False,False,False,[],False,False,False,1750.0,€/mes,chalet,semidetachedHouse,Polanco,Chalet pareado,,,,True,True,,,,
110439828,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/f5/f2/1405185684.webp,24,750.0,duplex,rent,73.0,2,1,Cuatro Caminos,Cantabria,Santander,Cuatro Caminos,es,43.4566188,-3.8259597,False,https://www.idealista.com/inmueble/110439828/,11666,"**ALQUILER TEMPORAL** PARA PERSONAL SANITARIO, FAMILIARES HOSPITALIZADOS O PROFESORES. Descubre este encantador dúplex ubicado en pleno corazón de Cuatro Caminos, ideal para tu nueva etapa. La propiedad está rodeada de servicios esenciales como supermercados, farmacias y diversos comercios, además del Hospital Universitario Marqués de Valdecilla que se encuentra a tan solo un minuto caminando ⏱️�. Además, los autobuses cercanos te conectarán rápidamente con toda la ciudad ��.  Se alquila completo o por habitaciones: Habitación doble a solo 400€ y habitación individual por 350€. Este dúplex cuenta con dos amplios dormitorios, y dos salones, uno en la planta baja con chimenea que agrega calidez al ambiente ❄️�. Y otro en la planta alta, donde encontrarás un cuarto de almacenamiento. La cocina está completamente equipada, con horno y microondas. El baño ofrece plato de ducha con mampara para más comodidad. La planta baja, además, cuenta con espacio de comedor, con una mesa amplia y excelente iluminación gracias al gran ventanal. La fachada tiene programada una renovación en los próximos meses, por lo que el edificio será más llamativo. No pierdas esta oportunidad única; contáctanos hoy mismo para más información sobre el alquiler! �� TRANSPARENCIA GESTIÓN INMOBILIARIA: - No se admiten mascotas. - Sujeto a decisión última del cliente propietario. - Imprescindible seguro de alquiler. - Honorarios inmobiliarios no incluidos en el precio. - Consultar resto de condiciones.",False,good,False,False,10.0,True,False,True,False,[],False,False,False,750.0,€/mes,flat,duplex,"Cuatro Caminos, Santander",Dúplex,G02240,4,True,,,,,,
110438284,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/9b/c6/1405141217.webp,44,1000.0,flat,rent,77.0,2,2,Cuatro Caminos,Cantabria,Santander,Cuatro Caminos,es,43.4595846,-3.8248004,False,https://www.idealista.com/inmueble/110438284/,11790,"Inmoprime21, tu inmobiliaria de confianza en Santander. Alquiler FIJO de piso con vistas al mar en Santander Amueblado, 2 habitaciones. Se alquila precioso piso con vistas directas al mar en Santander, ubicado en una undécima planta, lo que garantiza luz natural todo el día y vistas panorámicas espectaculares. Vivienda en alquiler fijo, ideal para quienes buscan comodidad, tranquilidad y una ubicación privilegiada. El piso cuenta con 72 m² útiles (77 m² construidos), distribuidos en 2 amplios dormitorios, salón luminoso, cocina totalmente equipada y baño. La vivienda se entrega completamente amueblada y con electrodomésticos, lista para entrar a vivir. El edificio dispone de ascensor, lo que aporta máxima comodidad. Situado en una de las zonas más demandadas de Santander, rodeado de todos los servicios: supermercados, comercios, restaurantes, zonas de ocio y con excelentes comunicaciones en autobús y tren. Una oportunidad única para vivir junto al mar sin renunciar a la vida urbana.  Ubicación inmejorable  Vistas al mar, 2 habitaciones, Amueblado, con ascensor  y Muy bien comunicado  Contacta con Inmoprime21 y agenda tu visita. ¡Este piso no durará mucho en el mercado!      .",False,good,False,True,13.0,False,False,True,False,[],False,False,False,1000.0,€/mes,flat,,"Cuatro Caminos, Santander",Piso,PAF/IP2555_G,11,True,,,,,,
110436344,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/0f/6d/1405083516.webp,72,900.0,chalet,rent,199.0,4,3,Renedo,Cantabria,Piélagos,Renedo,es,43.3517807,-3.9574103,False,https://www.idealista.com/inmueble/110436344/,10746,"Chalet adosado en alquiler en Renedo. Espacio, comodidad y ubicación ideal. Ref 3379 A Vivir con espacio, independencia y eficiencia energética es posible en este chalet adosado en alquiler en Renedo de Piélagos, una vivienda pensada para quienes buscan comodidad, amplitud y estabilidad a largo plazo. Situado en una urbanización privada, combina la tranquilidad de un entorno residencial con la cercanía a todos los servicios y excelentes accesos, una de las grandes ventajas de esta localidad tan demandada. La vivienda se distribuye en cuatro amplios dormitorios, un acogedor salón, cocina independiente, despacho y tres baños, uno de ellos en suite dentro del dormitorio principal, lo que aporta un plus de privacidad y confort. Desde el salón se accede a una cómoda terraza, acompañada de un gran ventanal que inunda la estancia de luz natural gracias a su orientación sur, creando un ambiente cálido y luminoso durante todo el día. A ello se suma una pequeña zona de jardín, ideal para flores o un pequeño huerto. El chalet cuenta con un amplio garaje y un práctico trastero, aportando el espacio extra tan necesario en una vivienda de estas características. Dispone de calefacción individual de gas, ventanas de PVC con doble acristalamiento, suelos de gres y tarima flotante, y estancias amplias y bien proporcionadas que hacen de esta vivienda un hogar cómodo y funcional para el día a día. Uno de los grandes valores diferenciales de este inmueble es su instalación de paneles solares en la cubierta, destinada a la producción de electricidad, una característica poco habitual en viviendas de alquiler. Un sistema que apuesta por la eficiencia energética, el ahorro en el consumo y el respeto por el medio ambiente. ¿Cuántas viviendas de alquiler pueden ofrecer hoy en día esta ventaja? Vivir en Renedo de Piélagos significa disfrutar de una ubicación estratégica, con todos los servicios a mano, buenas comunicaciones y un entorno ideal para familias o personas que buscan espacio sin alejarse de los principales núcleos urbanos. La conexión con Santander, Torrelavega y el resto de la región es rápida y cómoda, lo que convierte esta zona en una opción práctica y muy valorada. La vivienda se alquila para larga duración, con seguro de garantía de alquiler, por lo que será imprescindible acreditar ingresos y estabilidad laboral. La renta mensual es de 900 €, gastos y suministros no incluidos, sí incluidos los gastos de comunidad y el IBI. Las personas interesadas deben acceder a buscar este inmueble y rellenar la ficha de demandante de alquiler, paso previo e imprescindible para poder optar al alquiler de esta magnífica vivienda. No te quedes con las ganas de visitarlo. Llámanos y descubre todo lo que este chalet adosado puede ofrecerte como tu próximo hogar. La información ofrecida carece de carácter contractual. Puede contener errores o imprecisiones (somos humanos). Para detalles exactos y condiciones contractuales, contacta con nosotros.",True,good,False,,5.0,False,False,False,False,[],False,False,False,900.0,€/mes,chalet,terracedHouse,"Renedo, Piélagos",Chalet adosado,3379A,,,True,True,,,,
110372997,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/ee/90/1403259550.webp,28,1300.0,flat,rent,100.0,4,1,plaza de la Constitución,Cantabria,Camargo,Muriedas,es,43.4158465,-3.8434545,False,https://www.idealista.com/inmueble/110372997/,10825,"PARA EMPRESAS / TRASLADOS / TRABAJADORES - CONDICIONES A CONSULTAR ( SEGUN NUMERO DE PERSONAS, DURACION, ETC. ). Rentas y Capitales presenta a continuacion amplia y luminosa vivienda en en centro de MALIAÑO, en la plaza de la constitución. La vivienda es una primera planta en un edificio con ascensor, tiene una superficie útil de 90 metros distribuidos en 4 amplios dormitorios con cama de matrimonio cada uno de ellos, amueblados con armarios y mesita. Dispone de cocina independiente moderna, salón con mesa comedor y TV. El baño es moderno equipado con plato de ducha y mampara.  Los suelos son de tarima flotante, dispone de calefacción de gas natural y las ventanas son de PVC climalit. La vivienda ha sido reformada completamente en 2025. Incluye INTERNET. Ubicado en el centro de Maliaño, en la plaza de la constitución, junto a paradas de autobús, supermercados, estación de tren, a 5 km de Santander. Ubicado a escasos 800 metros de la salida de la autovía A8. Esta destinado a un alquiler para EMPRESAS / TRABAJADORES desplazados. No deje pasar esta oportunidad y solicite una visita sin compromiso.  .",False,good,False,True,13.0,False,False,False,False,[],False,False,False,1300.0,€/mes,flat,,"Muriedas, Camargo",Piso en plaza de la Constitución,AL2701,1,True,,,,,,
110436383,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/98/89/1405084379.webp,5,500.0,duplex,rent,40.0,1,1,"Barrio las Quintas, 20",Cantabria,Viveda,,es,43.379131,-4.0752323,True,https://www.idealista.com/inmueble/110436383/,11440,"  presentamos a continuación fantástica vivienda ubicada en Santillana del mar. disponible hasta el 31 de mayo 2026  ubicada en una primera planta con fácil acceso  tiene una superficie útil de 40 metros distribuidos en 1 dormitorios  con cama de 1,40 y armarios,  salón con sofá y mueble de tv ideal  para compartir, cocina americana  equipada completamente con  electrodomésticos, El baño tiene plato de ducha y mampara. La vivienda dispone de calefacción de gas natural. puertas de madera, y ventanas de doble cristal. Es muy soleado, tiene orientación SUR, y norte, lo que garantiza sol durante las horas principales del día.   No dejes pasar esta oportunidad y solicite una visita .",False,good,False,False,13.0,False,False,False,False,[],False,False,False,500.0,€/mes,flat,duplex,Viveda,"Dúplex en Barrio las Quintas, 20",AL2703,bj,True,,,,,,
110435233,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/a1/e9/1405046683.webp,6,550.0,flat,rent,50.0,2,1,"Barrio las Quintas, 20",Cantabria,Viveda,,es,43.379131,-4.0752323,True,https://www.idealista.com/inmueble/110435233/,11440,"  presentamos a continuación fantástica vivienda ubicada en Santillana del mar. disponible hasta el 31 de mayo 2026  ubicada en una primera planta con fácil acceso  tiene una superficie útil de 50 metros distribuidos en 2 dormitorios ( uno con cama de 1,40 y el segundo con dos camas de 90 ) y armarios,  salón con sofá y mueble de tv practico para compartir, La cocina esta equipada completamente con  electrodomésticos, El baño tiene plato de ducha y mampara. La vivienda dispone de calefacción de gas natural. puertas de madera, y ventanas de doble cristal. Es muy soleado, tiene orientación SUR, y norte, lo que garantiza sol durante las horas principales del día.   No dejes pasar esta oportunidad y solicite una visita .",False,good,False,False,11.0,False,False,False,False,[],False,False,False,550.0,€/mes,flat,,Viveda,"Piso en Barrio las Quintas, 20",AL2702,bj,True,,,,,,
110426010,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/89/e0/1404750283.webp,16,950.0,flat,rent,90.0,3,2,avenida Herrera Oria,Cantabria,Santander,Alisal - Cazoña - San Román,es,43.4572135,-3.8339659,False,https://www.idealista.com/inmueble/110426010/,11027,"Para residentes del Hospital de Valdecilla. Zona de fácil aparcamiento. Autobuses a pie de calle que te llevan con celeridad a cualquier punto de la ciudad. Amplio piso con vistas despejadas ///// PROXIMO AL HOSPITAL DE VALDECILLA///// Oportunidad.  Este anuncio es informativo y no contractual, puede contener errores, se muestra a título informativo y no es vinculante. Además, está sujeto a la decisión final del propietario.",False,good,False,True,11.0,False,False,False,False,[],False,False,False,950.0,€/mes,flat,,"Alisal - Cazoña - San Román, Santander",Piso en avenida Herrera Oria,,9,True,,,,,,
110429128,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/28/c7/1404863911.webp,15,850.0,flat,rent,75.0,2,1,Cuatro Caminos,Cantabria,Santander,Cuatro Caminos,es,43.4578047,-3.822721,False,https://www.idealista.com/inmueble/110429128/,11937,"Se alquila bajo-dúplex reformado y a estrenar en la zona de la calle Alta, a tan solo 5 minutos del Hospital Marqués de Valdecilla y muy próximo al centro de Santander. La vivienda, de concepto moderno, se distribuye en dos alturas. En la planta inferior se encuentra un luminoso salón-comedor con orientación sur, cocina americana totalmente equipada y un baño con ducha, todo ello recientemente reformado. En la planta superior dispone de dos dormitorios, a los que se accede mediante escaleras. El inmueble cuenta con calefacción individual, ventanas de PVC y una excelente entrada de luz natural. Su estado es impecable, listo para estrenar. Se alquila para larga duración y a perfil muy solvente. Ubicado en una zona con fácil aparcamiento, buenas comunicaciones y todos los servicios necesarios a su alrededor: transporte público, supermercados, comercios y zonas de interés, facilitando el día a día. Además, se encuentra a solo 5 minutos de Cuatro Caminos, uno de los puntos neurálgicos de la ciudad. Una vivienda confortable, funcional y bien situada. Ven a visitarlo con un agente del Grupo Inmobiliario SanFernando.",False,good,False,False,11.0,False,False,False,False,[],False,False,False,850.0,€/mes,flat,,"Cuatro Caminos, Santander",Piso,86071,bj,True,,,,,,
110695153,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/c0/2e/1412634777.webp,13,800.0,studio,rent,40.0,0,1,calle la Universidad,Cantabria,Santander,Los Castros,es,43.4706118,-3.795827,False,https://www.idealista.com/inmueble/110695153/,13673,"Este estudio completamente amueblado se alquila en Santander. La propiedad cuenta con calefacción eléctrica y cocina equipada con horno. Todos los servicios, como agua, electricidad, gas y wifi, están incluidos en el precio del alquiler. Ubicado en Santander, el apartamento está cerca de varios puntos de interés, como el restaurante Kali Sushi, el Café Bar Las Torres, el mercado del Día y el restaurante latinoamericano Budarepazo. La vibrante zona ofrece una gran variedad de opciones gastronómicas y comerciales, perfectas para disfrutar de la vida urbana.",False,good,False,False,20.0,False,False,False,False,[],False,False,False,800.0,€/mes,flat,studio,"Los Castros, Santander",Estudio en calle la Universidad,,,,,,,,,
110690044,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/1a/92/1412474059.webp,16,890.0,flat,rent,82.0,2,1,BO POZO (EL),Cantabria,Piélagos,Boo,es,43.4325785,-3.9462682,False,https://www.idealista.com/inmueble/110690044/,1161,"Descubre este encantador BAJO CON JARDIN ubicada en la tranquila zona de Boo, perfecto para disfrutar del confort y la tranquilidad y jardin. NO SE ADMITEN MASCOTAS Cuenta con dos aamplias y acogedoras habitaciones ideales para familias pequeñas o como espacio adicional para invitados. Su impecable estado asegura un hogar listo para habitar desde el primer día. La propiedad se encuentra orientada al sur lo que garantiza luminosidad durante todo el año. Además, podrás disfrutar de un muy amplio jardín con barbacoa. Disfruta también de garaje y trastero ncluidos en el precio. La ubicación es inmejorable gracias a su buena comunicación por su cercanía a la estación de tren y a la salida de la autovía Santander-Torrelavega. El precio de alquiler INCLUYE los gastos de comunidad NO HAY HONORARIOS DE AGENCIA PARA EL ARRENDATARIO No dude en solicitar información o una visita, respondiendo a éste anuncio, llamándonos, o acercándose a cualquiera de nuestras Oficinas DE ACERO INMOBILIARIA -En Santander, en la Calle Juan de Herrera 8 ( junto al Ayuntamiento). -En Soto de la Marina, en Avenida Marques de Valdecilla 97.",False,good,False,False,11.0,False,False,False,False,[],False,False,False,890.0,€/mes,flat,,"Boo, Piélagos",Piso en Bo Pozo (el),ACR-01952,bj,True,True,True,,,,
99811129,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/14/00/1294191300.webp,35,890.0,flat,rent,72.0,3,1,calle los Caños,Cantabria,Santander,General Dávila,es,43.4656222,-3.8121106,False,https://www.idealista.com/inmueble/99811129/,12247,"Housfy alquila � piso en Santander. La propiedad cuenta con 72 m² de superficie útil (verificados con la Dirección General de Catastro). Distribución de estancias: AMUEBLADO CON ELECTRODOMESTICOS 3 Dormitorios 1 Baño Salón-comedor Cocina Sin ascensor Características específicas: Vistas a la montaña Vistas a la ciudad Parquet Plaza de garaje INCLUIDA EN EL PRECIO Exterior Comunidad e IBI incluido! Sobre la zona: Ubicado en Centro - Ayuntamiento, Santander. Zona comunicada y próxima a paradas de transporte público. Condiciones adicionales: 1 mes de fianza + 2 meses de garantía adicional Forma de actualización de la renta: IPC y, en su defecto el que sea aplicable según normativa vigente (a día de hoy, IRAV). Plazo del arrendamiento: 1 año prorrogable obligatoriamente por plazos anuales hasta que el arrendamiento alcance una duración mínima de 5 años, de conformidad con el art. 9 LAU (7 años en caso de que el arrendador sea persona jurídica) ¿Quieres visitarlo? Contacta con Housfy y agenda tu visita sin compromiso. Más información en: housfy. com Housfy es una plataforma tecnológica que ofrece al propietario/a todos los servicios necesarios para que pueda alquilar la propiedad por su cuenta. Para tu seguridad, nunca cobramos honorarios ni reservas de inmuebles en alquiler antes de la firma del contrato de reserva. Para más información, visítanos en housfy. com. AICAT número: 7922.",True,good,False,False,12.0,False,False,False,False,[],False,False,False,890.0,€/mes,flat,,"General Dávila, Santander",Piso en calle los Caños,645047,5,True,True,True,,,,
110689824,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/6b/99/1412466015.webp,9,780.0,flat,rent,64.0,1,1,"calle San Fernando, 16",Cantabria,Santander,Numancia - San Fernando,es,43.460766,-3.819301,True,https://www.idealista.com/inmueble/110689824/,11506,"ALQUILER FIJO  Vivienda con estupenda situación céntrica, no lejos del Hospital de Valdecilla. Muy luminoso. Cuenta con portero fisico, ascensor y calefacción. Distribuido en hall, un dormitorio, baño y salón de concepto abierto con la cocina. Venga a visitarnos a nuestra oficina en Santander en la calle Juan de Herrera nº 3, en Santander.  .",False,good,False,True,12.0,False,False,False,False,[],False,False,False,780.0,€/mes,flat,,"Numancia - San Fernando, Santander","Piso en calle San Fernando, 16",SA1528,3,,,,,,,
110687546,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/22/52/d5/1412388962.webp,54,1400.0,flat,rent,132.0,3,2,calle Navas de Tolosa,Cantabria,Santander,Centro - Ayuntamiento,es,43.4592351,-3.8074869,False,https://www.idealista.com/inmueble/110687546/,12343,"Se ofrece en alquiler magnífico piso situado en pleno centro de Santander, a escasos metros de la estación de autobuses y muy próximo a la estación de tren. Una ubicación privilegiada que permite disfrutar de la ciudad con total comodidad. La vivienda destaca por su amplitud, excelente distribución, modernidad y calidades. Consta de tres habitaciones muy espaciosas, sobresaliendo la suite principal, que dispone de vestidor, baño propio y acceso directo a una agradable terraza, creando un espacio íntimo y especialmente confortable. La cocina, abierta y de diseño moderno, se integra armoniosamente con un salón con comedor, amplio y acogedor, ideal tanto para el día a día como para recibir invitados. Cada estancia ha sido concebida para ofrecer funcionalidad, elegancia y bienestar. La ubicación es, sin duda, uno de sus mayores atractivos: todos los servicios y comercios se encuentran a pocos pasos, así como enclaves emblemáticos como la bahía de Santander, el Centro Botín y los Jardines de Pereda, permitiendo disfrutar del entorno urbano, cultural y natural en un entorno inmejorable. Una oportunidad excepcional para quienes buscan calidad de vida, comodidad y el privilegio de residir en el centro neurálgico de la ciudad. Exclusivas Inmobiliarias Mikeli, más inmuebles en la zona. Mikeli Luxury Real Estate, la cartera más selecta de Cantabria.  **Inmueble en exclusiva. Para más información, contacte con la agencia. Se ruega no molestar a propietarios u ocupantes. **.",False,good,False,True,11.0,False,False,False,False,[],False,False,False,1400.0,€/mes,flat,,"Centro - Ayuntamiento, Santander",Piso en calle Navas de Tolosa,22419,1,True,,,,,,
94506986,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/c1/47/1409245658.webp,17,800.0,flat,rent,68.0,2,1,calle Cardenal Cisneros,Cantabria,Santander,General Dávila,es,43.4629094,-3.8202511,False,https://www.idealista.com/inmueble/94506986/,11524,"Se alquila acogedor piso completamente amueblado en zona tranquila. Muy bien situado, próximo al Hospital de Valdecilla y Plaza Numancia.  Se distribuye en salón-comedor, cocina independiente equipada, 2 amplios dormitorios y baño con plato de ducha. Completamente reformado. Dispone también de calefacción de gas natural, suelos de parquet, ventanas de PVC oscilobatientes. Muy bien distribuido. Se pide demostración de ingresos para seguro de alquiler. Para más información o concertar una visita, contacte con nosotros, estaremos encantados de atenderle.",False,good,False,False,12.0,False,False,False,False,[],False,False,False,800.0,€/mes,flat,,"General Dávila, Santander",Piso en calle Cardenal Cisneros,MVR493,1,True,,,,,,
110679255,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/29/77/1412142450.webp,6,1000.0,chalet,rent,60.0,2,1,calle de la Arnia,Cantabria,Santa Cruz de Bezana,Soto de la Marina,es,43.4648434,-3.9054179,False,https://www.idealista.com/inmueble/110679255/,5982,"*ES UN CHALET CON APARCAMIENTO PRIVADO* ///// NO SE ALQUILA PARA FIJO /////. Alquiler dirigido a estudiantes o profesionales desplazados con contrato temporal. (NO TURISMO) Por normativa vigente, es obligatorio justificar la temporalidad del arrendamiento. Por favor, abstenerse quienes busquen alquiler para residencia permanente*  Este anuncio es informativo y no contractual, puede contener errores, se muestra a título informativo y no es vinculante. Además, está sujeto a la decisión final del propietario.",False,good,False,,17.0,False,False,False,False,[],False,False,False,1000.0,€/mes,chalet,independantHouse,"Soto de la Marina, Santa Cruz de Bezana",Casa independiente en calle de la Arnia,1802-37-10002-ARNIA-NOFIJO,,,True,True,,,,
110679069,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/dc/77/1412138264.webp,13,1065.0,flat,rent,120.0,3,2,calle Lavapiés,Cantabria,Santander,Alisal - Cazoña - San Román,es,43.4634733,-3.8430727,False,https://www.idealista.com/inmueble/110679069/,9878,"///// NO SE ALQUILA PARA FIJO ///// Disponible hasta junio 2026. Alquiler dirigido a estudiantes o profesionales desplazados con contrato temporal. Por normativa vigente, es obligatorio justificar la temporalidad del arrendamiento. Por favor, abstenerse quienes busquen alquiler para residencia permanente* ////// DE SEPT A JUNIO DE 2027 SON 1100 EUROS//////  Este anuncio es informativo y no contractual, puede contener errores, se muestra a título informativo y no es vinculante. Además, está sujeto a la decisión final del propietario.",False,good,False,True,9.0,False,False,False,False,[],False,False,False,1065.0,€/mes,flat,,"Alisal - Cazoña - San Román, Santander",Piso en calle Lavapiés,1802-106532-LAVAPIES-ESCOLAR,1,True,,,,,,
110682400,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/65/40/1412226685.webp,17,650.0,flat,rent,40.0,1,1,"calle Doctor Enrique Oti, 6",Cantabria,Suances,,es,43.4342948,-4.0441243,True,https://www.idealista.com/inmueble/110682400/,7544,"Se alquila apartamento de un dormitorio, salón, cocina y un baño en la playa de La Concha en Suances. El edificio cuenta con ascensor.   Alquiler para fijo 650EUR/mes.   NO SE ADMITEN MASCOTAS.",False,good,False,True,16.0,False,False,False,False,[],False,False,False,650.0,€/mes,flat,,Suances,"Piso en calle Doctor Enrique Oti, 6",V2276,1,True,,,,,,
