variable,coef,std_error,t_value,p_value
const,272503.396355,5416.183344,50.312809,0.0
superficie_construida_m2,41217.848636,8627.976764,4.777232,2e-06
numero_dormitorios,9648.15164,8069.908581,1.195571,0.23252
numero_banos,63620.210734,7801.14111,8.155244,0.0
dummy_tipologia_unifamiliar,-9727.020626,7897.388433,-1.231676,0.21874
tiene_garaje_bin,28913.703161,5955.284665,4.855134,2e-06
obra_nueva_bin,-16376.008144,5775.151407,-2.835598,0.004789
