id,tipo_inmueble,titulo,municipio,zona,precio_mensual_eur,habitaciones,superficie_m2,planta,exterior,ascensor,garaje_incluido,garaje_opcional,temporada,lujo,vistas_mar,amueblado,observaciones
99,Piso,República de Colombia 18,Laredo,Zona Playa,1300,2,60,13,1,1,0,0,1,0,0,null,Verano quincenas apartamento reformado
100,Casa independiente,Voto (chalet con piscina),Voto,,2500,3,140,null,null,null,1,0,1,0,0,null,Quincenas piscina reformado
101,Piso,Espíritu Santo 10,Laredo,Centro,900,1,50,1,1,0,0,0,1,0,0,null,Verano quincenas sin ascensor
102,Piso,Enrique Mowinkel 41,Laredo,Zona Playa,1100,1,51,3,null,1,0,0,1,0,1,null,Verano quincenas vistas mar
103,Piso,Menéndez Pelayo 29,Laredo,Centro,3300,2,74,2,1,1,0,0,1,1,0,null,Temporal lujo (ojo: precio parece incoherente con “2ª quincena 1650”)
104,Piso,Diseminado Laredo 1002,Laredo,El Puntal,1800,2,67,5,null,1,0,0,1,0,1,null,Verano quincenas vistas mar primera línea
105,Casa independiente,San Pantaleón de Areas Voto 83,Voto,,2200,4,333,null,null,null,1,0,0,0,0,null,Casa entorno natural
106,Piso,Gándara 14,Santander,Puerto Chico,1000,2,77,1,1,1,0,0,0,0,0,1,Reformado y amueblado
107,Piso,San Lorenzo 12,Laredo,Centro,1500,3,85,null,1,0,0,0,1,0,0,null,Verano sin ascensor
108,Finca rústica,Cabaña en Liendo,Liendo,,870,2,60,null,null,null,0,0,1,0,0,null,Cabaña madera temporal hasta junio
109,Piso,Lealtad (Engel & Völkers),Santander,Centro-Ayuntamiento,1600,4,122,7,1,1,0,0,0,0,0,null,Mismo inmueble probable que Lealtad 20 (duplicado por agencia)
110,Chalet independiente,Mompía,Santa Cruz de Bezana,Mompía,2000,3,330,null,null,null,1,0,0,0,0,null,Chalet con terreno buen acceso autovía
111,Piso,Avenida de Pontejos,Santander,Los Castros,1200,2,89,8,1,1,1,0,0,0,1,null,Fijo piso vacío vistas mar
112,Piso,Calle las Marzas,Santander,General Dávila,850,2,77,1,1,1,0,0,0,0,0,null,Fijo personal sanitario o desplazado por trabajo
113,Piso,Ruiz Zorrilla (temporal),Santander,Castilla-Hermida,900,3,93,6,null,1,0,0,1,0,0,null,Temporal hasta 30/06/2026 o curso 26-27
114,Piso,Fernando de los Ríos (verano),Santander,Los Castros,2000,2,71,4,1,1,0,0,1,0,0,null,Temporal verano
115,Piso,Fernández Rañada 16,Solares,,750,3,115,0,1,1,1,0,1,0,0,null,Temporal bajo con jardín ~300m2 rebaja 800->750
116,Chalet pareado,El Nogalón 10,Molledo,,1200,3,82,null,null,null,1,0,0,0,0,1,Alquiler fijo equipado
117,Estudio,Herrera Oria 23 (residencia),Santander,Alisal-Cazoña-San Román,849,0,25,3,1,1,0,0,1,0,0,null,Residencia estudiantes alojamiento temporal
118,Piso,Avenida de los Castros (EC Inmobiliaria),Santander,Los Castros,850,3,91,0,1,0,0,0,1,0,0,null,Temporal escolar hasta junio 2027
119,Piso,Rucabao 9,Santa María de Cayón,Sarón,625,2,75,1,1,0,1,0,0,0,0,null,Fijo incluye garaje+trastero (texto dice sin ascensor pero también “edificio con ascensor”: inconsistencia)
120,Estudio,Juan de Garay 4 (loft),Santander,Numancia-San Fernando,900,1,50,0,1,0,0,0,0,0,0,null,Local reconvertido techos altos reformado 2024 (texto menciona 60m2: inconsistencia con 50m2)
121,Ático,Paseo de la Estación 4,Solares,,600,1,57,"ático",1,0,0,0,0,0,0,1,Amueblado terraza 18m2 (ojo: ficha dice bajo)
122,Piso,Cuatro Caminos (147m2),Santander,Cuatro Caminos,850,3,147,8,1,1,0,0,0,0,0,null,Exclusivo personal sanitario cerca Valdecilla
123,Piso,Avenida Alisas 13,Solares,,575,1,48,1,1,0,0,0,0,0,0,1,Texto dice que dispone de ascensor pero cabecera dice sin ascensor -> ascensor=null recomendado
124,Piso,Calle Honduras,Santander,Los Castros,1150,3,118,6,1,1,1,0,0,0,0,null,2 hab + sala convertible a 3ª orientación sur
125,Piso,Avenida Enrique Mowinkel (dúplex julio),Laredo,Zona Playa,3300,2,75,5,1,1,0,0,1,1,1,null,Solo julio mes segunda línea vistas mar lujo
126,Piso,Barrio Entrambasaguas 86,Entrambasaguas,,790,2,104,0,1,1,1,0,0,0,0,1,Bajo con terraza >30m2 amueblado salvo 2ª hab
127,Piso,Paseo de Altamira (78m2),Santander,General Dávila,1000,2,78,4,1,1,0,0,0,0,0,null,
128,Piso,Calle Valdenoja (hasta 30/06/2026),Santander,Valdenoja,900,2,78,1,1,1,0,0,1,0,0,1,Temporal hasta 30 junio 2026 rebaja 1000->900
129,Piso,Fernández Rañada 3,Solares,,650,2,73,3,1,1,0,0,0,0,0,null,Incluye despacho no mascotas condiciones: fianza+mes+seguro
130,Piso,Zona Playa (quincenas julio bajas),Laredo,Zona Playa,1600,1,65,3,null,1,0,0,1,0,1,null,Precio no comparable: indica quincenas (deberías normalizar a €/día o €/quincena)
131,Piso,Padre Ignacio Ellacuría 14,Laredo,Centro,2250,2,80,2,null,1,0,0,1,0,1,null,Temporal 1ª quincena agosto
132,Ático,Acacio Gutiérrez 138 (hasta junio),Suances,,1500,3,128,4,1,0,1,0,1,0,1,null,Temporal hasta junio primera línea mar
133,Ático,Acacio Gutiérrez 138 (sin marcar temporal),Suances,,2000,3,128,4,1,0,1,0,0,0,1,null,Mismo inmueble probable que id 132 con precio distinto (duplicado)
134,Piso,Miralmar,Santander,General Dávila,850,3,78,1,1,0,0,0,0,0,0,null,Rebaja 950->850 sin ascensor
135,Chalet pareado,Barrio Rivas,Guarnizo,,1200,3,110,null,null,null,1,0,0,0,0,null,Semi-amueblado
136,Piso,José Simón Cabarga 4b,Santander,Los Castros,940,3,88,7,1,1,1,0,0,0,1,null,Larga estancia vistas mar
137,Piso,Paseo Canalejas,Santander,Puerto Chico,850,2,70,2,1,0,0,0,0,0,0,null,Sin amueblar sin ascensor
138,Piso,Av Menéndez Pelayo (Muriedas),Camargo,Muriedas,900,3,81,3,1,1,0,0,0,0,0,1,Amueblado
139,Piso,Joaquín Costa (urbanización privada),Santander,El Sardinero,900,2,60,1,1,0,0,0,0,0,0,1,Aparcamiento urbanización
140,Piso,Marqués de Valdecilla (Soto),Santa Cruz de Bezana,Soto de la Marina,900,2,80,2,1,1,1,0,0,0,0,1,Amueblado
141,Piso,Pinares (temporal julio),Santander,Los Castros,2650,3,63,3,1,0,0,0,1,0,0,1,Temporal desde 3 julio precio vacacional (no comparable €/mes)
142,Estudio,Juan Garay 4 (loft 65m2),Santander,Numancia-San Fernando,950,1,65,0,1,0,0,0,0,0,0,null,Parece el mismo que id 120 pero con datos distintos (duplicado probable)
143,Piso,Valdenoja 39,Santander,Valdenoja,1300,3,108,5,1,1,1,0,0,0,1,1,Rebaja 1500->1300 amueblado vistas mar
144,Piso,Miguel Delibes 4 (Suances),Suances,,6500,3,80,1,1,1,1,0,1,1,0,null,Temporal lujo cerca playa (precio vacacional)
145,Ático,La Calleja 32 (Soto),Santa Cruz de Bezana,Soto de la Marina,900,3,125,3,1,1,1,0,1,0,0,null,Temporal hasta junio 2026 ático con terraza
146,Piso,Calle del Monte,Santander,Centro-Ayuntamiento,1070,1,50,2,1,0,0,0,0,0,0,null,Fijo sin muebles (salvo cocina)
147,Piso,Avenida de Valdecilla 1,Santander,Cuatro Caminos,1200,3,111,1,1,1,0,1,0,0,0,null,Solo sanitario/funcionarios garaje opcional 100€
148,Piso,Francisco Tomás y Valiente, Santander,Santander,Peñacastillo-Nuevamontaña,1200,3,110,1,1,1,1,0,0,0,0,null,Sin muebles salvo cocina disponible feb 2026
149,Dúplex,Bo Puente (Oruña),Piélagos,Oruña,750,3,121,1,1,0,1,0,0,0,0,null,Rebaja 800->750 sin ascensor
150,Piso,Avenida Reina Victoria (Arrenda),Santander,Puerto Chico,900,2,75,3,1,1,0,0,0,0,0,1,Amueblado reformado
151,Piso,Calle de la Arnia (ACERO),Santa Cruz de Bezana,Soto de la Marina,900,1,60,"entreplanta",1,0,0,0,0,0,0,1,Amueblado baño reformado trastero
152,Piso,Isla del Castro (Soto),Santa Cruz de Bezana,Soto de la Marina,1500,3,120,3,1,1,1,0,1,0,0,null,Temporal obra nueva alto standing
153,Piso,Avenida Reina Victoria (nuevo 2 hab),Santander,Puerto Chico,1300,2,89,1,1,1,0,0,0,0,1,null,Obra nueva sin amueblar vistas bahía
154,Piso,Avenida de los Castros 39,Santander,Los Castros,900,1,58,2,1,1,1,0,0,0,0,null,Con garaje (ojo: “Sardinero” en texto pero zona Los Castros)
155,Piso,Calle Guevara,Santander,Centro-Ayuntamiento,1400,4,117,5,1,1,0,0,1,0,0,null,Temporal centro junto Paraninfo
156,Ático,Urbanización Portonovo (Soto),Santa Cruz de Bezana,Soto de la Marina,900,2,72,1,1,1,1,0,0,0,0,1,Amueblado
157,Piso,República de Costa Rica (Laredo),Laredo,Zona Playa,750,2,78,4,1,0,1,0,0,0,0,null,Larga estancia vivienda habitual disponible 1 marzo
158,Piso,Paseo de Altamira 11 (hasta junio),Santander,General Dávila,850,2,86,2,1,1,1,0,1,0,1,1,Temporal hasta junio vistas bahía rebaja 950->850
159,Piso,Virgen Paloma (Inmosantander),Santander,Numancia-San Fernando,800,3,79,4,1,0,0,0,0,0,0,null,Semi-amueblado sin ascensor
160,Piso,Paseo Canalejas (Eurocasa),Santander,Puerto Chico,1500,3,101,2,1,1,0,0,0,0,0,null,Reformado
161,Piso,Menéndez Pelayo 2 (Inmob. Montaña),Santander,Puerto Chico,1500,3,113,3,1,1,0,0,0,0,0,null,Fijo diseño reformado eficiencia alta
162,Piso,República de Guatemala (Laredo),Laredo,Zona Playa,2000,2,80,5,1,1,0,0,1,0,1,null,Temporal verano 2026 vistas mar
163,Piso,Pérez Galdós (Inmosantander),Santander,El Sardinero,1975,3,160,3,1,1,1,0,0,0,0,null,Urbanización privada conserje jardines
164,Casa independiente,Barrio la Cotera,Villaescusa,,2200,5,300,null,null,null,1,0,0,0,0,null,Villa finca 1700m2 piscina
165,Caserón,Bo Arriba 28,Valderredible,,2800,4,268,null,null,null,1,0,1,0,0,null,Temporal casa rural
166,Piso,Castilla-Hermida (Valdecilla),Santander,Castilla-Hermida,850,2,89,1,1,1,0,0,0,0,0,null,Exclusivo personal Valdecilla rebaja 930->850
167,Piso,Peñas Redondas,Santander,Numancia-San Fernando,750,3,59,5,1,0,0,0,1,0,0,null,Temporal sep-jun sin ascensor
168,Ático,Industria 58,El Astillero,,590,1,49,4,1,1,0,0,0,0,0,1,Fijo ático amueblado terraza
169,Ático,General Dávila (Habita),Santander,General Dávila,900,2,70,5,1,1,0,0,1,0,0,null,Temporal urbanización privada vistas bahía
170,Estudio,Avenida de Francia (Laredo),Laredo,El Puntal,600,0,30,10,1,1,0,0,0,0,0,null,Fijo loft reformado 2ª línea playa
171,Piso,Monte la Torre (Monte),Santander,Monte,1350,2,64,2,1,1,0,0,1,0,0,null,Temporal por días/semanas/meses -> no comparable €/mes
172,Piso,Calle Vargas (PAS),Santander,Numancia-San Fernando,950,3,70,12,1,1,0,0,0,0,0,null,Seguro impago
173,Casa independiente,Allendelagua 17,Castro-Urdiales,Oriñón-Allendagua,1200,3,140,null,null,null,0,0,1,0,1,null,Temporal casa piedra vistas mar
174,Piso,Ruiz Zorrilla (Habita),Santander,Castilla-Hermida,700,2,72,5,1,1,0,0,1,0,0,null,Temporal
175,Casa rural,Diseminado Cos 5,Mazcuerras,,2500,6,1430,null,null,null,0,0,0,0,0,null,Opción compra (no es alquiler estándar) superficie parcela enorme
176,Chalet adosado,CL Quevia,Maliaño (Camargo),Camargo,1000,3,151,null,null,null,0,0,0,0,0,null,Reformado
177,Piso,Calle la Mies,Barcena de Cicero,,650,2,95,0,1,0,1,0,0,0,0,null,Bajo 95 m2 útiles
178,Chalet independiente,Calle Cotero (Las Dunas),Santa Cruz de Bezana,Soto de la Marina,1600,4,180,null,null,null,1,0,1,0,0,null,Temporal hasta junio 2026 parcela ~400m2
179,Piso,Centro (Activa Norte),Torrelavega,Centro,825,3,100,2,1,1,0,0,0,0,0,null,Rebaja 875->825 sin barreras
180,Piso,La Llanilla 1143 (Inmob. Montaña),Santander,Alisal-Cazoña-San Román,1250,2,76,0,1,1,1,0,0,0,0,null,Fijo bajo con jardín+terraza 118m2 urbanización
181,Piso,Bernardo Lavín (viBe),El Astillero,,780,2,74,2,1,0,0,0,0,0,0,null,Edificio 1969
182,Piso,Barrio Las Lastras 24 (Viveda),Viveda,,625,2,60,1,1,0,0,0,1,0,0,null,Temporal 10/01/2025 a 10/06/2026 (fechas explícitas)
183,Piso,Julio Ruiz de Salazar 51,Torrelavega,Covadonga-Campuzano,900,3,75,2,1,0,0,0,0,0,0,null,Solo empresas/traslados
184,Ático,José Ramón López Dóriga, Santander,Santander,Puerto Chico,850,1,80,5,1,1,0,0,0,0,0,1,Fijo semi-amueblado A/A
185,Piso,Burgos 8 (WEHOMES),Santander,Numancia-San Fernando,1000,2,70,2,1,0,0,0,1,0,0,1,Temporal sep/oct a mayo/jun 2026
186,Piso,Castilla-Hermida (temporal con garaje),Santander,Castilla-Hermida,900,2,77,8,1,1,1,0,1,0,1,null,Temporal sanitario/estudiantes vistas mar
187,Piso,Castilla 33 (WEHOMES),Santander,Castilla-Hermida,850,3,90,1,1,1,0,0,1,0,0,1,Temporal
188,Piso,Avenida de la Libertad 23 (Muriedas),Camargo,Muriedas,1100,3,80,2,1,1,0,0,1,0,0,null,Solo empresas/traslados/temporal
189,Piso,Cazoña (IDIVAL),Santander,Alisal-Cazoña-San Román,1000,3,107,2,1,1,1,0,0,0,0,null,Cerca Valdecilla garaje
190,Piso,Obispo José Eguino 3 (Edificio Zara),Santander,Centro-Ayuntamiento,900,1,50,1,1,1,0,0,1,0,0,1,Temporal
191,Piso,Cardenal Cisneros 21 (WEHOMES),Santander,Centro-Ayuntamiento,1500,4,100,3,1,0,0,0,1,0,0,null,Temporal 14 dic a junio sin ascensor
192,Piso,Pasaje de Peña 2 (WEHOMES),Santander,Centro-Ayuntamiento,1000,1,65,6,1,1,0,0,1,0,0,null,Temporal
193,Piso,Los Castros (920€),Santander,Los Castros,920,3,108,2,1,1,1,0,0,0,0,null,Cerca Valdecilla preferencia sanitario
194,Piso,Camilo Alonso Vega 6 (WEHOMES),Santander,Cuatro Caminos,850,2,75,7,1,1,0,0,1,0,0,null,Temporal oct a mayo/jun 2026
195,Piso,Cóbreces 42,Alfoz de Lloredo,,800,2,70,0,1,0,1,0,1,0,0,null,Temporal sep/oct a mayo/jun 2026 terraza piscina pádel
196,Piso,General Dávila 228 (WEHOMES),Santander,General Dávila,1100,1,65,3,1,0,0,0,1,0,1,null,Temporal vistas mar
197,Piso,Tres de Noviembre (33 Elefantes),Santander,Numancia-San Fernando,900,2,65,1,1,1,0,0,0,0,0,null,
198,Piso,Marcelino Sanz de Sautuola 11,Santander,Centro-Ayuntamiento,1200,2,85,3,1,0,0,0,1,0,0,null,Temporal premium
199,Dúplex,Cuatro Caminos (temporal),Santander,Cuatro Caminos,750,2,73,4,1,0,0,0,1,0,0,null,Temporal sanitario/profesores
200,Piso,Manuel Ruiz de Quevedo 41,Santander,Peñacastillo-Nuevamontaña,900,2,87,3,1,1,1,0,0,0,0,null,Fijo desde 1 septiembre obra nueva varios pisos
201,Piso,Joaquín Costa 18a (WEHOMES),Santander,El Sardinero,900,1,60,3,1,1,0,0,1,0,0,null,Temporal sep/oct a mayo/jun 2026
202,Piso,Paseo de Altamira (viBe),Santander,General Dávila,1050,2,93,8,1,1,1,0,0,0,0,null,Garaje incluido
203,Piso,Paseo Canalejas 11,Santander,Puerto Chico,1300,4,127,1,1,1,0,0,0,0,0,null,
204,Chalet pareado,Barrio Cerdigo,Castro-Urdiales,Oriñón-Allendagua,1495,3,293,null,null,null,1,0,0,0,1,null,Vistas mar
205,Piso,Cabuérniga (Campoo de Enmedio),Campoo de Enmedio,,1100,3,90,2,1,0,0,0,1,0,0,null,Texto dice edificio con ascensor pero cabecera sin ascensor -> ascensor=null recomendado
206,Piso,Avenida Santander 9,Noja,Tregadín,700,2,60,0,1,1,1,0,1,0,0,null,Temporal oct-jun
207,Piso,Pintor Modinos,Torrelavega,Centro,1000,3,89,1,1,1,0,0,1,0,0,null,Temporal para empresas
208,Piso,Vargas 11 (WEHOMES),Santander,Numancia-San Fernando,950,2,75,1,1,0,0,0,1,0,0,null,Temporal
209,Piso,Paseo Menéndez Pelayo (Brazomar),Castro-Urdiales,Brazomar,1800,4,115,4,1,1,0,0,1,0,1,null,Temporal hasta junio rebaja 1900->1800
210,Piso,Plaza Constitución (Muriedas),Camargo,Muriedas,1300,4,100,1,1,1,0,0,0,0,0,null,Solo empresas/traslados
211,Piso,Avenida Infantes 22,Santander,General Dávila,1600,3,100,3,1,1,0,0,1,0,0,1,Temporal sep 2026 a mayo/jun 2027
212,Piso,CL Concha Espina,Los Corrales de Buelna,,650,1,53,1,1,1,1,0,0,0,0,1,
213,Piso,Calle del Pocillo 11,Castro-Urdiales,Cotolino,1500,2,82,3,1,1,1,0,0,0,0,null,Obra nueva
214,Chalet adosado,Barrio Santullán 21D,Castro-Urdiales,Mioño-Santullán,1100,3,150,null,null,null,1,0,0,0,0,null,Larga estancia restricción ingresos >3000€
215,Casa independiente,Barrio Cóbreces,Alfoz de Lloredo,,12472,4,274,null,null,null,1,0,1,1,1,null,Precio por noche vacacional (NO mensual comparable)
216,Piso,Calle Ernest Lluch 9,Santander,La Pereda,950,2,120,2,1,1,1,0,1,0,0,null,Temporal
217,Dúplex,Amos de Escalante,Santander,Centro-Ayuntamiento,960,2,78,7,1,1,0,0,0,0,0,null,
218,Piso,República Costa Rica 16,Laredo,Zona Playa,1800,2,50,3,1,1,1,0,1,0,0,null,Precio quincena/semana verano no mensual
219,Piso,Manuel Ruiz de Quevedo 41,Santander,Peñacastillo-Nuevamontaña,900,2,80,3,1,1,1,0,0,0,0,null,Larga estancia
220,Piso,Calle Acebedos,Santander,Centro-Ayuntamiento,875,3,85,2,1,1,0,0,0,0,0,null,Restricción perfil inquilino
221,Piso,Calle Vargas,Santander,Numancia-San Fernando,890,2,79,8,1,1,0,0,0,0,0,null,
222,Piso,Antonio López 62,Santander,Castilla-Hermida,1200,3,130,7,1,1,0,0,1,0,1,null,Temporal ene-jun 2026 vistas mar
223,Piso,Calle Artiñano 1,Castro-Urdiales,Centro,800,1,45,3,1,0,0,0,1,0,0,1,Temporal
224,Dúplex,Francisco Giner Ríos 24,San Vicente de la Barquera,,1000,3,110,3,1,1,1,0,1,0,0,null,Temporal invierno
225,Piso,Calle Enseñanza 6,Santander,Centro-Ayuntamiento,1000,3,130,3,1,1,0,0,0,0,0,null,
226,Piso,Federico Vial 4,Santander,Castilla-Hermida,800,2,79,5,0,1,0,0,0,0,0,null,Interior
227,Ático,Avenida Reina Victoria,Santander,Puerto Chico,1150,2,65,9,1,1,0,0,0,0,0,1,
228,Piso,Cuesta del Hospital 7,Santander,Centro-Ayuntamiento,3000,3,70,3,1,0,0,0,1,1,0,null,Precio verano semanas/quincenas
229,Piso,Calle Quintana,Suances,,700,2,60,1,1,0,0,0,0,0,1,1,Fijo vistas mar
230,Piso,Avenida Stadium 19,Santander,El Sardinero,950,2,70,2,1,1,1,0,0,0,0,0,Fijo sin muebles
231,Piso,CL Floranes,Santander,Numancia-San Fernando,1000,3,97,2,1,1,1,0,0,0,0,null,
232,Piso,Los Templarios 6,Castro-Urdiales,Playa Ostende,1100,3,100,1,1,1,1,0,1,0,0,null,Temporal 11 meses
233,Piso,Avenida los Infantes,Santander,El Sardinero,1500,2,87,0,0,1,1,0,1,0,0,1,Temporal bajo interior
234,Dúplex,Paseo Marina Española 15,Suances,,1000,4,110,2,1,1,1,0,1,0,1,null,Precio verano por semana
235,Dúplex,Francisco Giner Ríos 32,San Vicente de la Barquera,,1000,2,95,3,1,1,0,1,1,0,0,null,Garaje opcional 50€
236,Piso,Calle Helgueras 14,Noja,,700,2,85,1,1,1,0,0,1,0,0,null,Temporal sep-jun
237,Piso,República Colombia 18,Laredo,Zona Playa,600,2,55,10,1,1,1,0,1,0,0,null,Precio por quincena verano
238,Piso,Francisco de Quevedo,Santander,Centro-Ayuntamiento,800,1,71,4,1,0,0,0,0,0,0,null,
239,Piso,Vargas 5,Santander,Numancia-San Fernando,680,1,40,6,1,0,0,0,0,0,0,null,
240,Dúplex,Avenida Menicenses,Miengo,,900,2,75,1,1,1,1,0,0,0,0,null,
241,Piso,Río de la Pila 19,Santander,General Dávila,1250,4,134,1,1,1,0,0,1,0,0,null,Temporal
242,Piso,Vista Alegre 35,Santander,General Dávila,900,2,70,null,1,0,0,0,0,0,0,null,
243,Piso,Ocharan Mazas,Castro-Urdiales,Centro,1650,4,180,1,1,1,0,0,1,0,1,null,Primera línea mar temporal
244,Piso,Avenida Castros,Santander,Los Castros,850,2,79,7,1,1,1,0,1,0,0,null,Temporal sep-jun
245,Piso,Avenida Cantabria 8,Santander,La Pereda,1400,3,90,3,1,1,1,0,0,0,0,null,Precio alternativo temporada 1300
246,Piso,Marcel Pirón,Torrelavega,Barreda,850,4,89,1,1,0,0,0,0,0,0,null,
247,Chalet independiente,Calle Luis Martínez,Santander,El Sardinero,7000,6,470,null,null,null,1,0,0,1,0,null,Lujo
248,Dúplex,Calle Hernán Cortés,Santander,Centro-Ayuntamiento,1400,3,112,4,1,1,0,0,0,0,0,1,Fijo
249,Piso,Barrio Cuartas 9,Renedo-Piélagos,,680,3,90,2,1,1,1,0,0,0,0,null,
250,Piso,Miguel Artigas,Santander,Centro-Ayuntamiento,1200,3,100,5,1,1,0,0,0,0,0,null,
251,Piso,CL San Fernando 22,Santander,Numancia-San Fernando,1200,3,130,5,1,1,0,0,0,0,0,null,
252,Piso,CL Gerona,Santander,Puerto Chico,680,3,65,4,1,0,0,0,1,0,0,null,Temporal sep-jun estudiantes
253,Piso,Calle San Fernando,Santander,Cuatro Caminos,850,1,68,4,1,1,0,0,1,0,0,null,Temporal sep-jun
254,Ático,Calle Tantín,Santander,Centro-Ayuntamiento,760,2,50,5,1,0,0,0,0,0,0,null,Fijo posibilidad compra
255,Chalet adosado,Barrio Cumbrales,Polanco,,800,2,82,null,null,null,1,0,0,0,0,null,
256,Chalet pareado,Calle la Brava 29,Noja,Ris,4100,5,320,null,null,null,1,0,1,1,0,null,Temporal lujo verano
257,Piso,Calle Lealtad,Santander,Centro-Ayuntamiento,1600,4,160,7,1,1,0,0,0,0,0,null,
258,Chalet,Calle Juan de Herrera,Los Corrales de Buelna,,750,1,67,null,null,null,0,0,1,0,0,null,Corta estancia
259,Piso,Urbanización Parque Mar,Barcena de Cicero,,750,1,65,1,1,1,1,0,1,0,0,null,Corta estancia
260,Piso,Calle Peñas Blancas,Somo,Ribamontan al Mar,750,2,85,1,1,0,1,0,1,0,0,null,Corta estancia
261,Piso,Calle El Mazuco 8,Somo,Ribamontan al Mar,1000,1,50,0,1,0,0,0,1,0,0,null,Temporal jardín
262,Piso,Calle General Espartero,Ramales de la Victoria,,700,3,70,3,1,0,0,0,0,0,0,null,
263,Dúplex,Barrio las Quintas 20,Viveda,,500,1,40,0,1,0,0,0,1,0,0,1,Temporal hasta mayo 2026
264,Casa independiente,Ca-136,Santillana del Mar,,1300,4,140,null,null,null,1,0,1,0,0,null,Temporal sep-jun
265,Piso,Bo Iglesia,Liencres,Piélagos,900,2,80,0,1,0,0,0,1,0,0,null,Temporal no mascotas
266,Piso,Barrio las Quintas 20 (2),Viveda,,550,2,50,0,1,0,0,0,1,0,0,1,Temporal hasta mayo 2026
267,Piso,Calle Emilio Pino,Santander,Centro-Ayuntamiento,1600,5,157,4,1,1,0,0,0,0,0,null,Sin amueblar
268,Piso,Calle Emilio Pino (2),Santander,Centro-Ayuntamiento,1290,3,118,4,1,1,0,0,0,0,0,null,
269,Dúplex,Amos de Escalante,Santander,Centro-Ayuntamiento,950,2,80,7,1,1,0,0,0,0,0,1,Fijo
270,Piso,Profesor Jiménez Díaz,Santander,Cuatro Caminos,575,1,40,0,1,0,0,0,1,0,0,null,Temporal ene-jun
271,Piso,Avenida Menéndez Pelayo,Muriedas,Camargo,980,3,107,5,1,1,0,0,0,0,0,null,
272,Dúplex,Brazomar,Castro-Urdiales,Brazomar,2000,4,121,2,1,1,1,0,1,0,1,null,Temporal vistas mar
273,Chalet adosado,Avenida Menicenses,Miengo,,1250,4,191,null,null,null,0,0,1,0,0,null,Temporal oct-jun
274,Chalet pareado,Barrio Sámano,Castro-Urdiales,Sámano,1700,3,188,null,null,null,1,0,0,0,0,null,
275,Piso,Voto,,Voto,600,2,87,2,null,1,1,0,1,0,0,null,Temporal sep-jun
276,Casa de pueblo,Sobremazas,,1500,2,65,null,null,null,1,0,1,0,0,null,Vacacional precio orientativo
277,Piso,Paseo Garelly,Comillas,,900,3,120,2,1,1,1,0,1,0,0,1,Temporal nueva construcción
278,Piso,Paseo Antonio Garelly,Comillas,,800,2,85,0,1,1,1,0,1,0,0,null,Temporal
279,Piso,Calle Montevideo,Santander,Cuatro Caminos,900,2,100,0,1,0,0,0,1,0,0,null,Temporal ene-jun
280,Piso,Los Caserios 8,Castro-Urdiales,Centro,900,2,80,2,1,1,1,0,1,0,0,null,Temporal piscina
281,Chalet pareado,Urbanización Monte Corona,Comillas,,750,2,50,null,null,null,1,0,1,0,1,null,Temporal Oyambre
282,Piso,Calle Valle de Campoo,Torrelavega,Ciudad Nueva,620,2,60,2,1,0,0,0,0,0,0,null,
283,Chalet adosado,Barrio Mar,Polanco,,1750,4,170,null,null,null,1,0,0,0,0,null,
284,Piso,Avenida Herrera Oria,Santander,Alisal-Cazoña,950,3,90,9,1,1,0,0,0,0,0,null,
285,Piso,Calle Cervantes,Santander,Centro-Ayuntamiento,950,3,85,1,1,0,0,0,0,0,0,null,
286,Piso,Calle José Simón Cabarga,Santander,El Sardinero,1100,2,80,5,1,1,0,1,0,0,0,null,
287,Chalet pareado,Barrio Redo,Camaleño,,690,3,118,null,null,null,0,0,1,0,0,null,Temporal
288,Piso,Calle Claudio López,Comillas,,1200,2,74,2,1,0,1,0,1,0,0,null,Temporal
289,Piso,Calle Floranes,Santander,Numancia-San Fernando,850,2,67,4,1,1,0,0,0,0,0,null,
290,Piso,Paseo Menéndez Pelayo,Santander,Puerto Chico,850,1,50,2,1,1,1,0,0,0,0,null,
291,Piso,Calle Silvestre Ochoa,Castro-Urdiales,Playa Ostende,890,2,79,2,1,1,1,0,1,0,0,null,Temporal
292,Piso,Calle Camilo Alonso Vega,Santander,General Dávila,800,2,74,3,1,1,0,0,1,0,0,null,Temporal
293,Piso,Calle Bonifaz,Santander,Puerto Chico,800,1,55,5,1,1,0,0,0,0,0,null,
294,Piso,Calle la Universidad,Santander,Los Castros,850,2,66,5,1,0,0,0,1,0,0,null,Temporal
295,Piso,Calle Juan de la Cosa,Santander,Puerto Chico,970,2,80,5,1,1,0,0,0,0,0,null,
296,Dúplex,Av Francisco Giner de los Ríos,San Vicente de la Barquera,,1400,3,100,3,1,1,1,0,1,0,0,null,Temporal
297,Piso,Calle Antonio López,Santander,Castilla-Hermida,850,1,70,1,1,1,0,0,0,0,0,null,
298,Piso,Numancia-San Fernando,Santander,Numancia-San Fernando,875,2,72,1,1,1,0,0,0,0,0,null,
299,Piso,Cudón,Miengo,,700,2,79,1,1,0,1,0,1,0,0,null,Temporal
300,Piso,Cotolino,Castro-Urdiales,Cotolino,800,2,70,0,1,1,0,0,1,0,0,null,Temporal
301,Piso,Castilla-Hermida,Santander,Castilla-Hermida,1000,3,100,4,1,1,0,1,0,0,0,null,
